PeakID (cmd=annotatePeaks.pl GATA2.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_12320	chr20	56796411	56796649	+	0	NA	Intergenic	NA	167228	TFAP2C								
Interval_18606	chr7	67252338	67252477	+	0	NA	Intergenic	NA	50035	PMS2P4								
Interval_12110	chr20	34661833	34662056	+	0	NA	intron (PIGU, intron 1 of 11)	NA	15341	PIGU								
Interval_13902	chr3	112374212	112374711	+	0	NA	Intergenic	NA	41393	CD200								
Interval_6394	chr14_GL000225v1_random	33217	33449	+	0	NA	Intergenic	NA	-2956	LOC100287823								
Interval_4243	chr12	14607533	14608203	+	0	NA	intron (RP11-695J4.2, intron 1 of 5)	NA	39691	RP11-695J4.2								
Interval_12438	chr21	18684262	18684392	+	0	NA	intron (AL109763.2, intron 2 of 3)	NA	1837	MIR548X								
Interval_7511	chr16	50063883	50064071	+	0	NA	Intergenic	NA	-2005	HEATR3								
Interval_12265	chr20	49794867	49795316	+	0	NA	Intergenic	NA	-17622	SLC9A8								
Interval_20746	chr9	22008603	22008820	+	0	NA	exon (CDKN2B, exon 1 of 2)	NA	602	CDKN2B								
Interval_5460	chr13	42630320	42630532	+	0	NA	Intergenic	NA	67690	TNFSF11								
Interval_5260	chr13	24844642	24844853	+	0	NA	exon (RNF17, exon 22 of 37)	NA	78142	CENPJ								
Interval_1734	chr1	209483451	209483678	+	0	NA	Intergenic	NA	51361	MIR205								
Interval_7638	chr16	67028931	67029196	+	0	NA	promoter-TSS (CBFB)	NA	-84	CBFB								
Interval_19056	chr7	138110868	138110998	+	0	NA	intron (AKR1D1, intron 7 of 7)	NA	-12825	MIR4468								
Interval_5109	chr12	122048204	122048485	+	0	NA	intron (BCL7A, intron 4 of 5)	NA	-14946	LOC100506691								
Interval_10153	chr2	9736020	9736359	+	0	NA	Intergenic	NA	37210	LOC100996549								
Interval_9350	chr19	6796780	6796978	+	0	NA	intron (VAV1, intron 1 of 25)	NA	24211	VAV1								
Interval_1144	chr1	147273828	147273995	+	0	NA	intron (CHD1L, intron 7 of 17)	NA	31270	CHD1L								
Interval_2551	chr10	64726957	64727125	+	0	NA	Intergenic	NA	-98487	ANXA2P3								
Interval_18146	chr7	237705	237835	+	0	NA	intron (FAM20C, intron 3 of 9)	NA	-24114	LOC100996433								
Interval_3701	chr11	82680222	82680602	+	0	NA	Intergenic	NA	53452	FAM181B								
Interval_7527	chr16	50937285	50937533	+	0	NA	Intergenic	NA	43748	LOC102724940								
Interval_9233	chr18	80262908	80263205	+	0	NA	Intergenic	NA	-15542	PARD6G								
Interval_18646	chr7	74650162	74650365	+	0	NA	Intergenic	NA	-37264	GTF2I								
Interval_11726	chr2	233245557	233245694	+	0	NA	Intergenic	NA	-6038	ATG16L1								
Interval_14724	chr4	26936430	26936560	+	0	NA	intron (STIM2, intron 2 of 12)	NA	75804	STIM2								
Interval_8198	chr17	36766416	36766547	+	0	NA	Intergenic	NA	96638	LOC102723456								
Interval_14870	chr4	49109445	49109617	+	0	NA	Intergenic	NA	-52489	LOC101927209								
Interval_13550	chr3	49238561	49238792	+	0	NA	intron (CCDC36, intron 2 of 6)	NA	-35444	MIR4271								
Interval_15039	chr4	76062023	76062331	+	0	NA	intron (ART3, intron 1 of 9)	NA	-13704	ART3								
Interval_3939	chr11	119228968	119229262	+	0	NA	intron (CBL, intron 1 of 15)	NA	22839	CBL								
Interval_7209	chr16	2429090	2429518	+	0	NA	promoter-TSS (CCNF)	NA	-90	CCNF								
Interval_10584	chr2	68689588	68689879	+	0	NA	Intergenic	NA	43911	PROKR1								
Interval_15805	chr5	39219132	39219337	+	0	NA	intron (FYB, intron 1 of 19)	NA	-1348	FYB								
Interval_831	chr1	96568684	96568927	+	0	NA	Intergenic	NA	-152800	PTBP2								
Interval_7011	chr15	81098982	81099115	+	0	NA	Intergenic	NA	-35255	C15orf26								
Interval_3593	chr11	68460531	68460770	+	0	NA	promoter-TSS (PPP6R3)	NA	-44495	PPP6R3								
Interval_8901	chr18	26309014	26309177	+	0	NA	intron (TAF4B, intron 9 of 14)	NA	82640	TAF4B								
Interval_8407	chr17	55433176	55433348	+	0	NA	Intergenic	NA	-11269	MMD								
Interval_10238	chr2	26592047	26592208	+	0	NA	intron (CIB4, intron 4 of 6)	NA	29568	C2orf70								
Interval_9794	chr19	40897296	40897595	+	0	NA	intron (CYP2G1P, intron 2 of 4)	NA	6619	CYP2G1P								
Interval_2287	chr10	27841250	27841391	+	0	NA	intron (ARMC4, intron 14 of 14)	NA	-95471	MKX								
Interval_2231	chr10	19920829	19921128	+	0	NA	intron (PLXDC2, intron 1 of 12)	NA	104535	PLXDC2								
Interval_17197	chr6	36171712	36171972	+	0	NA	intron (LOC102723648, intron 2 of 2)	NA	24663	LOC102723648								
Interval_9640	chr19	28694968	28695173	+	0	NA	Intergenic	NA	-62342	LOC101927210								
Interval_13939	chr3	116808653	116809016	+	0	NA	Intergenic	NA	41471	MIR4447								
Interval_12563	chr21	34918324	34918454	+	0	NA	intron (RUNX1, intron 2 of 8)	NA	-28568	RUNX1								
Interval_4909	chr12	102021499	102022009	+	0	NA	intron (CCDC53, intron 6 of 6)	NA	40370	CCDC53								
Interval_2429	chr10	44730527	44730657	+	0	NA	Intergenic	NA	-180724	TMEM72								
Interval_16998	chr6	16111433	16111633	+	0	NA	Intergenic	NA	-17568	MYLIP								
Interval_5946	chr14	56176525	56176660	+	0	NA	intron (PELI2, intron 1 of 5)	NA	57956	PELI2								
Interval_3046	chr10	126036593	126036723	+	0	NA	intron (ADAM12, intron 20 of 22)	NA	61082	FANK1								
Interval_10245	chr2	27081369	27081593	+	0	NA	intron (EMILIN1, intron 3 of 7)	NA	2836	EMILIN1								
Interval_19005	chr7	129603733	129603950	+	0	NA	Intergenic	NA	-26237	NRF1								
Interval_12795	chr22	24880469	24880619	+	0	NA	intron (SGSM1, intron 15 of 25)	NA	58803	TMEM211								
Interval_5538	chr13	58953860	58953990	+	0	NA	Intergenic	NA	742419	LOC101926912								
Interval_6279	chr14	93343318	93343577	+	0	NA	intron (UNC79, intron 1 of 49)	NA	-3744	COX8C								
Interval_9999	chr19	51546671	51547165	+	0	NA	Intergenic	NA	-15062	SIGLEC6								
Interval_8943	chr18	35289584	35289734	+	0	NA	promoter-TSS (ZNF271)	NA	586	ZSCAN30								
Interval_18168	chr7	2731710	2731959	+	0	NA	intron (GNA12, intron 4 of 4)	NA	52312	AMZ1								
Interval_7042	chr15	87556403	87556700	+	0	NA	Intergenic	NA	-20378	LINC00052								
Interval_15348	chr4	130473555	130473728	+	0	NA	Intergenic	NA	-348049	LOC102724353								
Interval_5548	chr13	67495718	67496016	+	0	NA	Intergenic	NA	-265531	PCDH9								
Interval_2487	chr10	57294823	57294981	+	0	NA	Intergenic	NA	9657	MIR3924								
Interval_7768	chr16	85144233	85144441	+	0	NA	intron (LOC400548, intron 2 of 2)	NA	7187	LOC400548								
Interval_7937	chr17	8056645	8056784	+	0	NA	Intergenic	NA	17674	ALOX15B								
Interval_19979	chr8	81061338	81061610	+	0	NA	intron (PAG1, intron 2 of 9)	NA	50594	PAG1								
Interval_4629	chr12	64782286	64782517	+	0	NA	intron (TBC1D30, intron 1 of 12)	NA	1621	TBC1D30								
Interval_13126	chr3	4539295	4539554	+	0	NA	intron (ITPR1, intron 4 of 58)	NA	46076	ITPR1								
Interval_13876	chr3	107965289	107965475	+	0	NA	Intergenic	NA	82177	LINC00636								
Interval_7398	chr16	27993660	27993899	+	0	NA	intron (GSG1L, intron 1 of 5)	NA	69724	GSG1L								
Interval_13343	chr3	28326574	28326982	+	0	NA	intron (AZI2, intron 8 of 8)	NA	-22170	ZCWPW2								
Interval_13805	chr3	99845428	99845789	+	0	NA	intron (FILIP1L, intron 5 of 5)	NA	18803	LOC102724841								
Interval_6246	chr14	90383835	90383965	+	0	NA	Intergenic	NA	-15096	CALM1								
Interval_9124	chr18	63828986	63829160	+	0	NA	Intergenic	NA	53698	SERPINB7								
Interval_752	chr1	88973619	88973863	+	0	NA	intron (CCBL2, intron 1 of 12)	NA	19219	RBMXL1								
Interval_19058	chr7	138257524	138258045	+	0	NA	Intergenic	NA	134026	MIR4468								
Interval_21350	chr9	136282533	136282675	+	0	NA	intron (MGC50722, intron 9 of 9)	NA	21466	MGC50722								
Interval_5439	chr13	39655557	39655716	+	0	NA	promoter-TSS (COG6)	NA	9	COG6								
Interval_11318	chr2	182041612	182041910	+	0	NA	intron (PPP1R1C, intron 2 of 5)	NA	13693	LOC102724288								
Interval_18452	chr7	39589801	39589932	+	0	NA	intron (YAE1D1, intron 2 of 2)	NA	23490	YAE1D1								
Interval_2414	chr10	42963310	42963536	+	0	NA	Intergenic	NA	-34140	MIR5100								
Interval_21341	chr9	134324430	134324598	+	0	NA	Intergenic	NA	-54781	RXRA								
Interval_12997	chr22	42090825	42091028	+	0	NA	promoter-TSS (NDUFA6)	NA	-7	NDUFA6-AS1								
Interval_20048	chr8	92830223	92830423	+	0	NA	Intergenic	NA	-44263	FLJ46284								
Interval_20847	chr9	38020267	38020720	+	0	NA	intron (SHB, intron 1 of 5)	NA	48720	SHB								
Interval_5526	chr13	51801030	51801160	+	0	NA	intron (DHRS12, intron 1 of 7)	NA	4427	DHRS12								
Interval_8777	chr18	5541422	5541552	+	0	NA	promoter-TSS (EPB41L3)	NA	36182	EPB41L3								
Interval_20936	chr9	87223772	87223902	+	0	NA	Intergenic	NA	75193	C9orf170								
Interval_15119	chr4	84957987	84958154	+	0	NA	intron (WDFY3, intron 1 of 67)	NA	-8748	WDFY3-AS2								
Interval_20077	chr8	95269214	95269392	+	0	NA	promoter-TSS (C8orf37)	NA	-69	C8orf37								
Interval_10275	chr2	30704350	30704584	+	0	NA	Intergenic	NA	102978	CAPN13								
Interval_21816	chrX	107673505	107673751	+	0	NA	Intergenic	NA	45204	PRPS1								
Interval_11478	chr2	202265548	202265729	+	0	NA	promoter-TSS (NOP58)	NA	-154	NOP58								
Interval_5162	chr12	128642734	128643247	+	0	NA	intron (TMEM132C, intron 4 of 8)	NA	180953	SLC15A4								
Interval_6877	chr15	68180640	68180830	+	0	NA	intron (PIAS1, intron 11 of 13)	NA	25375	CALML4								
Interval_21485	chrX	1481887	1482114	+	0	NA	intron (P2RY8, intron 1 of 1)	NA	-29023	ASMTL								
Interval_19121	chr7	144935155	144935331	+	0	NA	Intergenic	NA	-99190	TPK1								
Interval_14275	chr3	159216394	159216524	+	0	NA	intron (IQCJ, intron 1 of 4)	NA	-56788	SCHIP1								
Interval_21955	chrX	153928190	153928437	+	0	NA	Intergenic	NA	-2053	ARHGAP4								
Interval_13776	chr3	87997994	87998180	+	0	NA	Intergenic	NA	-115046	ZNF654								
Interval_8223	chr17	38926738	38927003	+	0	NA	exon (LINC00672, exon 2 of 2)	NA	1702	LINC00672								
Interval_9278	chr19	2385674	2385832	+	0	NA	intron (TMPRSS9, intron 1 of 18)	NA	4246	TMPRSS9								
Interval_12683	chr21	45643342	45643702	+	0	NA	Intergenic	NA	-101051	SLC19A1								
Interval_6830	chr15	64874175	64874397	+	0	NA	Intergenic	NA	32403	PLEKHO2								
Interval_18922	chr7	114837858	114838155	+	0	NA	Intergenic	NA	-84148	MDFIC								
Interval_20932	chr9	86060452	86060591	+	0	NA	intron (GOLM1, intron 3 of 9)	NA	39680	GOLM1								
Interval_2254	chr10	22826009	22826184	+	0	NA	Intergenic	NA	-101928	ARMC3								
Interval_10324	chr2	38176679	38177071	+	0	NA	intron (CYP1B1-AS1, intron 2 of 2)	NA	25955	LOC102723739								
Interval_2627	chr10	73332337	73332542	+	0	NA	intron (TTC18, intron 8 of 27)	NA	26571	TTC18								
Interval_15073	chr4	80116535	80116729	+	0	NA	Intergenic	NA	-43160	ANTXR2								
Interval_7383	chr16	25274574	25274743	+	0	NA	Intergenic	NA	-17124	ZKSCAN2								
Interval_7491	chr16	46831183	46831401	+	0	NA	promoter-TSS (C16orf87)	NA	-130	C16orf87								
Interval_21038	chr9	100353184	100353425	+	0	NA	promoter-TSS (TEX10)	NA	-733	TEX10								
Interval_11235	chr2	171193451	171193748	+	0	NA	intron (TLK1, intron 1 of 20)	NA	-32699	TLK1								
Interval_13521	chr3	47026204	47026367	+	0	NA	intron (SETD2, intron 15 of 17)	NA	14743	NRADDP								
Interval_19690	chr8	49984211	49984508	+	0	NA	intron (SNTG1, intron 1 of 16)	NA	74570	SNTG1								
Interval_17625	chr6	107705090	107705295	+	0	NA	TTS (SCML4)	NA	-1565	LOC101927442								
Interval_10256	chr2	27955066	27955285	+	0	NA	intron (BRE, intron 4 of 12)	NA	-41247	MIR4263								
Interval_12507	chr21	29098299	29098444	+	0	NA	intron (MAP3K7CL, intron 5 of 7)	NA	20900	MAP3K7CL								
Interval_877	chr1	104365529	104366059	+	0	NA	Intergenic	NA	292771	LOC100129138								
Interval_1888	chr1	228478925	228479185	+	0	NA	Intergenic	NA	-8312	RNF187								
Interval_759	chr1	89324368	89324498	+	0	NA	Intergenic	NA	-34071	LOC729930								
Interval_22059	chrY	56685532	56685666	+	0	NA	Intergenic	NA	-268710	SPRY3-2								
Interval_20026	chr8	90005401	90005695	+	0	NA	intron (DECR1, intron 1 of 8)	NA	4089	DECR1								
Interval_3430	chr11	57296269	57296496	+	0	NA	Intergenic	NA	15084	TNKS1BP1								
Interval_8540	chr17	67755538	67755735	+	0	NA	Intergenic	NA	14966	SNORA38B								
Interval_17892	chr6	140671958	140672104	+	0	NA	Intergenic	NA	-11824	MIR4465								
Interval_20136	chr8	100267310	100267475	+	0	NA	intron (RNF19A, intron 6 of 10)	NA	42774	RNF19A								
Interval_3591	chr11	68150337	68150511	+	0	NA	Intergenic	NA	-29033	CHKA								
Interval_18233	chr7	11427762	11428022	+	0	NA	intron (THSD7A, intron 14 of 25)	NA	404305	THSD7A								
Interval_933	chr1	110339096	110339575	+	0	NA	promoter-TSS (RBM15)	NA	12	RBM15								
Interval_19313	chr8	11861742	11861872	+	0	NA	intron (CTSB, intron 1 of 10)	NA	5886	CTSB								
Interval_1932	chr1	231517243	231517375	+	0	NA	intron (LOC102724041, intron 1 of 2)	NA	2737	LOC102724041								
Interval_3315	chr11	34654206	34654445	+	0	NA	intron (EHF, intron 6 of 8)	NA	30049	EHF								
Interval_12427	chr21	16884206	16884462	+	0	NA	Intergenic	NA	294044	MIR125B2								
Interval_2091	chr1	248828876	248829203	+	0	NA	Intergenic	NA	2656	MIR3124								
Interval_8829	chr18	12173642	12173780	+	0	NA	Intergenic	NA	-16934	LOC102724582								
Interval_20376	chr8	122768756	122769077	+	0	NA	Intergenic	NA	-11740	ZHX2								
Interval_4440	chr12	45192286	45192818	+	0	NA	intron (PLEKHA8P1, intron 1 of 2)	NA	-23435	ANO6								
Interval_18343	chr7	26760683	26760819	+	0	NA	intron (SKAP2, intron 4 of 12)	NA	103971	SKAP2								
Interval_5232	chr13	21547156	21547293	+	0	NA	intron (MICU2, intron 2 of 10)	NA	4186	RNU6-59P								
Interval_1318	chr1	161636251	161636613	+	0	NA	Intergenic	NA	-4970	FCGR3B								
Interval_17580	chr6	100962378	100962538	+	0	NA	intron (LOC102724422, intron 1 of 2)	NA	17361	LOC102724422								
Interval_12655	chr21	42974349	42974546	+	0	NA	promoter-TSS (PKNOX1)	NA	-63	PKNOX1								
Interval_20294	chr8	116058338	116058602	+	0	NA	intron (LINC00536, intron 7 of 13)	NA	266589	LINC00536								
Interval_18400	chr7	34143409	34143583	+	0	NA	TTS (BMPER)	NA	238585	BMPER								
Interval_20010	chr8	86055979	86056276	+	0	NA	intron (PSKH2, intron 2 of 2)	NA	13495	PSKH2								
Interval_13200	chr3	13043014	13043205	+	0	NA	intron (IQSEC1, intron 1 of 13)	NA	-75649	IQSEC1								
Interval_9485	chr19	14007069	14007222	+	0	NA	promoter-TSS (RFX1)	NA	-856	RFX1								
Interval_10179	chr2	12650928	12651225	+	0	NA	Intergenic	NA	-65796	TRIB2								
Interval_7444	chr16	31451639	31451905	+	0	NA	Intergenic	NA	-6501	ARMC5								
Interval_12515	chr21	29500725	29500960	+	0	NA	Intergenic	NA	-95198	GRIK1-AS2								
Interval_12600	chr21	38074343	38074494	+	0	NA	intron (DSCR4, intron 2 of 2)	NA	46942	DSCR4								
Interval_21604	chrX	28010986	28011191	+	0	NA	Intergenic	NA	-29639	DCAF8L1								
Interval_4220	chr12	12380104	12380368	+	0	NA	intron (LOH12CR1, intron 2 of 3)	NA	23150	LOH12CR1								
Interval_504	chr1	52424906	52425133	+	0	NA	intron (ZCCHC11, intron 29 of 29)	NA	20472	PRPF38A								
Interval_19207	chr7	158915461	158915653	+	0	NA	intron (WDR60, intron 14 of 22)	NA	44281	WDR60								
Interval_12856	chr22	30306199	30306715	+	0	NA	intron (TBC1D10A, intron 1 of 8)	NA	-16830	GATSL3								
Interval_16681	chr5	161205500	161205634	+	0	NA	Intergenic	NA	-266941	RP11-109J4.1								
Interval_12346	chr20	59948220	59948483	+	0	NA	exon (FAM217B, exon 4 of 4)	NA	-8054	PPP1R3D								
Interval_5614	chr13	84744479	84744778	+	0	NA	Intergenic	NA	604026	LINC00333								
Interval_11300	chr2	180632501	180632798	+	0	NA	Intergenic	NA	-59455	SCHLAP1								
Interval_8951	chr18	36130226	36130401	+	0	NA	promoter-TSS (SLC39A6)	NA	439	ELP2								
Interval_9363	chr19	7141850	7142113	+	0	NA	intron (INSR, intron 12 of 21)	NA	72521	ZNF557								
Interval_16709	chr5	168587036	168587182	+	0	NA	Intergenic	NA	-7500	PANK3								
Interval_477	chr1	50027928	50028080	+	0	NA	Intergenic	NA	-4050	AGBL4								
Interval_4172	chr12	8080164	8080409	+	0	NA	Intergenic	NA	-1925	NECAP1								
Interval_19361	chr8	19160326	19160596	+	0	NA	Intergenic	NA	85061	RP11-1080G15.1								
Interval_16601	chr5	150567072	150567300	+	0	NA	Intergenic	NA	-57666	SYNPO								
Interval_9400	chr19	9136147	9136371	+	0	NA	Intergenic	NA	-9309	OR7G3								
Interval_21642	chrX	40126962	40127261	+	0	NA	intron (BCOR, intron 1 of 14)	NA	-29200	BCOR								
Interval_14766	chr4	37472125	37472293	+	0	NA	intron (C4orf19, intron 1 of 3)	NA	18279	C4orf19								
Interval_11908	chr20	9855785	9856122	+	0	NA	Intergenic	NA	-17195	PAK7								
Interval_11569	chr2	215283304	215283445	+	0	NA	Intergenic	NA	-28582	ATIC								
Interval_13843	chr3	104321868	104322000	+	0	NA	Intergenic	NA	-797818	MIR548AB								
Interval_19670	chr8	47677703	47677964	+	0	NA	intron (SPIDR, intron 10 of 18)	NA	60331	CEBPD								
Interval_12934	chr22	37242559	37242842	+	0	NA	intron (RAC2, intron 1 of 6)	NA	1559	RAC2								
Interval_4405	chr12	39814749	39815045	+	0	NA	intron (SLC2A13, intron 7 of 8)	NA	169936	C12orf40								
Interval_10889	chr2	113939534	113939693	+	0	NA	intron (ACTR3, intron 5 of 10)	NA	-39956	LINC01191								
Interval_20615	chr9	470125	470260	+	0	NA	promoter-TSS (KANK1)	NA	-102	KANK1								
Interval_18087	chr6	163320831	163321011	+	0	NA	intron (PACRG-AS1, intron 2 of 5)	NA	3552	PACRG-AS1								
Interval_306	chr1	31589477	31589741	+	0	NA	Intergenic	NA	13124	TINAGL1								
Interval_8523	chr17	66353231	66353361	+	0	NA	intron (PRKCA, intron 2 of 16)	NA	50488	PRKCA								
Interval_2157	chr10	7496002	7496299	+	0	NA	Intergenic	NA	104422	LOC101928171								
Interval_6230	chr14	88823088	88823325	+	0	NA	promoter-TSS (TTC8)	NA	-947	TTC8								
Interval_14080	chr3	134005198	134005497	+	0	NA	intron (SLCO2A1, intron 1 of 13)	NA	24729	SLCO2A1								
Interval_8485	chr17	61800566	61800796	+	0	NA	intron (BRIP1, intron 8 of 19)	NA	62878	BRIP1								
Interval_14528	chr3	195909674	195909791	+	0	NA	promoter-TSS (TNK2)	NA	-16984	TNK2								
Interval_1583	chr1	193178641	193178825	+	0	NA	TTS (B3GALT2)	NA	7880	B3GALT2								
Interval_16116	chr5	82504211	82504355	+	0	NA	Intergenic	NA	121338	FLJ41309								
Interval_3501	chr11	62573977	62574156	+	0	NA	promoter-TSS (EEF1G)	NA	-78	EEF1G								
Interval_4725	chr12	76204173	76204413	+	0	NA	Intergenic	NA	-119601	NAP1L1								
Interval_57	chr1	8211309	8211582	+	0	NA	intron (LOC102724539, intron 3 of 3)	NA	8681	LOC102724539								
Interval_3157	chr11	10066609	10066774	+	0	NA	intron (SBF2, intron 2 of 39)	NA	227513	SBF2								
Interval_13938	chr3	116757910	116758040	+	0	NA	Intergenic	NA	48187	TUSC7								
Interval_21444	chrUn_KI270442v1	95961	96152	+	0	NA	Intergenic	NA	-149248	LOC102724902								
Interval_19468	chr8	27372097	27372227	+	0	NA	intron (PTK2B, intron 1 of 29)	NA	60680	PTK2B								
Interval_8618	chr17	75338397	75338784	+	0	NA	intron (GRB2, intron 2 of 4)	NA	-49141	SLC25A19								
Interval_13004	chr22	42445073	42445370	+	0	NA	promoter-TSS (LOC101927344)	NA	-423	LOC101927344								
Interval_11245	chr2	172064647	172064860	+	0	NA	intron (METAP1D, intron 3 of 9)	NA	-20727	DLX1								
Interval_890	chr1	107475285	107475436	+	0	NA	intron (NTNG1, intron 9 of 9)	NA	334887	LOC102724829								
Interval_12270	chr20	50233360	50233551	+	0	NA	Intergenic	NA	-34031	RP11-290F20.3								
Interval_19363	chr8	19524935	19525093	+	0	NA	intron (CSGALNACT1, intron 2 of 8)	NA	77531	CSGALNACT1								
Interval_7419	chr16	29926138	29926345	+	0	NA	promoter-TSS (KCTD13)	NA	-17	KCTD13								
Interval_11825	chr20	1708222	1708352	+	0	NA	Intergenic	NA	-50508	SIRPG								
Interval_20560	chr8	140986374	140986602	+	0	NA	intron (PTK2, intron 1 of 31)	NA	14825	PTK2								
Interval_9960	chr19	49642056	49642202	+	0	NA	promoter-TSS (SCAF1)	NA	-167	SCAF1								
Interval_20092	chr8	96830027	96830210	+	0	NA	intron (CPQ, intron 2 of 4)	NA	97800	CPQ								
Interval_10149	chr2	9641884	9642039	+	0	NA	Intergenic	NA	-10906	YWHAQ								
Interval_6880	chr15	68528932	68529167	+	0	NA	Intergenic	NA	-30226	CORO2B								
Interval_11940	chr20	12985181	12985311	+	0	NA	Intergenic	NA	-23965	SPTLC3								
Interval_3848	chr11	109064901	109065327	+	0	NA	Intergenic	NA	-141178	LOC101928586								
Interval_19344	chr8	17662695	17662900	+	0	NA	intron (MTUS1, intron 7 of 10)	NA	18860	MIR548V								
Interval_16424	chr5	133240560	133240796	+	0	NA	intron (FSTL4, intron 7 of 15)	NA	187028	MIR1289-2								
Interval_20837	chr9	36487819	36488027	+	0	NA	promoter-TSS (RNF38)	NA	-84939	MELK								
Interval_4171	chr12	8057791	8057927	+	0	NA	TTS (C3AR1)	NA	8500	C3AR1								
Interval_4255	chr12	15636212	15636371	+	0	NA	intron (EPS8, intron 17 of 20)	NA	76697	EPS8								
Interval_2031	chr1	243553180	243553477	+	0	NA	intron (AKT3, intron 8 of 11)	NA	81303	LOC102724256								
Interval_19668	chr8	47550494	47550823	+	0	NA	intron (SPIDR, intron 1 of 12)	NA	187506	CEBPD								
Interval_5429	chr13	37870663	37870814	+	0	NA	promoter-TSS (TRPC4)	NA	-936	TRPC4								
Interval_5883	chr14	49586354	49586472	+	0	NA	promoter-TSS (RN7SL1)	NA	3	RPS29								
Interval_21219	chr9	122402572	122402702	+	0	NA	Intergenic	NA	31632	PTGS1								
Interval_6495	chr15	27824355	27824558	+	0	NA	intron (OCA2, intron 22 of 22)	NA	274856	OCA2								
Interval_11103	chr2	150497468	150497773	+	0	NA	Intergenic	NA	-9925	RND3								
Interval_327	chr1	32934055	32934319	+	0	NA	exon (RNF19B, exon 10 of 10)	NA	30685	RNF19B								
Interval_5211	chr13	20354131	20354362	+	0	NA	Intergenic	NA	79600	MIR4499								
Interval_14551	chr3	197203996	197204126	+	0	NA	intron (DLG1, intron 4 of 25)	NA	89847	MIR4797								
