PeakID (cmd=annotatePeaks.pl GFI1.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_6208	chr6	5667865	5667977	+	0	NA	intron (RP1-256G22.2, intron 3 of 3)	NA	27351	RP1-256G22.2								
Interval_5674	chr4	158671018	158671272	+	0	NA	promoter-TSS (ETFDH)	NA	-956	ETFDH								
Interval_2412	chr15	64600870	64601065	+	0	NA	intron (LOC101930091, intron 2 of 2)	NA	28231	LOC101930091								
Interval_4505	chr20	41291026	41291285	+	0	NA	intron (ZHX3, intron 1 of 4)	NA	8944	ZHX3								
Interval_2187	chr14	76762529	76762724	+	0	NA	exon (VASH1, exon 1 of 7)	NA	734	VASH1								
Interval_6727	chr7	2772698	2772903	+	0	NA	intron (GNA12, intron 2 of 3)	NA	-9660	GNA12								
Interval_5968	chr5	104111619	104111931	+	0	NA	Intergenic	NA	-220383	LOC101930276								
Interval_990	chr10	89129842	89130220	+	0	NA	Intergenic	NA	-66629	MIR4679-2								
Interval_7321	chr8	52461232	52461395	+	0	NA	Intergenic	NA	104148	FAM150A								
Interval_2272	chr14	99931598	99931755	+	0	NA	intron (EML1, intron 17 of 21)	NA	12851	LOC102724682								
Interval_5357	chr4	4303730	4303777	+	0	NA	intron (ZBTB49, intron 3 of 6)	NA	13507	ZBTB49								
Interval_168	chr1	44698234	44698518	+	0	NA	intron (C1orf228, intron 4 of 11)	NA	23525	RNU5F-1								
Interval_3428	chr19	3098840	3099196	+	0	NA	intron (GNA11, intron 1 of 6)	NA	4608	GNA11								
Interval_3094	chr17	68288323	68288812	+	0	NA	intron (SLC16A6, intron 1 of 6)	NA	-10141	SLC16A6								
Interval_1026	chr10	98619449	98619753	+	0	NA	intron (HPSE2, intron 8 of 11)	NA	-172667	HPS1								
Interval_7200	chr8	24418218	24418693	+	0	NA	Intergenic	NA	-22541	ADAM7								
Interval_1413	chr11	110027261	110027463	+	0	NA	Intergenic	NA	-65585	ZC3H12C								
Interval_604	chr1	212179746	212179890	+	0	NA	Intergenic	NA	54834	RP11-15I11.3								
Interval_6740	chr7	7051291	7051440	+	0	NA	Intergenic	NA	15680	MIR3683								
Interval_4454	chr20	20255207	20255386	+	0	NA	exon (LOC101929575, exon 2 of 2)	NA	3096	LOC101929575								
Interval_5464	chr4	48698427	48698691	+	0	NA	intron (FRYL, intron 1 of 63)	NA	-17333	FRYL								
Interval_829	chr10	30529622	30529835	+	0	NA	Intergenic	NA	95082	MAP3K8								
Interval_2547	chr16	2682407	2682596	+	0	NA	promoter-TSS (KCTD5)	NA	7	KCTD5								
Interval_4834	chr3	4529255	4529511	+	0	NA	intron (ITPR1, intron 4 of 59)	NA	36035	ITPR1								
Interval_219	chr1	65163243	65163452	+	0	NA	intron (AK4, intron 1 of 4)	NA	15180	AK4								
Interval_2180	chr14	75223772	75223927	+	0	NA	Intergenic	NA	-47203	TMED10								
Interval_7212	chr8	26743820	26744160	+	0	NA	Intergenic	NA	125496	ADRA1A								
Interval_375	chr1	148334480	148334663	+	0	NA	promoter-TSS (MIR5087)	NA	-27	MIR5087								
Interval_2314	chr15	33154733	33155479	+	0	NA	intron (FMN1, intron 3 of 4)	NA	39627	FMN1								
Interval_5714	chr4	184751374	184751518	+	0	NA	Intergenic	NA	-17314	CENPU								
Interval_4302	chr2	223104356	223104571	+	0	NA	Intergenic	NA	52533	KCNE4								
Interval_5227	chr3	167651186	167651394	+	0	NA	intron (WDR49, intron 1 of 14)	NA	2211	WDR49								
Interval_4328	chr2	230327034	230327221	+	0	NA	promoter-TSS (SP140L)	NA	-49	SP140L								
Interval_5838	chr5	56006805	56006988	+	0	NA	Intergenic	NA	11729	FLJ31104								
Interval_7751	chr9	89154612	89155057	+	0	NA	intron (SHC3, intron 1 of 11)	NA	-44394	SHC3								
Interval_1972	chr13	48660357	48660682	+	0	NA	Intergenic	NA	-46296	CYSLTR2								
Interval_4441	chr20	17885384	17885625	+	0	NA	Intergenic	NA	77442	SNORD17								
Interval_1914	chr13	25249134	25249504	+	0	NA	exon (MTMR6, exon 9 of 9)	NA	38247	MTMR6								
Interval_7481	chr8	101196836	101197061	+	0	NA	TTS (ZNF706)	NA	8784	ZNF706								
Interval_63	chr1	20446706	20446858	+	0	NA	Intergenic	NA	-17988	LINC01141								
Interval_5311	chr3	192893076	192893626	+	0	NA	intron (MB21D2, intron 1 of 1)	NA	24810	MB21D2								
Interval_4148	chr2	163191383	163191662	+	0	NA	Intergenic	NA	-352775	KCNH7								
Interval_2449	chr15	72232320	72232367	+	0	NA	promoter-TSS (PKM)	NA	-525	PKM								
Interval_1109	chr10	128464551	128464605	+	0	NA	Intergenic	NA	178630	LINC01163								
Interval_6295	chr6	26521390	26521939	+	0	NA	promoter-TSS (HCG11)	NA	-42	HCG11								
Interval_6485	chr6	99424923	99425200	+	0	NA	exon (RP11-98I9.4, exon 1 of 3)	NA	207	RP11-98I9.4								
Interval_272	chr1	92951349	92951549	+	0	NA	intron (FAM69A, intron 1 of 4)	NA	10073	FAM69A								
Interval_3940	chr2	73979855	73980127	+	0	NA	intron (DGUOK-AS1, intron 1 of 1)	NA	1448	DGUOK-AS1								
Interval_5406	chr4	24604756	24605095	+	0	NA	Intergenic	NA	-20364	DHX15								
Interval_3169	chr17_KI270729v1_random	160918	161178	+	0	NA	NA	NA	NA	NA								
Interval_5991	chr5	119063659	119063803	+	0	NA	Intergenic	NA	-7658	DMXL1								
Interval_8010	chrX	41236879	41237138	+	0	NA	TTS (USP9X)	NA	74874	LOC102724302								
Interval_3740	chr2	11903051	11903388	+	0	NA	Intergenic	NA	-66233	MIR4262								
Interval_5072	chr3	106345198	106345749	+	0	NA	Intergenic	NA	40278	LOC101929485								
Interval_7544	chr8	120785815	120785959	+	0	NA	intron (SNTB1, intron 2 of 5)	NA	24634	RP11-713M15.1								
Interval_5027	chr3	72275374	72275621	+	0	NA	Intergenic	NA	124240	LINC00870								
Interval_4534	chr20	48788211	48788450	+	0	NA	intron (PREX1, intron 1 of 39)	NA	-131735	PREX1								
Interval_525	chr1	184798441	184798585	+	0	NA	intron (FAM129A, intron 12 of 13)	NA	-43625	EDEM3								
Interval_5223	chr3	160986192	160986392	+	0	NA	intron (PPM1L, intron 2 of 3)	NA	119011	B3GALNT1								
Interval_1885	chr12	128807210	128807446	+	0	NA	intron (SLC15A4, intron 5 of 8)	NA	16615	SLC15A4								
Interval_6907	chr7	87219588	87220041	+	0	NA	promoter-TSS (TMEM243)	NA	-99	TMEM243								
Interval_6487	chr6	99568660	99568989	+	0	NA	promoter-TSS (CCNC)	NA	149	CCNC								
Interval_2279	chr14	101824207	101824620	+	0	NA	intron (PPP2R5C, intron 1 of 13)	NA	528	PPP2R5C								
Interval_944	chr10	74000095	74000264	+	0	NA	intron (VCL, intron 1 of 20)	NA	2065	VCL								
Interval_7403	chr8	71695323	71695488	+	0	NA	Intergenic	NA	144355	LOC102724772								
Interval_5778	chr5	33299442	33299929	+	0	NA	Intergenic	NA	-141011	TARS								
Interval_1950	chr13	40942320	40942503	+	0	NA	intron (ELF1, intron 7 of 8)	NA	-20637	SUGT1P3								
Interval_3603	chr19	41233660	41233842	+	0	NA	intron (AXL, intron 6 of 19)	NA	6996	AXL								
Interval_7060	chr7	141675978	141676150	+	0	NA	intron (KIAA1147, intron 3 of 10)	NA	26089	KIAA1147								
Interval_6558	chr6	131954701	131955022	+	0	NA	Intergenic	NA	-3483	CTGF								
Interval_4900	chr3	28376554	28376765	+	0	NA	intron (ZCWPW2, intron 1 of 6)	NA	-13837	ZCWPW2								
Interval_3986	chr2	98749068	98749445	+	0	NA	Intergenic	NA	17628	LOC102724486								
Interval_3089	chr17	66948521	66948695	+	0	NA	Intergenic	NA	-16256	CACNG4								
Interval_1520	chr12	8123506	8123922	+	0	NA	promoter-TSS (CLEC4A)	NA	82	CLEC4A								
Interval_6422	chr6	67684018	67684199	+	0	NA	Intergenic	NA	-356815	LOC102723883								
Interval_822	chr10	28491999	28492427	+	0	NA	Intergenic	NA	40141	WAC-AS1								
Interval_5853	chr5	56752232	56752376	+	0	NA	Intergenic	NA	-62769	MAP3K1								
Interval_3270	chr18	52597714	52598167	+	0	NA	intron (DCC, intron 1 of 29)	NA	257628	DCC								
Interval_8064	chrX	110743822	110743992	+	0	NA	intron (CHRDL1, intron 4 of 11)	NA	51967	CHRDL1								
Interval_3466	chr19	7807757	7807901	+	0	NA	Intergenic	NA	20345	CLEC4GP1								
Interval_1320	chr11	70424243	70424404	+	0	NA	intron (CTTN, intron 10 of 15)	NA	25817	CTTN								
Interval_3756	chr2	16709798	16710096	+	0	NA	Intergenic	NA	-86790	FAM49A								
Interval_2551	chr16	3283361	3283677	+	0	NA	promoter-TSS (ZNF263)	NA	32	ZNF263								
Interval_5958	chr5	98309754	98310103	+	0	NA	Intergenic	NA	-459696	RGMB								
Interval_120	chr1	28744309	28744571	+	0	NA	intron (YTHDF2, intron 5 of 5)	NA	7500	YTHDF2								
Interval_4113	chr2	147844607	147845053	+	0	NA	promoter-TSS (ACVR2A)	NA	313	ACVR2A								
Interval_2432	chr15	69758192	69758355	+	0	NA	Intergenic	NA	-76961	LINC00593								
Interval_7454	chr8	95214193	95214438	+	0	NA	intron (C8orf69, intron 1 of 2)	NA	2059	C8orf69								
Interval_4280	chr2	217851263	217851407	+	0	NA	promoter-TSS (TNS1)	NA	7265	TNS1								
Interval_2234	chr14	92185601	92185837	+	0	NA	Intergenic	NA	-52193	LOC102724564								
Interval_1719	chr12	81208021	81208301	+	0	NA	intron (ACSS3, intron 9 of 15)	NA	49773	MIR4699								
Interval_5068	chr3	102673409	102673790	+	0	NA	Intergenic	NA	463627	ZPLD1								
Interval_8060	chrX	109830782	109831035	+	0	NA	Intergenic	NA	-97583	ACSL4								
Interval_6703	chr6	170017500	170017775	+	0	NA	intron (LOC102724475, intron 1 of 2)	NA	5595	LOC102724475								
Interval_6126	chr5	162268789	162269064	+	0	NA	Intergenic	NA	201284	GABRG2								
Interval_2381	chr15	57228150	57228243	+	0	NA	intron (TCF12, intron 1 of 12)	NA	-72169	LINC00926								
Interval_5300	chr3	189277922	189278066	+	0	NA	intron (TPRG1, intron 10 of 11)	NA	-37400	TPRG1-AS2								
Interval_889	chr10	59017876	59017923	+	0	NA	intron (LOC102724768, intron 1 of 2)	NA	4214	LOC102724768								
Interval_4889	chr3	24503386	24503789	+	0	NA	Intergenic	NA	-8596	THRB								
Interval_2930	chr17	31314025	31314175	+	0	NA	promoter-TSS (EVI2B)	NA	12	EVI2B								
Interval_2104	chr14	54858062	54858280	+	0	NA	intron (GCH1, intron 3 of 5)	NA	19969	MIR4308								
Interval_2069	chr14	37147659	37147823	+	0	NA	intron (SLC25A21, intron 1 of 9)	NA	-24285	SLC25A21-AS1								
Interval_7843	chr9	121613281	121613996	+	0	NA	intron (DAB2IP, intron 1 of 15)	NA	-38115	DAB2IP								
Interval_7187	chr8	23180954	23181128	+	0	NA	Intergenic	NA	-17011	TNFRSF10D								
Interval_7382	chr8	66033787	66034097	+	0	NA	intron (DNAJC5B, intron 1 of 5)	NA	12386	DNAJC5B								
Interval_7231	chr8	29264764	29265057	+	0	NA	Intergenic	NA	-1607	KIF13B								
Interval_6965	chr7	105017076	105017286	+	0	NA	intron (KMT2E, intron 1 of 25)	NA	2991	KMT2E								
Interval_6132	chr5	166847759	166847955	+	0	NA	Intergenic	NA	78513	LOC102557615								
Interval_1492	chr12	1227004	1227161	+	0	NA	intron (ERC1, intron 12 of 18)	NA	-141406	LOC101929449								
Interval_4619	chr21	29233255	29233598	+	0	NA	intron (LINC00189, intron 1 of 1)	NA	39932	LINC00189								
Interval_7768	chr9	97876932	97877098	+	0	NA	Intergenic	NA	16737	LOC101928360								
Interval_7258	chr8	37532939	37533319	+	0	NA	Intergenic	NA	-3964	RP11-150O12.6								
Interval_5986	chr5	115603725	115604177	+	0	NA	intron (AC010226.4, intron 2 of 2)	NA	-1472	TICAM2								
Interval_5040	chr3	81617717	81617764	+	0	NA	intron (GBE1, intron 7 of 15)	NA	144059	GBE1								
Interval_6483	chr6	99016359	99016699	+	0	NA	Intergenic	NA	-68523	FBXL4								
Interval_5540	chr4	83231688	83232108	+	0	NA	Intergenic	NA	52269	COQ2								
Interval_2760	chr16	75330899	75331631	+	0	NA	intron (CFDP1, intron 5 of 6)	NA	60243	LOC101928178								
Interval_3555	chr19	29302644	29302831	+	0	NA	intron (LOC284395, intron 9 of 9)	NA	-89508	UQCRFS1								
Interval_2350	chr15	45293993	45294060	+	0	NA	Intergenic	NA	-38659	LOC101928414								
Interval_2601	chr16	15413259	15413403	+	0	NA	promoter-TSS (NPIPA5)	NA	17577	MPV17L								
Interval_1816	chr12	110417191	110417463	+	0	NA	Intergenic	NA	-13597	ANAPC7								
Interval_7693	chr9	27194226	27194380	+	0	NA	intron (TEK, intron 11 of 22)	NA	84829	TEK								
Interval_5913	chr5	80204799	80204909	+	0	NA	intron (SERINC5, intron 1 of 11)	NA	51225	SERINC5								
Interval_84	chr1	23559555	23560253	+	0	NA	promoter-TSS (ID3)	NA	-110	ID3								
Interval_6436	chr6	76174590	76175186	+	0	NA	Intergenic	NA	-102210	IMPG1								
Interval_4326	chr2	230125179	230125484	+	0	NA	Intergenic	NA	-56332	SLC16A14								
Interval_2723	chr16	60107719	60108154	+	0	NA	Intergenic	NA	251827	LOC729159								
Interval_4198	chr2	186349527	186349878	+	0	NA	Intergenic	NA	-136456	ZC3H15								
Interval_597	chr1	209784804	209784948	+	0	NA	promoter-TSS (C1orf74)	NA	-331	C1orf74								
Interval_4491	chr20	37551507	37551559	+	0	NA	Intergenic	NA	-23801	BLCAP								
Interval_6270	chr6	18260400	18260771	+	0	NA	intron (DEK, intron 2 of 10)	NA	3983	DEK								
Interval_2393	chr15	59803861	59804014	+	0	NA	Intergenic	NA	-114494	BNIP2								
Interval_7992	chrX	23964208	23964405	+	0	NA	Intergenic	NA	56300	CXorf58								
Interval_459	chr1	163198366	163198865	+	0	NA	intron (RGS5, intron 2 of 5)	NA	4558	RGS5								
Interval_62	chr1	20102868	20103293	+	0	NA	Intergenic	NA	16486	PLA2G2D								
Interval_7995	chrX	25367637	25367685	+	0	NA	Intergenic	NA	-351713	ARX								
Interval_5152	chr3	135722181	135722233	+	0	NA	Intergenic	NA	-244358	PPP2R3A								
Interval_5495	chr4	57339043	57339090	+	0	NA	Intergenic	NA	-86806	RP11-319E12.1								
Interval_3461	chr19	7380614	7380850	+	0	NA	intron (ARHGEF18, intron 8 of 29)	NA	25127	ARHGEF18								
Interval_907	chr10	64249720	64249975	+	0	NA	Intergenic	NA	-362858	LOC101928859								
Interval_2044	chr14	22823259	22823740	+	0	NA	Intergenic	NA	-6384	MRPL52								
Interval_175	chr1	45543729	45544108	+	0	NA	Intergenic	NA	-6865	AKR1A1								
Interval_1345	chr11	78045861	78046398	+	0	NA	promoter-TSS (KCTD14)	NA	62	KCTD14								
Interval_926	chr10	70815967	70816116	+	0	NA	promoter-TSS (SGPL1)	NA	92	SGPL1								
Interval_7218	chr8	27763857	27764096	+	0	NA	intron (CCDC25, intron 2 of 7)	NA	8677	CCDC25								
Interval_549	chr1	198685883	198686158	+	0	NA	intron (PTPRC, intron 2 of 30)	NA	47052	PTPRC								
Interval_2947	chr17	35563614	35563661	+	0	NA	Intergenic	NA	-5546	SLFN14								
Interval_1778	chr12	100987777	100987946	+	0	NA	intron (ANO4, intron 7 of 26)	NA	86215	ANO4								
Interval_2762	chr16	77408756	77408900	+	0	NA	intron (ADAMTS18, intron 3 of 22)	NA	26286	ADAMTS18								
Interval_3216	chr18	13216312	13216495	+	0	NA	promoter-TSS (LOC101927582)	NA	-36	LOC101927582								
Interval_7483	chr8	101375347	101375539	+	0	NA	Intergenic	NA	6550	NACAP1								
Interval_225	chr1	66332215	66332423	+	0	NA	exon (PDE4B, exon 1 of 10)	NA	1591	PDE4B								
Interval_978	chr10	87939529	87939740	+	0	NA	intron (PTEN, intron 4 of 7)	NA	75936	PTEN								
Interval_2558	chr16	4459427	4459745	+	0	NA	Intergenic	NA	15052	NMRAL1								
Interval_7671	chr9	15574646	15574843	+	0	NA	intron (CCDC171, intron 3 of 25)	NA	21732	CCDC171								
Interval_6002	chr5	122756429	122756577	+	0	NA	Intergenic	NA	-18493	SNX2								
Interval_7543	chr8	120654919	120655087	+	0	NA	intron (SNTB1, intron 3 of 5)	NA	60446	LOC101927561								
Interval_7552	chr8	122134808	122135016	+	0	NA	Intergenic	NA	-493522	HAS2								
Interval_1206	chr11	33157467	33157807	+	0	NA	intron (CSTF3, intron 1 of 1)	NA	3854	CSTF3								
Interval_5052	chr3	98902432	98902790	+	0	NA	promoter-TSS (DCBLD2)	NA	-922	DCBLD2								
Interval_6768	chr7	22723476	22723679	+	0	NA	Intergenic	NA	-3586	IL6								
Interval_7007	chr7	127833774	127833918	+	0	NA	intron (SND1, intron 11 of 23)	NA	-163663	SND1-IT1								
Interval_660	chr1	229109459	229109665	+	0	NA	Intergenic	NA	146742	LOC102723935								
Interval_4175	chr2	174524604	174524812	+	0	NA	Intergenic	NA	-37620	GPR155								
Interval_3942	chr2	74741318	74741557	+	0	NA	intron (LOC102724497, intron 2 of 2)	NA	26140	LOC102724497								
Interval_1631	chr12	45727386	45727604	+	0	NA	exon (LINC00938, exon 1 of 1)	NA	426	LINC00938								
Interval_2168	chr14	72549028	72549181	+	0	NA	intron (RGS6, intron 17 of 17)	NA	32284	MIR7843								
Interval_4897	chr3	27509558	27509722	+	0	NA	Intergenic	NA	-25220	SLC4A7								
Interval_6788	chr7	27901052	27901289	+	0	NA	intron (JAZF1, intron 2 of 4)	NA	161075	TAX1BP1								
Interval_764	chr10	3782962	3783359	+	0	NA	intron (KLF6, intron 1 of 3)	NA	2121	KLF6								
Interval_7451	chr8	95080542	95080686	+	0	NA	Intergenic	NA	-7670	MIR3150B								
Interval_2644	chr16	29996660	29996827	+	0	NA	promoter-TSS (HIRIP3)	NA	533	INO80E								
Interval_564	chr1	202283305	202283647	+	0	NA	intron (LGR6, intron 5 of 16)	NA	-53115	LOC101929388								
Interval_4012	chr2	103161499	103161708	+	0	NA	Intergenic	NA	399570	TMEM182								
Interval_2469	chr15	77607075	77607219	+	0	NA	Intergenic	NA	-34617	RP11-307C19.3								
Interval_6998	chr7	118837021	118837222	+	0	NA	Intergenic	NA	577260	LOC102724495								
Interval_1262	chr11	59216747	59217292	+	0	NA	Intergenic	NA	-3998	MPEG1								
Interval_6863	chr7	53905574	53905627	+	0	NA	Intergenic	NA	-93669	FLJ45974								
Interval_3950	chr2	82566864	82567008	+	0	NA	Intergenic	NA	-289867	LOC1720								
Interval_4235	chr2	203246285	203246429	+	0	NA	intron (CYP20A1, intron 2 of 10)	NA	7375	CYP20A1								
Interval_5447	chr4	41903218	41903265	+	0	NA	Intergenic	NA	-20630	LINC00682								
Interval_3550	chr19	28420768	28421096	+	0	NA	Intergenic	NA	45761	LOC102724942								
Interval_977	chr10	87874317	87874593	+	0	NA	intron (PTEN, intron 1 of 4)	NA	10757	PTEN								
Interval_7774	chr9	98766650	98766926	+	0	NA	intron (ANKS6, intron 11 of 15)	NA	29719	ANKS6								
Interval_7646	chr9	1978517	1978728	+	0	NA	Intergenic	NA	-179834	SMARCA2								
Interval_4034	chr2	112839384	112839725	+	0	NA	Intergenic	NA	-2775	IL1B								
Interval_4225	chr2	199230617	199230910	+	0	NA	Intergenic	NA	227333	SATB2								
Interval_1656	chr12	52888465	52888654	+	0	NA	Intergenic	NA	-39565	KRT78								
Interval_5304	chr3	190513493	190513679	+	0	NA	promoter-TSS (IL1RAP)	NA	-465	IL1RAP								
Interval_4617	chr21	29166441	29166600	+	0	NA	intron (MAP3K7CL, intron 3 of 3)	NA	20961	MAP3K7CL								
Interval_3023	chr17	49739596	49739795	+	0	NA	intron (FAM117A, intron 1 of 7)	NA	24461	FAM117A								
Interval_7756	chr9	92643350	92643525	+	0	NA	intron (IPPK, intron 6 of 12)	NA	25387	LOC100128361								
Interval_6604	chr6	142378304	142378476	+	0	NA	intron (GPR126, intron 4 of 25)	NA	76369	GPR126								
Interval_6994	chr7	118288183	118288359	+	0	NA	intron (LOC102724495, intron 1 of 2)	NA	28410	LOC102724495								
Interval_3387	chr18	77815779	77816035	+	0	NA	Intergenic	NA	177820	LINC01029								
Interval_1227	chr11	43421974	43422119	+	0	NA	intron (TTC17, intron 16 of 23)	NA	32396	TTC17								
Interval_3585	chr19	38079950	38080286	+	0	NA	intron (SIPA1L3, intron 2 of 21)	NA	144132	DPF1								
Interval_1307	chr11	66608348	66608493	+	0	NA	Intergenic	NA	-8162	RBM14								
Interval_1145	chr11	6094271	6094415	+	0	NA	Intergenic	NA	-13436	OR56B4								
Interval_7594	chr8	130444654	130444958	+	0	NA	Intergenic	NA	-1146	ASAP1								
Interval_6492	chr6	102417421	102417674	+	0	NA	Intergenic	NA	-963252	LOC101927388								
Interval_3901	chr2	61759042	61759329	+	0	NA	Intergenic	NA	87811	FAM161A								
Interval_4259	chr2	212411993	212412482	+	0	NA	intron (ERBB4, intron 1 of 27)	NA	14123	MIR548F2								
Interval_4956	chr3	47057540	47057636	+	0	NA	intron (SETD2, intron 14 of 20)	NA	46046	NRADDP								
Interval_7760	chr9	94374191	94374343	+	0	NA	promoter-TSS (HIATL1)	NA	-284	HIATL1								
Interval_1629	chr12	45359295	45359535	+	0	NA	intron (ANO6, intron 8 of 19)	NA	-143409	PLEKHA8P1								
Interval_2888	chr17	15525583	15525727	+	0	NA	intron (TVP23C, intron 5 of 5)	NA	37976	TVP23C								
Interval_6353	chr6	38494368	38494611	+	0	NA	intron (BTBD9, intron 5 of 10)	NA	12909	LOC101929425								
Interval_6249	chr6	13702775	13702990	+	0	NA	intron (RANBP9, intron 1 of 13)	NA	7956	RANBP9								
Interval_7688	chr9	24435372	24435419	+	0	NA	Intergenic	NA	110496	IZUMO3								
Interval_6183	chr5	181200312	181200596	+	0	NA	exon (TRIM7, exon 1 of 5)	NA	3886	TRIM7								
Interval_1727	chr12	89745448	89745632	+	0	NA	Intergenic	NA	36585	LINC00936								
Interval_6937	chr7	98754911	98754958	+	0	NA	Intergenic	NA	115116	TMEM130								
Interval_2878	chr17	14201393	14201468	+	0	NA	intron (COX10, intron 6 of 6)	NA	35432	CDRT15								
Interval_94	chr1	24863784	24864018	+	0	NA	Intergenic	NA	55464	MIR6731								
Interval_6303	chr6	28125164	28125308	+	0	NA	intron (ZSCAN16, intron 1 of 3)	NA	627	ZSCAN16								
Interval_1860	chr12	122501454	122501688	+	0	NA	promoter-TSS (ZCCHC8)	NA	-498	ZCCHC8								
Interval_4809	chr22	50542857	50543044	+	0	NA	TTS (LOC102724608)	NA	1523	LOC102724608								
Interval_301	chr1	101291684	101291881	+	0	NA	Intergenic	NA	16591	LOC102723784								
Interval_1854	chr12	121425371	121425774	+	0	NA	Intergenic	NA	18775	MIR7107								
Interval_5490	chr4	56429387	56429684	+	0	NA	intron (PAICS, intron 5 of 14)	NA	6101	PPAT								
Interval_5579	chr4	104098050	104098103	+	0	NA	Intergenic	NA	-378260	TACR3								
Interval_3674	chr19	51750472	51750713	+	0	NA	intron (FPR1, intron 1 of 2)	NA	1305	FPR1								
Interval_7900	chrM	10084	10393	+	0	NA	promoter-TSS (TRNR)	NA	-167	TRNR								
Interval_4444	chr20	18793811	18794046	+	0	NA	promoter-TSS (LINC00652)	NA	54	LINC00652								
Interval_6911	chr7	87517804	87517981	+	0	NA	intron (ABCB1, intron 24 of 28)	NA	-42189	ABCB4								
Interval_3632	chr19	46262961	46263282	+	0	NA	Intergenic	NA	33369	IGFL1								
Interval_6927	chr7	95848957	95849004	+	0	NA	intron (DYNC1I1, intron 5 of 16)	NA	76474	DYNC1I1								
Interval_5741	chr5	5422216	5422509	+	0	NA	promoter-TSS (KIAA0947)	NA	-280	LOC101929200								
Interval_209	chr1	59674493	59674637	+	0	NA	intron (FGGY, intron 7 of 8)	NA	58726	MIR4711								
Interval_1459	chr11	125062925	125063138	+	0	NA	promoter-TSS (SLC37A2)	NA	-86	SLC37A2								
