PeakID (cmd=annotatePeaks.pl JUND.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_2377	chr4	119103337	119103696	+	0	NA	intron (LOC102723967, intron 2 of 2)	NA	3381	LOC102723967								
Interval_2376	chr4	118389095	118389268	+	0	NA	Intergenic	NA	-36414	PRSS12								
Interval_1952	chr21	29217816	29218085	+	0	NA	intron (LINC00189, intron 1 of 1)	NA	24456	LINC00189								
Interval_2908	chr7	75624155	75624356	+	0	NA	intron (HIP1, intron 1 of 28)	NA	-68868	LOC102723650								
Interval_930	chr15	42184372	42184545	+	0	NA	intron (VPS39, intron 8 of 24)	NA	15154	MIR627								
Interval_3135	chr8	81106222	81106499	+	0	NA	intron (PAG1, intron 1 of 9)	NA	5708	PAG1								
Interval_1139	chr17	6223290	6223678	+	0	NA	Intergenic	NA	154378	WSCD1								
Interval_168	chr1	153566607	153566794	+	0	NA	promoter-TSS (S100A2)	NA	-870	S100A2								
Interval_637	chr12	10128718	10129067	+	0	NA	intron (CLEC7A, intron 1 of 2)	NA	1377	CLEC7A								
Interval_477	chr11	10725435	10725612	+	0	NA	Intergenic	NA	-25741	CTR9								
Interval_53	chr1	39934290	39934562	+	0	NA	Intergenic	NA	-20686	MFSD2A								
Interval_2695	chr6	41286706	41286899	+	0	NA	promoter-TSS (TREM1)	NA	-83	TREM1								
Interval_2630	chr6	10747572	10747843	+	0	NA	promoter-TSS (TMEM14B)	NA	29	LOC100506379								
Interval_1165	chr17	26594761	26595038	+	0	NA	Intergenic	NA	699097	MIR4522								
Interval_601	chr11	118477851	118478316	+	0	NA	exon (KMT2A, exon 5 of 36)	NA	39991	LOC101929115								
Interval_585	chr11	107840598	107840957	+	0	NA	promoter-TSS (SLC35F2)	NA	-27	SLC35F2								
Interval_2757	chr6	116465407	116465580	+	0	NA	Intergenic	NA	4123	FAM26F								
Interval_2949	chr7	126570873	126571263	+	0	NA	intron (GRM8, intron 7 of 9)	NA	37235	LOC101928357								
Interval_349	chr10	44968137	44968395	+	0	NA	intron (RASSF4, intron 1 of 9)	NA	8501	RASSF4								
Interval_1710	chr2	129499856	129500038	+	0	NA	Intergenic	NA	-226099	AC079586.1								
Interval_2551	chr5	138575578	138575887	+	0	NA	promoter-TSS (HSPA9)	NA	-103	HSPA9								
Interval_2897	chr7	69256922	69257095	+	0	NA	Intergenic	NA	340487	LOC100507468								
Interval_1311	chr18	24530784	24530971	+	0	NA	Intergenic	NA	70248	HRH4								
Interval_316	chr10	17023440	17023613	+	0	NA	intron (CUBN, intron 27 of 66)	NA	106291	CUBN								
Interval_509	chr11	43869027	43869331	+	0	NA	Intergenic	NA	-11628	ALKBH3								
Interval_328	chr10	26386836	26387034	+	0	NA	Intergenic	NA	-104972	APBB1IP								
Interval_1393	chr18	77846966	77847159	+	0	NA	Intergenic	NA	146665	LINC01029								
Interval_2461	chr5	54013566	54013763	+	0	NA	intron (ARL15, intron 4 of 4)	NA	61917	MIR4459								
Interval_2223	chr3	153160511	153160707	+	0	NA	Intergenic	NA	-1603	RAP2B								
Interval_172	chr1	156114077	156114544	+	0	NA	promoter-TSS (LMNA)	NA	-11807	LMNA								
Interval_420	chr10	102646164	102646504	+	0	NA	intron (TRIM8, intron 1 of 5)	NA	2909	TRIM8								
Interval_2942	chr7	113521564	113521831	+	0	NA	Intergenic	NA	397330	PPP1R3A								
Interval_801	chr13	30713229	30713489	+	0	NA	promoter-TSS (ALOX5AP)	NA	-119	ALOX5AP								
Interval_1376	chr18	70460860	70460929	+	0	NA	Intergenic	NA	-76303	RP11-41O4.2								
Interval_2465	chr5	58546010	58546269	+	0	NA	exon (LOC101928600, exon 3 of 4)	NA	12104	LOC101928600								
Interval_1583	chr2	8543678	8543870	+	0	NA	Intergenic	NA	40018	AC011747.4								
Interval_1401	chr19	797124	797297	+	0	NA	promoter-TSS (PTBP1)	NA	-848	PTBP1								
Interval_2360	chr4	98930091	98930294	+	0	NA	exon (EIF4E, exon 1 of 8)	NA	-1059	EIF4E								
Interval_2743	chr6	105560643	105560869	+	0	NA	Intergenic	NA	-157632	PREP								
Interval_1314	chr18	31649039	31649245	+	0	NA	intron (B4GALT6, intron 2 of 7)	NA	35581	B4GALT6								
Interval_841	chr14	50083081	50083292	+	0	NA	TTS (C14orf183)	NA	9457	C14orf183								
Interval_895	chr14	93151667	93151925	+	0	NA	Intergenic	NA	33108	MOAP1								
Interval_224	chr1	198294647	198294833	+	0	NA	intron (NEK7, intron 8 of 9)	NA	137762	NEK7								
Interval_908	chr14_GL000225v1_random	70853	70922	+	0	NA	Intergenic	NA	34598	LOC100287823								
Interval_600	chr11	118476689	118477104	+	0	NA	exon (KMT2A, exon 4 of 36)	NA	38804	LOC101929115								
Interval_1293	chr18	3747456	3747782	+	0	NA	intron (DLGAP1, intron 2 of 10)	NA	126832	DLGAP1								
Interval_1030	chr16	17380734	17380907	+	0	NA	intron (XYLT1, intron 1 of 11)	NA	90061	XYLT1								
Interval_471	chr11	9162066	9162239	+	0	NA	intron (DENND5A, intron 11 of 22)	NA	67789	KRT8P41								
Interval_890	chr14	89956505	89956701	+	0	NA	exon (TDP1, exon 2 of 16)	NA	594	TDP1								
Interval_383	chr10	75359015	75359370	+	0	NA	intron (ZNF503-AS1, intron 3 of 3)	NA	42563	ZNF503								
Interval_1069	chr16	34592578	34592858	+	0	NA	Intergenic	NA	160726	LOC102724523								
Interval_338	chr10	33509214	33509411	+	0	NA	Intergenic	NA	-174633	NRP1								
Interval_359	chr10	62681322	62681496	+	0	NA	Intergenic	NA	-123347	ADO								
Interval_913	chr14_KI270725v1_random	101954	102139	+	0	NA	NA	NA	NA	NA								
Interval_680	chr12	47812974	47813175	+	0	NA	intron (HDAC7, intron 1 of 24)	NA	6812	HDAC7								
Interval_1574	chr19	58543908	58544292	+	0	NA	promoter-TSS (TRIM28)	NA	-369	TRIM28								
Interval_295	chr1	235942473	235942659	+	0	NA	Intergenic	NA	-75639	LYST								
Interval_2768	chr6	129686989	129687323	+	0	NA	intron (ARHGAP18, intron 1 of 13)	NA	23069	ARHGAP18								
Interval_996	chr15	90004762	90004955	+	0	NA	intron (ZNF710, intron 1 of 3)	NA	-1906	MIR3174								
Interval_1309	chr18	23422935	23423110	+	0	NA	intron (TMEM241, intron 2 of 6)	NA	14937	TMEM241								
Interval_1347	chr18	58314427	58314613	+	0	NA	intron (NEDD4L, intron 1 of 22)	NA	-136568	MIR122								
Interval_3364	chr9	120403411	120403620	+	0	NA	intron (CDK5RAP2, intron 30 of 34)	NA	-138206	LOC102723309								
Interval_1931	chr21	14383145	14383411	+	0	NA	promoter-TSS (HSPA13)	NA	-90	HSPA13								
Interval_1790	chr2	210590829	210591018	+	0	NA	intron (CPS1, intron 9 of 37)	NA	-26648	CPS1-IT1								
Interval_3022	chr8	23231098	23231298	+	0	NA	TTS (LOC389641)	NA	5977	LOC389641								
Interval_1342	chr18	57621748	57621921	+	0	NA	promoter-TSS (NARS)	NA	111	NARS								
Interval_545	chr11	66336662	66336894	+	0	NA	promoter-TSS (RIN1)	NA	-249	RIN1								
Interval_2777	chr6	136782470	136782747	+	0	NA	intron (MAP3K5, intron 2 of 15)	NA	-1508	LOC101928429								
Interval_1362	chr18	64713338	64713758	+	0	NA	Intergenic	NA	279273	LOC101927404								
Interval_3041	chr8	32915432	32915625	+	0	NA	Intergenic	NA	367318	NRG1								
Interval_743	chr12	110895274	110895558	+	0	NA	intron (CCDC63, intron 7 of 9)	NA	25184	MYL2								
Interval_21	chr1	21022387	21022605	+	0	NA	intron (EIF4G3, intron 4 of 34)	NA	-34064	MIR1256								
Interval_2060	chr3	14178574	14178834	+	0	NA	promoter-TSS (XPC)	NA	-24	LSM3								
Interval_2683	chr6	31862954	31863167	+	0	NA	promoter-TSS (NEU1)	NA	-128	NEU1								
Interval_875	chr14	77043464	77043671	+	0	NA	intron (RP11-7F17.5, intron 1 of 3)	NA	2607	RP11-7F17.5								
Interval_401	chr10	90859598	90859873	+	0	NA	Intergenic	NA	-1821	HTR7								
Interval_334	chr10	31707278	31707460	+	0	NA	Intergenic	NA	104414	LOC646034								
Interval_2367	chr4	107069126	107069371	+	0	NA	Intergenic	NA	-32952	DKK2								
Interval_1757	chr2	177281445	177281699	+	0	NA	Intergenic	NA	-17683	NFE2L2								
Interval_2314	chr4	49120177	49120258	+	0	NA	Intergenic	NA	-41115	LOC101927209								
Interval_1137	chr17	5526857	5527068	+	0	NA	intron (NLRP1, intron 12 of 16)	NA	-6621	LOC101928019								
Interval_2161	chr3	106428587	106429000	+	0	NA	promoter-TSS (LOC101929514)	NA	-764	LOC101929514								
Interval_2615	chr6	2531919	2532092	+	0	NA	Intergenic	NA	103059	C6orf195								
Interval_1792	chr2	215681166	215681341	+	0	NA	intron (LOC102724861, intron 1 of 2)	NA	3069	LOC102724861								
Interval_235	chr1	203829432	203829605	+	0	NA	exon (ZC3H11A, exon 7 of 19)	NA	-4496	ZC3H11A								
Interval_403	chr10	91901734	91902172	+	0	NA	Intergenic	NA	7548	FGFBP3								
Interval_1984	chr22	15948035	15948208	+	0	NA	Intergenic	NA	232666	LOC102723734								
Interval_1305	chr18	22467908	22468134	+	0	NA	Intergenic	NA	-50106	CTAGE1								
Interval_503	chr11	34634044	34634379	+	0	NA	intron (EHF, intron 1 of 8)	NA	1747	EHF								
Interval_2954	chr7	128237111	128237338	+	0	NA	Intergenic	NA	-3965	LEP								
Interval_2298	chr4	31919003	31919223	+	0	NA	Intergenic	NA	-78266	LOC102723828								
Interval_1871	chr20	32672493	32672703	+	0	NA	intron (C20orf203, intron 1 of 5)	NA	1343	C20orf203								
Interval_2749	chr6	108462915	108463088	+	0	NA	intron (LACE1, intron 8 of 12)	NA	143277	LACE1								
Interval_2368	chr4	109990893	109991112	+	0	NA	intron (EGF, intron 18 of 19)	NA	-1323	RNU6-35P								
Interval_1917	chr21	6369859	6370104	+	0	NA	Intergenic	NA	97526	LOC102724560								
Interval_863	chr14	68210864	68211214	+	0	NA	intron (RAD51B, intron 7 of 10)	NA	189340	LOC101927971								
Interval_249	chr1	212558878	212559211	+	0	NA	Intergenic	NA	13354	RP11-61J19.3								
Interval_1789	chr2	210577848	210578041	+	0	NA	intron (CPS1, intron 4 of 37)	NA	-39627	CPS1-IT1								
Interval_495	chr11	27926965	27927231	+	0	NA	Intergenic	NA	-129732	MIR610								
Interval_2227	chr3	156535286	156535532	+	0	NA	intron (KCNAB1, intron 13 of 13)	NA	19775	SSR3								
Interval_2212	chr3	146506670	146506948	+	0	NA	Intergenic	NA	-37508	PLSCR2								
Interval_844	chr14	55108299	55108472	+	0	NA	Intergenic	NA	-20832	LGALS3								
Interval_3014	chr8	21684028	21684201	+	0	NA	Intergenic	NA	130783	GFRA2								
Interval_2808	chr6	159084488	159084883	+	0	NA	Intergenic	NA	-22788	LOC101929094								
Interval_3358	chr9	113363755	113364022	+	0	NA	intron (BSPRY, intron 4 of 4)	NA	12173	HDHD3								
Interval_803	chr13	30977870	30978085	+	0	NA	Intergenic	NA	41257	TEX26								
Interval_2171	chr3	117553479	117553807	+	0	NA	Intergenic	NA	-170824	LOC101926953								
Interval_1197	chr17	39335055	39335313	+	0	NA	intron (FBXL20, intron 2 of 14)	NA	67093	FBXL20								
Interval_944	chr15	51678220	51678402	+	0	NA	Intergenic	NA	-3042	SCG3								
Interval_2135	chr3	66905256	66905457	+	0	NA	Intergenic	NA	-92947	KBTBD8								
Interval_865	chr14	68695342	68695553	+	0	NA	Intergenic	NA	-66660	LOC100996664								
Interval_2839	chr7	17058615	17058912	+	0	NA	Intergenic	NA	-178027	AGR3								
Interval_26	chr1	23533213	23533386	+	0	NA	Intergenic	NA	-2079	E2F2								
Interval_2474	chr5	66280059	66280261	+	0	NA	Intergenic	NA	-70254	LOC101928741								
Interval_1006	chr15	99703506	99704034	+	0	NA	exon (MEF2A, exon 9 of 9)	NA	29492	LYSMD4								
Interval_2965	chr7	143126125	143126330	+	0	NA	Intergenic	NA	-5854	PIP								
Interval_3057	chr8	37881944	37882170	+	0	NA	intron (RAB11FIP1, intron 1 of 5)	NA	17440	RAB11FIP1								
Interval_2688	chr6	32971850	32972160	+	0	NA	promoter-TSS (BRD2)	NA	1117	BRD2								
Interval_2505	chr5	91314367	91314694	+	0	NA	promoter-TSS (LUCAT1)	NA	-128	LUCAT1								
Interval_2034	chr22_KI270735v1_random	6235	6314	+	0	NA	NA	NA	NA	NA								
Interval_120	chr1	110947941	110948326	+	0	NA	exon (LRIF1, exon 3 of 3)	NA	15811	LRIF1								
Interval_2665	chr6	24228641	24228954	+	0	NA	intron (DCDC2, intron 8 of 10)	NA	102611	NRSN1								
Interval_2277	chr4	2330133	2330306	+	0	NA	TTS (ZFYVE28)	NA	-68207	MXD4								
Interval_1775	chr2	201257951	201258185	+	0	NA	promoter-TSS (CASP8)	NA	-143	CASP8								
Interval_663	chr12	31078781	31079128	+	0	NA	intron (DDX11, intron 2 of 25)	NA	5095	DDX11								
Interval_234	chr1	203795304	203795672	+	0	NA	promoter-TSS (ZC3H11A)	NA	-2035	ZBED6								
Interval_1467	chr19	16063971	16064153	+	0	NA	Intergenic	NA	-12263	TPM4								
Interval_1674	chr2	74185887	74186156	+	0	NA	Intergenic	NA	-7153	MOB1A								
Interval_1556	chr19	51811262	51811552	+	0	NA	intron (FPR3, intron 1 of 1)	NA	16249	FPR3								
Interval_2209	chr3	144989916	144990144	+	0	NA	Intergenic	NA	1016705	C3orf58								
Interval_2724	chr6	68238244	68238417	+	0	NA	intron (RP11-406O16.1, intron 3 of 3)	NA	91634	RP11-406O16.1								
Interval_2449	chr5	34924018	34924257	+	0	NA	intron (BRIX1, intron 8 of 9)	NA	-5462	DNAJC21								
Interval_2484	chr5	76582243	76582624	+	0	NA	intron (IQGAP2, intron 5 of 34)	NA	26634	LOC101929109								
Interval_1172	chr17	27353681	27353908	+	0	NA	Intergenic	NA	59714	WSB1								
Interval_2579	chr5	147805008	147805444	+	0	NA	Intergenic	NA	-22378	JAKMIP2								
Interval_786	chr13	20359317	20359522	+	0	NA	Intergenic	NA	74427	MIR4499								
Interval_3420	chrUn_KI270333v1	1	509	+	0	NA	NA	NA	NA	NA								
Interval_175	chr1	156483617	156483706	+	0	NA	intron (MEF2D, intron 1 of 11)	NA	17159	MEF2D								
Interval_2087	chr3	33440439	33441002	+	0	NA	promoter-TSS (UBP1)	NA	-710	UBP1								
Interval_1112	chr16	72203471	72203666	+	0	NA	Intergenic	NA	-32300	PMFBP1								
Interval_3156	chr8	91717514	91717725	+	0	NA	Intergenic	NA	377643	RUNX1T1								
Interval_1240	chr17	64385175	64385514	+	0	NA	intron (PECAM1, intron 2 of 14)	NA	5820	PECAM1								
Interval_1135	chr17	4766318	4766655	+	0	NA	Intergenic	NA	-5406	TM4SF5								
Interval_104	chr1	97906989	97907251	+	0	NA	intron (DPYD, intron 1 of 5)	NA	13914	DPYD								
Interval_1901	chr20	50003207	50003493	+	0	NA	Intergenic	NA	20374	SNAI1								
Interval_2266	chr3	196274730	196274923	+	0	NA	intron (PCYT1A, intron 2 of 9)	NA	12887	PCYT1A								
Interval_661	chr12	29164837	29165125	+	0	NA	intron (FAR2, intron 1 of 11)	NA	-58642	FAR2								
Interval_284	chr1	234612688	234612992	+	0	NA	Intergenic	NA	-3315	IRF2BP2								
Interval_887	chr14	85599985	85600237	+	0	NA	intron (FLRT2, intron 1 of 1)	NA	42309	FLRT2								
Interval_3359	chr9	113578964	113579182	+	0	NA	intron (RGS3, intron 2 of 7)	NA	-1848	RGS3								
Interval_2835	chr7	9488620	9488820	+	0	NA	Intergenic	NA	38741	LOC102723978								
Interval_1842	chr20	10074578	10074771	+	0	NA	intron (SNAP25-AS1, intron 3 of 4)	NA	39625	ANKEF1								
Interval_1026	chr16	16075995	16076184	+	0	NA	intron (ABCC1, intron 11 of 27)	NA	126512	ABCC1								
Interval_558	chr11	74581226	74581401	+	0	NA	Intergenic	NA	-11217	POLD3								
Interval_1779	chr2	203674020	203674252	+	0	NA	Intergenic	NA	-32339	CD28								
Interval_1500	chr19	39403677	39404149	+	0	NA	Intergenic	NA	-2934	ZFP36								
Interval_2253	chr3	187777458	187777753	+	0	NA	Intergenic	NA	-41108	BCL6								
Interval_3233	chr8	125110942	125111146	+	0	NA	intron (NSMCE2, intron 3 of 7)	NA	-15290	LOC102723524								
Interval_2450	chr5	35319618	35319926	+	0	NA	Intergenic	NA	-89051	PRLR								
Interval_2232	chr3	161069986	161070285	+	0	NA	exon (PPM1L, exon 4 of 4)	NA	35237	B3GALNT1								
Interval_421	chr10	103645210	103645481	+	0	NA	intron (SH3PXD2A, intron 2 of 8)	NA	87177	NEURL1								
Interval_3402	chrM	9744	9911	+	0	NA	promoter-TSS (TRNG)	NA	-164	TRNG								
Interval_842	chr14	52325188	52325376	+	0	NA	intron (PTGER2, intron 1 of 1)	NA	10984	PTGER2								
Interval_2637	chr6	11519321	11519551	+	0	NA	Intergenic	NA	-18791	TMEM170B								
Interval_3029	chr8	27025520	27025737	+	0	NA	Intergenic	NA	23335	MIR548H4								
Interval_1800	chr2	222844439	222844740	+	0	NA	Intergenic	NA	-16425	ACSL3								
Interval_49	chr1	36374555	36374911	+	0	NA	intron (STK40, intron 1 of 11)	NA	11194	STK40								
Interval_122	chr1	111221989	111222162	+	0	NA	Intergenic	NA	-5584	CHI3L2								
Interval_64	chr1	51879005	51879178	+	0	NA	promoter-TSS (NRD1)	NA	-154	NRD1								
Interval_2372	chr4	113586249	113586422	+	0	NA	intron (CAMK2D, intron 5 of 21)	NA	175410	CAMK2D								
Interval_333	chr10	31001005	31001146	+	0	NA	intron (ZNF438, intron 1 of 7)	NA	30817	ZNF438								
Interval_180	chr1	158285764	158285977	+	0	NA	Intergenic	NA	-3903	CD1C								
Interval_2596	chr5	165201942	165202174	+	0	NA	Intergenic	NA	731779	LOC102546299								
Interval_1402	chr19	1021251	1021749	+	0	NA	promoter-TSS (TMEM259)	NA	-326	TMEM259								
Interval_3220	chr8	123589342	123589559	+	0	NA	Intergenic	NA	-48197	FBXO32								
Interval_2959	chr7	135170629	135170802	+	0	NA	promoter-TSS (C7orf49)	NA	-1241	C7orf49								
Interval_2380	chr4	119454625	119454798	+	0	NA	promoter-TSS (LOC645513)	NA	-72	LOC645513								
Interval_149	chr1	125180043	125180330	+	0	NA	Intergenic	NA	3661074	EMBP1								
Interval_1918	chr21	7932583	7932778	+	0	NA	Intergenic	NA	-106928	LOC102723475								
Interval_1481	chr19	29285382	29285626	+	0	NA	Intergenic	NA	-72275	UQCRFS1								
Interval_1289	chr18	702842	703086	+	0	NA	intron (ENOSF1, intron 2 of 16)	NA	9670	ENOSF1								
Interval_2870	chr7	41732061	41732313	+	0	NA	intron (INHBA-AS1, intron 2 of 3)	NA	-29079	INHBA								
Interval_926	chr15	40593859	40594083	+	0	NA	promoter-TSS (CASC5)	NA	-65	TRNAS18								
Interval_2263	chr3	195800342	195800516	+	0	NA	intron (MUC4, intron 1 of 24)	NA	11544	MUC4								
Interval_1891	chr20	45910875	45911154	+	0	NA	promoter-TSS (PLTP)	NA	1033	PLTP								
Interval_3293	chr9	755838	756011	+	0	NA	Intergenic	NA	62482	KANK1								
Interval_848	chr14	59161634	59161809	+	0	NA	Intergenic	NA	-101720	DAAM1								
Interval_1225	chr17	57166145	57166318	+	0	NA	Intergenic	NA	69695	AKAP1								
Interval_3415	chrUn_GL000216v2	149504	149573	+	0	NA	NA	NA	NA	NA								
Interval_203	chr1	178608714	178608892	+	0	NA	Intergenic	NA	66007	C1orf220								
Interval_950	chr15	55221193	55221624	+	0	NA	intron (RAB27A, intron 6 of 6)	NA	-24375	RSL24D1								
Interval_1869	chr20	31106683	31106936	+	0	NA	Intergenic	NA	-150855	DEFB115								
Interval_373	chr10	71888581	71888859	+	0	NA	Intergenic	NA	-37395	PSAP								
Interval_1808	chr2	227818175	227818453	+	0	NA	TTS (CCL20)	NA	4472	CCL20								
Interval_484	chr11	14544638	14544956	+	0	NA	intron (PSMA1, intron 2 of 10)	NA	-24352	PSMA1								
Interval_140	chr1	123531476	123531669	+	0	NA	Intergenic	NA	2012460	EMBP1								
Interval_2336	chr4	73069733	73069931	+	0	NA	promoter-TSS (COX18)	NA	-77	COX18								
Interval_1498	chr19	39337748	39338026	+	0	NA	Intergenic	NA	-1815	GMFG								
Interval_3449	chrX	25824310	25824379	+	0	NA	Intergenic	NA	-313999	MAGEB18								
Interval_2331	chr4	69546211	69546420	+	0	NA	Intergenic	NA	-50407	UGT2B4								
Interval_3141	chr8	85296583	85296837	+	0	NA	Intergenic	NA	45004	CA1								
Interval_3436	chrUn_KI270746v1	31611	31841	+	0	NA	NA	NA	NA	NA								
Interval_3104	chr8	60952820	60953187	+	0	NA	Intergenic	NA	14745	LOC100130298								
Interval_467	chr11	7592944	7593128	+	0	NA	intron (PPFIBP2, intron 1 of 23)	NA	79104	PPFIBP2								
Interval_83	chr1	79042134	79042489	+	0	NA	Intergenic	NA	-35501	ELTD1								
Interval_1476	chr19	19591022	19591337	+	0	NA	intron (PBX4, intron 1 of 6)	NA	27356	PBX4								
Interval_1744	chr2	161123305	161123479	+	0	NA	Intergenic	NA	-36938	TANK								
Interval_923	chr15	37824869	37825197	+	0	NA	Intergenic	NA	-110223	TMCO5A								
Interval_777	chr12	133080652	133080894	+	0	NA	exon (ZNF140, exon 1 of 5)	NA	354	ZNF140								
Interval_2519	chr5	109410167	109410382	+	0	NA	promoter-TSS (PJA2)	NA	-300	PJA2								
Interval_2225	chr3	155854492	155854665	+	0	NA	promoter-TSS (SLC33A1)	NA	-141	SLC33A1								
Interval_2160	chr3	105806388	105806654	+	0	NA	intron (CBLB, intron 3 of 19)	NA	61734	CBLB								
Interval_2764	chr6	127938797	127938993	+	0	NA	Intergenic	NA	-93497	THEMIS								
Interval_365	chr10	67036890	67037151	+	0	NA	intron (LRRTM3, intron 2 of 2)	NA	-15043	LOC101928938								
Interval_1360	chr18	63656513	63656686	+	0	NA	intron (SERPINB3, intron 7 of 7)	NA	5364	SERPINB3								
Interval_2070	chr3	18512131	18512318	+	0	NA	Intergenic	NA	-14168	LOC101927777								
Interval_522	chr11	61061412	61061770	+	0	NA	Intergenic	NA	-40867	CD5								
Interval_1256	chr17	74569579	74569912	+	0	NA	Intergenic	NA	-2211	LOC100130520								
Interval_837	chr14	49586373	49586615	+	0	NA	promoter-TSS (RPS29)	NA	-78	RPS29								
Interval_3201	chr8	115576325	115576623	+	0	NA	intron (TRPS1, intron 5 of 6)	NA	91538	TRPS1								
Interval_613	chr11	124224985	124225229	+	0	NA	exon (OR8G2, exon 1 of 1)	NA	414	OR8G2								
Interval_776	chr12	132445985	132446350	+	0	NA	intron (LOC101928629, intron 4 of 4)	NA	28087	MUC8								
Interval_3249	chr8	127831639	127831846	+	0	NA	Intergenic	NA	35780	MIR1204								
Interval_2669	chr6	26026303	26026517	+	0	NA	TTS (HIST1H4B)	NA	842	HIST1H4B								
Interval_3392	chrM	1255	2985	+	0	NA	TTS (RNR1)	NA	449	RNR2								
Interval_1304	chr18	21163952	21164208	+	0	NA	Intergenic	NA	-52229	ROCK1								
Interval_882	chr14	81170586	81170813	+	0	NA	Intergenic	NA	-4450	LOC101928431								
Interval_2834	chr7	7719283	7719488	+	0	NA	promoter-TSS (RPA3)	NA	-778	RPA3								
Interval_3179	chr8	102887026	102887321	+	0	NA	Intergenic	NA	22990	LOC100506753								
Interval_1290	chr18	3177972	3178145	+	0	NA	intron (MYOM1, intron 5 of 36)	NA	42050	MYOM1								
Interval_910	chr14_GL000225v1_random	85634	85722	+	0	NA	Intergenic	NA	49389	LOC100287823								
Interval_2690	chr6	35370317	35370649	+	0	NA	intron (PPARD, intron 4 of 9)	NA	27912	PPARD								
Interval_1094	chr16	55752938	55753253	+	0	NA	Intergenic	NA	-7504	CES1P1								
Interval_2708	chr6	46045266	46045516	+	0	NA	intron (CLIC5, intron 1 of 5)	NA	-29502	CLIC5								
Interval_167	chr1	152048090	152048464	+	0	NA	exon (LOC101927949, exon 2 of 3)	NA	294	LOC101927949								
Interval_2822	chr6	169292326	169292520	+	0	NA	Intergenic	NA	-38309	THBS2								
Interval_302	chr1	241612754	241613036	+	0	NA	intron (OPN3, intron 1 of 3)	NA	23035	CHML								
