PeakID (cmd=annotatePeaks.pl HOXA9.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_443	chr16	46399248	46399574	+	0	NA	Intergenic	NA	169686	ANKRD26P1								
Interval_233	chr11	110089767	110090000	+	0	NA	Intergenic	NA	-3478	ZC3H12C								
Interval_1082	chr6	45682117	45682301	+	0	NA	Intergenic	NA	255388	CLIC5								
Interval_663	chr2	146209895	146210211	+	0	NA	Intergenic	NA	-377004	PABPC1P2								
Interval_301	chr12	127809379	127809574	+	0	NA	Intergenic	NA	-72141	FLJ37505								
Interval_137	chr10	26433087	26433290	+	0	NA	Intergenic	NA	-5149	APBB1IP								
Interval_394	chr15	85483001	85483223	+	0	NA	intron (AKAP13, intron 1 of 38)	NA	43092	LOC101929656								
Interval_616	chr2	27032541	27032775	+	0	NA	promoter-TSS (TMEM214)	NA	-276	TMEM214								
Interval_713	chr20	20000239	20000552	+	0	NA	intron (RIN2, intron 12 of 12)	NA	-16895	NAA20								
Interval_418	chr16	34575989	34576215	+	0	NA	Intergenic	NA	144110	LOC102724523								
Interval_1076	chr6	34680965	34681302	+	0	NA	intron (C6orf106, intron 1 of 3)	NA	15717	C6orf106								
Interval_1124	chr6	149761400	149761614	+	0	NA	intron (PCMT1, intron 1 of 6)	NA	11812	PCMT1								
Interval_1279	chr8	109099851	109100048	+	0	NA	intron (TRHR, intron 1 of 1)	NA	12525	TRHR								
Interval_290	chr12	106288519	106288778	+	0	NA	Intergenic	NA	-13383	TCP11L2								
Interval_499	chr17	55704379	55704749	+	0	NA	Intergenic	NA	18300	TMEM100								
Interval_523	chr18	9710708	9711015	+	0	NA	intron (RAB31, intron 1 of 6)	NA	2630	RAB31								
Interval_928	chr4	49657541	49657646	+	0	NA	Intergenic	NA	-168269	LOC101060532								
Interval_912	chr4	49097677	49097753	+	0	NA	Intergenic	NA	-63617	LOC101927209								
Interval_1289	chr8	120868744	120869254	+	0	NA	Intergenic	NA	-56930	SNTB1								
Interval_812	chr3	15805703	15806253	+	0	NA	intron (ANKRD28, intron 1 of 27)	NA	-8027	ANKRD28								
Interval_648	chr2	111209010	111209348	+	0	NA	Intergenic	NA	39500	LOC101927260								
Interval_166	chr10	89084464	89084699	+	0	NA	Intergenic	NA	-21170	MIR4679-2								
Interval_878	chr3	172074512	172075017	+	0	NA	intron (FNDC3B, intron 1 of 25)	NA	34210	FNDC3B								
Interval_397	chr15	89335060	89335288	+	0	NA	promoter-TSS (POLG)	NA	101	TRNAR22								
Interval_1278	chr8	108119786	108120053	+	0	NA	Intergenic	NA	-36245	RSPO2								
Interval_1091	chr6	67896475	67896982	+	0	NA	Intergenic	NA	-144195	LOC102723883								
Interval_1109	chr6	122484973	122485254	+	0	NA	intron (PKIB, intron 3 of 7)	NA	13196	PKIB								
Interval_74	chr1	146035643	146035883	+	0	NA	promoter-TSS (TRNAE21)	NA	71	TRNAE21								
Interval_299	chr12	125552526	125552882	+	0	NA	intron (TMEM132B, intron 4 of 8)	NA	334135	TMEM132B								
Interval_1093	chr6	73455967	73456150	+	0	NA	Intergenic	NA	-3738	MB21D1								
Interval_603	chr19	55041967	55042242	+	0	NA	Intergenic	NA	-3840	GP6								
Interval_825	chr3	31522144	31522582	+	0	NA	Intergenic	NA	-10636	STT3B								
Interval_1359	chr9	129863082	129863639	+	0	NA	intron (USP20, intron 5 of 20)	NA	5297	USP20								
Interval_114	chr1	230541982	230542396	+	0	NA	Intergenic	NA	53394	LOC101927553								
Interval_514	chr17_KI270729v1_random	3491	3573	+	0	NA	NA	NA	NA	NA								
Interval_1152	chr7	37320768	37321154	+	0	NA	intron (ELMO1, intron 2 of 21)	NA	22213	ELMO1								
Interval_1205	chr8	14277348	14277571	+	0	NA	intron (SGCZ, intron 1 of 4)	NA	576045	MIR383								
Interval_712	chr20	19074825	19075257	+	0	NA	Intergenic	NA	26168	LOC102724734								
Interval_7	chr1	11908404	11908597	+	0	NA	TTS (RNU5E-1)	NA	346	RNU5E-1								
Interval_275	chr12	70459864	70460083	+	0	NA	Intergenic	NA	93691	KCNMB4								
Interval_1243	chr8	61545098	61545491	+	0	NA	intron (ASPH, intron 20 of 23)	NA	144555	ASPH								
Interval_200	chr11	35908208	35908401	+	0	NA	Intergenic	NA	-35758	LDLRAD3								
Interval_139	chr10	27523140	27523734	+	0	NA	intron (RAB18, intron 2 of 5)	NA	19263	RAB18								
Interval_599	chr19	54463674	54464302	+	0	NA	promoter-TSS (LENG9)	NA	-277	LENG9								
Interval_776	chr22	11369666	11369849	+	0	NA	Intergenic	NA	-424752	LOC102723780								
Interval_1362	chr9	130539479	130539715	+	0	NA	Intergenic	NA	-39260	FUBP3								
Interval_826	chr3	34957770	34957971	+	0	NA	intron (LOC101928135, intron 2 of 3)	NA	406321	LOC102724048								
Interval_978	chr4	173444192	173444375	+	0	NA	intron (SCRG1, intron 2 of 3)	NA	31931	SCRG1								
Interval_1420	chrY	11721968	11722160	+	0	NA	Intergenic	NA	699526	GYG2P1								
Interval_182	chr11	1770719	1771006	+	0	NA	Intergenic	NA	-6870	CTSD								
Interval_352	chr14	85599967	85600199	+	0	NA	intron (FLRT2, intron 1 of 1)	NA	50444	LOC102724348								
Interval_1102	chr6	108823351	108823597	+	0	NA	Intergenic	NA	-30082	ARMC2								
Interval_1298	chr8	129666400	129666725	+	0	NA	Intergenic	NA	120326	GSDMC								
Interval_737	chr20	57902509	57902812	+	0	NA	Intergenic	NA	7266	MIR4532								
Interval_115	chr1	231387974	231388306	+	0	NA	intron (EGLN1, intron 1 of 3)	NA	34176	EGLN1								
Interval_932	chr4	49710730	49710998	+	0	NA	Intergenic	NA	-221540	LOC101060532								
Interval_1023	chr5	104111654	104111923	+	0	NA	Intergenic	NA	-220396	LOC101930276								
Interval_347	chr14	64673747	64674220	+	0	NA	Intergenic	NA	30267	LOC101927856								
Interval_1174	chr7	92757488	92757781	+	0	NA	intron (CDK6, intron 2 of 3)	NA	-55820	RNU6-10P								
Interval_754	chr21	15706711	15706932	+	0	NA	Intergenic	NA	-101988	USP25								
Interval_357	chr14	103121939	103122498	+	0	NA	intron (LOC102723726, intron 1 of 3)	NA	866	LOC102723726								
Interval_435	chr16	46387786	46388063	+	0	NA	Intergenic	NA	181173	ANKRD26P1								
Interval_1372	chrM	15858	15975	+	0	NA	promoter-TSS (TRNT)	NA	28	TRNT								
Interval_1322	chr9	25994609	25995042	+	0	NA	Intergenic	NA	-71850	LOC100506422								
Interval_285	chr12	95326537	95326723	+	0	NA	Intergenic	NA	16702	MIR3685								
Interval_1004	chr5	55102496	55102767	+	0	NA	promoter-TSS (GZMA)	NA	-15	GZMA								
Interval_579	chr19	38543895	38544452	+	0	NA	intron (RYR1, intron 86 of 104)	NA	73862	MAP4K1								
Interval_985	chr5	10913905	10914119	+	0	NA	Intergenic	NA	-128490	LOC102723441								
Interval_402	chr16	4973250	4973444	+	0	NA	intron (SEC14L5, intron 2 of 15)	NA	15030	SEC14L5								
Interval_862	chr3	130093720	130093948	+	0	NA	intron (ALG1L2, intron 4 of 7)	NA	12003	ALG1L2								
Interval_1160	chr7	50356562	50356836	+	0	NA	intron (IKZF1, intron 3 of 6)	NA	-5138	LOC102723522								
Interval_794	chr22_KI270733v1_random	144626	144732	+	0	NA	Intergenic	NA	15422	LOC102724621								
Interval_920	chr4	49119526	49119644	+	0	NA	Intergenic	NA	-41747	LOC101927209								
Interval_711	chr20	16522674	16523150	+	0	NA	intron (KIF16B, intron 3 of 24)	NA	50509	KIF16B								
Interval_163	chr10	77675360	77675632	+	0	NA	Intergenic	NA	-37688	KCNMA1								
Interval_408	chr16	21656877	21657299	+	0	NA	exon (METTL9, exon 5 of 5)	NA	-4422	IGSF6								
Interval_560	chr19	3798109	3798497	+	0	NA	intron (MATK, intron 1 of 13)	NA	-11886	MATK								
Interval_1198	chr8	7066459	7066693	+	0	NA	Intergenic	NA	-9839	DEFA5								
Interval_486	chr17	27529239	27529476	+	0	NA	intron (KSR1, intron 2 of 21)	NA	72892	KSR1								
Interval_388	chr15	74512311	74512494	+	0	NA	intron (LOC102723714, intron 2 of 2)	NA	7188	LOC102723714								
Interval_884	chr3	188818052	188818238	+	0	NA	intron (LPP, intron 8 of 10)	NA	129351	MIR28								
Interval_295	chr12	116088017	116088200	+	0	NA	intron (MED13L, intron 4 of 30)	NA	60486	MIR620								
Interval_325	chr13	37001254	37001605	+	0	NA	intron (EXOSC8, intron 1 of 9)	NA	1056	EXOSC8								
Interval_824	chr3	28376365	28376730	+	0	NA	intron (ZCWPW2, intron 1 of 6)	NA	-27420	AZI2								
Interval_1002	chr5	53334695	53334888	+	0	NA	Intergenic	NA	-145643	FST								
Interval_1035	chr5	134813855	134814201	+	0	NA	intron (DDX46, intron 18 of 22)	NA	-31940	C5orf24								
