PeakID (cmd=annotatePeaks.pl IRF2BP2.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_5609	chr2	206098900	206099139	+	0	NA	Intergenic	NA	-12837	INO80D								
Interval_1253	chr10	95767969	95768127	+	0	NA	intron (ENTPD1-AS1, intron 5 of 5)	NA	12388	ENTPD1								
Interval_8161	chr6	144151468	144151625	+	0	NA	intron (STX11, intron 1 of 1)	NA	1029	STX11								
Interval_7801	chr6	15062544	15062881	+	0	NA	Intergenic	NA	185984	JARID2-AS1								
Interval_1185	chr10	73909128	73909320	+	0	NA	TTS (C10orf55)	NA	-1908	PLAU								
Interval_5894	chr20	36574105	36574284	+	0	NA	promoter-TSS (TGIF2-C20orf24)	NA	-360	TGIF2-C20orf24								
Interval_524	chr1	122763449	122763590	+	0	NA	Intergenic	NA	1244407	EMBP1								
Interval_2916	chr15	67091271	67091500	+	0	NA	intron (SMAD3, intron 1 of 8)	NA	-46636	SMAD3								
Interval_7440	chr5	84605385	84605526	+	0	NA	Intergenic	NA	-220588	EDIL3								
Interval_1684	chr11	65899367	65899587	+	0	NA	intron (FOSL1, intron 1 of 2)	NA	1049	FOSL1								
Interval_5572	chr2	191020110	191020714	+	0	NA	Intergenic	NA	-6215	STAT1								
Interval_9026	chr8	100721300	100721958	+	0	NA	exon (PABPC1, exon 1 of 15)	NA	458	PABPC1								
Interval_8245	chr7	263908	264110	+	0	NA	exon (LOC100996433, exon 1 of 1)	NA	2125	LOC100996433								
Interval_601	chr1	149636732	149636892	+	0	NA	intron (LOC102723863, intron 1 of 1)	NA	9712	TRNAN22-2								
Interval_9774	chrX	49123715	49123912	+	0	NA	promoter-TSS (GPKOW)	NA	-12	GPKOW								
Interval_6135	chr21	37276444	37276609	+	0	NA	Intergenic	NA	-8402	DSCR3								
Interval_9838	chrY	12076824	12076955	+	0	NA	Intergenic	NA	344701	GYG2P1								
Interval_793	chr1	191174430	191174583	+	0	NA	Intergenic	NA	549616	RP11-463J7.2								
Interval_613	chr1	150487073	150487368	+	0	NA	promoter-TSS (TARS2)	NA	-181	TARS2								
Interval_7823	chr6	17600209	17600459	+	0	NA	promoter-TSS (FAM8A1)	NA	47	FAM8A1								
Interval_7466	chr5	98989856	98989997	+	0	NA	intron (LOC102724810, intron 2 of 2)	NA	17879	LOC102724810								
Interval_5935	chr20	44646273	44646631	+	0	NA	intron (ADA, intron 1 of 10)	NA	5209	ADA								
Interval_1274	chr10	100257080	100257296	+	0	NA	intron (CWF19L1, intron 4 of 13)	NA	10492	CWF19L1								
Interval_7867	chr6	26285169	26285744	+	0	NA	promoter-TSS (HIST1H4H)	NA	43	HIST1H4H								
Interval_8016	chr6	46770852	46771259	+	0	NA	Intergenic	NA	-22302	MEP1A								
Interval_8283	chr7	5530148	5530637	+	0	NA	intron (ACTB, intron 1 of 5)	NA	-1121	ACTB								
Interval_2657	chr14	76977958	76978205	+	0	NA	Intergenic	NA	50618	IRF2BPL								
Interval_2349	chr13	17751956	17752166	+	0	NA	Intergenic	NA	-443236	FAM230C								
Interval_2254	chr12	119372695	119372874	+	0	NA	intron (CCDC60, intron 1 of 12)	NA	38072	CCDC60								
Interval_8165	chr6	145734914	145735115	+	0	NA	intron (RP11-545I5.3, intron 1 of 2)	NA	841	EPM2A								
Interval_9057	chr8	103184610	103185091	+	0	NA	intron (BAALC, intron 1 of 1)	NA	-12710	RP11-318M2.2								
Interval_5270	chr2	60881104	60881307	+	0	NA	promoter-TSS (REL)	NA	109	LINC01185								
Interval_7690	chr5	177431458	177431656	+	0	NA	promoter-TSS (GRK6)	NA	-317	GRK6								
Interval_1897	chr12	2358564	2358771	+	0	NA	intron (CACNA1C, intron 3 of 47)	NA	88891	CACNA1C-IT3								
Interval_4219	chr18	50287894	50288038	+	0	NA	promoter-TSS (CXXC1)	NA	356	CXXC1								
Interval_2106	chr12	58030950	58031226	+	0	NA	Intergenic	NA	89184	XRCC6BP1								
Interval_9770	chrX	48574116	48574569	+	0	NA	promoter-TSS (RBM3)	NA	-11	RBM3								
Interval_7682	chr5	177300315	177300676	+	0	NA	TTS (RAB24)	NA	3249	RAB24								
Interval_6545	chr3	44355795	44355973	+	0	NA	intron (TCAIM, intron 2 of 9)	NA	17765	TCAIM								
Interval_6117	chr21	34865649	34866179	+	0	NA	intron (RUNX1, intron 3 of 6)	NA	-15086	LOC101928240								
Interval_5113	chr2	10514806	10515012	+	0	NA	Intergenic	NA	62465	LOC102723993								
Interval_303	chr1	41053349	41053676	+	0	NA	intron (SCMH1, intron 9 of 14)	NA	-31770	SLFNL1								
Interval_4488	chr19	6801825	6802105	+	0	NA	intron (VAV1, intron 1 of 25)	NA	29297	VAV1								
Interval_5980	chr20	50451329	50451569	+	0	NA	Intergenic	NA	-58872	PTPN1								
Interval_8396	chr7	48084972	48085207	+	0	NA	Intergenic	NA	-4051	UPP1								
Interval_3719	chr17	36189092	36189233	+	0	NA	Intergenic	NA	7586	CCL3L3								
Interval_8785	chr8	27408986	27409256	+	0	NA	intron (PTK2B, intron 2 of 29)	NA	-24249	MIR6842								
Interval_1847	chr11	120400902	120401108	+	0	NA	intron (ARHGEF12, intron 1 of 40)	NA	64450	ARHGEF12								
Interval_4356	chr19	1037867	1038377	+	0	NA	exon (CNN2, exon 7 of 7)	NA	-9448	ABCA7								
Interval_8822	chr8	36982055	36982302	+	0	NA	Intergenic	NA	-6126	LOC102723593								
Interval_3087	chr16	1379178	1379458	+	0	NA	intron (UNKL, intron 9 of 9)	NA	27419	GNPTG								
Interval_3857	chr17	57946855	57947135	+	0	NA	promoter-TSS (CUEDC1)	NA	-41115	LOC101929185								
Interval_4038	chr17	78933479	78933700	+	0	NA	Intergenic	NA	-8199	TIMP2								
Interval_2110	chr12	64222282	64222423	+	0	NA	promoter-TSS (C12orf66)	NA	-81	C12orf66								
Interval_1506	chr11	30789305	30789580	+	0	NA	intron (LOC101928338, intron 2 of 2)	NA	47886	LOC101928338								
Interval_5592	chr2	199862783	199862989	+	0	NA	Intergenic	NA	-11713	FTCDNL1								
Interval_4766	chr19	38263972	38264111	+	0	NA	promoter-TSS (SPINT2)	NA	-417	SPINT2								
Interval_9340	chr9	27373879	27374044	+	0	NA	intron (MOB3B, intron 2 of 3)	NA	-76994	EQTN								
Interval_1968	chr12	15939216	15939383	+	0	NA	intron (DERA, intron 1 of 8)	NA	27981	DERA								
Interval_9676	chrUn_GL000220v1	142022	142179	+	0	NA	Intergenic	NA	4001	LOC102723515								
Interval_8953	chr8	71247234	71247390	+	0	NA	intron (EYA1, intron 10 of 16)	NA	114920	EYA1								
Interval_1136	chr10	67884476	67884709	+	0	NA	promoter-TSS (SIRT1)	NA	-83	SIRT1								
Interval_75	chr1	9588588	9588749	+	0	NA	promoter-TSS (TMEM201)	NA	-209	TMEM201								
Interval_4863	chr19	45472892	45473190	+	0	NA	exon (FOSB, exon 5 of 5)	NA	5046	FOSB								
Interval_4045	chr17	80029315	80029551	+	0	NA	intron (TBC1D16, intron 1 of 10)	NA	-21868	CCDC40								
Interval_8847	chr8	41490267	41490476	+	0	NA	promoter-TSS (GOLGA7)	NA	-191	GOLGA7								
Interval_6729	chr3	127768356	127768562	+	0	NA	intron (MGLL, intron 3 of 7)	NA	54423	MGLL								
Interval_6020	chr20	59007429	59007648	+	0	NA	promoter-TSS (CTSZ)	NA	-284	CTSZ								
Interval_11	chr1	1308400	1308624	+	0	NA	promoter-TSS (ACAP3)	NA	-102	PUSL1								
Interval_702	chr1	159910381	159910736	+	0	NA	Intergenic	NA	-10442	CCDC19								
Interval_4620	chr19	14382416	14382688	+	0	NA	intron (CD97, intron 2 of 18)	NA	1961	CD97								
Interval_3684	chr17	28741566	28741726	+	0	NA	TTS (NEK8)	NA	-2359	TRAF4								
Interval_6447	chr3	13012321	13012769	+	0	NA	intron (IQSEC1, intron 1 of 13)	NA	-45085	IQSEC1								
Interval_7874	chr6	27831011	27831245	+	0	NA	TTS (HIST1H4K)	NA	399	HIST1H4K								
Interval_157	chr1	24190909	24191234	+	0	NA	Intergenic	NA	-3796	IFNLR1								
Interval_3320	chr16	53098819	53099297	+	0	NA	promoter-TSS (CHD9)	NA	44065	CHD9								
Interval_2577	chr14	64504012	64504265	+	0	NA	promoter-TSS (ZBTB1)	NA	-436	ZBTB1								
Interval_7513	chr5	131635391	131635668	+	0	NA	promoter-TSS (RAPGEF6)	NA	-293	RAPGEF6								
Interval_4623	chr19	14511049	14511219	+	0	NA	Intergenic	NA	-14985	GIPC1								
Interval_853	chr1	208065915	208066160	+	0	NA	intron (PLXNA2, intron 12 of 31)	NA	-154699	CD34								
Interval_8211	chr6	161274058	161274236	+	0	NA	promoter-TSS (AGPAT4)	NA	-7349	AGPAT4								
Interval_2475	chr14	20684026	20684203	+	0	NA	promoter-TSS (RNASE4)	NA	98	TRNAP7								
Interval_7278	chr4	186191230	186191692	+	0	NA	promoter-TSS (CYP4V2)	NA	29	FLJ38576								
Interval_9623	chr9	134164789	134164945	+	0	NA	promoter-TSS (RNU6ATAC)	NA	-303	RNU6ATAC								
Interval_2844	chr15	50055776	50055930	+	0	NA	intron (ATP8B4, intron 3 of 26)	NA	63369	ATP8B4								
Interval_9085	chr8	118961821	118961966	+	0	NA	intron (COLEC10, intron 1 of 5)	NA	-9749	TNFRSF11B								
Interval_1997	chr12	31746871	31747133	+	0	NA	Intergenic	NA	-17828	AMN1								
Interval_670	chr1	155650172	155650497	+	0	NA	Intergenic	NA	38322	YY1AP1								
Interval_2784	chr15	30625682	30625826	+	0	NA	promoter-TSS (LOC101927579)	NA	-22	LOC101927579								
Interval_6901	chr3	194047373	194047675	+	0	NA	intron (LOC100505902, intron 1 of 2)	NA	22005	LOC285389								
Interval_345	chr1	46341054	46341209	+	0	NA	promoter-TSS (NSUN4)	NA	954	NSUN4								
Interval_4334	chr19	570305	570549	+	0	NA	promoter-TSS (BSG)	NA	-2027	BSG								
Interval_562	chr1	143248104	143248310	+	0	NA	Intergenic	NA	58152	LOC101929814								
Interval_4466	chr19	5719001	5719269	+	0	NA	intron (LONP1, intron 1 of 17)	NA	1123	LONP1								
Interval_6814	chr3	158801995	158802142	+	0	NA	promoter-TSS (MFSD1)	NA	62	MFSD1								
Interval_5081	chr2	7773484	7773666	+	0	NA	Intergenic	NA	47845	LOC101929531								
Interval_4347	chr19	850628	850855	+	0	NA	promoter-TSS (ELANE)	NA	-248	ELANE								
Interval_587	chr1	146472547	146472688	+	0	NA	Intergenic	NA	-33991	LOC102724558								
Interval_8443	chr7	74481056	74481344	+	0	NA	intron (GTF2IRD1, intron 1 of 25)	NA	-38438	GTF2IRD1								
Interval_7698	chr5	177546522	177546691	+	0	NA	intron (FAM193B, intron 1 of 6)	NA	-10216	FAM193B								
Interval_9534	chr9	120843010	120843141	+	0	NA	promoter-TSS (PSMD5-AS1)	NA	33	PSMD5-AS1								
Interval_9487	chr9	110148398	110148658	+	0	NA	intron (AKAP2, intron 2 of 3)	NA	23027	AKAP2								
Interval_9726	chrX	9463022	9463416	+	0	NA	promoter-TSS (TBL1X)	NA	-1942	TBL1X								
Interval_3520	chr17	2399900	2400041	+	0	NA	intron (MNT, intron 1 of 5)	NA	994	MNT								
Interval_1292	chr10	102714295	102714549	+	0	NA	promoter-TSS (SFXN2)	NA	11	ARL3								
Interval_6200	chr22	18892392	18892620	+	0	NA	Intergenic	NA	-13717	DGCR6								
Interval_3052	chr15	94070385	94070787	+	0	NA	exon (LOC101927091, exon 1 of 3)	NA	-3707	LOC101927091								
Interval_3988	chr17	75784890	75785082	+	0	NA	promoter-TSS (MIR4738)	NA	147	UNK								
Interval_5771	chr20	2301348	2301491	+	0	NA	intron (TGM3, intron 1 of 12)	NA	5452	TGM3								
Interval_6671	chr3	101390221	101390629	+	0	NA	intron (SENP7, intron 3 of 20)	NA	-23843	LOC100287852								
Interval_1020	chr10	11225998	11226398	+	0	NA	intron (CELF2, intron 3 of 13)	NA	60714	CELF2								
Interval_1008	chr10	5977543	5977721	+	0	NA	promoter-TSS (IL15RA)	NA	946	IL15RA								
Interval_893	chr1	221689366	221689506	+	0	NA	Intergenic	NA	48024	DUSP10								
Interval_5950	chr20	47740776	47740990	+	0	NA	intron (SULF2, intron 2 of 21)	NA	44604	SULF2								
Interval_2281	chr12	121888436	121888923	+	0	NA	promoter-TSS (PSMD9)	NA	-52	PSMD9								
Interval_1695	chr11	66418146	66418451	+	0	NA	Intergenic	NA	-2706	NPAS4								
Interval_9809	chrX	147911843	147912022	+	0	NA	promoter-TSS (FMR1)	NA	-19	FMR1								
Interval_4894	chr19	47225974	47227160	+	0	NA	promoter-TSS (MIR3190)	NA	407	MIR3191								
Interval_5955	chr20	48771669	48771886	+	0	NA	intron (PREX1, intron 1 of 39)	NA	56106	PREX1								
Interval_2683	chr14	89349585	89349737	+	0	NA	promoter-TSS (LOC101928817)	NA	391	LOC102724423								
Interval_8553	chr7	113142902	113143136	+	0	NA	Intergenic	NA	-24437	LINC00998								
Interval_9816	chrX	153794336	153794729	+	0	NA	promoter-TSS (SSR4)	NA	-9	IDH3G								
Interval_9331	chr9	21385455	21385601	+	0	NA	promoter-TSS (IFNA2)	NA	-131	IFNA2								
Interval_123	chr1	17630162	17630310	+	0	NA	intron (ARHGEF10L, intron 14 of 27)	NA	49742	ARHGEF10L								
Interval_4018	chr17	78337565	78337710	+	0	NA	Intergenic	NA	22442	SOCS3								
Interval_5576	chr2	191675899	191676124	+	0	NA	Intergenic	NA	-2061	NABP1								
Interval_3324	chr16	53435553	53435727	+	0	NA	promoter-TSS (RBL2)	NA	1201	RBL2								
Interval_4052	chr17	80833062	80833393	+	0	NA	intron (RPTOR, intron 9 of 33)	NA	-27595	RP11-28G8.1								
Interval_5234	chr2	46941103	46941296	+	0	NA	promoter-TSS (TTC7A)	NA	25	TTC7A								
Interval_239	chr1	30754930	30755070	+	0	NA	intron (LAPTM5, intron 1 of 7)	NA	2836	LAPTM5								
Interval_1718	chr11	68271984	68272132	+	0	NA	promoter-TSS (C11orf24)	NA	-57	C11orf24								
Interval_3957	chr17	74276801	74276960	+	0	NA	intron (DNAI2, intron 1 of 13)	NA	2632	DNAI2								
Interval_899	chr1	222583055	222583425	+	0	NA	intron (TAF1A, intron 3 of 10)	NA	6488	TAF1A								
Interval_522	chr1	122550179	122550337	+	0	NA	Intergenic	NA	1031146	EMBP1								
Interval_7272	chr4	184474447	184474923	+	0	NA	promoter-TSS (IRF2)	NA	-113	IRF2								
Interval_2647	chr14	75299087	75299266	+	0	NA	Intergenic	NA	4772	RP11-293M10.5								
Interval_8099	chr6	116465294	116465809	+	0	NA	Intergenic	NA	3691	FAM26F								
Interval_1848	chr11	121417238	121417455	+	0	NA	Intergenic	NA	-34857	SORL1								
Interval_5052	chr19	56403816	56403968	+	0	NA	promoter-TSS (ZNF583)	NA	-433	ZNF583								
Interval_2387	chr13	29594702	29595031	+	0	NA	intron (LOC102724249, intron 3 of 3)	NA	-8074	SLC7A1								
Interval_9804	chrX	134719040	134719181	+	0	NA	Intergenic	NA	-60627	PLAC1								
Interval_4110	chr17	82864038	82864273	+	0	NA	intron (TBCD, intron 1 of 26)	NA	-24100	ZNF750								
Interval_5032	chr19	55259031	55259509	+	0	NA	promoter-TSS (PPP6R1)	NA	-3501	PPP6R1								
Interval_2313	chr12	124681401	124681651	+	0	NA	Intergenic	NA	-73965	LOC101927436								
Interval_9668	chrUn_GL000216v2	146067	146285	+	0	NA	NA	NA	NA	NA								
Interval_7906	chr6	31620367	31620779	+	0	NA	promoter-TSS (PRRC2A)	NA	-100	PRRC2A								
Interval_8621	chr7	150405285	150405568	+	0	NA	promoter-TSS (LOC101928806)	NA	2	LOC101928806								
Interval_6344	chr22	42770039	42770180	+	0	NA	Intergenic	NA	-49651	A4GALT								
Interval_3780	chr17	43483703	43483844	+	0	NA	promoter-TSS (DHX8)	NA	-189	DHX8								
Interval_4919	chr19	48634624	48634767	+	0	NA	intron (DBP, intron 2 of 3)	NA	2687	DBP								
Interval_9391	chr9	40992035	40992218	+	0	NA	promoter-TSS (LOC100132352)	NA	-211	LOC100132352								
Interval_5834	chr20	20304024	20304181	+	0	NA	intron (C20orf26, intron 20 of 21)	NA	-45710	LOC101929575								
Interval_5365	chr2	86888150	86888347	+	0	NA	intron (ANAPC1P1, intron 10 of 14)	NA	-15602	LOC102723437								
Interval_2214	chr12	110895350	110895864	+	0	NA	intron (CCDC63, intron 10 of 12)	NA	24993	MYL2								
Interval_6562	chr3	46095455	46095607	+	0	NA	Intergenic	NA	-68044	XCR1								
Interval_5284	chr2	64859328	64860143	+	0	NA	intron (AC007880.1, intron 1 of 4)	NA	3896	AC007880.1								
Interval_5408	chr2	102094946	102095259	+	0	NA	intron (IL1R1, intron 1 of 11)	NA	-55407	IL1R1								
Interval_5118	chr2	11466135	11466340	+	0	NA	promoter-TSS (E2F6)	NA	-60	E2F6								
Interval_2142	chr12	89346470	89346854	+	0	NA	Intergenic	NA	5857	DUSP6								
Interval_1054	chr10	29659066	29659397	+	0	NA	intron (SVIL, intron 2 of 41)	NA	-56899	MIR938								
Interval_4925	chr19	48872269	48872790	+	0	NA	exon (PPP1R15A, exon 1 of 3)	NA	137	PPP1R15A								
Interval_1457	chr11	7155224	7155376	+	0	NA	Intergenic	NA	66366	RBMXL2								
Interval_2174	chr12	96121253	96121719	+	0	NA	Intergenic	NA	-72943	ELK3								
Interval_6472	chr3	19728812	19729031	+	0	NA	Intergenic	NA	205293	EFHB								
Interval_8154	chr6	141874947	141875134	+	0	NA	Intergenic	NA	213759	NMBR								
Interval_709	chr1	161044938	161045288	+	0	NA	promoter-TSS (USF1)	NA	866	USF1								
Interval_4784	chr19	39402587	39402760	+	0	NA	Intergenic	NA	-4174	ZFP36								
Interval_8691	chr8	9190529	9190702	+	0	NA	intron (RP11-10A14.5, intron 1 of 2)	NA	1110	RP11-10A14.5								
Interval_2795	chr15	34038615	34038759	+	0	NA	intron (AVEN, intron 1 of 5)	NA	415	AVEN								
Interval_1597	chr11	61963761	61963892	+	0	NA	TTS (BEST1)	NA	3834	FTH1								
Interval_8507	chr7	99876347	99876671	+	0	NA	exon (OR2AE1, exon 1 of 1)	NA	524	OR2AE1								
Interval_3115	chr16	4290232	4290430	+	0	NA	Intergenic	NA	-17331	TFAP4								
Interval_4094	chr17	82228649	82228784	+	0	NA	promoter-TSS (SLC16A3)	NA	310	SLC16A3								
Interval_8557	chr7	115060565	115060762	+	0	NA	Intergenic	NA	-58075	LOC102724386								
Interval_2999	chr15	78212714	78212870	+	0	NA	intron (ACSBG1, intron 1 of 13)	NA	21915	ACSBG1								
Interval_1272	chr10	99685696	99685922	+	0	NA	exon (ENTPD7, exon 6 of 13)	NA	26303	ENTPD7								
Interval_9292	chr9	3012911	3013095	+	0	NA	Intergenic	NA	-168586	RP11-32F11.2								
Interval_4669	chr19	17317479	17317641	+	0	NA	intron (DDA1, intron 4 of 4)	NA	8032	DDA1								
Interval_6880	chr3	186242476	186242653	+	0	NA	exon (DGKG, exon 20 of 25)	NA	119670	DGKG								
Interval_6422	chr3	9933122	9933302	+	0	NA	promoter-TSS (CRELD1)	NA	-629	CRELD1								
Interval_3316	chr16	50702805	50703053	+	0	NA	intron (NOD2, intron 2 of 4)	NA	9333	NOD2								
Interval_1878	chr11	130465307	130465461	+	0	NA	intron (ADAMTS15, intron 4 of 7)	NA	8959	ADAMTS15								
Interval_7580	chr5	142758536	142758722	+	0	NA	TTS (LOC101926975)	NA	-12098	ARHGAP26								
Interval_8986	chr8	89838945	89839174	+	0	NA	Intergenic	NA	-62809	OSGIN2								
Interval_4301	chr18	76565826	76566124	+	0	NA	intron (LOC102723325, intron 1 of 1)	NA	566	LOC102723325								
Interval_2986	chr15	75368565	75368740	+	0	NA	promoter-TSS (MAN2C1)	NA	462	MAN2C1								
Interval_2789	chr15	31266388	31266717	+	0	NA	Intergenic	NA	-35705	RP11-16E12.2								
Interval_4788	chr19	39410211	39410371	+	0	NA	promoter-TSS (MIR4530)	NA	-613	MIR4530								
Interval_6269	chr22	32144927	32145071	+	0	NA	Intergenic	NA	14257	C22orf42								
Interval_3184	chr16	17449053	17449526	+	0	NA	intron (XYLT1, intron 1 of 11)	NA	21592	XYLT1								
Interval_2558	chr14	55272032	55272300	+	0	NA	promoter-TSS (FBXO34)	NA	-60671	FBXO34								
Interval_1653	chr11	65117807	65117952	+	0	NA	promoter-TSS (ZNHIT2)	NA	-181	ZNHIT2								
Interval_3247	chr16	29863063	29863232	+	0	NA	promoter-TSS (CDIPT-AS1)	NA	141	CDIPT								
Interval_4839	chr19	44846399	44846575	+	0	NA	exon (PVRL2, exon 1 of 9)	NA	351	PVRL2								
Interval_9112	chr8	123589366	123589499	+	0	NA	Intergenic	NA	-57289	FBXO32								
Interval_3619	chr17	14748445	14748687	+	0	NA	Intergenic	NA	-266239	LOC101928475								
Interval_3783	chr17	44070585	44070838	+	0	NA	promoter-TSS (G6PC3)	NA	-19	G6PC3								
Interval_1084	chr10	43407272	43407635	+	0	NA	intron (HNRNPF, intron 1 of 3)	NA	1755	HNRNPF								
Interval_7715	chr5	180809728	180809881	+	0	NA	promoter-TSS (MGAT1)	NA	701	MGAT1								
Interval_6195	chr22	17258051	17258508	+	0	NA	exon (CECR3, exon 3 of 3)	NA	8454	CECR3								
Interval_2972	chr15	74781100	74781281	+	0	NA	promoter-TSS (CSK)	NA	-894	CSK								
Interval_7375	chr5	50717759	50717967	+	0	NA	intron (PARP8, intron 3 of 23)	NA	50925	PARP8								
Interval_2117	chr12	68451829	68452053	+	0	NA	promoter-TSS (RP11-81H14.2)	NA	-16946	RP11-81H14.2								
Interval_6449	chr3	13414278	13414641	+	0	NA	intron (NUP210, intron 1 of 39)	NA	5860	NUP210								
Interval_4729	chr19	29606166	29606344	+	0	NA	promoter-TSS (POP4)	NA	-8	POP4								
Interval_9188	chr8	133505282	133505461	+	0	NA	intron (ST3GAL1, intron 2 of 8)	NA	66569	ST3GAL1								
Interval_35	chr1	3313084	3313453	+	0	NA	intron (PRDM16, intron 3 of 16)	NA	-158344	ARHGEF16								
Interval_5969	chr20	49936227	49936426	+	0	NA	promoter-TSS (RNF114)	NA	-51	RNF114								
Interval_9748	chrX	38803832	38804031	+	0	NA	exon (MID1IP1, exon 2 of 3)	NA	2499	MID1IP1								
Interval_3225	chr16	27242945	27243111	+	0	NA	intron (NSMCE1, intron 2 of 7)	NA	-25177	FLJ21408								
Interval_754	chr1	179954700	179954831	+	0	NA	promoter-TSS (CEP350)	NA	-53	CEP350								
Interval_6409	chr3	4986891	4987136	+	0	NA	Intergenic	NA	7601	BHLHE40								
Interval_8863	chr8	42897015	42897279	+	0	NA	promoter-TSS (RNF170)	NA	257	HOOK3								
Interval_6225	chr22	24632702	24632883	+	0	NA	promoter-TSS (BCRP3)	NA	-123	BCRP3								
Interval_7478	chr5	109939227	109939429	+	0	NA	Intergenic	NA	56146	LOC100289673								
Interval_1230	chr10	89085168	89085309	+	0	NA	Intergenic	NA	-21836	MIR4679-2								
Interval_6853	chr3	179451562	179451831	+	0	NA	promoter-TSS (GNB4)	NA	-113	GNB4								
Interval_1464	chr11	9060819	9061092	+	0	NA	intron (SCUBE2, intron 7 of 18)	NA	29424	MIR5691								
Interval_5021	chr19	54463018	54463259	+	0	NA	exon (LENG9, exon 1 of 1)	NA	573	LENG9								
Interval_4244	chr18	57881990	57882121	+	0	NA	Intergenic	NA	146499	LOC102724733								
Interval_262	chr1	32627850	32628018	+	0	NA	intron (ZBTB8OS, intron 4 of 5)	NA	-15478	LOC102723870								
Interval_3817	chr17	48483443	48483994	+	0	NA	Intergenic	NA	38885	LOC101927166								
Interval_9431	chr9	96566789	96567005	+	0	NA	promoter-TSS (CDC14B)	NA	52933	CDC14B								
Interval_3372	chr16	67667882	67668107	+	0	NA	exon (C16orf86, exon 3 of 4)	NA	1180	C16orf86								
Interval_4886	chr19	46824326	46825021	+	0	NA	Intergenic	NA	6031	SNAR-E								
Interval_2373	chr13	27620752	27620918	+	0	NA	promoter-TSS (POLR1D)	NA	92	POLR1D								
Interval_8106	chr6	125377782	125378006	+	0	NA	Intergenic	NA	-3650	LOC102723341								
Interval_3374	chr16	67936766	67936996	+	0	NA	promoter-TSS (PSMB10)	NA	-4	PSMB10								
Interval_3176	chr16	15590955	15591355	+	0	NA	Intergenic	NA	19939	MIR6506								
Interval_8564	chr7	124929858	124930077	+	0	NA	promoter-TSS (POT1)	NA	16	POT1								
Interval_3434	chr16	85524951	85525096	+	0	NA	intron (GSE1, intron 1 of 15)	NA	-29881	GSE1								
Interval_8111	chr6	129490538	129490718	+	0	NA	intron (LAMA2, intron 57 of 65)	NA	67709	LOC102723409								
Interval_5496	chr2	150496058	150496414	+	0	NA	Intergenic	NA	-8541	RND3								
Interval_414	chr1	84225763	84225946	+	0	NA	intron (PRKACB, intron 12 of 12)	NA	-48846	LOC101927611								
Interval_5129	chr2	15730552	15730757	+	0	NA	Intergenic	NA	39872	LOC101926966								
Interval_6158	chr21	42199567	42199718	+	0	NA	promoter-TSS (ABCG1)	NA	-47	ABCG1								
