PeakID (cmd=annotatePeaks.pl ERG.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_28717	chr4	1625956	1626218	+	0	NA	Intergenic	NA	-45571	LOC100507054								
Interval_40843	chrX	149938328	149938949	+	0	NA	promoter-TSS (LINC00894)	NA	90	LINC00894								
Interval_8277	chr12	10196206	10196558	+	0	NA	Intergenic	NA	15364	LOC102724029								
Interval_28101	chr3	168096407	168096829	+	0	NA	promoter-TSS (GOLIM4)	NA	-989	GOLIM4								
Interval_31301	chr5	105436859	105437047	+	0	NA	Intergenic	NA	337479	RAB9BP1								
Interval_5846	chr10	124595617	124595797	+	0	NA	intron (LHPP, intron 7 of 7)	NA	-108214	FAM53B-AS1								
Interval_19019	chr19	16149742	16150144	+	0	NA	intron (HSH2D, intron 4 of 7)	NA	15915	HSH2D								
Interval_10206	chr13	23578690	23578966	+	0	NA	promoter-TSS (TNFRSF19)	NA	8458	TNFRSF19								
Interval_8567	chr12	31875259	31875627	+	0	NA	Intergenic	NA	-83202	H3F3C								
Interval_32408	chr6	499017	499312	+	0	NA	intron (EXOC2, intron 24 of 27)	NA	107412	IRF4								
Interval_12819	chr15	42490368	42490620	+	0	NA	intron (ZNF106, intron 1 of 21)	NA	653	ZNF106								
Interval_18397	chr19	2394414	2394583	+	0	NA	intron (TMPRSS9, intron 2 of 18)	NA	12991	TMPRSS9								
Interval_5474	chr10	100286464	100286832	+	0	NA	promoter-TSS (BLOC1S2)	NA	64	BLOC1S2								
Interval_39784	chr9	136482391	136482582	+	0	NA	intron (SEC16A, intron 1 of 31)	NA	-1009	C9orf163								
Interval_32404	chr6	379409	379756	+	0	NA	Intergenic	NA	-12170	IRF4								
Interval_11357	chr14	24395626	24396182	+	0	NA	Intergenic	NA	-2882	NYNRIN								
Interval_7193	chr11	74783580	74783886	+	0	NA	intron (RNF169, intron 1 of 5)	NA	34865	RNF169								
Interval_9202	chr12	68454995	68455254	+	0	NA	Intergenic	NA	-20129	RP11-81H14.2								
Interval_20339	chr2	438109	438293	+	0	NA	Intergenic	NA	54486	LOC727944								
Interval_29093	chr4	37480020	37480286	+	0	NA	intron (C4orf19, intron 1 of 3)	NA	26223	C4orf19								
Interval_18798	chr19	12052536	12053038	+	0	NA	intron (ZNF878, intron 1 of 3)	NA	180	ZNF878								
Interval_9516	chr12	101823822	101824134	+	0	NA	intron (GNPTAB, intron 1 of 18)	NA	6889	GNPTAB								
Interval_276	chr1	9626929	9627372	+	0	NA	Intergenic	NA	27436	C1orf200								
Interval_18354	chr19	1847940	1848867	+	0	NA	promoter-TSS (REXO1)	NA	50	REXO1								
Interval_4018	chr1	244833847	244834184	+	0	NA	Intergenic	NA	-1322	COX20								
Interval_16375	chr17	49343350	49343619	+	0	NA	intron (ZNF652, intron 1 of 5)	NA	-18898	LOC102724596								
Interval_4904	chr10	68328347	68328612	+	0	NA	intron (PBLD, intron 1 of 8)	NA	-3551	HNRNPH3								
Interval_28424	chr3	188137049	188137481	+	0	NA	Intergenic	NA	16823	LPP-AS2								
Interval_37924	chr8	140037107	140037317	+	0	NA	intron (TRAPPC9, intron 16 of 21)	NA	-334156	KCNK9								
Interval_13445	chr15	75202687	75202990	+	0	NA	intron (C15orf39, intron 1 of 2)	NA	958	C15orf39								
Interval_4827	chr10	60446910	60447098	+	0	NA	intron (ANK3, intron 2 of 43)	NA	286522	ANK3								
Interval_70	chr1	1614497	1614956	+	0	NA	promoter-TSS (MIB2)	NA	-717	MIB2								
Interval_9981	chr12	124509746	124510103	+	0	NA	intron (NCOR2, intron 2 of 47)	NA	57540	NCOR2								
Interval_5580	chr10	102812482	102812768	+	0	NA	exon (WBP1L, exon 4 of 4)	NA	-20042	LOC102724307								
Interval_28643	chr3	197428204	197428389	+	0	NA	Intergenic	NA	78451	LOC100129516								
Interval_29683	chr4	82681810	82682045	+	0	NA	intron (SCD5, intron 2 of 4)	NA	-60490	LINC00575								
Interval_21666	chr2	98149261	98149527	+	0	NA	intron (VWA3B, intron 7 of 26)	NA	62262	VWA3B								
Interval_5795	chr10	119489561	119489934	+	0	NA	Intergenic	NA	46786	RGS10								
Interval_3254	chr1	200699951	200700207	+	0	NA	Intergenic	NA	-30081	DDX59								
Interval_21371	chr2	71276725	71276936	+	0	NA	intron (ZNF638, intron 1 of 26)	NA	231	ZNF638								
Interval_19310	chr19	33208580	33208861	+	0	NA	TTS (SLC7A10)	NA	14027	LRP3								
Interval_30261	chr4	184230151	184230428	+	0	NA	Intergenic	NA	-12328	ENPP6								
Interval_4188	chr10	4931663	4932038	+	0	NA	intron (LOC101928027, intron 3 of 4)	NA	-15577	AKR1C6P								
Interval_26465	chr3	28819266	28819427	+	0	NA	Intergenic	NA	-242856	LOC100652807								
Interval_20678	chr2	26002062	26002416	+	0	NA	Intergenic	NA	-19665	KIF3C								
Interval_4545	chr10	30701872	30702099	+	0	NA	intron (SVILP1, intron 5 of 9)	NA	9711	SVILP1								
Interval_23671	chr20	5863298	5863515	+	0	NA	exon (C20orf196, exon 3 of 3)	NA	-47922	CHGB								
Interval_38300	chr9	15422597	15423102	+	0	NA	promoter-TSS (SNAPC3)	NA	65	SNAPC3								
Interval_22338	chr2	157441721	157441978	+	0	NA	intron (CYTIP, intron 1 of 7)	NA	2243	CYTIP								
Interval_4958	chr10	70146045	70146277	+	0	NA	exon (TYSND1, exon 1 of 4)	NA	579	TYSND1								
Interval_35242	chr7	37683644	37683922	+	0	NA	intron (GPR141, intron 1 of 1)	NA	70592	LOC101928643								
Interval_6536	chr11	58920060	58920297	+	0	NA	Intergenic	NA	-7451	GLYATL1								
Interval_19232	chr19	19406009	19406723	+	0	NA	intron (GATAD2A, intron 1 of 11)	NA	-22870	GATAD2A								
Interval_35961	chr7	106346672	106346990	+	0	NA	Intergenic	NA	-61099	NAMPT								
Interval_2457	chr1	153541224	153541400	+	0	NA	intron (S100A5, intron 2 of 3)	NA	453	S100A5								
Interval_20933	chr2	43168810	43169178	+	0	NA	Intergenic	NA	15562	LOC101929763								
Interval_59	chr1	1460481	1460822	+	0	NA	intron (ATAD3C, intron 9 of 11)	NA	10962	ATAD3C								
Interval_1688	chr1	84078500	84078663	+	0	NA	intron (PRKACB, intron 1 of 8)	NA	-79535	TTLL7								
Interval_5631	chr10	104326111	104326494	+	0	NA	intron (RP11-127L20.3, intron 2 of 2)	NA	2933	RP11-127L20.3								
Interval_38196	chr8	144900227	144900498	+	0	NA	intron (ZNF250, intron 1 of 5)	NA	1100	ZNF250								
Interval_13802	chr15	91142313	91142502	+	0	NA	intron (SV2B, intron 2 of 13)	NA	42634	SV2B								
Interval_6004	chr11	1049542	1049747	+	0	NA	promoter-TSS (LOC101927503)	NA	126	LOC101927503								
Interval_4277	chr10	11145249	11145767	+	0	NA	intron (CELF2, intron 1 of 13)	NA	-40020	CELF2-AS2								
Interval_27258	chr3	87997363	87997550	+	0	NA	Intergenic	NA	-141656	ZNF654								
Interval_2557	chr1	155194468	155194719	+	0	NA	promoter-TSS (MIR92B)	NA	-603	MIR92B								
Interval_14483	chr16	30923145	30923522	+	0	NA	promoter-TSS (FBXL19-AS1)	NA	-64	FBXL19-AS1								
Interval_23991	chr20	33720038	33720343	+	0	NA	exon (PXMP4, exon 1 of 4)	NA	140	PXMP4								
Interval_24739	chr21	25801572	25801814	+	0	NA	Intergenic	NA	-66039	ATP5J								
Interval_10450	chr13	38370162	38370340	+	0	NA	Intergenic	NA	20480	UFM1								
Interval_18324	chr19	1271875	1272096	+	0	NA	exon (CIRBP, exon 6 of 7)	NA	-1725	CIRBP-AS1								
Interval_19082	chr19	17305348	17305979	+	0	NA	promoter-TSS (MRPL34)	NA	-5	MRPL34								
Interval_11394	chr14	31937765	31937985	+	0	NA	Intergenic	NA	138824	ARHGAP5-AS1								
Interval_35732	chr7	92904351	92904537	+	0	NA	intron (AC002454.1, intron 2 of 2)	NA	67961	AC002454.1								
Interval_37193	chr8	66722677	66722878	+	0	NA	intron (SGK3, intron 1 of 16)	NA	45228	PTTG3P								
Interval_24314	chr20	50003242	50003522	+	0	NA	Intergenic	NA	20406	SNAI1								
Interval_5069	chr10	73811631	73812002	+	0	NA	promoter-TSS (NDST2)	NA	15	NDST2								
Interval_26651	chr3	40476988	40477369	+	0	NA	promoter-TSS (ZNF619)	NA	65	ZNF619								
Interval_28399	chr3	187565788	187566011	+	0	NA	Intergenic	NA	104514	SST								
Interval_36275	chr7	142809283	142809465	+	0	NA	Intergenic	NA	38398	PRSS2								
Interval_23062	chr2	217902749	217902936	+	0	NA	intron (LOC102723375, intron 7 of 7)	NA	-2214	MIR6809								
Interval_5965	chr11	202117	202322	+	0	NA	TTS (BET1L)	NA	5203	BET1L								
Interval_19018	chr19	16141193	16141452	+	0	NA	intron (HSH2D, intron 1 of 7)	NA	7294	HSH2D								
Interval_12817	chr15	42208087	42208525	+	0	NA	promoter-TSS (VPS39)	NA	-2	VPS39								
Interval_2827	chr1	165871299	165871795	+	0	NA	intron (UCK2, intron 1 of 6)	NA	-36376	MIR3658								
Interval_11431	chr14	35535241	35535466	+	0	NA	exon (INSM2, exon 1 of 1)	NA	1311	INSM2								
Interval_36697	chr8	22579485	22580675	+	0	NA	promoter-TSS (PDLIM2)	NA	-394	PDLIM2								
Interval_16667	chr17	63549895	63550946	+	0	NA	promoter-TSS (DCAF7)	NA	-15	DCAF7								
Interval_19720	chr19	44753284	44753793	+	0	NA	intron (BCL3, intron 2 of 8)	NA	-5119	MIR8085								
Interval_24139	chr20	41003663	41003837	+	0	NA	Intergenic	NA	-25072	TOP1								
Interval_121	chr1	2554898	2555174	+	0	NA	TTS (LOC100133445)	NA	-1553	TNFRSF14								
Interval_16885	chr17	74418748	74419023	+	0	NA	Intergenic	NA	-14812	GPRC5C								
Interval_6564	chr11	59727516	59727749	+	0	NA	Intergenic	NA	-13787	OR10V1								
Interval_18605	chr19	7337464	7338118	+	0	NA	Intergenic	NA	-11101	ARHGEF18								
Interval_21882	chr2	111117015	111117310	+	0	NA	intron (ACOXL, intron 17 of 17)	NA	-2977	FLJ44006								
Interval_7901	chr11	130359518	130359809	+	0	NA	Intergenic	NA	-44897	ZBTB44								
Interval_28843	chr4	6696347	6696574	+	0	NA	intron (S100P, intron 1 of 1)	NA	2621	S100P								
Interval_32601	chr6	11310054	11310477	+	0	NA	intron (NEDD9, intron 1 of 9)	NA	-58252	LOC102724361								
Interval_40289	chrX	48003834	48004210	+	0	NA	promoter-TSS (ZNF182)	NA	-44	ZNF182								
Interval_33436	chr6	43774845	43775059	+	0	NA	intron (VEGFA, intron 2 of 7)	NA	4743	VEGFA								
Interval_9723	chr12	112418577	112419684	+	0	NA	promoter-TSS (RPL6)	NA	398	PTPN11								
Interval_38234	chr9	2764407	2764776	+	0	NA	Intergenic	NA	47065	KCNV2								
Interval_12988	chr15	54803160	54803421	+	0	NA	Intergenic	NA	393743	RSL24D1								
Interval_24230	chr20	45935289	45935782	+	0	NA	intron (PCIF1, intron 1 of 16)	NA	857	PCIF1								
Interval_26665	chr3	41419723	41420184	+	0	NA	intron (ULK4, intron 35 of 37)	NA	220476	CTNNB1								
Interval_39994	chrX	7964549	7964766	+	0	NA	Intergenic	NA	-36918	PNPLA4								
Interval_30803	chr5	60416307	60416731	+	0	NA	intron (PDE4D, intron 1 of 16)	NA	-71194	PART1								
Interval_22484	chr2	170341978	170342258	+	0	NA	intron (LOC101929753, intron 3 of 3)	NA	8993	LOC101929753								
Interval_25564	chr22	36332203	36332603	+	0	NA	intron (MYH9, intron 3 of 40)	NA	-45501	MIR6819								
Interval_37001	chr8	42768538	42768730	+	0	NA	exon (CHRNA6, exon 1 of 5)	NA	152	CHRNA6								
Interval_31734	chr5	139458760	139459146	+	0	NA	intron (ECSCR-2, intron 1 of 7)	NA	3782	ECSCR-2								
Interval_32919	chr6	28211890	28212192	+	0	NA	promoter-TSS (TRNAS13)	NA	-996	TRNAS13								
Interval_444	chr1	16888904	16889389	+	0	NA	promoter-TSS (TRNAN2)	NA	-531	TRNAN2								
Interval_32177	chr5	172911006	172911220	+	0	NA	intron (ERGIC1, intron 2 of 2)	NA	47662	LOC100268168								
Interval_20079	chr19	51467907	51468499	+	0	NA	Intergenic	NA	-9749	SIGLEC8								
Interval_22358	chr2	158914197	158914358	+	0	NA	Intergenic	NA	-54364	TANC1								
Interval_28507	chr3	194306186	194307031	+	0	NA	intron (LINC00887, intron 1 of 2)	NA	6196	LINC00887								
Interval_32555	chr6	7312995	7313653	+	0	NA	promoter-TSS (SSR1)	NA	-16	SSR1								
Interval_3004	chr1	180502548	180503030	+	0	NA	promoter-TSS (ACBD6)	NA	98	ACBD6								
Interval_37218	chr8	70540537	70540873	+	0	NA	Intergenic	NA	67754	TRAM1								
Interval_7788	chr11	124716538	124716922	+	0	NA	Intergenic	NA	-23203	NRGN								
Interval_37295	chr8	85959086	85959561	+	0	NA	Intergenic	NA	110299	PSKH2								
Interval_11363	chr14	24475300	24475646	+	0	NA	intron (LOC101927045, intron 2 of 2)	NA	32520	LOC101927045								
Interval_8025	chr12	2613487	2613682	+	0	NA	intron (CACNA1C, intron 29 of 46)	NA	77573	CACNA1C-AS1								
Interval_29115	chr4	38174853	38175031	+	0	NA	Intergenic	NA	129126	TBC1D1								
Interval_10177	chr13	21297909	21298209	+	0	NA	promoter-TSS (MIPEPP3)	NA	-66	MIPEPP3								
Interval_30674	chr5	44808599	44808992	+	0	NA	promoter-TSS (RP11-53O19.1)	NA	-2	RP11-53O19.1								
Interval_33884	chr6	108361390	108361750	+	0	NA	intron (LACE1, intron 5 of 12)	NA	41846	LACE1								
Interval_35179	chr7	32905351	32905595	+	0	NA	Intergenic	NA	-13762	KBTBD2								
Interval_31183	chr5	94618409	94619213	+	0	NA	promoter-TSS (KIAA0825)	NA	-207	KIAA0825								
Interval_38964	chr9	95981715	95982073	+	0	NA	intron (LOC101928170, intron 4 of 5)	NA	14274	LOC101928170								
Interval_30179	chr4	159271802	159272110	+	0	NA	intron (RAPGEF2, intron 1 of 23)	NA	143095	MIR3688-2								
Interval_33814	chr6	99425257	99425596	+	0	NA	promoter-TSS (PNISR)	NA	-95	PNISR								
Interval_1805	chr1	91500609	91501060	+	0	NA	promoter-TSS (CDC7)	NA	-13	CDC7								
Interval_37811	chr8	129939273	129940171	+	0	NA	promoter-TSS (FAM49B)	NA	150	FAM49B								
Interval_558	chr1	21904886	21905216	+	0	NA	intron (HSPG2, intron 1 of 90)	NA	15862	LOC102723558								
Interval_16452	chr17	50977059	50977299	+	0	NA	exon (SPAG9, exon 27 of 31)	NA	69705	SPAG9								
Interval_34281	chr6	138958137	138958401	+	0	NA	intron (REPS1, intron 1 of 18)	NA	29992	REPS1								
Interval_33614	chr6	63635923	63636377	+	0	NA	promoter-TSS (PHF3)	NA	335	PHF3								
Interval_15474	chr17	3964393	3964706	+	0	NA	promoter-TSS (ATP2A3)	NA	-85	ATP2A3								
Interval_13886	chr15	97960134	97960889	+	0	NA	promoter-TSS (ARRDC4)	NA	-192	ARRDC4								
Interval_39068	chr9	106081279	106081614	+	0	NA	Intergenic	NA	386902	TMEM38B								
Interval_19461	chr19	38048013	38048252	+	0	NA	intron (SIPA1L3, intron 2 of 21)	NA	141243	SIPA1L3								
Interval_4320	chr10	12186341	12186686	+	0	NA	intron (NUDT5, intron 1 of 9)	NA	-9449	CDC123								
Interval_36689	chr8	22246060	22246223	+	0	NA	intron (POLR3D, intron 2 of 8)	NA	1035	POLR3D								
Interval_16864	chr17	73369807	73370100	+	0	NA	intron (SDK2, intron 36 of 44)	NA	-58646	CDC42EP4								
Interval_3109	chr1	185156948	185157329	+	0	NA	promoter-TSS (TRMT1L)	NA	-40	TRMT1L								
Interval_29264	chr4	53307788	53308139	+	0	NA	intron (SCFD2, intron 3 of 8)	NA	58112	SCFD2								
Interval_28413	chr3	187951770	187952209	+	0	NA	Intergenic	NA	202099	LPP-AS2								
Interval_24288	chr20	49046637	49046873	+	0	NA	promoter-TSS (LOC102723483)	NA	-488	LOC102723483								
Interval_3059	chr1	182839611	182840146	+	0	NA	intron (DHX9, intron 1 of 27)	NA	574	DHX9								
Interval_16438	chr17	50707507	50708066	+	0	NA	exon (ANKRD40, exon 1 of 5)	NA	123	ANKRD40								
Interval_14816	chr16	67719271	67719829	+	0	NA	promoter-TSS (GFOD2)	NA	15242	RANBP10								
Interval_39026	chr9	99822219	99822460	+	0	NA	exon (NR4A3, exon 1 of 5)	NA	484	NR4A3								
Interval_33488	chr6	45494744	45496313	+	0	NA	intron (RUNX2, intron 4 of 7)	NA	72954	RUNX2								
Interval_30136	chr4	153010155	153010421	+	0	NA	Intergenic	NA	47469	FHDC1								
Interval_30908	chr5	69332646	69333080	+	0	NA	promoter-TSS (CCDC125)	NA	-118	CCDC125								
Interval_36794	chr8	27325365	27325582	+	0	NA	promoter-TSS (PTK2B)	NA	-91	PTK2B								
Interval_26827	chr3	48223167	48223424	+	0	NA	promoter-TSS (CAMP)	NA	-52	CAMP								
Interval_18904	chr19	13880122	13880410	+	0	NA	intron (NANOS3, intron 1 of 1)	NA	3017	NANOS3								
Interval_979	chr1	35715380	35716064	+	0	NA	exon (C1orf216, exon 2 of 2)	NA	3467	C1orf216								
Interval_10737	chr13	58085858	58086104	+	0	NA	Intergenic	NA	-79846	LOC101926897								
Interval_37195	chr8	66925330	66925839	+	0	NA	promoter-TSS (SNHG6)	NA	-42	SNHG6								
Interval_37778	chr8	127907418	127907587	+	0	NA	intron (PVT1, intron 1 of 7)	NA	16874	PVT1								
Interval_35885	chr7	101630583	101630913	+	0	NA	Intergenic	NA	-6465	MYL10								
Interval_40781	chrX	135523114	135523359	+	0	NA	intron (DDX26B, intron 2 of 17)	NA	2592	DDX26B								
Interval_37461	chr8	102411642	102412183	+	0	NA	intron (UBR5, intron 1 of 58)	NA	807	UBR5								
Interval_23343	chr2	234292551	234292776	+	0	NA	Intergenic	NA	204386	ARL4C								
Interval_5871	chr10	125719457	125719920	+	0	NA	promoter-TSS (FLJ37035)	NA	-195	FLJ37035								
Interval_20190	chr19	54875534	54875829	+	0	NA	intron (FCAR, intron 2 of 3)	NA	1588	FCAR								
Interval_22262	chr2	145411472	145411968	+	0	NA	Intergenic	NA	388604	LOC100505498								
Interval_1282	chr1	46437810	46438046	+	0	NA	intron (LOC729041, intron 4 of 8)	NA	4101	LOC729041								
Interval_33756	chr6	88262465	88262812	+	0	NA	Intergenic	NA	-96590	CNR1								
Interval_9438	chr12	94973227	94973522	+	0	NA	intron (NDUFA12, intron 2 of 2)	NA	30339	NDUFA12								
Interval_30953	chr5	74434633	74434894	+	0	NA	Intergenic	NA	112277	LOC101929082								
Interval_31215	chr5	95822087	95822247	+	0	NA	intron (GLRX, intron 1 of 2)	NA	706	GLRX								
Interval_16117	chr17	42183312	42183601	+	0	NA	TTS (HCRT)	NA	1996	HCRT								
Interval_3402	chr1	205679781	205680153	+	0	NA	promoter-TSS (SLC45A3)	NA	-9950	SLC45A3								
Interval_31831	chr5	142713145	142713484	+	0	NA	Intergenic	NA	-2891	LOC101926975								
Interval_19107	chr19	17539299	17539656	+	0	NA	intron (FAM129C, intron 8 of 15)	NA	16176	FAM129C								
Interval_28887	chr4	8198813	8199483	+	0	NA	promoter-TSS (SH3TC1)	NA	-223	SH3TC1								
Interval_514	chr1	19596616	19597537	+	0	NA	promoter-TSS (MINOS1)	NA	99	MINOS1-NBL1								
Interval_1857	chr1	93768605	93768836	+	0	NA	intron (BCAR3, intron 2 of 13)	NA	75329	LOC102723480								
Interval_16919	chr17	74779811	74780621	+	0	NA	intron (TMEM104, intron 2 of 9)	NA	3707	TMEM104								
Interval_34408	chr6	145813711	145813966	+	0	NA	intron (FBXO30, intron 1 of 2)	NA	955	FBXO30								
Interval_40038	chrX	13734350	13734923	+	0	NA	promoter-TSS (TRAPPC2)	NA	-1	TRAPPC2								
Interval_9665	chr12	110501463	110502432	+	0	NA	promoter-TSS (RAD9B)	NA	193	VPS29								
Interval_33517	chr6	47478364	47478991	+	0	NA	intron (CD2AP, intron 1 of 17)	NA	931	CD2AP								
Interval_27523	chr3	123475291	123475597	+	0	NA	Intergenic	NA	-26367	ADCY5								
Interval_12327	chr14	100297747	100298211	+	0	NA	intron (SLC25A29, intron 2 of 4)	NA	8548	SLC25A29								
Interval_31181	chr5	94577963	94578170	+	0	NA	intron (KIAA0825, intron 2 of 20)	NA	-39320	ANKRD32								
Interval_34005	chr6	118810382	118810851	+	0	NA	Intergenic	NA	27908	LOC100287632								
Interval_31204	chr5	95644376	95644595	+	0	NA	Intergenic	NA	-2394	RFESD								
Interval_5020	chr10	71852578	71852838	+	0	NA	Intergenic	NA	-1383	PSAP								
Interval_25961	chr22	46288216	46288826	+	0	NA	exon (TTC38, exon 11 of 15)	NA	8139	GTSE1-AS1								
Interval_10699	chr13	51804051	51804533	+	0	NA	promoter-TSS (DHRS12)	NA	1231	DHRS12								
Interval_23873	chr20	24779147	24779348	+	0	NA	Intergenic	NA	-169983	CST7								
Interval_7784	chr11	124622398	124623136	+	0	NA	promoter-TSS (TBRG1)	NA	-79	TBRG1								
Interval_10156	chr13	20773190	20773407	+	0	NA	intron (N6AMT2, intron 1 of 4)	NA	620	N6AMT2								
Interval_26352	chr3	18424833	18426196	+	0	NA	promoter-TSS (SATB1)	NA	-177	SATB1								
Interval_15410	chr17	1717280	1717909	+	0	NA	intron (WDR81, intron 1 of 9)	NA	1071	WDR81								
Interval_14836	chr16	68084416	68085411	+	0	NA	promoter-TSS (NFATC3)	NA	-453	NFATC3								
Interval_33547	chr6	52664339	52664509	+	0	NA	promoter-TSS (LOC730101)	NA	23	LOC730101								
Interval_26326	chr3	16301076	16301396	+	0	NA	intron (OXNAD1, intron 6 of 8)	NA	36076	OXNAD1								
Interval_30398	chr5	10353013	10354323	+	0	NA	promoter-TSS (MARCH6)	NA	29	MARCH6								
Interval_11679	chr14	61472339	61472522	+	0	NA	intron (PRKCH, intron 9 of 13)	NA	-98110	FLJ22447								
Interval_40770	chrX	134718929	134719165	+	0	NA	Intergenic	NA	-60564	PLAC1								
Interval_30015	chr4	123449849	123450015	+	0	NA	Intergenic	NA	50442	SPRY1								
Interval_39669	chr9	133023199	133023403	+	0	NA	Intergenic	NA	-7374	GTF3C5								
Interval_32626	chr6	13354415	13354779	+	0	NA	Intergenic	NA	-26059	TBC1D7								
Interval_10375	chr13	31161671	31162489	+	0	NA	promoter-TSS (HSPH1)	NA	-59	HSPH1								
Interval_29513	chr4	73883356	73883550	+	0	NA	Intergenic	NA	14061	CXCL1								
Interval_37227	chr8	71361871	71362039	+	0	NA	promoter-TSS (EYA1)	NA	277	EYA1								
Interval_34507	chr6	151389999	151390250	+	0	NA	intron (ZBTB2, intron 1 of 2)	NA	870	ZBTB2								
Interval_21505	chr2	85408649	85408871	+	0	NA	intron (CAPG, intron 1 of 9)	NA	5314	CAPG								
Interval_16140	chr17	42530245	42530516	+	0	NA	Intergenic	NA	-7018	NAGLU								
Interval_32295	chr5	178118471	178118846	+	0	NA	intron (N4BP3, intron 1 of 4)	NA	5160	N4BP3								
Interval_11673	chr14	60980909	60981309	+	0	NA	promoter-TSS (SLC38A6)	NA	-45	TRMT5								
Interval_2291	chr1	145960462	145960753	+	0	NA	exon (ANKRD34A, exon 4 of 4)	NA	2348	ANKRD34A								
Interval_7474	chr11	107457710	107458375	+	0	NA	promoter-TSS (CWF19L2)	NA	-24321	CWF19L2								
Interval_12176	chr14	91142357	91142685	+	0	NA	intron (C14orf159, intron 1 of 13)	NA	16095	SNORA11B								
Interval_7902	chr11	130392516	130392743	+	0	NA	Intergenic	NA	36015	ADAMTS8								
Interval_21726	chr2	101306747	101306932	+	0	NA	intron (RNF149, intron 1 of 6)	NA	1877	RNF149								
Interval_15273	chr16	88790664	88791013	+	0	NA	Intergenic	NA	-5634	PIEZO1								
Interval_3493	chr1	209755912	209756793	+	0	NA	intron (TRAF3IP3, intron 1 of 16)	NA	-12253	TRAF3IP3								
Interval_18672	chr19	8654729	8655124	+	0	NA	Intergenic	NA	43904	ACTL9								
Interval_2527	chr1	154961374	154962149	+	0	NA	promoter-TSS (PYGO2)	NA	21	PYGO2								
Interval_6653	chr11	62621772	62622435	+	0	NA	promoter-TSS (B3GAT3)	NA	72	B3GAT3								
Interval_37364	chr8	95214558	95215098	+	0	NA	intron (C8orf69, intron 1 of 2)	NA	1546	C8orf69								
Interval_33513	chr6	47335432	47335925	+	0	NA	Intergenic	NA	-25731	TNFRSF21								
Interval_31389	chr5	115602078	115602509	+	0	NA	exon (AC010226.4, exon 1 of 4)	NA	138	AC010226.4								
