PeakID (cmd=annotatePeaks.pl ETV6.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_8205	chr17	74759427	74759725	+	0	NA	intron (SLC9A3R1, intron 1 of 5)	NA	10913	MIR3615								
Interval_12376	chr21	40976768	40976904	+	0	NA	Intergenic	NA	-129723	DSCAM								
Interval_13719	chr3	134543232	134543400	+	0	NA	intron (CEP63, intron 6 of 11)	NA	-54563	LOC101927568								
Interval_18947	chr8	96854011	96854261	+	0	NA	intron (CPQ, intron 4 of 8)	NA	208909	CPQ								
Interval_3114	chr11	43358746	43359243	+	0	NA	exon (TTC17, exon 1 of 25)	NA	109	TTC17								
Interval_16303	chr6	13404526	13404651	+	0	NA	intron (GFOD1, intron 1 of 1)	NA	-76005	TBC1D7								
Interval_14527	chr4	52490204	52490409	+	0	NA	Intergenic	NA	169029	USP46								
Interval_10070	chr2	8544955	8545503	+	0	NA	Intergenic	NA	38563	AC011747.4								
Interval_7293	chr16	85613055	85613672	+	0	NA	exon (GSE1, exon 1 of 16)	NA	75619	GINS2								
Interval_8824	chr18	68439004	68439298	+	0	NA	Intergenic	NA	-276058	CCDC102B								
Interval_10766	chr2	105786576	105786825	+	0	NA	intron (NCK2, intron 1 of 3)	NA	40463	NCK2								
Interval_13095	chr3	33113776	33114654	+	0	NA	exon (CRTAP, exon 1 of 7)	NA	257	CRTAP								
Interval_8623	chr18	35463001	35463260	+	0	NA	intron (INO80C, intron 4 of 4)	NA	34861	INO80C								
Interval_13619	chr3	125125723	125126169	+	0	NA	intron (SLC12A8, intron 5 of 12)	NA	25606	MIR5092								
Interval_4199	chr12	32217650	32217928	+	0	NA	intron (BICD1, intron 2 of 8)	NA	111010	BICD1								
Interval_1207	chr1	155860146	155860358	+	0	NA	promoter-TSS (GON4L)	NA	783	SYT11								
Interval_17569	chr7	27364483	27364613	+	0	NA	Intergenic	NA	121180	EVX1								
Interval_19737	chr9	87605731	87605998	+	0	NA	intron (DAPK1, intron 3 of 24)	NA	27524	LOC101927644								
Interval_17761	chr7	66740318	66740789	+	0	NA	promoter-TSS (RABGEF1)	NA	-15329	RABGEF1								
Interval_5380	chr14	21924581	21924875	+	0	NA	Intergenic	NA	259645	OR4E2								
Interval_17519	chr7	17554672	17554964	+	0	NA	intron (AC017060.1, intron 1 of 3)	NA	4091	AC017060.1								
Interval_4780	chr12	115351625	115351837	+	0	NA	Intergenic	NA	-11281	LOC101928225								
Interval_4542	chr12	89308708	89309105	+	0	NA	Intergenic	NA	43613	DUSP6								
Interval_12931	chr3	11367144	11367374	+	0	NA	intron (ATG7, intron 16 of 17)	NA	94935	ATG7								
Interval_9995	chr19	56880112	56880276	+	0	NA	Intergenic	NA	39292	MIMT1								
Interval_8379	chr17	81031113	81031483	+	0	NA	exon (BAIAP2-AS1, exon 2 of 2)	NA	3421	BAIAP2-AS1								
Interval_15405	chr5	65845317	65845555	+	0	NA	Intergenic	NA	-81118	ERBB2IP								
Interval_12731	chr22	41688656	41689155	+	0	NA	promoter-TSS (NHP2L1)	NA	4	NHP2L1								
Interval_9388	chr19	17947811	17948086	+	0	NA	Intergenic	NA	14933	CCDC124								
Interval_6256	chr15	63212578	63212774	+	0	NA	intron (RAB8B, intron 1 of 7)	NA	23147	RAB8B								
Interval_15377	chr5	59039456	59039737	+	0	NA	promoter-TSS (PDE4D)	NA	457466	RAB3C								
Interval_16797	chr6	72581012	72581235	+	0	NA	Intergenic	NA	-40720	KCNQ5								
Interval_2826	chr10	123154093	123154331	+	0	NA	promoter-TSS (BUB3)	NA	-32	BUB3								
Interval_20397	chrX	15854723	15855308	+	0	NA	promoter-TSS (AP1S2)	NA	-49	AP1S2								
Interval_4143	chr12	25052295	25052683	+	0	NA	promoter-TSS (LRMP)	NA	242	LRMP								
Interval_5610	chr14	68384501	68384735	+	0	NA	intron (RAD51B, intron 8 of 10)	NA	15761	LOC101927971								
Interval_2161	chr10	23871221	23871573	+	0	NA	intron (KIAA1217, intron 1 of 18)	NA	-337394	KIAA1217								
Interval_401	chr1	30913052	30913243	+	0	NA	Intergenic	NA	-4514	SDC3								
Interval_14819	chr4	105708508	105708892	+	0	NA	promoter-TSS (INTS12)	NA	24	INTS12								
Interval_2745	chr10	110414609	110414975	+	0	NA	Intergenic	NA	-83075	DUSP5								
Interval_988	chr1	111516145	111516760	+	0	NA	intron (ADORA3, intron 1 of 5)	NA	-11417	ADORA3								
Interval_17278	chr6	154256977	154257308	+	0	NA	intron (IPCEF1, intron 2 of 10)	NA	91102	IPCEF1								
Interval_5350	chr14	19902482	19902655	+	0	NA	Intergenic	NA	-18039	OR4K5								
Interval_1701	chr1	212916787	212917018	+	0	NA	Intergenic	NA	-33643	VASH2								
Interval_19046	chr8	110228009	110228146	+	0	NA	Intergenic	NA	-253347	KCNV1								
Interval_11720	chr20	16942819	16942988	+	0	NA	Intergenic	NA	194539	OTOR								
Interval_11303	chr2	208254153	208254352	+	0	NA	promoter-TSS (IDH1-AS1)	NA	206	IDH1								
Interval_3317	chr11	64779041	64779420	+	0	NA	promoter-TSS (SF1)	NA	-1474	SF1								
Interval_17649	chr7	39589784	39589976	+	0	NA	intron (YAE1D1, intron 2 of 2)	NA	23504	YAE1D1								
Interval_2288	chr10	45557536	45557785	+	0	NA	intron (MARCH8, intron 1 of 8)	NA	-2846	MARCH8								
Interval_4805	chr12	117062918	117063820	+	0	NA	intron (TESC, intron 2 of 7)	NA	36077	TESC								
Interval_19154	chr8	124545247	124545501	+	0	NA	intron (NDUFB9, intron 2 of 3)	NA	6272	NDUFB9								
Interval_18751	chr8	59583836	59584022	+	0	NA	Intergenic	NA	464667	LOC100505501								
Interval_7320	chr16	87765843	87766178	+	0	NA	promoter-TSS (KLHDC4)	NA	-13	KLHDC4								
Interval_12926	chr3	11077673	11077798	+	0	NA	intron (LOC101927467, intron 2 of 2)	NA	15441	LOC101927467								
Interval_9315	chr19	15372627	15372834	+	0	NA	intron (AKAP8, intron 5 of 13)	NA	7094	AKAP8								
Interval_18427	chr8	23182201	23182341	+	0	NA	Intergenic	NA	-18241	TNFRSF10D								
Interval_14396	chr4	25163396	25163576	+	0	NA	intron (SEPSECS-AS1, intron 1 of 1)	NA	2814	SEPSECS-AS1								
Interval_2681	chr10	102227126	102227377	+	0	NA	intron (ELOVL3, intron 1 of 3)	NA	973	ELOVL3								
Interval_7789	chr17	42456653	42457147	+	0	NA	Intergenic	NA	-1944	ATP6V0A1								
Interval_14811	chr4	102404358	102404540	+	0	NA	Intergenic	NA	-79453	LOC101929375								
Interval_1334	chr1	166876179	166876535	+	0	NA	promoter-TSS (TADA1)	NA	60	TADA1								
Interval_18433	chr8	23559191	23559546	+	0	NA	intron (SLC25A37, intron 1 of 3)	NA	2396	SLC25A37								
Interval_3204	chr11	59216636	59217174	+	0	NA	Intergenic	NA	-3884	MPEG1								
Interval_15840	chr5	141513796	141514107	+	0	NA	TTS (PCDHGB1)	NA	24710	PCDHGC5								
Interval_8155	chr17	69298164	69298452	+	0	NA	intron (ABCA5, intron 8 of 37)	NA	17325	ABCA5								
Interval_5968	chr14	105630861	105631167	+	0	NA	Intergenic	NA	-9154	MIR8071-2								
Interval_4711	chr12	109477153	109477763	+	0	NA	promoter-TSS (UBE3B)	NA	48	UBE3B								
Interval_3279	chr11	63974367	63974761	+	0	NA	promoter-TSS (COX8A)	NA	-43	COX8A								
Interval_18563	chr8	37153385	37153547	+	0	NA	Intergenic	NA	165162	LOC102723593								
Interval_13893	chr3	168095681	168096229	+	0	NA	promoter-TSS (GOLIM4)	NA	-326	GOLIM4								
Interval_874	chr1	94713796	94713967	+	0	NA	intron (LINC01057, intron 2 of 4)	NA	32019	MIR378G								
Interval_8138	chr17	68035696	68035885	+	0	NA	promoter-TSS (KPNA2)	NA	58	KPNA2								
Interval_3916	chr12	949552	950311	+	0	NA	promoter-TSS (RAD52)	NA	40937	RAD52								
Interval_18448	chr8	25345374	25345728	+	0	NA	promoter-TSS (MIR6876)	NA	144	MIR6876								
Interval_11480	chr2	233330290	233330725	+	0	NA	intron (SAG, intron 9 of 15)	NA	22662	SAG								
Interval_17292	chr6	157469402	157469667	+	0	NA	intron (ZDHHC14, intron 1 of 8)	NA	-59603	MIR3692								
Interval_19832	chr9	98410312	98410562	+	0	NA	intron (GABBR2, intron 5 of 16)	NA	128216	GABBR2								
Interval_3491	chr11	73376160	73376371	+	0	NA	promoter-TSS (RELT)	NA	-95	RELT								
Interval_18708	chr8	55864430	55864675	+	0	NA	Intergenic	NA	-15275	LYN								
Interval_13484	chr3	100260812	100261030	+	0	NA	exon (TBC1D23, exon 1 of 19)	NA	104	TBC1D23								
Interval_18134	chr7	137898814	137899823	+	0	NA	intron (CREB3L2, intron 8 of 11)	NA	-52455	DGKI								
Interval_14644	chr4	74094123	74094588	+	0	NA	Intergenic	NA	4925	CXCL2								
Interval_18257	chr8	1701382	1701607	+	0	NA	exon (DLGAP2, exon 12 of 12)	NA	61840	LOC101927752								
Interval_5994	chr15	21272053	21272344	+	0	NA	Intergenic	NA	25631	LOC646214								
Interval_15992	chr5	168486222	168486723	+	0	NA	promoter-TSS (RARS)	NA	14	RARS								
Interval_6119	chr15	43465231	43465372	+	0	NA	intron (TP53BP1, intron 11 of 27)	NA	-18895	TP53BP1								
Interval_3654	chr11	103092111	103092300	+	0	NA	promoter-TSS (DCUN1D5)	NA	-22	DCUN1D5								
Interval_11813	chr20	31691773	31692000	+	0	NA	intron (BCL2L1, intron 2 of 2)	NA	32038	BCL2L1								
Interval_12968	chr3	14377840	14378044	+	0	NA	Intergenic	NA	-25374	RP11-536I6.1								
Interval_14196	chr3	197457686	197457811	+	0	NA	Intergenic	NA	48999	LOC100129516								
Interval_19695	chr9	77595377	77595979	+	0	NA	intron (GNA14, intron 1 of 6)	NA	52638	GNA14								
Interval_7683	chr17	36082665	36083060	+	0	NA	intron (LOC102724850, intron 2 of 2)	NA	7298	CCL3								
Interval_8682	chr18	48548453	48548620	+	0	NA	intron (CTIF, intron 1 of 11)	NA	9480	CTIF								
Interval_1304	chr1	161399232	161400227	+	0	NA	promoter-TSS (TRNAV29)	NA	43	TRNAV29								
Interval_14525	chr4	52106277	52106431	+	0	NA	Intergenic	NA	54938	SPATA18								
Interval_14317	chr4	9422272	9422462	+	0	NA	Intergenic	NA	-22167	DEFB131								
Interval_14455	chr4	39978223	39978377	+	0	NA	promoter-TSS (PDS5A)	NA	-344	PDS5A								
Interval_10341	chr2	43134133	43134403	+	0	NA	Intergenic	NA	-31823	LOC100506047								
Interval_5647	chr14	69760911	69761152	+	0	NA	Intergenic	NA	6682	LOC100289511								
Interval_13685	chr3	129440204	129440437	+	0	NA	promoter-TSS (MBD4)	NA	-141	MBD4								
Interval_2852	chr10	127534321	127534608	+	0	NA	Intergenic	NA	-14885	NPS								
Interval_4471	chr12	68364875	68365663	+	0	NA	Intergenic	NA	-16622	LOC100507195								
Interval_18198	chr7	149960816	149961165	+	0	NA	Intergenic	NA	-72163	LOC102723581								
Interval_19497	chr9	7216442	7216618	+	0	NA	Intergenic	NA	129554	LOC102723994								
Interval_6035	chr15	32613720	32613845	+	0	NA	promoter-TSS (LOC102724126)	NA	49	LOC102724126								
Interval_13441	chr3	72977239	72977420	+	0	NA	Intergenic	NA	-19639	PPP4R2								
Interval_463	chr1	35577566	35578052	+	0	NA	intron (TFAP2E, intron 3 of 6)	NA	4439	TFAP2E								
Interval_1877	chr1	234841769	234841945	+	0	NA	Intergenic	NA	-81807	PP2672								
Interval_13496	chr3	101849263	101849412	+	0	NA	promoter-TSS (NFKBIZ)	NA	-177	NFKBIZ								
Interval_19075	chr8	116366064	116366335	+	0	NA	Intergenic	NA	-41140	LINC00536								
Interval_9258	chr19	13151470	13152178	+	0	NA	intron (IER2, intron 1 of 1)	NA	1356	IER2								
Interval_7072	chr16	58046516	58046705	+	0	NA	exon (MMP15, exon 10 of 10)	NA	21232	MMP15								
Interval_3421	chr11	68472043	68472348	+	0	NA	intron (PPP6R3, intron 1 of 22)	NA	-32950	PPP6R3								
Interval_8139	chr17	68050301	68050490	+	0	NA	Intergenic	NA	14663	KPNA2								
Interval_5194	chr13	52617330	52617616	+	0	NA	promoter-TSS (HNRNPA1L2)	NA	3	HNRNPA1L2								
Interval_15701	chr5	124941471	124941647	+	0	NA	Intergenic	NA	-95272	RP11-257I8.2								
Interval_2310	chr10	49254549	49255025	+	0	NA	Intergenic	NA	44106	C10orf71-AS1								
Interval_13118	chr3	37386752	37386884	+	0	NA	intron (C3orf35, intron 1 of 6)	NA	-12659	C3orf35								
Interval_19957	chr9	114883818	114884025	+	0	NA	Intergenic	NA	46674	TNFSF8								
Interval_6302	chr15	66497624	66497882	+	0	NA	promoter-TSS (SNAPC5)	NA	55	SNAPC5								
Interval_7477	chr17	6981501	6981726	+	0	NA	Intergenic	NA	-14452	ALOX12								
Interval_17377	chr7	467703	467899	+	0	NA	Intergenic	NA	-36117	LOC100131372								
Interval_8515	chr18	10285360	10285608	+	0	NA	Intergenic	NA	128886	RP11-243E13.1								
Interval_3214	chr11	60183621	60183779	+	0	NA	promoter-TSS (MS4A6A)	NA	966	MS4A6A								
Interval_3765	chr11	118913550	118913764	+	0	NA	intron (BCL9L, intron 1 of 8)	NA	2949	MIR4492								
Interval_13665	chr3	128715171	128715433	+	0	NA	Intergenic	NA	-10834	RAB7A								
Interval_20564	chrX	74614402	74614878	+	0	NA	promoter-TSS (RLIM)	NA	-14	RLIM								
Interval_4601	chr12	94640617	94640838	+	0	NA	intron (TMCC3, intron 1 of 3)	NA	-24598	TMCC3								
Interval_3228	chr11	61378736	61378947	+	0	NA	Intergenic	NA	-13519	TMEM216								
Interval_10310	chr2	38791925	38792050	+	0	NA	Intergenic	NA	12586	GEMIN6								
Interval_6280	chr15	64695281	64695848	+	0	NA	intron (OAZ2, intron 1 of 4)	NA	7699	OAZ2								
Interval_9711	chr19	44890589	44890718	+	0	NA	promoter-TSS (TOMM40)	NA	-567	TOMM40								
Interval_12727	chr22	41446787	41447010	+	0	NA	exon (TOB2, exon 1 of 2)	NA	-1612	TOB2								
Interval_10537	chr2	68387482	68387697	+	0	NA	intron (PLEK, intron 5 of 8)	NA	-21896	LOC101927723								
Interval_9265	chr19	13618876	13619225	+	0	NA	Intergenic	NA	-98793	LOC100507353								
Interval_5404	chr14	23306653	23306875	+	0	NA	promoter-TSS (BCL2L2-PABPN1)	NA	2	BCL2L2-PABPN1								
Interval_6546	chr15	85650280	85650425	+	0	NA	intron (AKAP13, intron 4 of 32)	NA	30402	AKAP13								
Interval_1564	chr1	201713550	201713801	+	0	NA	intron (NAV1, intron 5 of 31)	NA	-5904	MIR5191								
Interval_8198	chr17	74603181	74603370	+	0	NA	intron (LOC101928343, intron 1 of 3)	NA	3435	LOC101928343								
Interval_1344	chr1	167628050	167628424	+	0	NA	intron (LOC102724466, intron 2 of 2)	NA	-2002	RCSD1								
Interval_16214	chr6	6277541	6277705	+	0	NA	intron (F13A1, intron 4 of 15)	NA	43068	F13A1								
Interval_4189	chr12	31687075	31687421	+	0	NA	intron (AMN1, intron 7 of 8)	NA	27721	AMN1								
Interval_4621	chr12	96416564	96416733	+	0	NA	Intergenic	NA	-16060	CDK17								
Interval_10286	chr2	37672055	37672294	+	0	NA	promoter-TSS (CDC42EP3)	NA	25	CDC42EP3								
Interval_18365	chr8	19109626	19109859	+	0	NA	Intergenic	NA	135780	RP11-1080G15.1								
Interval_13344	chr3	53834491	53834652	+	0	NA	intron (CHDH, intron 2 of 8)	NA	11821	CHDH								
Interval_1039	chr1	117929008	117930020	+	0	NA	promoter-TSS (WDR3)	NA	165	GDAP2								
Interval_12478	chr22	17980573	17980969	+	0	NA	TTS (MIR648)	NA	175	MIR648								
Interval_7785	chr17	42367194	42367368	+	0	NA	intron (STAT3, intron 1 of 23)	NA	21287	STAT3								
Interval_17844	chr7	77330503	77330795	+	0	NA	TTS (GSAP)	NA	-52263	LOC102723791								
Interval_10402	chr2	48250119	48250244	+	0	NA	Intergenic	NA	-3446	LOC102724008								
Interval_16092	chr5	177429243	177429609	+	0	NA	intron (GRK6, intron 1 of 15)	NA	-2639	GRK6								
Interval_8925	chr19	826335	826513	+	0	NA	Intergenic	NA	-1407	AZU1								
Interval_9785	chr19	47324528	47324804	+	0	NA	intron (LOC102723962, intron 2 of 2)	NA	-12339	C5AR2								
Interval_17505	chr7	16268872	16269169	+	0	NA	exon (ISPD-AS1, exon 5 of 5)	NA	58534	ISPD-AS1								
Interval_12942	chr3	12487056	12487188	+	0	NA	intron (TSEN2, intron 1 of 10)	NA	2611	TSEN2								
Interval_8535	chr18	12838160	12838324	+	0	NA	intron (PTPN2, intron 2 of 10)	NA	46093	PTPN2								
Interval_2495	chr10	78250284	78250665	+	0	NA	exon (LINC00856, exon 2 of 2)	NA	1849	LINC00856								
Interval_7360	chr16	89093634	89093933	+	0	NA	promoter-TSS (ACSF3)	NA	-26	ACSF3								
Interval_8634	chr18	36672708	36672833	+	0	NA	intron (FHOD3, intron 11 of 23)	NA	-156336	KIAA1328								
Interval_16243	chr6	7954900	7955025	+	0	NA	intron (BLOC1S5-TXNDC5, intron 4 of 12)	NA	-31140	PIP5K1P1								
Interval_370	chr1	28135453	28135580	+	0	NA	Intergenic	NA	-46885	EYA3								
Interval_11641	chr20	4766781	4767000	+	0	NA	Intergenic	NA	-26222	PRNT								
Interval_10311	chr2	39124404	39124713	+	0	NA	Intergenic	NA	-4015	SOS1								
Interval_14074	chr3	188788715	188789078	+	0	NA	intron (LPP, intron 8 of 10)	NA	100102	MIR28								
Interval_4680	chr12	105108066	105108358	+	0	NA	intron (KIAA1033, intron 1 of 31)	NA	426	KIAA1033								
Interval_19189	chr8	125528848	125529208	+	0	NA	Intergenic	NA	98707	TRIB1								
Interval_9071	chr19	6340258	6340574	+	0	NA	Intergenic	NA	-6787	ACER1								
Interval_16980	chr6	113895089	113895353	+	0	NA	Intergenic	NA	-9166	FLJ34503								
Interval_4421	chr12	57935976	57936381	+	0	NA	promoter-TSS (RP11-620J15.3)	NA	-14	RP11-620J15.3								
Interval_16091	chr5	177416062	177416276	+	0	NA	Intergenic	NA	-6593	F12								
Interval_16457	chr6	28136615	28136985	+	0	NA	exon (ZSCAN16-AS1, exon 1 of 3)	NA	516	ZSCAN16-AS1								
Interval_3746	chr11	118012244	118012513	+	0	NA	Intergenic	NA	25992	IL10RA								
Interval_3705	chr11	112211621	112211931	+	0	NA	intron (BCO2, intron 7 of 10)	NA	-14589	PTS								
Interval_19183	chr8	125432391	125432600	+	0	NA	promoter-TSS (TRIB1)	NA	2174	TRIB1								
Interval_20694	chrX	152306221	152306360	+	0	NA	intron (GABRA3, intron 3 of 9)	NA	86009	MIR105-1								
Interval_14997	chr4	153651647	153651892	+	0	NA	Intergenic	NA	-32483	TLR2								
Interval_17027	chr6	125986343	125986634	+	0	NA	promoter-TSS (TRMT11)	NA	46	TRMT11								
Interval_8182	chr17	74212996	74213152	+	0	NA	promoter-TSS (TTYH2)	NA	247	MGC16275								
Interval_13661	chr3	128650843	128651019	+	0	NA	promoter-TSS (RPN1)	NA	-55	RPN1								
Interval_11239	chr2	200797314	200797478	+	0	NA	intron (AC007163.6, intron 2 of 3)	NA	14774	AC007163.6								
Interval_7873	chr17	47821573	47822038	+	0	NA	promoter-TSS (OSBPL7)	NA	-24	OSBPL7								
Interval_1703	chr1	213327279	213327574	+	0	NA	Intergenic	NA	276193	RPS6KC1								
Interval_4995	chr13	23375609	23375799	+	0	NA	promoter-TSS (SACS)	NA	-43267	SACS-AS1								
Interval_18625	chr8	42217147	42217357	+	0	NA	Intergenic	NA	-9576	PLAT								
Interval_19308	chr8	134832427	134832738	+	0	NA	Intergenic	NA	-1055	LOC102723694								
Interval_15167	chr5	15005308	15005644	+	0	NA	Intergenic	NA	28881	LOC102723499								
Interval_16681	chr6	43516838	43517137	+	0	NA	promoter-TSS (YIPF3)	NA	3	YIPF3								
Interval_17825	chr7	75878720	75878995	+	0	NA	promoter-TSS (RHBDD2)	NA	-142	RHBDD2								
Interval_20415	chrX	21839480	21839656	+	0	NA	promoter-TSS (MBTPS2)	NA	30	MBTPS2								
Interval_2839	chr10	124641204	124641712	+	0	NA	intron (FAM53B, intron 4 of 4)	NA	-62463	FAM53B-AS1								
Interval_5280	chr13	98918679	98919005	+	0	NA	intron (DOCK9, intron 7 of 55)	NA	86758	DOCK9-AS1								
Interval_11357	chr2	218287801	218288124	+	0	NA	promoter-TSS (TMBIM1)	NA	4595	TMBIM1								
Interval_13352	chr3	55626003	55626155	+	0	NA	intron (ERC2, intron 17 of 18)	NA	33390	ERC2-IT1								
Interval_4102	chr12	16149039	16149227	+	0	NA	Intergenic	NA	-121687	LOC102724185								
Interval_18352	chr8	17349958	17350184	+	0	NA	intron (MTMR7, intron 4 of 13)	NA	-30066	LOC102724838								
Interval_13986	chr3	183218948	183219125	+	0	NA	intron (MCF2L2, intron 21 of 29)	NA	-34208	B3GNT5								
Interval_7936	chr17	50979374	50979551	+	0	NA	intron (SPAG9, intron 25 of 28)	NA	67422	SPAG9								
Interval_5984	chr14	106872683	106873097	+	0	NA	Intergenic	NA	390451	LINC00221								
Interval_8931	chr19	1038052	1038402	+	0	NA	exon (CNN2, exon 7 of 7)	NA	-1876	ABCA7								
Interval_14536	chr4	53233147	53233399	+	0	NA	intron (SCFD2, intron 4 of 8)	NA	132802	SCFD2								
Interval_18733	chr8	58155227	58155352	+	0	NA	Intergenic	NA	116812	LOC101929528								
Interval_11757	chr20	20780491	20780750	+	0	NA	Intergenic	NA	-67982	RALGAPA2								
Interval_6660	chr15	98503994	98504176	+	0	NA	intron (FAM169B, intron 2 of 6)	NA	10297	FAM169B								
Interval_16179	chr6	2841307	2841432	+	0	NA	exon (SERPINB1, exon 1 of 7)	NA	680	SERPINB1								
Interval_18220	chr7	151782247	151782567	+	0	NA	intron (PRKAG2, intron 2 of 15)	NA	-24327	LOC644090								
Interval_6695	chr16	667972	668221	+	0	NA	promoter-TSS (RHOT2)	NA	-36	RHOT2								
Interval_8904	chr18	79071526	79071686	+	0	NA	intron (ATP9B, intron 1 of 29)	NA	-73175	LOC100996274								
Interval_11795	chr20	25077768	25077906	+	0	NA	TTS (VSX1)	NA	4542	VSX1								
Interval_7853	chr17	46178914	46179049	+	0	NA	intron (KANSL1, intron 2 of 15)	NA	-14592	KANSL1-AS1								
Interval_13575	chr3	119293999	119294545	+	0	NA	promoter-TSS (ARHGAP31)	NA	-101	ARHGAP31								
Interval_7844	chr17	45225830	45226599	+	0	NA	intron (FMNL1, intron 1 of 25)	NA	4308	FMNL1								
Interval_197	chr1	16905024	16905590	+	0	NA	Intergenic	NA	9327	RNU1-2								
Interval_7086	chr16	61332563	61332702	+	0	NA	Intergenic	NA	704203	CDH8								
Interval_3230	chr11	61429721	61430505	+	0	NA	promoter-TSS (CPSF7)	NA	-12	SDHAF2								
Interval_4437	chr12	62625480	62625616	+	0	NA	Intergenic	NA	21801	MIRLET7I								
Interval_4184	chr12	30695656	30696202	+	0	NA	promoter-TSS (IPO8)	NA	66	IPO8								
Interval_15435	chr5	69484981	69485106	+	0	NA	intron (LOC101928924, intron 1 of 1)	NA	569	LOC101928924								
Interval_5092	chr13	33728832	33729047	+	0	NA	Intergenic	NA	-52144	STARD13								
Interval_8144	chr17	68291760	68292229	+	0	NA	promoter-TSS (SLC16A6)	NA	-3163	ARSG								
Interval_2788	chr10	118729590	118729992	+	0	NA	intron (CACUL1, intron 2 of 8)	NA	25455	CACUL1								
Interval_1956	chr1	244864622	244865005	+	0	NA	promoter-TSS (HNRNPU)	NA	-288	HNRNPU								
Interval_17331	chr6	162099754	162100075	+	0	NA	intron (PARK2, intron 4 of 11)	NA	-627864	PACRG								
Interval_14607	chr4	67558478	67558801	+	0	NA	promoter-TSS (STAP1)	NA	-113	STAP1								
Interval_10261	chr2	32289261	32289492	+	0	NA	intron (YIPF4, intron 1 of 5)	NA	11487	YIPF4								
Interval_14027	chr3	185998226	185998406	+	0	NA	Intergenic	NA	38347	LOC344887								
Interval_4367	chr12	54428067	54428290	+	0	NA	intron (LOC102724050, intron 2 of 2)	NA	8530	LOC102724050								
Interval_1139	chr1	152048048	152048428	+	0	NA	intron (LOC101927949, intron 2 of 2)	NA	333	LOC101927949								
Interval_17558	chr7	26201575	26201867	+	0	NA	promoter-TSS (HNRNPA2B1)	NA	17	CBX3								
Interval_18527	chr8	30657988	30658386	+	0	NA	promoter-TSS (GTF2E2)	NA	34	GTF2E2								
