PeakID (cmd=annotatePeaks.pl MONOMAC1_4_778_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MONOMAC1_4_778_R1_peak_16735	chr4	183443734	183445943	+	316	NA	exon (CDKN2AIP, exon 1 of 3)	NA	203	CDKN2AIP								
MONOMAC1_4_778_R1_peak_19507	chr7	30285586	30287462	+	315	NA	intron (ZNRF2, intron 1 of 4)	NA	2217	ZNRF2								
MONOMAC1_4_778_R1_peak_3647	chr11	62544818	62546935	+	315	NA	promoter-TSS (LOC101927617)	NA	-92	LOC101927617								
MONOMAC1_4_778_R1_peak_17249	chr5	96933823	96935163	+	315	NA	exon (LOC101929747, exon 1 of 1)	NA	1594	LOC101929747								
MONOMAC1_4_778_R1_peak_13075	chr20	4812723	4815379	+	315	NA	intron (RASSF2, intron 2 of 11)	NA	1072	RASSF2								
MONOMAC1_4_778_R1_peak_3602	chr11	60377122	60380101	+	315	NA	exon (MS4A7, exon 1 of 7)	NA	126	MS4A7								
MONOMAC1_4_778_R1_peak_5278	chr12	120528399	120530465	+	315	NA	promoter-TSS (COQ5)	NA	-281	COQ5								
MONOMAC1_4_778_R1_peak_18067	chr6	13711954	13712952	+	315	NA	promoter-TSS (RANBP9)	NA	-1615	RANBP9								
MONOMAC1_4_778_R1_peak_11340	chr2	10301990	10302553	+	315	NA	promoter-TSS (HPCAL1)	NA	22	LOC101929691								
MONOMAC1_4_778_R1_peak_9421	chr17	81514951	81515969	+	315	NA	intron (FSCN2, intron 1 of 5)	NA	-2594	ACTG1								
MONOMAC1_4_778_R1_peak_2320	chr10	3803844	3806040	+	315	NA	Intergenic	NA	-19661	KLF6								
MONOMAC1_4_778_R1_peak_12858	chr2	231529826	231530516	+	315	NA	intron (NMUR1, intron 1 of 3)	NA	300	NMUR1								
MONOMAC1_4_778_R1_peak_6616	chr14	105020006	105021152	+	315	NA	intron (CDCA4, intron 1 of 2)	NA	509	CDCA4								
MONOMAC1_4_778_R1_peak_7046	chr15	63503455	63504330	+	315	NA	promoter-TSS (USP3)	NA	-698	USP3								
MONOMAC1_4_778_R1_peak_4144	chr11	106077547	106078732	+	315	NA	promoter-TSS (KBTBD3)	NA	-374	KBTBD3								
MONOMAC1_4_778_R1_peak_17906	chr6	2763218	2765105	+	315	NA	promoter-TSS (MYLK4)	NA	-1271	WRNIP1								
MONOMAC1_4_778_R1_peak_10663	chr19	33371866	33374055	+	314	NA	promoter-TSS (CEBPG)	NA	-709	CEBPG								
MONOMAC1_4_778_R1_peak_6159	chr14	49619342	49621779	+	314	NA	promoter-TSS (MGAT2)	NA	125	RPL36AL								
MONOMAC1_4_778_R1_peak_1408	chr1	153990139	153991739	+	314	NA	intron (RPS27, intron 1 of 3)	NA	176	RPS27								
MONOMAC1_4_778_R1_peak_4053	chr11	82899995	82901626	+	314	NA	promoter-TSS (PRCP)	NA	-295	PRCP								
MONOMAC1_4_778_R1_peak_17334	chr5	115543857	115544752	+	314	NA	promoter-TSS (FEM1C)	NA	-43	FEM1C								
MONOMAC1_4_778_R1_peak_5241	chr12	116661689	116663848	+	314	NA	Intergenic	NA	75295	C12orf49								
MONOMAC1_4_778_R1_peak_16470	chr4	106315622	106317485	+	314	NA	promoter-TSS (AIMP1)	NA	-287	TBCK								
MONOMAC1_4_778_R1_peak_9978	chr19	926139	927683	+	314	NA	intron (ARID3A, intron 1 of 8)	NA	765	ARID3A								
MONOMAC1_4_778_R1_peak_2222	chr1	241811194	241811971	+	314	NA	Intergenic	NA	-37149	EXO1								
MONOMAC1_4_778_R1_peak_19240	chr6	169213151	169214807	+	314	NA	intron (LOC101929523, intron 1 of 1)	NA	767	LOC101929523								
MONOMAC1_4_778_R1_peak_12425	chr2	163706304	163715974	+	314	NA	intron (FIGN, intron 1 of 1)	NA	-93881	FIGN								
MONOMAC1_4_778_R1_peak_17695	chr5	160797829	160799331	+	314	NA	intron (ATP10B, intron 1 of 24)	NA	53630	ATP10B								
MONOMAC1_4_778_R1_peak_8086	chr16	68083897	68085186	+	314	NA	promoter-TSS (NFATC3)	NA	-825	NFATC3								
MONOMAC1_4_778_R1_peak_18494	chr6	37818399	37820496	+	314	NA	promoter-TSS (ZFAND3)	NA	-410	ZFAND3								
MONOMAC1_4_778_R1_peak_4866	chr12	55666410	55668087	+	314	NA	Intergenic	NA	-14298	METTL7B								
MONOMAC1_4_778_R1_peak_19180	chr6	158057183	158059458	+	314	NA	promoter-TSS (SYNJ2)	NA	-937	SYNJ2								
MONOMAC1_4_778_R1_peak_5303	chr12	121425499	121427848	+	314	NA	Intergenic	NA	17632	MIR7107								
MONOMAC1_4_778_R1_peak_16278	chr4	73257468	73260115	+	314	NA	promoter-TSS (ANKRD17)	NA	-6	ANKRD17								
MONOMAC1_4_778_R1_peak_11226	chr19	56270892	56272383	+	314	NA	intron (LOC100506374, intron 1 of 10)	NA	7307	LOC100506374								
MONOMAC1_4_778_R1_peak_873	chr1	67430523	67432288	+	314	NA	promoter-TSS (SERBP1)	NA	-965	SERBP1								
MONOMAC1_4_778_R1_peak_9435	chr17	81665806	81667719	+	313	NA	promoter-TSS (CCDC137)	NA	31	CCDC137								
MONOMAC1_4_778_R1_peak_15449	chr3	151870845	151877337	+	313	NA	intron (SUCNR1, intron 1 of 2)	NA	448	SUCNR1								
MONOMAC1_4_778_R1_peak_15180	chr3	113745348	113747104	+	313	NA	promoter-TSS (ATP6V1A)	NA	23	NAA50								
MONOMAC1_4_778_R1_peak_5592	chr13	36998439	37001885	+	313	NA	promoter-TSS (EXOSC8)	NA	-379	EXOSC8								
MONOMAC1_4_778_R1_peak_13687	chr21	21050191	21053683	+	313	NA	intron (NCAM2, intron 1 of 17)	NA	53598	NCAM2								
MONOMAC1_4_778_R1_peak_19205	chr6	159788830	159789676	+	313	NA	intron (TCP1, intron 1 of 11)	NA	450	TCP1								
MONOMAC1_4_778_R1_peak_21465	chr9	30300364	30302583	+	313	NA	Intergenic	NA	106981	LOC401497								
MONOMAC1_4_778_R1_peak_4827	chr12	53380787	53381916	+	313	NA	exon (SP1, exon 1 of 6)	NA	1156	SP1								
MONOMAC1_4_778_R1_peak_21807	chr9	100098288	100099051	+	313	NA	promoter-TSS (INVS)	NA	379	ERP44								
MONOMAC1_4_778_R1_peak_3794	chr11	65765431	65767584	+	313	NA	Intergenic	NA	14084	AP5B1								
MONOMAC1_4_778_R1_peak_15835	chr3	195542452	195543426	+	313	NA	exon (PPP1R2, exon 1 of 4)	NA	462	PPP1R2								
MONOMAC1_4_778_R1_peak_2949	chr10	86520641	86522456	+	313	NA	exon (WAPAL, exon 1 of 19)	NA	273	WAPAL								
MONOMAC1_4_778_R1_peak_18626	chr6	53347860	53349779	+	313	NA	promoter-TSS (ELOVL5)	NA	360	ELOVL5								
MONOMAC1_4_778_R1_peak_10378	chr19	12550684	12551526	+	313	NA	intron (ZNF564, intron 1 of 3)	NA	437	ZNF564								
MONOMAC1_4_778_R1_peak_2547	chr10	32377709	32379570	+	313	NA	exon (EPC1, exon 1 of 14)	NA	31275	LOC102031319								
MONOMAC1_4_778_R1_peak_21564	chr9	40991511	40992173	+	313	NA	promoter-TSS (LOC100132352)	NA	-495	LOC100132352								
MONOMAC1_4_778_R1_peak_18201	chr6	26521476	26522960	+	313	NA	TTS (TRNAL26)	NA	512	HCG11								
MONOMAC1_4_778_R1_peak_1253	chr1	145984816	145986562	+	313	NA	Intergenic	NA	10942	TXNIP								
MONOMAC1_4_778_R1_peak_7140	chr15	69452821	69454104	+	313	NA	intron (RPLP1, intron 1 of 2)	NA	642	RPLP1								
MONOMAC1_4_778_R1_peak_14634	chr3	18445309	18447636	+	313	NA	intron (LOC101929587, intron 3 of 5)	NA	2430	LOC101929587								
MONOMAC1_4_778_R1_peak_22255	chr9	136117825	136119851	+	313	NA	promoter-TSS (LOC101928645)	NA	47	C9orf69								
MONOMAC1_4_778_R1_peak_21703	chr9	90801257	90804116	+	313	NA	intron (SYK, intron 1 of 13)	NA	956	SYK								
MONOMAC1_4_778_R1_peak_6246	chr14	58426498	58428886	+	313	NA	promoter-TSS (KIAA0586)	NA	-178	TIMM9								
MONOMAC1_4_778_R1_peak_19923	chr7	99379063	99380247	+	313	NA	intron (ARPC1B, intron 1 of 9)	NA	2317	ARPC1B								
MONOMAC1_4_778_R1_peak_3556	chr11	57741403	57742355	+	313	NA	TTS (TMX2)	NA	629	C11orf31								
MONOMAC1_4_778_R1_peak_4626	chr12	29380338	29381167	+	313	NA	intron (ERGIC2, intron 1 of 13)	NA	458	ERGIC2								
MONOMAC1_4_778_R1_peak_18657	chr6	73521342	73522981	+	313	NA	Intergenic	NA	-1129	EEF1A1								
MONOMAC1_4_778_R1_peak_9195	chr17	67244257	67246071	+	312	NA	promoter-TSS (HELZ)	NA	39	HELZ								
MONOMAC1_4_778_R1_peak_9532	chr18	3652047	3654000	+	312	NA	intron (DLGAP1, intron 4 of 9)	NA	58909	DLGAP1-AS1								
MONOMAC1_4_778_R1_peak_20952	chr8	101204195	101206606	+	312	NA	intron (ZNF706, intron 1 of 5)	NA	332	ZNF706								
MONOMAC1_4_778_R1_peak_5407	chr12	132488669	132489829	+	312	NA	Intergenic	NA	-1206	FBRSL1								
MONOMAC1_4_778_R1_peak_7664	chr16	14630426	14631296	+	312	NA	promoter-TSS (PARN)	NA	-590	PARN								
MONOMAC1_4_778_R1_peak_19314	chr7	2528563	2530383	+	312	NA	TTS (LFNG)	NA	2399	MIR4648								
MONOMAC1_4_778_R1_peak_5453	chr13	21140490	21141595	+	312	NA	intron (SAP18, intron 2 of 3)	NA	528	SAP18								
MONOMAC1_4_778_R1_peak_1668	chr1	174999908	175001473	+	312	NA	intron (CACYBP, intron 1 of 5)	NA	1255	CACYBP								
MONOMAC1_4_778_R1_peak_11888	chr2	69702810	69705931	+	312	NA	Intergenic	NA	-37625	ANXA4								
MONOMAC1_4_778_R1_peak_296	chr1	24480721	24482293	+	312	NA	Intergenic	NA	-20844	RCAN3								
MONOMAC1_4_778_R1_peak_17088	chr5	73497900	73499741	+	312	NA	intron (BTF3, intron 1 of 5)	NA	395	BTF3								
MONOMAC1_4_778_R1_peak_1441	chr1	155172644	155173331	+	312	NA	promoter-TSS (TRIM46)	NA	341	KRTCAP2								
MONOMAC1_4_778_R1_peak_4249	chr11	119017216	119019292	+	312	NA	promoter-TSS (MIR3656)	NA	93	RPS25								
MONOMAC1_4_778_R1_peak_18502	chr6	41786746	41788537	+	312	NA	TTS (PRICKLE4)	NA	198	TOMM6								
MONOMAC1_4_778_R1_peak_4909	chr12	56467906	56469423	+	312	NA	exon (SPRYD4, exon 1 of 2)	NA	147	SPRYD4								
MONOMAC1_4_778_R1_peak_12108	chr2	101002267	101003644	+	312	NA	intron (RPL31, intron 2 of 3)	NA	726	RPL31								
MONOMAC1_4_778_R1_peak_18448	chr6	35044224	35051536	+	312	NA	intron (ANKS1A, intron 12 of 23)	NA	93530	TCP11								
MONOMAC1_4_778_R1_peak_16068	chr4	21089068	21090251	+	312	NA	intron (KCNIP4, intron 1 of 8)	NA	375099	MIR7978								
MONOMAC1_4_778_R1_peak_20698	chr8	54100405	54101901	+	312	NA	intron (LYPLA1, intron 1 of 8)	NA	864	LYPLA1								
MONOMAC1_4_778_R1_peak_12612	chr2	199954400	199956550	+	312	NA	promoter-TSS (C2orf47)	NA	-91	C2orf47								
MONOMAC1_4_778_R1_peak_14907	chr3	51498825	51500091	+	312	NA	intron (VPRBP, intron 1 of 24)	NA	6153	VPRBP								
MONOMAC1_4_778_R1_peak_2775	chr10	70169730	70171312	+	312	NA	promoter-TSS (SAR1A)	NA	8	SAR1A								
MONOMAC1_4_778_R1_peak_19030	chr6	137221888	137225067	+	312	NA	Intergenic	NA	-4362	IFNGR1								
MONOMAC1_4_778_R1_peak_14366	chr22	49466275	49468214	+	312	NA	Intergenic	NA	-26028	LOC101927775								
MONOMAC1_4_778_R1_peak_19929	chr7	99471963	99473485	+	312	NA	promoter-TSS (ZNF789)	NA	-168	ZNF789								
MONOMAC1_4_778_R1_peak_15309	chr3	128597244	128603866	+	312	NA	Intergenic	NA	-24469	C3orf27								
MONOMAC1_4_778_R1_peak_8583	chr17	29708219	29712217	+	312	NA	intron (SSH2, intron 2 of 7)	NA	51214	SSH2								
MONOMAC1_4_778_R1_peak_2632	chr10	50624007	50625811	+	312	NA	promoter-TSS (SGMS1)	NA	-944	SGMS1								
MONOMAC1_4_778_R1_peak_13556	chr20	54207790	54208622	+	312	NA	intron (PFDN4, intron 1 of 3)	NA	243	PFDN4								
MONOMAC1_4_778_R1_peak_1799	chr1	198682119	198684446	+	312	NA	intron (PTPRC, intron 2 of 31)	NA	44257	PTPRC								
MONOMAC1_4_778_R1_peak_13485	chr20	49277457	49279804	+	312	NA	promoter-TSS (SNORD12C)	NA	-315	SNORD12C								
MONOMAC1_4_778_R1_peak_10028	chr19	1894819	1897734	+	312	NA	Intergenic	NA	-9096	ADAT3								
MONOMAC1_4_778_R1_peak_6569	chr14	101947246	101948140	+	312	NA	Intergenic	NA	-16835	DYNC1H1								
MONOMAC1_4_778_R1_peak_6645	chr15	22654538	22656443	+	312	NA	Intergenic	NA	-9249	WHAMMP3								
MONOMAC1_4_778_R1_peak_15827	chr3	195002273	195004315	+	312	NA	Intergenic	NA	-91294	XXYLT1-AS1								
MONOMAC1_4_778_R1_peak_1296	chr1	149849637	149850496	+	312	NA	promoter-TSS (HIST2H2AA4)	NA	707	HIST2H2BC								
MONOMAC1_4_778_R1_peak_8706	chr17	37357906	37359179	+	312	NA	intron (ACACA, intron 4 of 59)	NA	566	ACACA								
MONOMAC1_4_778_R1_peak_13853	chr21	39346962	39348785	+	312	NA	intron (HMGN1, intron 4 of 5)	NA	1248	HMGN1								
MONOMAC1_4_778_R1_peak_2253	chr1	244451090	244451928	+	312	NA	intron (ADSS, intron 1 of 12)	NA	625	ADSS								
MONOMAC1_4_778_R1_peak_2202	chr1	235938905	235947390	+	312	NA	Intergenic	NA	-59439	LYST								
MONOMAC1_4_778_R1_peak_22100	chr9	128688442	128688987	+	312	NA	promoter-TSS (SET)	NA	5059	SET								
MONOMAC1_4_778_R1_peak_7756	chr16	23854552	23860084	+	312	NA	intron (PRKCB, intron 2 of 16)	NA	21339	PRKCB								
MONOMAC1_4_778_R1_peak_7634	chr16	9091605	9093245	+	311	NA	intron (C16orf72, intron 1 of 3)	NA	745	C16orf72								
MONOMAC1_4_778_R1_peak_3938	chr11	72223339	72224857	+	311	NA	promoter-TSS (INPPL1)	NA	222	INPPL1								
MONOMAC1_4_778_R1_peak_19964	chr7	100673380	100674839	+	311	NA	intron (GNB2, intron 1 of 9)	NA	369	GNB2								
MONOMAC1_4_778_R1_peak_16384	chr4	86972364	86975866	+	311	NA	intron (AFF1, intron 2 of 20)	NA	-39265	LOC100506746								
MONOMAC1_4_778_R1_peak_14659	chr3	28241542	28242604	+	311	NA	intron (CMC1, intron 1 of 3)	NA	440	CMC1								
MONOMAC1_4_778_R1_peak_6040	chr14	22956002	22957405	+	311	NA	TTS (MIR4707)	NA	275	MIR4707								
MONOMAC1_4_778_R1_peak_15734	chr3	185728056	185731037	+	311	NA	intron (LOC102724686, intron 4 of 4)	NA	7082	LOC102724686								
MONOMAC1_4_778_R1_peak_9767	chr18	50967980	50968756	+	311	NA	intron (ELAC1, intron 1 of 3)	NA	351	ELAC1								
MONOMAC1_4_778_R1_peak_1640	chr1	171485541	171486447	+	311	NA	intron (PRRC2C, intron 1 of 32)	NA	481	PRRC2C								
MONOMAC1_4_778_R1_peak_11096	chr19	50740383	50743253	+	311	NA	Intergenic	NA	18470	CLEC11A								
MONOMAC1_4_778_R1_peak_18573	chr6	44246422	44248245	+	310	NA	promoter-TSS (HSP90AB1)	NA	375	HSP90AB1								
MONOMAC1_4_778_R1_peak_3206	chr11	910950	911947	+	310	NA	promoter-TSS (CHID1)	NA	-574	CHID1								
MONOMAC1_4_778_R1_peak_7090	chr15	65792469	65793750	+	310	NA	promoter-TSS (DENND4A)	NA	-816	DENND4A								
MONOMAC1_4_778_R1_peak_10456	chr19	14517335	14518457	+	310	NA	promoter-TSS (DNAJB1)	NA	493	DNAJB1								
MONOMAC1_4_778_R1_peak_19045	chr6	138773036	138773988	+	309	NA	promoter-TSS (CCDC28A)	NA	-8	CCDC28A								
MONOMAC1_4_778_R1_peak_545	chr1	36463523	36465532	+	309	NA	promoter-TSS (MRPS15)	NA	-88	MRPS15								
MONOMAC1_4_778_R1_peak_17922	chr6	4021279	4022437	+	309	NA	intron (PRPF4B, intron 1 of 17)	NA	529	PRPF4B								
MONOMAC1_4_778_R1_peak_6611	chr14	104753053	104753852	+	309	NA	exon (LOC102723328, exon 3 of 3)	NA	319	SIVA1								
MONOMAC1_4_778_R1_peak_17304	chr5	111757754	111759410	+	309	NA	promoter-TSS (NREP)	NA	-1334	NREP								
MONOMAC1_4_778_R1_peak_10468	chr19	15372089	15373678	+	309	NA	exon (AKAP8, exon 5 of 14)	NA	6941	AKAP8								
MONOMAC1_4_778_R1_peak_19849	chr7	87151753	87153826	+	309	NA	promoter-TSS (DMTF1)	NA	428	DMTF1								
MONOMAC1_4_778_R1_peak_20248	chr7	149145718	149147287	+	309	NA	promoter-TSS (ZNF398)	NA	-966	ZNF398								
MONOMAC1_4_778_R1_peak_15962	chr4	2535568	2536137	+	309	NA	Intergenic	NA	66784	RNF4								
MONOMAC1_4_778_R1_peak_21071	chr8	123273382	123274641	+	309	NA	intron (ZHX1, intron 1 of 3)	NA	476	ZHX1-C8ORF76								
MONOMAC1_4_778_R1_peak_15196	chr3	119322175	119323006	+	309	NA	intron (ARHGAP31, intron 1 of 11)	NA	28301	ARHGAP31								
MONOMAC1_4_778_R1_peak_18295	chr6	30515728	30517361	+	309	NA	Intergenic	NA	27138	HLA-E								
MONOMAC1_4_778_R1_peak_19637	chr7	44884290	44885290	+	309	NA	exon (PURB, exon 1 of 1)	NA	595	PURB								
MONOMAC1_4_778_R1_peak_10105	chr19	3557715	3558265	+	309	NA	promoter-TSS (MFSD12)	NA	-411	MFSD12								
MONOMAC1_4_778_R1_peak_21089	chr8	124372131	124372599	+	309	NA	exon (TMEM65, exon 1 of 7)	NA	334	TMEM65								
MONOMAC1_4_778_R1_peak_18001	chr6	7311832	7313215	+	309	NA	intron (SSR1, intron 1 of 7)	NA	785	SSR1								
MONOMAC1_4_778_R1_peak_19548	chr7	34154002	34157202	+	309	NA	exon (BMPER, exon 16 of 16)	NA	250102	BMPER								
MONOMAC1_4_778_R1_peak_13590	chr20	59721980	59723249	+	309	NA	intron (PHACTR3, intron 1 of 11)	NA	-94325	LOC100506384								
MONOMAC1_4_778_R1_peak_14649	chr3	25662837	25666879	+	309	NA	promoter-TSS (TOP2B)	NA	33	MIR4442								
MONOMAC1_4_778_R1_peak_8079	chr16	67893253	67893985	+	308	NA	intron (PSKH1, intron 1 of 2)	NA	347	PSKH1								
MONOMAC1_4_778_R1_peak_12572	chr2	195648520	195651920	+	308	NA	Intergenic	NA	-6908	SLC39A10								
MONOMAC1_4_778_R1_peak_19300	chr7	2232224	2232906	+	308	NA	intron (MAD1L1, intron 1 of 18)	NA	383	MAD1L1								
MONOMAC1_4_778_R1_peak_20659	chr8	43140653	43141596	+	308	NA	intron (HGSNAT, intron 1 of 16)	NA	675	HGSNAT								
MONOMAC1_4_778_R1_peak_9419	chr17	81510051	81512798	+	307	NA	TTS (ACTG1)	NA	1442	ACTG1								
MONOMAC1_4_778_R1_peak_9227	chr17	68511622	68514046	+	307	NA	exon (LOC102724296, exon 5 of 6)	NA	-2560	PRKAR1A								
MONOMAC1_4_778_R1_peak_13087	chr20	5112145	5113884	+	307	NA	promoter-TSS (TMEM230)	NA	-1041	TMEM230								
MONOMAC1_4_778_R1_peak_6465	chr14	90629356	90632263	+	307	NA	intron (TTC7B, intron 16 of 20)	NA	-11820	RP11-1078H9.5								
MONOMAC1_4_778_R1_peak_21574	chr9	70258940	70259751	+	307	NA	promoter-TSS (SMC5-AS1)	NA	383	SMC5								
MONOMAC1_4_778_R1_peak_4824	chr12	53370442	53372981	+	307	NA	Intergenic	NA	-8484	SP1								
MONOMAC1_4_778_R1_peak_10445	chr19	14091140	14092041	+	307	NA	TTS (PRKACA)	NA	-1170	SAMD1								
MONOMAC1_4_778_R1_peak_10400	chr19	12932008	12934460	+	306	NA	intron (FARSA, intron 1 of 12)	NA	510	FARSA								
MONOMAC1_4_778_R1_peak_4111	chr11	95231673	95233169	+	306	NA	exon (SESN3, exon 1 of 9)	NA	120	SESN3								
MONOMAC1_4_778_R1_peak_7112	chr15	67521230	67522025	+	306	NA	promoter-TSS (IQCH-AS1)	NA	217	IQCH-AS1								
MONOMAC1_4_778_R1_peak_17518	chr5	139560574	139562487	+	306	NA	exon (UBE2D2, exon 1 of 7)	NA	364	UBE2D2								
MONOMAC1_4_778_R1_peak_11780	chr2	61537597	61539406	+	306	NA	promoter-TSS (XPO1)	NA	-13168	XPO1								
MONOMAC1_4_778_R1_peak_14372	chr22	49598174	49599361	+	306	NA	Intergenic	NA	16949	LOC101927799								
MONOMAC1_4_778_R1_peak_7975	chr16	53207918	53211708	+	305	NA	exon (CHD9, exon 2 of 38)	NA	78780	CHD9								
MONOMAC1_4_778_R1_peak_6656	chr15	22701995	22704655	+	305	NA	Intergenic	NA	38586	WHAMMP3								
MONOMAC1_4_778_R1_peak_22911	chrX	154398349	154399803	+	305	NA	intron (RPL10, intron 2 of 5)	NA	846	RPL10								
MONOMAC1_4_778_R1_peak_20202	chr7	140924217	140924845	+	305	NA	intron (BRAF, intron 1 of 18)	NA	180	BRAF								
MONOMAC1_4_778_R1_peak_16766	chr5	218294	219174	+	305	NA	promoter-TSS (CCDC127)	NA	511	SDHA								
MONOMAC1_4_778_R1_peak_5175	chr12	110468356	110470034	+	305	NA	promoter-TSS (GPN3)	NA	-474	GPN3								
MONOMAC1_4_778_R1_peak_17212	chr5	91379075	91380113	+	305	NA	promoter-TSS (ARRDC3-AS1)	NA	-753	ARRDC3-AS1								
MONOMAC1_4_778_R1_peak_14414	chr22	50582128	50582958	+	305	NA	promoter-TSS (CHKB-AS1)	NA	456	CHKB								
MONOMAC1_4_778_R1_peak_3071	chr10	103191981	103193260	+	305	NA	intron (NT5C2, intron 1 of 18)	NA	652	NT5C2								
MONOMAC1_4_778_R1_peak_22910	chrX	154397299	154398165	+	305	NA	promoter-TSS (RPL10)	NA	-498	RPL10								
MONOMAC1_4_778_R1_peak_6115	chr14	34629413	34630170	+	305	NA	intron (SNX6, intron 1 of 12)	NA	369	SNX6								
MONOMAC1_4_778_R1_peak_7707	chr16	19555598	19556234	+	305	NA	intron (C16orf62, intron 1 of 28)	NA	495	C16orf62								
MONOMAC1_4_778_R1_peak_22577	chrX	48800509	48801745	+	305	NA	promoter-TSS (HDAC6)	NA	-998	HDAC6								
MONOMAC1_4_778_R1_peak_18233	chr6	27807287	27807946	+	305	NA	promoter-TSS (HIST1H2AI)	NA	315	HIST1H2BL								
MONOMAC1_4_778_R1_peak_14901	chr3	50617102	50618200	+	305	NA	exon (MAPKAPK3, exon 2 of 11)	NA	5789	MAPKAPK3								
MONOMAC1_4_778_R1_peak_21336	chr8	144950077	144950967	+	305	NA	intron (ZNF16, intron 1 of 3)	NA	366	ZNF16								
MONOMAC1_4_778_R1_peak_12668	chr2	206159625	206160767	+	305	NA	promoter-TSS (NDUFS1)	NA	602	EEF1B2								
MONOMAC1_4_778_R1_peak_198	chr1	16367200	16368152	+	305	NA	intron (SZRD1, intron 1 of 1)	NA	646	SZRD1								
MONOMAC1_4_778_R1_peak_12488	chr2	174596203	174597845	+	305	NA	intron (WIPF1, intron 1 of 7)	NA	37555	WIPF1								
MONOMAC1_4_778_R1_peak_19244	chr6	169701420	169703318	+	305	NA	promoter-TSS (WDR27)	NA	208	C6orf120								
MONOMAC1_4_778_R1_peak_15198	chr3	119462773	119463593	+	305	NA	intron (TMEM39A, intron 1 of 7)	NA	499	TMEM39A								
MONOMAC1_4_778_R1_peak_8117	chr16	70380140	70381445	+	305	NA	exon (ST3GAL2, exon 7 of 7)	NA	33871	DDX19A								
MONOMAC1_4_778_R1_peak_20962	chr8	102237478	102240294	+	305	NA	promoter-TSS (RRM2B)	NA	-55	RRM2B								
MONOMAC1_4_778_R1_peak_18323	chr6	31197202	31198782	+	304	NA	intron (HCG27, intron 1 of 1)	NA	232	HCG27								
MONOMAC1_4_778_R1_peak_15331	chr3	129248898	129250325	+	304	NA	promoter-TSS (COPG1)	NA	1	COPG1								
MONOMAC1_4_778_R1_peak_16831	chr5	17317256	17318764	+	304	NA	Intergenic	NA	69300	LOC401177								
MONOMAC1_4_778_R1_peak_17145	chr5	79612457	79613889	+	304	NA	intron (PAPD4, intron 1 of 13)	NA	-28038	PAPD4								
MONOMAC1_4_778_R1_peak_11100	chr19	50803537	50804959	+	304	NA	intron (C19orf48, intron 1 of 4)	NA	467	C19orf48								
MONOMAC1_4_778_R1_peak_18901	chr6	110873978	110874713	+	304	NA	promoter-TSS (AMD1)	NA	-439	AMD1								
MONOMAC1_4_778_R1_peak_20453	chr8	22141367	22141909	+	304	NA	exon (REEP4, exon 1 of 7)	NA	297	REEP4								
MONOMAC1_4_778_R1_peak_11887	chr2	69642415	69645319	+	304	NA	promoter-TSS (AAK1)	NA	-22	AAK1								
MONOMAC1_4_778_R1_peak_21184	chr8	132775402	132776380	+	304	NA	intron (PHF20L1, intron 1 of 19)	NA	332	LOC102723614								
MONOMAC1_4_778_R1_peak_12066	chr2	96335161	96336636	+	304	NA	promoter-TSS (NCAPH)	NA	115	NCAPH								
MONOMAC1_4_778_R1_peak_21490	chr9	34125259	34127313	+	304	NA	promoter-TSS (DCAF12)	NA	487	DCAF12								
MONOMAC1_4_778_R1_peak_6024	chr14	22556584	22557774	+	304	NA	Intergenic	NA	32058	DAD1								
MONOMAC1_4_778_R1_peak_8532	chr17	27243831	27245528	+	304	NA	Intergenic	NA	49263	MIR4522								
MONOMAC1_4_778_R1_peak_7877	chr16	30649669	30650561	+	304	NA	promoter-TSS (PRR14)	NA	-805	PRR14								
MONOMAC1_4_778_R1_peak_14862	chr3	49238729	49240345	+	304	NA	intron (CCDC36, intron 3 of 7)	NA	-34583	MIR4271								
MONOMAC1_4_778_R1_peak_21552	chr9	37591652	37592624	+	304	NA	intron (TOMM5, intron 1 of 1)	NA	501	TOMM5								
MONOMAC1_4_778_R1_peak_15988	chr4	6640614	6641778	+	304	NA	exon (MRFAP1, exon 1 of 2)	NA	1105	MRFAP1								
MONOMAC1_4_778_R1_peak_489	chr1	33035439	33036842	+	303	NA	intron (AK2, intron 1 of 6)	NA	728	AK2								
MONOMAC1_4_778_R1_peak_20874	chr8	89836715	89838349	+	303	NA	Intergenic	NA	-65002	OSGIN2								
MONOMAC1_4_778_R1_peak_12923	chr2	237692294	237693032	+	303	NA	intron (LRRFIP1, intron 1 of 9)	NA	65076	LRRFIP1								
MONOMAC1_4_778_R1_peak_6400	chr14	77097319	77098048	+	303	NA	promoter-TSS (CIPC)	NA	-552	CIPC								
MONOMAC1_4_778_R1_peak_14598	chr3	17906224	17907147	+	303	NA	Intergenic	NA	-55887	LOC339862								
MONOMAC1_4_778_R1_peak_21393	chr9	6680332	6683242	+	303	NA	Intergenic	NA	-36095	GLDC								
MONOMAC1_4_778_R1_peak_8550	chr17	28661478	28662909	+	303	NA	promoter-TSS (SDF2)	NA	-21	SDF2								
