PeakID (cmd=annotatePeaks.pl MONOMAC1_3_777_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MONOMAC1_3_777_R1_peak_5364	chr11	73203338	73208830	+	576	NA	TTS (LOC102724472)	NA	5604	LOC102724472								
MONOMAC1_3_777_R1_peak_19439	chr22	41830813	41832834	+	575	NA	Intergenic	NA	-1681	SREBF2								
MONOMAC1_3_777_R1_peak_6509	chr12	49059166	49061439	+	574	NA	promoter-TSS (KMT2D)	NA	-4978	KMT2D								
MONOMAC1_3_777_R1_peak_14718	chr19	39406900	39412060	+	574	NA	TTS (MIR4530)	NA	198	MIR4530								
MONOMAC1_3_777_R1_peak_3800	chr10	72328537	72332035	+	574	NA	Intergenic	NA	24863	DNAJB12								
MONOMAC1_3_777_R1_peak_24203	chr5	178532553	178541675	+	574	NA	intron (COL23A1, intron 2 of 28)	NA	53441	COL23A1								
MONOMAC1_3_777_R1_peak_10502	chr16	4679315	4681494	+	574	NA	exon (MGRN1, exon 1 of 6)	NA	9034	MIR6769A								
MONOMAC1_3_777_R1_peak_19967	chr3	28347386	28350139	+	573	NA	promoter-TSS (ZCWPW2)	NA	-186	ZCWPW2								
MONOMAC1_3_777_R1_peak_1886	chr1	155308764	155310651	+	573	NA	promoter-TSS (PKLR)	NA	759	FDPS								
MONOMAC1_3_777_R1_peak_7582	chr13	30463020	30465186	+	573	NA	intron (HMGB1, intron 1 of 5)	NA	1834	HMGB1								
MONOMAC1_3_777_R1_peak_3729	chr10	70169444	70171380	+	573	NA	intron (SAR1A, intron 1 of 7)	NA	117	SAR1A								
MONOMAC1_3_777_R1_peak_20772	chr3	128052383	128053444	+	573	NA	intron (SEC61A1, intron 2 of 11)	NA	544	SEC61A1								
MONOMAC1_3_777_R1_peak_17173	chr2	200811468	200813237	+	573	NA	promoter-TSS (AC007163.6)	NA	-182	AC007163.6								
MONOMAC1_3_777_R1_peak_588	chr1	30756981	30758026	+	573	NA	intron (LAPTM5, intron 1 of 7)	NA	333	LAPTM5								
MONOMAC1_3_777_R1_peak_24020	chr5	165184576	165193081	+	573	NA	Intergenic	NA	718549	LOC102546299								
MONOMAC1_3_777_R1_peak_29594	chr9	96416771	96418566	+	572	NA	exon (ZNF367, exon 1 of 5)	NA	719	ZNF367								
MONOMAC1_3_777_R1_peak_10142	chr15	90388262	90389523	+	572	NA	intron (IQGAP1, intron 1 of 37)	NA	651	IQGAP1								
MONOMAC1_3_777_R1_peak_3287	chr10	17526913	17530776	+	572	NA	Intergenic	NA	-74589	ST8SIA6								
MONOMAC1_3_777_R1_peak_832	chr1	42681011	42682907	+	572	NA	promoter-TSS (YBX1)	NA	-430	YBX1								
MONOMAC1_3_777_R1_peak_22114	chr4	74325000	74332250	+	572	NA	Intergenic	NA	20155	EPGN								
MONOMAC1_3_777_R1_peak_11820	chr17	28661372	28663035	+	571	NA	promoter-TSS (SDF2)	NA	-14	SDF2								
MONOMAC1_3_777_R1_peak_25605	chr6	109380135	109383470	+	571	NA	intron (CD164, intron 1 of 6)	NA	757	CD164								
MONOMAC1_3_777_R1_peak_14313	chr19	14417661	14419444	+	571	NA	intron (DDX39A, intron 1 of 10)	NA	831	DDX39A								
MONOMAC1_3_777_R1_peak_3802	chr10	72353711	72355432	+	571	NA	intron (DNAJB12, intron 1 of 8)	NA	578	DNAJB12								
MONOMAC1_3_777_R1_peak_23843	chr5	143404743	143405942	+	571	NA	promoter-TSS (NR3C1)	NA	1340	LOC102723997								
MONOMAC1_3_777_R1_peak_3479	chr10	43435292	43437818	+	571	NA	promoter-TSS (ZNF487)	NA	-571	ZNF487								
MONOMAC1_3_777_R1_peak_454	chr1	26690547	26698182	+	571	NA	exon (LOC101928728, exon 2 of 2)	NA	-1667	ARID1A								
MONOMAC1_3_777_R1_peak_2200	chr1	179880413	179884329	+	571	NA	exon (TOR1AIP1, exon 1 of 10)	NA	329	TOR1AIP1								
MONOMAC1_3_777_R1_peak_29393	chr9	76627771	76631584	+	571	NA	intron (PRUNE2, intron 16 of 21)	NA	-134761	PCA3								
MONOMAC1_3_777_R1_peak_21349	chr3	184248210	184249566	+	571	NA	promoter-TSS (ALG3)	NA	83	ALG3								
MONOMAC1_3_777_R1_peak_19111	chr22	24555433	24557111	+	571	NA	promoter-TSS (GUCD1)	NA	622	SNRPD3								
MONOMAC1_3_777_R1_peak_27678	chr8	12764749	12768146	+	571	NA	exon (RP11-252C15.1, exon 4 of 4)	NA	-11003	LONRF1								
MONOMAC1_3_777_R1_peak_2469	chr1	205748053	205750981	+	571	NA	intron (NUCKS1, intron 1 of 6)	NA	703	NUCKS1								
MONOMAC1_3_777_R1_peak_28205	chr8	66020822	66024245	+	571	NA	intron (DNAJC5B, intron 1 of 5)	NA	977	DNAJC5B								
MONOMAC1_3_777_R1_peak_10595	chr16	15642708	15644391	+	571	NA	promoter-TSS (KIAA0430)	NA	255	MIR484								
MONOMAC1_3_777_R1_peak_27289	chr7	129053751	129055786	+	571	NA	promoter-TSS (TPI1P2)	NA	405	TNPO3								
MONOMAC1_3_777_R1_peak_601	chr1	31643876	31645618	+	571	NA	promoter-TSS (PEF1)	NA	490	PEF1								
MONOMAC1_3_777_R1_peak_5583	chr11	95788734	95791835	+	570	NA	promoter-TSS (CEP57)	NA	-177	CEP57								
MONOMAC1_3_777_R1_peak_19001	chr22	19431714	19433211	+	570	NA	promoter-TSS (MRPL40)	NA	-51	MRPL40								
MONOMAC1_3_777_R1_peak_3445	chr10	35126802	35128278	+	570	NA	promoter-TSS (CREM)	NA	83	CREM								
MONOMAC1_3_777_R1_peak_6557	chr12	50762769	50765403	+	570	NA	promoter-TSS (ATF1)	NA	80	ATF1								
MONOMAC1_3_777_R1_peak_3699	chr10	68955056	68957304	+	570	NA	promoter-TSS (DDX21)	NA	57	DDX21								
MONOMAC1_3_777_R1_peak_19705	chr3	9397657	9399912	+	570	NA	intron (SETD5, intron 1 of 22)	NA	911	SETD5								
MONOMAC1_3_777_R1_peak_24834	chr6	30614079	30617320	+	570	NA	exon (PPP1R10, exon 2 of 21)	NA	1608	PPP1R10								
MONOMAC1_3_777_R1_peak_3395	chr10	30856971	30866562	+	570	NA	intron (ZNF438, intron 6 of 8)	NA	41847	ZNF438								
MONOMAC1_3_777_R1_peak_10189	chr15	92806692	92809179	+	570	NA	intron (LOC101926994, intron 1 of 3)	NA	2399	LOC101926994								
MONOMAC1_3_777_R1_peak_13755	chr19	1407641	1408885	+	569	NA	intron (DAZAP1, intron 1 of 11)	NA	670	DAZAP1								
MONOMAC1_3_777_R1_peak_8407	chr14	35404096	35405203	+	569	NA	exon (NFKBIA, exon 1 of 6)	NA	105	NFKBIA								
MONOMAC1_3_777_R1_peak_19786	chr3	12352397	12358346	+	569	NA	intron (PPARG, intron 1 of 6)	NA	-14707	PPARG								
MONOMAC1_3_777_R1_peak_10157	chr15	90716244	90717202	+	569	NA	promoter-TSS (BLM)	NA	-604	BLM								
MONOMAC1_3_777_R1_peak_26598	chr7	39949610	39952126	+	569	NA	exon (CDK13, exon 1 of 14)	NA	508	CDK13								
MONOMAC1_3_777_R1_peak_7551	chr13	28244461	28252265	+	568	NA	intron (PAN3, intron 2 of 14)	NA	15862	RNU6-82P								
MONOMAC1_3_777_R1_peak_18088	chr20	33993368	33994996	+	568	NA	promoter-TSS (RALY)	NA	185	RP5-1125A11.1								
MONOMAC1_3_777_R1_peak_5900	chr11	129947914	129952796	+	568	NA	intron (PRDM10, intron 4 of 20)	NA	-52269	LINC00167								
MONOMAC1_3_777_R1_peak_1542	chr1	114757019	114758780	+	568	NA	intron (CSDE1, intron 1 of 18)	NA	151	CSDE1								
MONOMAC1_3_777_R1_peak_22896	chr5	35473205	35480115	+	568	NA	Intergenic	NA	-141138	SPEF2								
MONOMAC1_3_777_R1_peak_8540	chr14	55051571	55052732	+	568	NA	intron (MAPK1IP1L, intron 1 of 3)	NA	507	MAPK1IP1L								
MONOMAC1_3_777_R1_peak_17493	chr2	231543588	231545667	+	568	NA	Intergenic	NA	-14156	NMUR1								
MONOMAC1_3_777_R1_peak_9040	chr14	102590993	102592481	+	568	NA	promoter-TSS (RCOR1)	NA	-922	RCOR1								
MONOMAC1_3_777_R1_peak_1915	chr1	156124655	156127303	+	568	NA	promoter-TSS (LMNA)	NA	11309	LMNA								
MONOMAC1_3_777_R1_peak_26020	chr6	154732966	154735062	+	568	NA	intron (SCAF8, intron 2 of 20)	NA	636	SCAF8								
MONOMAC1_3_777_R1_peak_21091	chr3	156825310	156827089	+	568	NA	promoter-TSS (LEKR1)	NA	919	LEKR1								
MONOMAC1_3_777_R1_peak_19003	chr22	19477878	19479828	+	568	NA	promoter-TSS (CDC45)	NA	340	UFD1L								
MONOMAC1_3_777_R1_peak_29001	chr9	210481	218957	+	568	NA	promoter-TSS (DOCK8)	NA	1174	C9orf66								
MONOMAC1_3_777_R1_peak_3960	chr10	78973777	78975413	+	568	NA	intron (ZMIZ1-AS1, intron 3 of 7)	NA	92853	ZMIZ1-AS1								
MONOMAC1_3_777_R1_peak_6462	chr12	46370571	46372844	+	568	NA	intron (SLC38A2, intron 1 of 14)	NA	-1050	LOC102723757								
MONOMAC1_3_777_R1_peak_22898	chr5	35481436	35485268	+	568	NA	Intergenic	NA	-134446	SPEF2								
MONOMAC1_3_777_R1_peak_14078	chr19	8390224	8390768	+	568	NA	exon (RAB11B-AS1, exon 1 of 3)	NA	175	RAB11B								
MONOMAC1_3_777_R1_peak_1852	chr1	154973709	154976798	+	568	NA	promoter-TSS (SHC1)	NA	-450	MIR4258								
MONOMAC1_3_777_R1_peak_14589	chr19	33292112	33294881	+	568	NA	Intergenic	NA	9068	CEBPA								
MONOMAC1_3_777_R1_peak_28225	chr8	67342739	67343906	+	567	NA	promoter-TSS (ARFGEF1)	NA	46	ARFGEF1								
MONOMAC1_3_777_R1_peak_10675	chr16	21952315	21954466	+	567	NA	exon (UQCRC2, exon 1 of 14)	NA	102	UQCRC2								
MONOMAC1_3_777_R1_peak_5501	chr11	83157083	83159844	+	566	NA	intron (PCF11, intron 1 of 15)	NA	1368	PCF11								
MONOMAC1_3_777_R1_peak_10753	chr16	28924242	28926208	+	566	NA	promoter-TSS (RABEP2)	NA	-14	RABEP2								
MONOMAC1_3_777_R1_peak_16323	chr2	85576545	85580268	+	566	NA	intron (VAMP8, intron 1 of 2)	NA	915	VAMP8								
MONOMAC1_3_777_R1_peak_17664	chr2	241685734	241688301	+	566	NA	promoter-TSS (DTYMK)	NA	-49	DTYMK								
MONOMAC1_3_777_R1_peak_5278	chr11	68213398	68214547	+	564	NA	promoter-TSS (SUV420H1)	NA	-676	SUV420H1								
MONOMAC1_3_777_R1_peak_1437	chr1	108746533	108747502	+	564	NA	intron (STXBP3, intron 1 of 18)	NA	354	STXBP3								
MONOMAC1_3_777_R1_peak_29052	chr9	5626385	5630075	+	564	NA	promoter-TSS (KIAA1432)	NA	-889	KIAA1432								
MONOMAC1_3_777_R1_peak_29384	chr9	76590747	76597690	+	564	NA	Intergenic	NA	115877	GCNT1								
MONOMAC1_3_777_R1_peak_2983	chr1	243727744	243732915	+	564	NA	intron (AKT3, intron 2 of 13)	NA	-47114	AKT3								
MONOMAC1_3_777_R1_peak_28086	chr8	54021002	54023978	+	564	NA	promoter-TSS (TCEA1)	NA	-34	TCEA1								
MONOMAC1_3_777_R1_peak_930	chr1	45684996	45689176	+	562	NA	promoter-TSS (GPBP1L1)	NA	1024	GPBP1L1								
MONOMAC1_3_777_R1_peak_5222	chr11	67285668	67289174	+	562	NA	TTS (ADRBK1)	NA	-1927	ANKRD13D								
MONOMAC1_3_777_R1_peak_6613	chr12	53380081	53382038	+	562	NA	promoter-TSS (SP1)	NA	864	SP1								
MONOMAC1_3_777_R1_peak_4792	chr11	46669292	46671105	+	562	NA	intron (ATG13, intron 17 of 17)	NA	30467	ARHGAP1								
MONOMAC1_3_777_R1_peak_13164	chr18	12307436	12309525	+	562	NA	intron (TUBB6, intron 1 of 3)	NA	222	TUBB6								
MONOMAC1_3_777_R1_peak_17916	chr20	17965787	17970868	+	562	NA	promoter-TSS (MGME1)	NA	-616	MGME1								
MONOMAC1_3_777_R1_peak_16079	chr2	64523117	64526634	+	562	NA	promoter-TSS (MIR4434)	NA	-267	LOC101927402								
MONOMAC1_3_777_R1_peak_3860	chr10	73906230	73912168	+	562	NA	TTS (C10orf55)	NA	-1905	PLAU								
MONOMAC1_3_777_R1_peak_24881	chr6	31620672	31621998	+	562	NA	intron (PRRC2A, intron 1 of 30)	NA	662	PRRC2A								
MONOMAC1_3_777_R1_peak_21655	chr4	1247173	1248754	+	561	NA	intron (CTBP1, intron 1 of 9)	NA	1157	CTBP1								
MONOMAC1_3_777_R1_peak_8419	chr14	39265453	39267956	+	561	NA	promoter-TSS (CTAGE5)	NA	357	LOC100288846								
MONOMAC1_3_777_R1_peak_13149	chr18	11907615	11909497	+	561	NA	promoter-TSS (MPPE1)	NA	241	MPPE1								
MONOMAC1_3_777_R1_peak_23855	chr5	146447275	146448730	+	561	NA	intron (TCERG1, intron 1 of 22)	NA	692	TCERG1								
MONOMAC1_3_777_R1_peak_5385	chr11	73787109	73789054	+	561	NA	intron (MRPL48, intron 1 of 8)	NA	209	MRPL48								
MONOMAC1_3_777_R1_peak_18426	chr20	53921430	53924680	+	560	NA	Intergenic	NA	-47346	SUMO1P1								
MONOMAC1_3_777_R1_peak_8765	chr14	75287806	75289067	+	560	NA	Intergenic	NA	-5968	RP11-293M10.5								
MONOMAC1_3_777_R1_peak_13174	chr18	12701805	12704094	+	559	NA	promoter-TSS (CEP76)	NA	-226	CEP76								
MONOMAC1_3_777_R1_peak_19445	chr22	42089821	42090857	+	559	NA	promoter-TSS (NDUFA6-AS1)	NA	545	NDUFA6								
MONOMAC1_3_777_R1_peak_15246	chr19	54190156	54192109	+	559	NA	promoter-TSS (TSEN34)	NA	401	TSEN34								
MONOMAC1_3_777_R1_peak_20883	chr3	133571703	133573310	+	558	NA	Intergenic	NA	-1521	CDV3								
MONOMAC1_3_777_R1_peak_25651	chr6	113969718	113971923	+	558	NA	promoter-TSS (HDAC2)	NA	-96	HDAC2								
MONOMAC1_3_777_R1_peak_10921	chr16	31458004	31459848	+	558	NA	promoter-TSS (ARMC5)	NA	653	ARMC5								
MONOMAC1_3_777_R1_peak_9169	chr15	28716571	28720398	+	558	NA	Intergenic	NA	-6063	GOLGA8M								
MONOMAC1_3_777_R1_peak_17326	chr2	218396197	218399721	+	558	NA	promoter-TSS (CTDSP1)	NA	-379	CTDSP1								
MONOMAC1_3_777_R1_peak_23682	chr5	134175555	134177912	+	558	NA	intron (SKP1, intron 1 of 5)	NA	300	SKP1								
MONOMAC1_3_777_R1_peak_9739	chr15	65516441	65517763	+	558	NA	intron (DPP8, intron 1 of 17)	NA	-13387	PTPLAD1								
MONOMAC1_3_777_R1_peak_18330	chr20	49046204	49047340	+	558	NA	promoter-TSS (LOC102723483)	NA	-505	LOC102723483								
MONOMAC1_3_777_R1_peak_6280	chr12	22624676	22627147	+	558	NA	intron (ETNK1, intron 1 of 2)	NA	769	ETNK1								
MONOMAC1_3_777_R1_peak_29473	chr9	87791775	87794495	+	558	NA	Intergenic	NA	20220	CTSL3P								
MONOMAC1_3_777_R1_peak_14340	chr19	15377926	15380612	+	558	NA	TTS (AKAP8L)	NA	532	AKAP8								
MONOMAC1_3_777_R1_peak_24771	chr6	27838530	27840633	+	558	NA	TTS (HIST1H2BN)	NA	919	HIST1H2BN								
MONOMAC1_3_777_R1_peak_28620	chr8	123394830	123396791	+	558	NA	intron (ATAD2, intron 1 of 27)	NA	655	ATAD2								
MONOMAC1_3_777_R1_peak_7850	chr13	51450960	51453063	+	558	NA	exon (INTS6, exon 2 of 3)	NA	1128	INTS6								
MONOMAC1_3_777_R1_peak_29380	chr9	76570230	76572667	+	557	NA	Intergenic	NA	93107	GCNT1								
MONOMAC1_3_777_R1_peak_23387	chr5	95616346	95622853	+	557	NA	promoter-TSS (GPR150)	NA	-677	GPR150								
MONOMAC1_3_777_R1_peak_27040	chr7	99471480	99474149	+	557	NA	promoter-TSS (ZNF789)	NA	-40	ZNF789								
MONOMAC1_3_777_R1_peak_5557	chr11	94572388	94577609	+	557	NA	intron (PIWIL4, intron 2 of 19)	NA	7690	PIWIL4								
MONOMAC1_3_777_R1_peak_18723	chr21	33215023	33217510	+	557	NA	Intergenic	NA	-13629	IFNAR2								
MONOMAC1_3_777_R1_peak_25228	chr6	45432722	45439947	+	557	NA	intron (RUNX2, intron 2 of 4)	NA	13760	RUNX2								
MONOMAC1_3_777_R1_peak_24149	chr5	176993075	176997684	+	557	NA	intron (UIMC1, intron 1 of 14)	NA	11415	UIMC1								
MONOMAC1_3_777_R1_peak_12261	chr17	45583643	45585958	+	557	NA	Intergenic	NA	17582	LOC644172								
MONOMAC1_3_777_R1_peak_13073	chr18	3602025	3606575	+	556	NA	intron (DLGAP1, intron 7 of 11)	NA	10186	DLGAP1-AS1								
MONOMAC1_3_777_R1_peak_24698	chr6	26283809	26286515	+	556	NA	TTS (HIST1H4H)	NA	337	HIST1H4H								
MONOMAC1_3_777_R1_peak_2721	chr1	226937741	226940092	+	555	NA	intron (ADCK3, intron 5 of 19)	NA	-4429	ADCK3								
MONOMAC1_3_777_R1_peak_25053	chr6	36027712	36031334	+	555	NA	promoter-TSS (SLC26A8)	NA	434	MAPK14								
MONOMAC1_3_777_R1_peak_9926	chr15	75625108	75627366	+	555	NA	promoter-TSS (SNUPN)	NA	141	SNUPN								
MONOMAC1_3_777_R1_peak_5550	chr11	94542563	94552155	+	555	NA	exon (FUT4, exon 1 of 1)	NA	3508	FUT4								
MONOMAC1_3_777_R1_peak_6052	chr12	6950527	6956397	+	555	NA	intron (PTPN6, intron 3 of 15)	NA	6885	PTPN6								
MONOMAC1_3_777_R1_peak_1823	chr1	153944836	153946791	+	555	NA	promoter-TSS (DENND4B)	NA	-542	DENND4B								
MONOMAC1_3_777_R1_peak_26376	chr7	17233043	17235650	+	555	NA	Intergenic	NA	-64306	AHR								
MONOMAC1_3_777_R1_peak_11387	chr16	85729251	85735419	+	555	NA	intron (C16orf74, intron 2 of 3)	NA	9354	MIR1910								
MONOMAC1_3_777_R1_peak_11216	chr16	70346042	70347772	+	555	NA	promoter-TSS (DDX19A)	NA	-14	DDX19A								
MONOMAC1_3_777_R1_peak_14824	chr19	42268347	42268861	+	555	NA	Intergenic	NA	-15978	CIC								
MONOMAC1_3_777_R1_peak_26906	chr7	77696354	77697486	+	555	NA	exon (RSBN1L, exon 1 of 8)	NA	425	RSBN1L-AS1								
MONOMAC1_3_777_R1_peak_21517	chr3	194671700	194673147	+	555	NA	promoter-TSS (LSG1)	NA	54	LSG1								
MONOMAC1_3_777_R1_peak_17244	chr2	207623664	207627157	+	555	NA	promoter-TSS (METTL21A)	NA	-161	METTL21A								
MONOMAC1_3_777_R1_peak_5985	chr12	4537850	4540073	+	555	NA	promoter-TSS (RAD51AP1)	NA	177	RAD51AP1								
MONOMAC1_3_777_R1_peak_13520	chr18	62936826	62941358	+	555	NA	intron (PHLPP1, intron 10 of 16)	NA	223653	PHLPP1								
MONOMAC1_3_777_R1_peak_21514	chr3	194583307	194584671	+	555	NA	promoter-TSS (TMEM44-AS1)	NA	-279	TMEM44-AS1								
MONOMAC1_3_777_R1_peak_20130	chr3	46094130	46103721	+	555	NA	Intergenic	NA	-71438	XCR1								
MONOMAC1_3_777_R1_peak_22348	chr4	105471907	105474154	+	555	NA	intron (PPA2, intron 1 of 11)	NA	1040	PPA2								
MONOMAC1_3_777_R1_peak_11926	chr17	31317383	31321837	+	555	NA	intron (EVI2A, intron 1 of 1)	NA	2139	EVI2A								
MONOMAC1_3_777_R1_peak_25724	chr6	127266005	127268253	+	555	NA	intron (RNF146, intron 1 of 4)	NA	391	RNF146								
MONOMAC1_3_777_R1_peak_8455	chr14	49891707	49895597	+	555	NA	exon (ARF6, exon 2 of 2)	NA	634	ARF6								
MONOMAC1_3_777_R1_peak_12595	chr17	64385467	64392241	+	555	NA	intron (PECAM1, intron 2 of 14)	NA	2310	PECAM1								
MONOMAC1_3_777_R1_peak_28547	chr8	115070258	115075473	+	555	NA	Intergenic	NA	595429	TRPS1								
MONOMAC1_3_777_R1_peak_29193	chr9	33024395	33025989	+	555	NA	promoter-TSS (DNAJA1)	NA	-19	DNAJA1								
MONOMAC1_3_777_R1_peak_29539	chr9	92765018	92765686	+	555	NA	promoter-TSS (BICD2)	NA	-551	BICD2								
MONOMAC1_3_777_R1_peak_7599	chr13	31919393	31924283	+	555	NA	intron (EEF1DP3, intron 1 of 3)	NA	75055	EEF1DP3								
MONOMAC1_3_777_R1_peak_12037	chr17	38798728	38800058	+	555	NA	promoter-TSS (PIP4K2B)	NA	512	PIP4K2B								
MONOMAC1_3_777_R1_peak_12789	chr17	75403690	75405756	+	554	NA	intron (GRB2, intron 1 of 5)	NA	985	GRB2								
MONOMAC1_3_777_R1_peak_335	chr1	23342605	23344410	+	554	NA	intron (HNRNPR, intron 1 of 9)	NA	853	HNRNPR								
MONOMAC1_3_777_R1_peak_1005	chr1	53196214	53198000	+	554	NA	intron (CPT2, intron 1 of 4)	NA	346	CPT2								
MONOMAC1_3_777_R1_peak_6822	chr12	66143648	66147660	+	554	NA	intron (TMBIM4, intron 5 of 6)	NA	-14901	LLPH								
MONOMAC1_3_777_R1_peak_1848	chr1	154935958	154938500	+	554	NA	promoter-TSS (PMVK)	NA	-221	PMVK								
MONOMAC1_3_777_R1_peak_817	chr1	40859554	40862383	+	554	NA	TTS (CITED4)	NA	1378	CITED4								
MONOMAC1_3_777_R1_peak_11258	chr16	74295529	74297766	+	554	NA	promoter-TSS (PSMD7)	NA	-128	PSMD7								
MONOMAC1_3_777_R1_peak_26572	chr7	38228248	38235331	+	553	NA	Intergenic	NA	44740	TARP								
MONOMAC1_3_777_R1_peak_17762	chr20	3888222	3890692	+	553	NA	promoter-TSS (PANK2)	NA	362	PANK2								
MONOMAC1_3_777_R1_peak_20225	chr3	49237554	49238609	+	553	NA	intron (CCDC36, intron 3 of 7)	NA	-36039	MIR4271								
MONOMAC1_3_777_R1_peak_19710	chr3	9731352	9733049	+	553	NA	intron (BRPF1, intron 1 of 13)	NA	471	BRPF1								
MONOMAC1_3_777_R1_peak_4615	chr11	17274252	17279443	+	553	NA	promoter-TSS (NUCB2)	NA	16489	NUCB2								
MONOMAC1_3_777_R1_peak_7461	chr13	20901570	20903506	+	553	NA	intron (XPO4, intron 1 of 19)	NA	236	XPO4								
MONOMAC1_3_777_R1_peak_13138	chr18	11176584	11180244	+	553	NA	Intergenic	NA	-29652	PIEZO2								
MONOMAC1_3_777_R1_peak_10334	chr16	1243401	1247013	+	551	NA	Intergenic	NA	4530	TPSAB1								
MONOMAC1_3_777_R1_peak_6011	chr12	6532335	6536118	+	551	NA	promoter-TSS (GAPDH)	NA	-193	GAPDH								
MONOMAC1_3_777_R1_peak_29946	chr9	125239616	125241423	+	551	NA	intron (HSPA5, intron 2 of 7)	NA	868	HSPA5								
MONOMAC1_3_777_R1_peak_21595	chr3	196739867	196741177	+	551	NA	intron (PAK2, intron 1 of 14)	NA	665	PAK2								
MONOMAC1_3_777_R1_peak_13390	chr18	50280310	50282287	+	551	NA	promoter-TSS (MBD1)	NA	4	MBD1								
MONOMAC1_3_777_R1_peak_20092	chr3	44438941	44441625	+	551	NA	exon (ZNF445, exon 8 of 8)	NA	12581	LOC100506319								
MONOMAC1_3_777_R1_peak_17824	chr20	5644231	5648711	+	550	NA	Intergenic	NA	-35445	GPCPD1								
MONOMAC1_3_777_R1_peak_14237	chr19	12781722	12791326	+	550	NA	promoter-TSS (MIR5684)	NA	-608	MIR5684								
MONOMAC1_3_777_R1_peak_17174	chr2	200862443	200865199	+	550	NA	intron (CLK1, intron 1 of 12)	NA	923	CLK1								
MONOMAC1_3_777_R1_peak_19146	chr22	28808603	28812603	+	550	NA	Intergenic	NA	-10031	XBP1								
MONOMAC1_3_777_R1_peak_9024	chr14	101809048	101811210	+	550	NA	intron (PPP2R5C, intron 1 of 13)	NA	49556	PPP2R5C								
MONOMAC1_3_777_R1_peak_23454	chr5	103118007	103121445	+	550	NA	promoter-TSS (PPIP5K2)	NA	429	GIN1								
MONOMAC1_3_777_R1_peak_14165	chr19	10652761	10653933	+	550	NA	promoter-TSS (ILF3)	NA	525	ILF3-AS1								
MONOMAC1_3_777_R1_peak_27103	chr7	101716810	101719798	+	549	NA	Intergenic	NA	-89008	MYL10								
MONOMAC1_3_777_R1_peak_16657	chr2	128709224	128712338	+	549	NA	Intergenic	NA	-153819	LOC101927881								
MONOMAC1_3_777_R1_peak_4866	chr11	57666721	57669628	+	549	NA	exon (ZDHHC5, exon 1 of 12)	NA	172	ZDHHC5								
MONOMAC1_3_777_R1_peak_8747	chr14	75126020	75128103	+	549	NA	promoter-TSS (NEK9)	NA	14	NEK9								
MONOMAC1_3_777_R1_peak_10002	chr15	78437017	78439504	+	549	NA	promoter-TSS (IREB2)	NA	84	IREB2								
MONOMAC1_3_777_R1_peak_5155	chr11	65774296	65780910	+	549	NA	exon (AP5B1, exon 2 of 2)	NA	2988	AP5B1								
MONOMAC1_3_777_R1_peak_24275	chr5	181241800	181245123	+	547	NA	promoter-TSS (SNORD95)	NA	-85	SNORD95								
MONOMAC1_3_777_R1_peak_15118	chr19	49928652	49929937	+	547	NA	exon (ATF5, exon 2 of 4)	NA	151	ATF5								
MONOMAC1_3_777_R1_peak_14697	chr19	38850627	38851995	+	547	NA	promoter-TSS (HNRNPL)	NA	-1334	HNRNPL								
MONOMAC1_3_777_R1_peak_28811	chr8	133297387	133298707	+	547	NA	promoter-TSS (NDRG1)	NA	-743	NDRG1								
MONOMAC1_3_777_R1_peak_13815	chr19	2269525	2270902	+	547	NA	intron (OAZ1, intron 1 of 4)	NA	692	OAZ1								
MONOMAC1_3_777_R1_peak_15522	chr2	24792622	24794438	+	547	NA	promoter-TSS (PTRHD1)	NA	68	CENPO								
MONOMAC1_3_777_R1_peak_25867	chr6	139370753	139376732	+	546	NA	exon (CITED2, exon 2 of 2)	NA	908	CITED2								
MONOMAC1_3_777_R1_peak_21598	chr3	196941005	196942528	+	546	NA	promoter-TSS (NCBP2-AS2)	NA	827	NCBP2								
MONOMAC1_3_777_R1_peak_1338	chr1	93345033	93347994	+	546	NA	promoter-TSS (LOC100131564)	NA	592	DR1								
MONOMAC1_3_777_R1_peak_5083	chr11	64777983	64778905	+	546	NA	promoter-TSS (SF1)	NA	-688	SF1								
MONOMAC1_3_777_R1_peak_14028	chr19	7271117	7273888	+	545	NA	intron (INSR, intron 1 of 21)	NA	21826	INSR								
MONOMAC1_3_777_R1_peak_23364	chr5	91379023	91380189	+	545	NA	promoter-TSS (ARRDC3-AS1)	NA	-741	ARRDC3-AS1								
MONOMAC1_3_777_R1_peak_7939	chr13	77329354	77330968	+	545	NA	Intergenic	NA	-3122	MYCBP2								
MONOMAC1_3_777_R1_peak_25543	chr6	107956135	107958189	+	545	NA	intron (SEC63, intron 1 of 20)	NA	1116	SEC63								
MONOMAC1_3_777_R1_peak_23645	chr5	131795370	131797128	+	545	NA	intron (FNIP1, intron 1 of 16)	NA	814	FNIP1								
MONOMAC1_3_777_R1_peak_30689	chrX	41332582	41335392	+	545	NA	exon (DDX3X, exon 1 of 17)	NA	589	DDX3X								
