PeakID (cmd=annotatePeaks.pl SP1.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_18976	chr2	186589813	186590118	+	0	NA	promoter-TSS (ITGAV)	NA	320	ITGAV								
Interval_30108	chr8	80874327	80874616	+	0	NA	promoter-TSS (ZNF704)	NA	-647	ZNF704								
Interval_22951	chr3	129026972	129027484	+	0	NA	intron (EFCC1, intron 2 of 7)	NA	25940	EFCC1								
Interval_29766	chr8	33566708	33567568	+	0	NA	promoter-TSS (RNF122)	NA	-10	RNF122								
Interval_7655	chr12	118680483	118680692	+	0	NA	Intergenic	NA	-300908	SRRM4								
Interval_3857	chr10	73873898	73875310	+	0	NA	promoter-TSS (CAMK2G)	NA	-22	CAMK2G								
Interval_7742	chr12	121793473	121794579	+	0	NA	promoter-TSS (RHOF)	NA	-338	RHOF								
Interval_13052	chr17	46771255	46771540	+	0	NA	intron (WNT3, intron 2 of 4)	NA	47363	WNT3								
Interval_9777	chr15	64153592	64153784	+	0	NA	intron (SNX22, intron 5 of 6)	NA	1988	SNX22								
Interval_663	chr1	25997241	25997403	+	0	NA	intron (PAFAH2, intron 1 of 10)	NA	-11466	PAFAH2								
Interval_31147	chr9	76394249	76394872	+	0	NA	promoter-TSS (RFK)	NA	-32	RFK								
Interval_2220	chr1	158177661	158178305	+	0	NA	Intergenic	NA	-2836	CD1D								
Interval_20815	chr21	42199536	42199723	+	0	NA	promoter-TSS (ABCG1)	NA	-20269	ABCG1								
Interval_4804	chr11	9060762	9061001	+	0	NA	intron (SCUBE2, intron 7 of 21)	NA	29490	MIR5691								
Interval_21176	chr22	26610420	26610700	+	0	NA	intron (CRYBA4, intron 1 of 5)	NA	2545	CRYBA4								
Interval_26612	chr6	31180429	31180947	+	0	NA	Intergenic	NA	-2789	PSORS1C3								
Interval_25919	chr5	176994528	176994839	+	0	NA	intron (UIMC1, intron 1 of 14)	NA	12090	UIMC1								
Interval_7626	chr12	116599742	116599977	+	0	NA	Intergenic	NA	40478	MAP1LC3B2								
Interval_32743	chrX	135032091	135032436	+	0	NA	promoter-TSS (FAM127A)	NA	-40	FAM127A								
Interval_31197	chr9	88534160	88535324	+	0	NA	promoter-TSS (NXNL2)	NA	-359	NXNL2								
Interval_7505	chr12	108838519	108838727	+	0	NA	intron (SSH1, intron 2 of 14)	NA	-1640	MIR619								
Interval_11032	chr16	30409488	30409808	+	0	NA	intron (ZNF771, intron 2 of 2)	NA	2234	ZNF771								
Interval_26338	chr6	20319464	20320446	+	0	NA	intron (LOC101928573, intron 2 of 2)	NA	-107553	MBOAT1								
Interval_27681	chr6	152309702	152310010	+	0	NA	exon (SYNE1, exon 90 of 147)	NA	327037	SYNE1								
Interval_23359	chr3	184803315	184803506	+	0	NA	Intergenic	NA	-30255	RP11-329B9.1								
Interval_28357	chr7	44038892	44039589	+	0	NA	exon (LINC00957, exon 1 of 3)	NA	191	LINC00957								
Interval_7579	chr12	112013882	112014807	+	0	NA	intron (ERP29, intron 1 of 1)	NA	996	ERP29								
Interval_10003	chr15	74842551	74843493	+	0	NA	promoter-TSS (ULK3)	NA	-30	ULK3								
Interval_24781	chr5	16629319	16629529	+	0	NA	intron (RP11-260E18.1, intron 3 of 3)	NA	13498	RP11-260E18.1								
Interval_24883	chr5	42756645	42756886	+	0	NA	promoter-TSS (CCDC152)	NA	-53	CCDC152								
Interval_2284	chr1	161132252	161132987	+	0	NA	promoter-TSS (DEDD)	NA	69	DEDD								
Interval_3199	chr1	246082059	246082548	+	0	NA	intron (SMYD3, intron 5 of 11)	NA	-28690	LOC101928089								
Interval_13359	chr17	62893017	62893205	+	0	NA	Intergenic	NA	-51164	MIR633								
Interval_30092	chr8	79991719	79991996	+	0	NA	intron (MRPS28, intron 2 of 2)	NA	38414	MRPS28								
Interval_32787	chrX	152830595	152831141	+	0	NA	promoter-TSS (CETN2)	NA	-99	NSDHL								
Interval_10753	chr16	14071074	14071523	+	0	NA	promoter-TSS (MKL2)	NA	-4142	MKL2								
Interval_23642	chr4	2418594	2419113	+	0	NA	promoter-TSS (ZFYVE28)	NA	-121	RP11-503N18.1								
Interval_7798	chr12	123413594	123413756	+	0	NA	Intergenic	NA	23042	RILPL2								
Interval_8740	chr14	63727655	63728367	+	0	NA	promoter-TSS (SGPP1)	NA	30	SGPP1								
Interval_8816	chr14	69133194	69133356	+	0	NA	intron (DCAF5, intron 1 of 9)	NA	19922	DCAF5								
Interval_25061	chr5	74251165	74251477	+	0	NA	Intergenic	NA	57004	LOC102503429								
Interval_23056	chr3	138842585	138842751	+	0	NA	Intergenic	NA	-7730	PIK3CB								
Interval_1569	chr1	94237395	94237880	+	0	NA	promoter-TSS (ARHGAP29)	NA	-71	ARHGAP29								
Interval_18640	chr2	128520955	128521216	+	0	NA	Intergenic	NA	-202488	HS6ST1								
Interval_27366	chr6	109440178	109441043	+	0	NA	promoter-TSS (SMPD2)	NA	-118	SMPD2								
Interval_19128	chr2	207165847	207167335	+	0	NA	promoter-TSS (KLF7)	NA	189	MIR7845								
Interval_22703	chr3	100521410	100521781	+	0	NA	intron (TMEM45A, intron 2 of 6)	NA	28950	TMEM45A								
Interval_5068	chr11	45607950	45608454	+	0	NA	Intergenic	NA	57392	CHST1								
Interval_22354	chr3	48990110	48990293	+	0	NA	promoter-TSS (LOC101928838)	NA	330	P4HTM								
Interval_27951	chr7	2406888	2407250	+	0	NA	intron (CHST12, intron 1 of 1)	NA	3509	CHST12								
Interval_19179	chr2	216683927	216684178	+	0	NA	intron (IGFBP5, intron 1 of 3)	NA	11497	IGFBP5								
Interval_4759	chr11	4607693	4608701	+	0	NA	promoter-TSS (TRIM68)	NA	62	TRIM68								
Interval_21740	chr22	49970676	49971875	+	0	NA	Intergenic	NA	8409	MIR6821								
Interval_26300	chr6	16585877	16586086	+	0	NA	intron (ATXN1, intron 4 of 8)	NA	175509	ATXN1								
Interval_8319	chr13	109400276	109400438	+	0	NA	Intergenic	NA	-190130	LOC101927627								
Interval_13290	chr17	58339442	58339663	+	0	NA	intron (BZRAP1-AS1, intron 3 of 4)	NA	2350	BZRAP1-AS1								
Interval_30899	chr9	14693200	14693427	+	0	NA	promoter-TSS (ZDHHC21)	NA	169	ZDHHC21								
Interval_28096	chr7	11831743	11831944	+	0	NA	exon (THSD7A, exon 1 of 26)	NA	354	THSD7A								
Interval_1650	chr1	108646545	108647125	+	0	NA	Intergenic	NA	14287	HENMT1								
Interval_1987	chr1	151511007	151511614	+	0	NA	promoter-TSS (CGN)	NA	-76	CGN								
Interval_24225	chr4	103019418	103019984	+	0	NA	promoter-TSS (SLC9B1)	NA	-15606	SLC9B1								
Interval_26193	chr6	8435213	8435916	+	0	NA	promoter-TSS (SLC35B3)	NA	3	SLC35B3								
Interval_20760	chr21	37426920	37427111	+	0	NA	intron (DYRK1A, intron 1 of 10)	NA	6715	DYRK1A								
Interval_17629	chr2	25877704	25877878	+	0	NA	intron (ASXL2, intron 1 of 12)	NA	652	ASXL2								
Interval_240	chr1	7954038	7954556	+	0	NA	Intergenic	NA	-7625	PARK7								
Interval_19278	chr2	222866586	222866947	+	0	NA	intron (ACSL3, intron 1 of 16)	NA	5752	ACSL3								
Interval_25693	chr5	151215264	151215451	+	0	NA	intron (CCDC69, intron 1 of 8)	NA	8736	CCDC69								
Interval_7766	chr12	122266125	122266666	+	0	NA	exon (VPS33A, exon 1 of 13)	NA	126	VPS33A								
Interval_13803	chr17	79796582	79797852	+	0	NA	promoter-TSS (CBX8)	NA	-101	CBX8								
Interval_13621	chr17	75755274	75755537	+	0	NA	intron (ITGB4, intron 34 of 39)	NA	9794	GALK1								
Interval_26397	chr6	26055118	26055872	+	0	NA	TTS (HIST1H1C)	NA	976	HIST1H1C								
Interval_28296	chr7	37732351	37732599	+	0	NA	intron (GPR141, intron 1 of 1)	NA	-7919	GPR141								
Interval_27583	chr6	142232540	142232731	+	0	NA	Intergenic	NA	-69284	GPR126								
Interval_29478	chr8	11347031	11347222	+	0	NA	intron (TDH, intron 1 of 8)	NA	7489	TDH								
Interval_18463	chr2	106192978	106193164	+	0	NA	intron (UXS1, intron 1 of 13)	NA	-54190	UXS1								
Interval_24807	chr5	31638690	31639392	+	0	NA	promoter-TSS (PDZD2)	NA	157	LOC102723865								
Interval_6253	chr11	125062850	125063346	+	0	NA	promoter-TSS (SLC37A2)	NA	-19	SLC37A2								
Interval_31753	chr9	129080552	129081535	+	0	NA	promoter-TSS (DOLPP1)	NA	-61	DOLPP1								
Interval_4245	chr10	103192789	103193529	+	0	NA	intron (NT5C2, intron 1 of 19)	NA	147	NT5C2								
Interval_27568	chr6	139291814	139292116	+	0	NA	exon (TXLNB, exon 1 of 10)	NA	106	TXLNB								
Interval_17940	chr2	55269087	55269528	+	0	NA	promoter-TSS (MTIF2)	NA	-128	MTIF2								
Interval_10803	chr16	18969324	18969634	+	0	NA	Intergenic	NA	-14455	TMC7								
Interval_9211	chr14	102568195	102568386	+	0	NA	Intergenic	NA	28646	MIR4309								
Interval_9373	chr15	25863327	25863663	+	0	NA	promoter-TSS (ATP10A)	NA	-293	ATP10A								
Interval_26423	chr6	26230519	26230800	+	0	NA	Intergenic	NA	4329	HIST1H1D								
Interval_25951	chr5	177491427	177491789	+	0	NA	intron (PDLIM7, intron 4 of 7)	NA	5997	PDLIM7								
Interval_18414	chr2	100562548	100563465	+	0	NA	promoter-TSS (PDCL3)	NA	50	PDCL3								
Interval_26810	chr6	35729071	35729262	+	0	NA	promoter-TSS (FKBP5)	NA	-4624	ARMC12								
Interval_1174	chr1	44730406	44731549	+	0	NA	TTS (RNU5D-1)	NA	191	RNU5D-1								
Interval_16826	chr19	48330079	48330828	+	0	NA	TTS (EMP3)	NA	5081	EMP3								
Interval_19641	chr20	2800567	2800899	+	0	NA	promoter-TSS (CPXM1)	NA	-87	CPXM1								
Interval_8042	chr13	28574708	28574882	+	0	NA	Intergenic	NA	-79667	FLT1								
Interval_11493	chr16	71289012	71289811	+	0	NA	promoter-TSS (CMTR2)	NA	16	CMTR2								
Interval_18654	chr2	129812093	129812373	+	0	NA	Intergenic	NA	-110944	AC079776.3								
Interval_24670	chr5	472872	473645	+	0	NA	promoter-TSS (PP7080)	NA	-293	PP7080								
Interval_1502	chr1	89272839	89273076	+	0	NA	promoter-TSS (GBP5)	NA	-96	GBP5								
Interval_18922	chr2	174788425	174788901	+	0	NA	Intergenic	NA	-24191	CHRNA1								
Interval_8346	chr13	112688577	112688746	+	0	NA	Intergenic	NA	-1387	ATP11A								
Interval_7829	chr12	124568487	124568959	+	0	NA	Intergenic	NA	-1259	NCOR2								
Interval_7121	chr12	57111263	57111500	+	0	NA	promoter-TSS (STAT6)	NA	32	STAT6								
Interval_10178	chr15	85580367	85580599	+	0	NA	exon (AKAP13, exon 7 of 38)	NA	-38873	AKAP13								
Interval_4066	chr10	92689430	92690372	+	0	NA	promoter-TSS (HHEX)	NA	-23	HHEX								
Interval_11094	chr16	31134258	31134446	+	0	NA	intron (PRSS8, intron 2 of 5)	NA	1478	PRSS8								
Interval_32	chr1	1079886	1080078	+	0	NA	Intergenic	NA	-5675	RNF223								
Interval_24103	chr4	78942573	78942748	+	0	NA	Intergenic	NA	-3232	PAQR3								
Interval_15183	chr19	7679003	7679194	+	0	NA	exon (C19orf59, exon 7 of 7)	NA	-1723	TRAPPC5								
Interval_1217	chr1	46245016	46245207	+	0	NA	Intergenic	NA	-2584	RAD54L								
Interval_17642	chr2	26412420	26412693	+	0	NA	intron (DRC1, intron 1 of 16)	NA	-8732	DRC1								
Interval_29166	chr7	143240481	143240692	+	0	NA	Intergenic	NA	18507	TAS2R40								
Interval_31082	chr9	36855634	36855799	+	0	NA	intron (PAX5, intron 6 of 7)	NA	8592	MIR4540								
Interval_22289	chr3	46979248	46979953	+	0	NA	promoter-TSS (NBEAL2)	NA	-2833	CCDC12								
Interval_4050	chr10	91796385	91796576	+	0	NA	intron (TNKS2-AS1, intron 1 of 1)	NA	1811	TNKS2-AS1								
Interval_32524	chrX	68828631	68829131	+	0	NA	promoter-TSS (EFNB1)	NA	-116	EFNB1								
Interval_21434	chr22	38213391	38213619	+	0	NA	intron (MAFF, intron 1 of 2)	NA	11573	MAFF								
Interval_1994	chr1	151790257	151791152	+	0	NA	promoter-TSS (TDRKH)	NA	-118	LOC101927929								
Interval_32295	chrX	24024959	24026073	+	0	NA	promoter-TSS (KLHL15)	NA	-199	KLHL15								
Interval_22891	chr3	126984035	126984357	+	0	NA	Intergenic	NA	-4325	PLXNA1								
Interval_21253	chr22	30802708	30803144	+	0	NA	intron (OSBP2, intron 1 of 12)	NA	38673	OSBP2								
Interval_10083	chr15	78264367	78264854	+	0	NA	promoter-TSS (DNAJA4)	NA	40	DNAJA4								
Interval_7101	chr12	56635646	56635837	+	0	NA	intron (BAZ2A, intron 2 of 30)	NA	8013	SNORD59B								
Interval_9927	chr15	70535916	70536078	+	0	NA	Intergenic	NA	50609	LOC101929151								
Interval_12590	chr17	31493128	31493528	+	0	NA	intron (RAB11FIP4, intron 1 of 12)	NA	-41555	MIR4724								
Interval_19998	chr20	35174827	35175148	+	0	NA	intron (PROCR, intron 2 of 3)	NA	3833	PROCR								
Interval_16998	chr19	49916959	49917155	+	0	NA	intron (NUP62, intron 1 of 1)	NA	-11645	ATF5								
Interval_2610	chr1	201456957	201457173	+	0	NA	Intergenic	NA	12106	PHLDA3								
Interval_23322	chr3	183287617	183287779	+	0	NA	intron (MCF2L2, intron 14 of 29)	NA	22354	B3GNT5								
Interval_3959	chr10	80203236	80203398	+	0	NA	intron (ANXA11, intron 1 of 16)	NA	-1924	ANXA11								
Interval_24802	chr5	27465289	27465460	+	0	NA	Intergenic	NA	-6918	LINC01021								
Interval_12122	chr17	7204784	7205563	+	0	NA	promoter-TSS (DLG4)	NA	-10	DLG4								
Interval_20232	chr20	48846707	48847234	+	0	NA	Intergenic	NA	-126231	ARFGEF2								
Interval_19681	chr20	4060172	4060400	+	0	NA	Intergenic	NA	-44742	RNF24								
Interval_23430	chr3	190513453	190514283	+	0	NA	promoter-TSS (IL1RAP)	NA	-183	IL1RAP								
Interval_31453	chr9	112175419	112175581	+	0	NA	promoter-TSS (SUSD1)	NA	-203	SUSD1								
Interval_27141	chr6	67877357	67877531	+	0	NA	Intergenic	NA	-163479	LOC102723883								
Interval_21090	chr22	22063352	22063514	+	0	NA	Intergenic	NA	35127	LOC102724653								
Interval_4680	chr11	1771883	1772054	+	0	NA	Intergenic	NA	-7976	CTSD								
Interval_30552	chr8	133296099	133296579	+	0	NA	intron (NDRG1, intron 1 of 14)	NA	965	NDRG1								
Interval_19809	chr20	19934851	19935132	+	0	NA	promoter-TSS (RIN2)	NA	-82299	NAA20								
Interval_7194	chr12	66268623	66268874	+	0	NA	Intergenic	NA	17666	MIR6502								
Interval_20556	chr20	64079276	64080399	+	0	NA	promoter-TSS (OPRL1)	NA	134	RGS19								
Interval_20825	chr21	42403752	42404236	+	0	NA	promoter-TSS (UBASH3A)	NA	82	UBASH3A								
Interval_18665	chr2	130864855	130865261	+	0	NA	intron (ARHGEF4, intron 1 of 6)	NA	-51593	ARHGEF4								
Interval_31745	chr9	128902381	128902796	+	0	NA	intron (LRRC8A, intron 2 of 3)	NA	7801	LOC101929291								
Interval_9994	chr15	74780995	74781172	+	0	NA	Intergenic	NA	-1001	CSK								
Interval_749	chr1	27525493	27526210	+	0	NA	Intergenic	NA	-35684	WASF2								
Interval_25536	chr5	140244585	140244898	+	0	NA	TTS (PFDN1)	NA	58363	PFDN1								
Interval_4604	chr11	327054	327238	+	0	NA	Intergenic	NA	-6232	IFITM3								
Interval_1740	chr1	112706861	112707534	+	0	NA	promoter-TSS (RHOC)	NA	-141	RHOC								
Interval_22093	chr3	32238248	32239044	+	0	NA	promoter-TSS (CMTM8)	NA	-33	CMTM8								
Interval_7382	chr12	98515124	98515852	+	0	NA	promoter-TSS (TMPO)	NA	-94	TMPO								
Interval_27312	chr6	106163489	106163680	+	0	NA	Intergenic	NA	75878	PRDM1								
Interval_1109	chr1	41751318	41751582	+	0	NA	intron (HIVEP3, intron 1 of 8)	NA	167257	HIVEP3								
Interval_13103	chr17	48444562	48444793	+	0	NA	promoter-TSS (LOC101927166)	NA	-156	LOC101927166								
Interval_4651	chr11	925641	926468	+	0	NA	exon (AP2A2, exon 1 of 21)	NA	206	AP2A2								
Interval_11418	chr16	67892877	67893539	+	0	NA	promoter-TSS (PSKH1)	NA	-64	PSKH1								
Interval_7849	chr12	124939521	124940019	+	0	NA	promoter-TSS (TRNAD16)	NA	-52	TRNAD16								
Interval_11215	chr16	53776145	53776408	+	0	NA	intron (FTO, intron 1 of 8)	NA	72313	FTO								
Interval_13866	chr17	81101713	81102074	+	0	NA	intron (BAIAP2, intron 7 of 13)	NA	23420	MIR657								
Interval_32347	chrX	40169653	40169853	+	0	NA	intron (BCOR, intron 1 of 14)	NA	4165	LOC102724413								
Interval_29740	chr8	30155693	30156003	+	0	NA	promoter-TSS (DCTN6)	NA	-449	DCTN6								
Interval_126	chr1	2556368	2556612	+	0	NA	promoter-TSS (TNFRSF14)	NA	-99	TNFRSF14								
Interval_25753	chr5	158954104	158954266	+	0	NA	intron (EBF1, intron 6 of 15)	NA	93497	LOC101927713								
Interval_1157	chr1	43991324	43992241	+	0	NA	TTS (B4GALT2)	NA	174	CCDC24								
Interval_17828	chr2	43109231	43109697	+	0	NA	Intergenic	NA	-7019	LOC100506047								
Interval_31980	chr9	136362793	136363990	+	0	NA	TTS (CARD9)	NA	420	DNLZ								
Interval_22213	chr3	43105453	43105690	+	0	NA	intron (POMGNT2, intron 1 of 2)	NA	512	POMGNT2								
Interval_106	chr1	2259037	2259234	+	0	NA	intron (SKI, intron 1 of 6)	NA	18633	SKI								
Interval_29699	chr8	28339307	28339546	+	0	NA	exon (PNOC, exon 2 of 3)	NA	778	PNOC								
Interval_32723	chrX	132023557	132023719	+	0	NA	promoter-TSS (MST4)	NA	30	MST4								
Interval_20891	chr21	44878695	44878980	+	0	NA	Intergenic	NA	-4934	PTTG1IP								
Interval_10223	chr15	89751281	89751520	+	0	NA	promoter-TSS (MESP1)	NA	-91	MESP1								
Interval_10883	chr16	24273631	24273793	+	0	NA	intron (CACNG3, intron 1 of 3)	NA	18159	CACNG3								
Interval_20704	chr21	34614889	34615628	+	0	NA	promoter-TSS (RCAN1)	NA	-54131	CLIC6								
Interval_28977	chr7	123557630	123558290	+	0	NA	promoter-TSS (NDUFA5)	NA	-56	NDUFA5								
Interval_7561	chr12	111407037	111407360	+	0	NA	intron (SH2B3, intron 1 of 7)	NA	-37690	SH2B3								
Interval_23575	chr4	726476	726790	+	0	NA	intron (PCGF3, intron 1 of 10)	NA	20851	PCGF3								
Interval_11870	chr16	90019423	90019793	+	0	NA	promoter-TSS (DBNDD1)	NA	-2992	GAS8								
Interval_25378	chr5	132364440	132364630	+	0	NA	TTS (MIR3936)	NA	999	MIR3936								
Interval_17292	chr19	55598227	55598455	+	0	NA	intron (FIZ1, intron 1 of 2)	NA	1186	FIZ1								
Interval_473	chr1	18645313	18645504	+	0	NA	intron (PAX7, intron 4 of 7)	NA	14402	PAX7								
Interval_3031	chr1	229935107	229935366	+	0	NA	Intergenic	NA	-49442	LOC101927504								
Interval_11361	chr16	66746791	66747057	+	0	NA	intron (DYNC1LI2, intron 3 of 12)	NA	4698	DYNC1LI2								
Interval_5355	chr11	63986188	63986894	+	0	NA	intron (OTUB1, intron 1 of 6)	NA	688	OTUB1								
Interval_23236	chr3	169812339	169813182	+	0	NA	promoter-TSS (LRRC34)	NA	29	LRRC34								
Interval_13343	chr17	61416845	61417087	+	0	NA	Intergenic	NA	5215	C17orf82								
Interval_28147	chr7	23106168	23106457	+	0	NA	promoter-TSS (KLHL7-AS1)	NA	96	KLHL7								
Interval_10609	chr16	4016601	4017050	+	0	NA	intron (ADCY9, intron 2 of 10)	NA	-64660	LOC102724927								
Interval_19564	chr20	347699	348414	+	0	NA	promoter-TSS (NRSN2)	NA	622	NRSN2								
Interval_16688	chr19	45882765	45882969	+	0	NA	TTS (IRF2BP1)	NA	3251	IRF2BP1								
Interval_21269	chr22	31248106	31248487	+	0	NA	promoter-TSS (LIMK2)	NA	-66	LIMK2								
Interval_6538	chr12	8251605	8251932	+	0	NA	Intergenic	NA	-8822	FAM86FP								
Interval_9757	chr15	63374622	63374951	+	0	NA	intron (CA12, intron 2 of 10)	NA	7090	CA12								
Interval_20968	chr22	17281594	17281785	+	0	NA	Intergenic	NA	-14956	CECR3								
Interval_11689	chr16	86213209	86213442	+	0	NA	Intergenic	NA	-12384	LOC101928582								
Interval_2079	chr1	154870280	154870522	+	0	NA	promoter-TSS (KCNN3)	NA	-10539	KCNN3								
Interval_18170	chr2	73926607	73927308	+	0	NA	promoter-TSS (DGUOK)	NA	131	DGUOK								
Interval_12075	chr17	4966946	4968324	+	0	NA	promoter-TSS (SPAG7)	NA	-468	SPAG7								
Interval_30396	chr8	121811566	121812198	+	0	NA	Intergenic	NA	-170492	HAS2								
Interval_18039	chr2	65166597	65166789	+	0	NA	Intergenic	NA	-36392	RAB1A								
Interval_23703	chr4	4859440	4859749	+	0	NA	promoter-TSS (MSX1)	NA	-71	MSX1								
Interval_10926	chr16	27549503	27550428	+	0	NA	promoter-TSS (KIAA0556)	NA	-35	GTF3C1								
Interval_25404	chr5	133051510	133052318	+	0	NA	promoter-TSS (HSPA4)	NA	-56	HSPA4								
Interval_22648	chr3	72446645	72447575	+	0	NA	promoter-TSS (RYBP)	NA	-487	RYBP								
Interval_20300	chr20	51022941	51023600	+	0	NA	promoter-TSS (KCNG1)	NA	-187	KCNG1								
Interval_3777	chr10	71108032	71108316	+	0	NA	Intergenic	NA	-104361	UNC5B								
Interval_4352	chr10	118046404	118047295	+	0	NA	promoter-TSS (CASC2)	NA	28	CASC2								
Interval_20391	chr20	59577321	59577521	+	0	NA	promoter-TSS (PHACTR3)	NA	-88	PHACTR3								
Interval_3527	chr10	35126459	35127530	+	0	NA	promoter-TSS (CREM)	NA	-40545	CREM								
Interval_386	chr1	14924516	14924837	+	0	NA	intron (KAZN, intron 1 of 7)	NA	-21243	KAZN								
Interval_21133	chr22	24156846	24157499	+	0	NA	intron (CABIN1, intron 29 of 36)	NA	-24304	SUSD2								
Interval_13464	chr17	68168726	68168932	+	0	NA	Intergenic	NA	-29831	LOC440461								
Interval_4138	chr10	98414887	98415285	+	0	NA	exon (PYROXD2, exon 1 of 16)	NA	828	PYROXD2								
Interval_9434	chr15	35019365	35019771	+	0	NA	Intergenic	NA	-31272	ZNF770								
Interval_25671	chr5	150656558	150657073	+	0	NA	exon (SYNPO, exon 3 of 3)	NA	-4026	MYOZ3								
Interval_27258	chr6	89940566	89940748	+	0	NA	intron (BACH2, intron 3 of 4)	NA	46188	GJA10								
Interval_23266	chr3	172698725	172698887	+	0	NA	intron (NCEH1, intron 1 of 4)	NA	12412	NCEH1								
Interval_25537	chr5	140251617	140251788	+	0	NA	intron (PFDN1, intron 3 of 3)	NA	51402	PFDN1								
Interval_8139	chr13	42992175	42992406	+	0	NA	promoter-TSS (EPSTI1)	NA	-19	EPSTI1								
Interval_2339	chr1	165851112	165851334	+	0	NA	intron (UCK2, intron 1 of 6)	NA	23728	UCK2								
Interval_22985	chr3	130093745	130094416	+	0	NA	intron (ALG1L2, intron 4 of 7)	NA	12249	ALG1L2								
Interval_26177	chr6	7312908	7313542	+	0	NA	promoter-TSS (SSR1)	NA	83	SSR1								
Interval_6109	chr11	118198274	118198719	+	0	NA	intron (AMICA1, intron 6 of 8)	NA	14863	AMICA1								
Interval_8658	chr14	54169610	54169828	+	0	NA	Intergenic	NA	-215167	BMP4								
Interval_13738	chr17	78127183	78127496	+	0	NA	promoter-TSS (TMC6)	NA	-691	TMC6								
Interval_18085	chr2	69178109	69178996	+	0	NA	intron (ANTXR1, intron 14 of 17)	NA	74825	MIR3126								
Interval_16641	chr19	45434329	45434520	+	0	NA	intron (ERCC1, intron 1 of 8)	NA	-2230	MIR6088								
Interval_4398	chr10	121069278	121069473	+	0	NA	Intergenic	NA	-109325	LINC01153								
Interval_10309	chr15	93761113	93761275	+	0	NA	intron (LOC283682, intron 4 of 5)	NA	-104313	LOC101927153								
Interval_18421	chr2	101041555	101041717	+	0	NA	intron (TBC1D8, intron 5 of 19)	NA	39407	RPL31								
Interval_14881	chr19	2866796	2867650	+	0	NA	promoter-TSS (ZNF556)	NA	-118	ZNF556								
Interval_13402	chr17	64326479	64326898	+	0	NA	intron (PECAM1, intron 14 of 14)	NA	-63365	TEX2								
Interval_3629	chr10	48655054	48655255	+	0	NA	intron (ARHGAP22, intron 1 of 10)	NA	-50023	ARHGAP22								
Interval_9104	chr14	94394608	94394923	+	0	NA	Intergenic	NA	-4073	SERPINA1								
Interval_6374	chr12	1690631	1691574	+	0	NA	promoter-TSS (ADIPOR2)	NA	21	ADIPOR2								
Interval_5421	chr11	64844179	64845185	+	0	NA	promoter-TSS (CDC42BPG)	NA	-113	CDC42BPG								
