PeakID (cmd=annotatePeaks.pl ZMYND8.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_12017	chr19	45177928	45179186	+	0	NA	promoter-TSS (TRAPPC6A)	NA	-188	BLOC1S3								
Interval_10970	chr19	3366672	3367060	+	0	NA	intron (NFIC, intron 1 of 10)	NA	299	NFIC								
Interval_21160	chr7	23014102	23014413	+	0	NA	promoter-TSS (FAM126A)	NA	-62	FAM126A								
Interval_1118	chr1	109075825	109076289	+	0	NA	promoter-TSS (TAF13)	NA	-55	TAF13								
Interval_2263	chr1	236281788	236282258	+	0	NA	promoter-TSS (ERO1LB)	NA	16	ERO1LB								
Interval_358	chr1	24321721	24322010	+	0	NA	intron (GRHL3, intron 1 of 15)	NA	2543	GRHL3								
Interval_19045	chr5	140321707	140322272	+	0	NA	Intergenic	NA	-18903	PFDN1								
Interval_3797	chr11	47376655	47377143	+	0	NA	intron (SPI1, intron 1 of 4)	NA	1677	SPI1								
Interval_22445	chr8	30090919	30091112	+	0	NA	Intergenic	NA	-4391	LEPROTL1								
Interval_5254	chr12	57239156	57239443	+	0	NA	intron (NDUFA4L2, intron 1 of 4)	NA	1463	NDUFA4L2								
Interval_17219	chr3	184314423	184315533	+	0	NA	promoter-TSS (EIF4G1)	NA	483	EIF4G1								
Interval_15963	chr3	5199374	5199620	+	0	NA	intron (EDEM1, intron 2 of 11)	NA	11790	EDEM1								
Interval_24047	chr9	121074385	121075441	+	0	NA	promoter-TSS (CNTRL)	NA	-24637	C5								
Interval_16609	chr3	67290560	67290745	+	0	NA	Intergenic	NA	65152	MIR4272								
Interval_10487	chr18	39318102	39318313	+	0	NA	intron (LINC00669, intron 3 of 3)	NA	-8858	LOC101927879								
Interval_9100	chr17	7687459	7687682	+	0	NA	promoter-TSS (TP53)	NA	-20	TP53								
Interval_22926	chr8	98540709	98540919	+	0	NA	intron (STK3, intron 11 of 12)	NA	58104	STK3								
Interval_22696	chr8	61714501	61714999	+	0	NA	promoter-TSS (ASPH)	NA	-82	MIR4470								
Interval_2799	chr10	71850851	71851481	+	0	NA	intron (PSAP, intron 1 of 14)	NA	159	PSAP								
Interval_3941	chr11	62726844	62727882	+	0	NA	promoter-TSS (TTC9C)	NA	21	HNRNPUL2-BSCL2								
Interval_21945	chr7	136845937	136846231	+	0	NA	Intergenic	NA	-23153	CHRM2								
Interval_24873	chrX	136780721	136780937	+	0	NA	exon (ARHGEF6, exon 1 of 20)	NA	515	ARHGEF6								
Interval_580	chr1	35268410	35269082	+	0	NA	promoter-TSS (ZMYM4)	NA	-104	ZMYM4								
Interval_5578	chr12	108691543	108691945	+	0	NA	intron (CORO1C, intron 2 of 10)	NA	39099	CORO1C								
Interval_10617	chr18	58754605	58755153	+	0	NA	Intergenic	NA	-83350	LOC101927322								
Interval_18882	chr5	126972515	126972814	+	0	NA	intron (MARCH3, intron 1 of 3)	NA	58144	MARCH3								
Interval_5842	chr12	124989075	124989304	+	0	NA	promoter-TSS (DHX37)	NA	-68	DHX37								
Interval_4474	chr11	111871390	111871675	+	0	NA	promoter-TSS (ALG9)	NA	-251	ALG9								
Interval_19188	chr5	151215286	151215481	+	0	NA	intron (CCDC69, intron 1 of 8)	NA	8710	CCDC69								
Interval_1498	chr1	157734405	157734580	+	0	NA	Intergenic	NA	-33729	FCRL3								
Interval_24691	chrX	54529827	54530274	+	0	NA	promoter-TSS (GNL3L)	NA	-161	GNL3L								
Interval_19003	chr5	138032302	138033295	+	0	NA	exon (FAM13B, exon 1 of 22)	NA	315	FAM13B								
Interval_14163	chr2	233080396	233080621	+	0	NA	intron (INPP5D, intron 2 of 26)	NA	20182	INPP5D								
Interval_11969	chr19	44112126	44112297	+	0	NA	intron (LOC100379224, intron 1 of 1)	NA	972	LOC100379224								
Interval_14078	chr2	224894362	224894650	+	0	NA	intron (DOCK10, intron 4 of 56)	NA	88017	DOCK10								
Interval_18920	chr5	132467805	132467980	+	0	NA	intron (C5orf56, intron 3 of 3)	NA	22881	IRF1								
Interval_16168	chr3	30613415	30613623	+	0	NA	intron (TGFBR2, intron 1 of 6)	NA	7017	TGFBR2								
Interval_2322	chr1	245279394	245279625	+	0	NA	intron (KIF26B, intron 2 of 14)	NA	124524	KIF26B								
Interval_16949	chr3	133574285	133574781	+	0	NA	promoter-TSS (CDV3)	NA	-14	CDV3								
Interval_10255	chr17	82231696	82232328	+	0	NA	promoter-TSS (SLC16A3)	NA	-3762	SLC16A3								
Interval_6519	chr14	64363346	64363517	+	0	NA	Intergenic	NA	-15820	TEX21P								
Interval_17872	chr4	88284509	88284959	+	0	NA	promoter-TSS (PPM1K)	NA	-170	RP11-10L7.1								
Interval_17543	chr4	14877379	14877612	+	0	NA	Intergenic	NA	124550	CPEB2-AS1								
Interval_11837	chr19	40360968	40361138	+	0	NA	intron (PLD3, intron 1 of 11)	NA	-8834	MIR6796								
Interval_5043	chr12	45727020	45728117	+	0	NA	exon (LINC00938, exon 1 of 1)	NA	353	LINC00938								
Interval_11330	chr19	13155951	13156237	+	0	NA	Intergenic	NA	5626	IER2								
Interval_2999	chr10	90047181	90047794	+	0	NA	Intergenic	NA	-90114	RP11-478K7.2								
Interval_11536	chr19	18374186	18375065	+	0	NA	Intergenic	NA	-11533	GDF15								
Interval_12810	chr2	38778099	38778314	+	0	NA	promoter-TSS (GEMIN6)	NA	-1195	GEMIN6								
Interval_18444	chr5	40356035	40356454	+	0	NA	Intergenic	NA	303953	LINC00603								
Interval_7460	chr15	69034423	69034593	+	0	NA	intron (NOX5, intron 5 of 15)	NA	19813	NOX5								
Interval_17896	chr4	95596700	95596974	+	0	NA	Intergenic	NA	-47627	UNC5C								
Interval_8436	chr16	53099515	53100048	+	0	NA	intron (CHD9, intron 1 of 38)	NA	-108210	CHD9								
Interval_20003	chr6	33200170	33201006	+	0	NA	promoter-TSS (SLC39A7)	NA	-238	SLC39A7								
Interval_20070	chr6	36027510	36027842	+	0	NA	promoter-TSS (MAPK14)	NA	-1413	MAPK14								
Interval_24508	chrX	15737972	15738332	+	0	NA	promoter-TSS (CA5B)	NA	-7391	CA5B								
Interval_1039	chr1	93079047	93079570	+	0	NA	promoter-TSS (MTF2)	NA	73	MTF2								
Interval_20842	chr6	158999624	159000187	+	0	NA	exon (RSPH3, exon 1 of 8)	NA	261	RSPH3								
Interval_2822	chr10	72334678	72335798	+	0	NA	exon (DNAJB12, exon 8 of 8)	NA	19762	DNAJB12								
Interval_10432	chr18	23528661	23529039	+	0	NA	intron (C18orf8, intron 12 of 17)	NA	25380	C18orf8								
Interval_16255	chr3	42600253	42601158	+	0	NA	promoter-TSS (NKTR)	NA	30	NKTR								
Interval_23972	chr9	112809314	112809750	+	0	NA	intron (SNX30, intron 2 of 8)	NA	58678	SNX30								
Interval_22023	chr7	149127463	149127662	+	0	NA	intron (ZNF398, intron 1 of 6)	NA	-1216	ZNF425								
Interval_23178	chr8	129420648	129421061	+	0	NA	Intergenic	NA	63288	MIR3686								
Interval_22151	chr8	2002788	2003283	+	0	NA	exon (KBTBD11, exon 2 of 2)	NA	5767	KBTBD11								
Interval_271	chr1	17629626	17629857	+	0	NA	intron (ARHGEF10L, intron 7 of 19)	NA	89870	ARHGEF10L								
Interval_23817	chr9	96778007	96778301	+	0	NA	promoter-TSS (ZNF510)	NA	-103	ZNF510								
Interval_5371	chr12	76084566	76085015	+	0	NA	promoter-TSS (NAP1L1)	NA	168	NAP1L1								
Interval_5801	chr12	123457954	123458721	+	0	NA	intron (SNRNP35, intron 1 of 1)	NA	403	SNRNP35								
Interval_4983	chr12	29380585	29381400	+	0	NA	intron (ERGIC2, intron 1 of 13)	NA	218	ERGIC2								
Interval_11276	chr19	11559146	11559535	+	0	NA	promoter-TSS (ELOF1)	NA	-55	LOC101928434								
Interval_9048	chr17	6755647	6756101	+	0	NA	promoter-TSS (XAF1)	NA	-168	XAF1								
Interval_2617	chr10	44959498	44959821	+	0	NA	promoter-TSS (RASSF4)	NA	30	TMEM72-AS1								
Interval_15235	chr21	38805020	38806338	+	0	NA	promoter-TSS (ETS2)	NA	-767	ETS2								
Interval_20328	chr6	67886777	67888268	+	0	NA	Intergenic	NA	-153401	LOC102723883								
Interval_592	chr1	36155771	36156151	+	0	NA	promoter-TSS (MAP7D1)	NA	92	TRAPPC3								
Interval_20083	chr6	36628937	36629512	+	0	NA	Intergenic	NA	-6758	MIR3925								
Interval_20403	chr6	87723325	87723541	+	0	NA	Intergenic	NA	-21166	AKIRIN2								
Interval_2591	chr10	42552656	42553120	+	0	NA	promoter-TSS (ZNF37BP)	NA	-56	ZNF37BP								
Interval_13058	chr2	66439163	66439667	+	0	NA	promoter-TSS (MEIS1)	NA	-183	MEIS1								
Interval_5056	chr12	47721566	47721831	+	0	NA	intron (ENDOU, intron 1 of 9)	NA	3874	ENDOU								
Interval_10000	chr17	73291425	73291812	+	0	NA	intron (CDC42EP4, intron 1 of 1)	NA	19689	CDC42EP4								
Interval_4453	chr11	108008772	108009359	+	0	NA	exon (CUL5, exon 1 of 19)	NA	167	CUL5								
Interval_14330	chr20	1946662	1946932	+	0	NA	promoter-TSS (RP4-684O24.5)	NA	-449	RP4-684O24.5								
Interval_7796	chr15	93179106	93179350	+	0	NA	Intergenic	NA	-26844	UNQ9370								
Interval_7456	chr15	68817597	68818193	+	0	NA	intron (ANP32A, intron 1 of 5)	NA	3027	ANP32A								
Interval_10538	chr18	49228333	49228520	+	0	NA	intron (DYM, intron 13 of 13)	NA	-178658	MIR4744								
Interval_19269	chr5	168794318	168794764	+	0	NA	intron (SLIT3, intron 10 of 35)	NA	-26286	MIR218-2								
Interval_3184	chr10	106836984	106837319	+	0	NA	intron (SORCS1, intron 2 of 23)	NA	327557	SORCS1								
Interval_7416	chr15	66356412	66356904	+	0	NA	promoter-TSS (TIPIN)	NA	57	TIPIN								
Interval_3990	chr11	64285296	64285933	+	0	NA	promoter-TSS (BAD)	NA	803	GPR137								
Interval_18762	chr5	97399399	97399644	+	0	NA	Intergenic	NA	-105175	LOC102546227								
Interval_14448	chr20	11267403	11267579	+	0	NA	exon (LOC339593, exon 2 of 2)	NA	5892	LOC339593								
Interval_2296	chr1	243254652	243256187	+	0	NA	promoter-TSS (SDCCAG8)	NA	563	CEP170								
Interval_22577	chr8	42802974	42804278	+	0	NA	Intergenic	NA	-34840	CHRNA6								
Interval_10225	chr17	81832746	81833096	+	0	NA	TTS (PPP1R27)	NA	373	FAM195B								
Interval_2596	chr10	43129435	43129634	+	0	NA	exon (RET, exon 20 of 20)	NA	-8911	CSGALNACT2								
Interval_20188	chr6	42894034	42894305	+	0	NA	Intergenic	NA	-3353	C6orf226								
Interval_671	chr1	40531782	40531972	+	0	NA	intron (ZNF684, intron 1 of 4)	NA	316	ZNF684								
Interval_10451	chr18	26642516	26642721	+	0	NA	intron (KCTD1, intron 1 of 4)	NA	-51083	MIR8057								
Interval_23286	chr8	140464258	140465308	+	0	NA	Intergenic	NA	-7021	TRAPPC9								
Interval_18371	chr5	17382035	17382288	+	0	NA	intron (LOC401177, intron 2 of 2)	NA	5149	LOC401177								
Interval_11437	chr19	16367220	16367682	+	0	NA	intron (EPS15L1, intron 21 of 22)	NA	42611	KLF2								
Interval_522	chr1	31482875	31483833	+	0	NA	Intergenic	NA	-16731	RP11-439L8.3								
Interval_496	chr1	28552508	28552732	+	0	NA	promoter-TSS (TRNAU1AP)	NA	-397	TRNAU1AP								
Interval_16638	chr3	72487502	72487754	+	0	NA	Intergenic	NA	-41005	RYBP								
Interval_12549	chr2	10296197	10296495	+	0	NA	intron (LOC101929691, intron 2 of 2)	NA	5947	LOC101929691								
Interval_21565	chr7	77187296	77187520	+	0	NA	intron (CCDC146, intron 2 of 18)	NA	12425	FGL2								
Interval_214	chr1	14778252	14778426	+	0	NA	intron (KAZN, intron 1 of 14)	NA	374125	TMEM51-AS1								
Interval_11413	chr19	15464208	15464451	+	0	NA	promoter-TSS (RASAL3)	NA	-278	RASAL3								
Interval_7867	chr16	327222	327845	+	0	NA	intron (AXIN1, intron 2 of 10)	NA	25143	AXIN1								
Interval_1663	chr1	178126908	178127078	+	0	NA	intron (RASAL2, intron 1 of 17)	NA	-33000	RASAL2-AS1								
Interval_18734	chr5	94433442	94433676	+	0	NA	intron (KIAA0825, intron 14 of 20)	NA	185045	KIAA0825								
Interval_10880	chr19	1672100	1672372	+	0	NA	Intergenic	NA	-20961	TCF3								
Interval_19978	chr6	31862777	31863212	+	0	NA	promoter-TSS (NEU1)	NA	-62	NEU1								
Interval_21370	chr7	44748205	44748861	+	0	NA	promoter-TSS (ZMIZ2)	NA	-36	ZMIZ2								
Interval_11186	chr19	9323790	9324498	+	0	NA	promoter-TSS (ZNF559-ZNF177)	NA	-82	ZNF559-ZNF177								
Interval_9248	chr17	17591293	17591985	+	0	NA	promoter-TSS (PEMT)	NA	-14174	PEMT								
Interval_20238	chr6	44058522	44059418	+	0	NA	Intergenic	NA	-14943	LOC101929683								
Interval_5882	chr12	132327682	132327852	+	0	NA	intron (GALNT9-2, intron 1 of 7)	NA	1552	GALNT9-2								
Interval_9232	chr17	17042130	17042528	+	0	NA	promoter-TSS (MPRIP)	NA	-147	MPRIP								
Interval_3224	chr10	112949973	112950308	+	0	NA	promoter-TSS (TCF7L2)	NA	4642	LOC102724518								
Interval_24533	chrX	19866868	19867126	+	0	NA	intron (SH3KBP1, intron 1 of 17)	NA	20629	SH3KBP1								
Interval_2371	chr10	135190	136277	+	0	NA	intron (ZMYND11, intron 1 of 13)	NA	249	ZMYND11								
Interval_24114	chr9	126804765	126805165	+	0	NA	promoter-TSS (ZBTB43)	NA	-41	ZBTB43								
Interval_20859	chr6	159805857	159806529	+	0	NA	intron (PNLDC1, intron 7 of 18)	NA	5944	PNLDC1								
Interval_1213	chr1	115832802	115832987	+	0	NA	Intergenic	NA	7261	NHLH2								
Interval_24131	chr9	127699183	127699511	+	0	NA	Intergenic	NA	-7637	C9orf117								
Interval_16745	chr3	112561525	112562531	+	0	NA	promoter-TSS (ATG3)	NA	18	SLC35A5								
Interval_22766	chr8	73312469	73312648	+	0	NA	intron (RDH10, intron 2 of 5)	NA	17956	RDH10								
Interval_13396	chr2	111120414	111121029	+	0	NA	promoter-TSS (BCL2L11)	NA	-2492	BCL2L11								
Interval_23887	chr9	105053245	105053680	+	0	NA	Intergenic	NA	-61700	LOC101928579								
Interval_19212	chr5	157100246	157100589	+	0	NA	intron (HAVCR2, intron 3 of 6)	NA	8820	HAVCR2								
Interval_3751	chr11	44569198	44569417	+	0	NA	intron (CD82, intron 1 of 9)	NA	3716	CD82								
Interval_10818	chr19	822334	822704	+	0	NA	promoter-TSS (LPPR3)	NA	-567	LPPR3								
Interval_11578	chr19	19366824	19367076	+	0	NA	Intergenic	NA	-18883	GATAD2A								
Interval_24950	chrY	14340851	14341059	+	0	NA	Intergenic	NA	-281066	NLGN4Y								
Interval_13743	chr2	172380468	172380744	+	0	NA	Intergenic	NA	-46980	ITGA6								
Interval_20953	chr7	102768	103228	+	0	NA	Intergenic	NA	46457	LOC102723672								
Interval_13025	chr2	64523786	64525092	+	0	NA	exon (AFTPH, exon 1 of 9)	NA	134	AFTPH								
Interval_15597	chr22	35648590	35648947	+	0	NA	intron (APOL6, intron 1 of 2)	NA	391	APOL6								
Interval_10415	chr18	21699486	21699830	+	0	NA	intron (ABHD3, intron 3 of 7)	NA	5147	ABHD3								
Interval_9881	chr17	62612031	62612563	+	0	NA	intron (TLK2, intron 20 of 20)	NA	-15104	MRC2								
Interval_6086	chr13	48094962	48095291	+	0	NA	promoter-TSS (MED4)	NA	15	MED4								
Interval_1860	chr1	203289456	203290163	+	0	NA	Intergenic	NA	2773	RP11-134P9.3								
Interval_19000	chr5	137622767	137622995	+	0	NA	intron (KLHL3, intron 14 of 14)	NA	24768	MIR874								
Interval_18058	chr4	139665842	139666155	+	0	NA	promoter-TSS (MGST2)	NA	230	MGST2								
Interval_20180	chr6	42563699	42564109	+	0	NA	promoter-TSS (UBR2)	NA	-78510	UBR2								
Interval_10960	chr19	3035212	3035610	+	0	NA	intron (TLE2, intron 2 of 19)	NA	-6216	TLE2								
Interval_22628	chr8	54014156	54014483	+	0	NA	intron (TCEA1, intron 1 of 9)	NA	8137	TCEA1								
Interval_8716	chr16	81831766	81832003	+	0	NA	intron (PLCG2, intron 2 of 32)	NA	52590	PLCG2								
Interval_3080	chr10	97736774	97737649	+	0	NA	promoter-TSS (ZFYVE27)	NA	88	ZFYVE27								
Interval_4341	chr11	79387465	79387795	+	0	NA	intron (TENM4, intron 1 of 33)	NA	14423	MIR708								
Interval_21067	chr7	6026907	6027298	+	0	NA	intron (EIF2AK1, intron 13 of 14)	NA	-4274	ANKRD61								
Interval_8810	chr16	87780558	87781106	+	0	NA	Intergenic	NA	-1684	LOC102724467								
Interval_17517	chr4	8262024	8262256	+	0	NA	Intergenic	NA	-7620	HTRA3								
Interval_8109	chr16	14003108	14003467	+	0	NA	intron (LOC101927311, intron 2 of 2)	NA	12750	LOC101927311								
Interval_4862	chr12	11809656	11809924	+	0	NA	intron (ETV6, intron 2 of 7)	NA	122274	LOC101928186								
Interval_13593	chr2	144518835	144519358	+	0	NA	promoter-TSS (ZEB2)	NA	-518	ZEB2-AS1								
Interval_125	chr1	8525835	8526204	+	0	NA	promoter-TSS (RERE)	NA	-101389	RERE								
Interval_2549	chr10	31031518	31032686	+	0	NA	promoter-TSS (ZNF438)	NA	-210	ZNF438								
Interval_4968	chr12	27238303	27238649	+	0	NA	Intergenic	NA	-5778	STK38L								
Interval_9800	chr17	57256090	57256620	+	0	NA	promoter-TSS (MSI2)	NA	-182	LOC101927510								
Interval_14005	chr2	217223533	217223779	+	0	NA	Intergenic	NA	-349724	LOC102723329								
Interval_12714	chr2	28193905	28194174	+	0	NA	intron (LOC100505736, intron 1 of 2)	NA	12922	LOC100505736								
Interval_20512	chr6	109454783	109455119	+	0	NA	intron (MICAL1, intron 1 of 24)	NA	1036	MICAL1								
Interval_3640	chr11	17207943	17208172	+	0	NA	promoter-TSS (PIK3C2A)	NA	-38250	PIK3C2A								
Interval_4207	chr11	71928336	71928825	+	0	NA	promoter-TSS (RNF121)	NA	-133	LOC100133315								
Interval_9217	chr17	16216018	16216433	+	0	NA	promoter-TSS (NCOR1)	NA	-682	NCOR1								
Interval_16067	chr3	14434528	14434745	+	0	NA	intron (SLC6A6, intron 1 of 12)	NA	32060	SLC6A6								
Interval_7709	chr15	87761918	87762574	+	0	NA	Intergenic	NA	107837	LOC101929724								
Interval_24501	chrX	14029726	14030134	+	0	NA	promoter-TSS (GEMIN8)	NA	-616	GEMIN8								
Interval_18204	chr4	179990131	179990326	+	0	NA	Intergenic	NA	1168921	LINC00290								
Interval_4339	chr11	79291952	79292349	+	0	NA	intron (TENM4, intron 2 of 33)	NA	109903	MIR708								
Interval_14691	chr20	37223074	37223288	+	0	NA	intron (RPN2, intron 9 of 16)	NA	33715	GHRH								
Interval_11131	chr19	7636871	7637640	+	0	NA	promoter-TSS (PCP2)	NA	150	STXBP2								
Interval_23912	chr9	107675643	107676223	+	0	NA	Intergenic	NA	-186167	KLF4								
Interval_7031	chr15	29131815	29132033	+	0	NA	intron (FAM189A1, intron 7 of 10)	NA	137892	NDNL2								
Interval_19195	chr5	151770305	151772694	+	0	NA	promoter-TSS (G3BP1)	NA	379	LOC100652758								
Interval_7965	chr16	2980392	2980835	+	0	NA	promoter-TSS (PKMYT1)	NA	-74	PKMYT1								
Interval_16284	chr3	45593249	45594257	+	0	NA	Intergenic	NA	-24717	LIMD1								
Interval_24608	chrX	41705887	41706263	+	0	NA	intron (CASK, intron 5 of 26)	NA	17102	GPR34								
Interval_24473	chrX	11341404	11341835	+	0	NA	intron (ARHGAP6, intron 1 of 14)	NA	-22933	MIR548AX								
Interval_3053	chr10	96748109	96748412	+	0	NA	Intergenic	NA	-2006	RPL13AP5								
Interval_11152	chr19	7870738	7871045	+	0	NA	exon (FLJ22184, exon 5 of 6)	NA	3550	FLJ22184								
Interval_16677	chr3	98778869	98779291	+	0	NA	intron (ST3GAL6, intron 5 of 6)	NA	26004	RNU6-26P								
Interval_17694	chr4	51844684	51845001	+	0	NA	intron (DCUN1D4, intron 1 of 9)	NA	10998	DCUN1D4								
Interval_5468	chr12	95473830	95474320	+	0	NA	promoter-TSS (METAP2)	NA	-49	METAP2								
Interval_14988	chr20	62728286	62728813	+	0	NA	intron (NTSR1, intron 1 of 3)	NA	19712	NTSR1								
Interval_5323	chr12	68332144	68332757	+	0	NA	promoter-TSS (MDM1)	NA	-69	MDM1								
Interval_15630	chr22	37230038	37230467	+	0	NA	intron (RAC2, intron 5 of 5)	NA	-9814	SSTR3								
Interval_17835	chr4	83217771	83217996	+	0	NA	Intergenic	NA	66920	COQ2								
Interval_20701	chr6	142146901	142147466	+	0	NA	promoter-TSS (VTA1)	NA	21	VTA1								
Interval_23255	chr8	133689030	133689308	+	0	NA	Intergenic	NA	88183	LOC101927798								
Interval_8072	chr16	11105077	11105389	+	0	NA	intron (CLEC16A, intron 18 of 22)	NA	150949	SOCS1								
Interval_10063	chr17	75516352	75516714	+	0	NA	promoter-TSS (TSEN54)	NA	826	TSEN54								
Interval_7507	chr15	70589399	70589579	+	0	NA	Intergenic	NA	-2883	LOC101929151								
Interval_22913	chr8	96989389	96989671	+	0	NA	intron (CPQ, intron 6 of 8)	NA	288418	TSPYL5								
Interval_3478	chr11	2265631	2265801	+	0	NA	Intergenic	NA	5236	ASCL2								
Interval_9563	chr17	41930243	41930691	+	0	NA	promoter-TSS (TTC25)	NA	-4983	TTC25								
Interval_22758	chr8	70608078	70608707	+	0	NA	promoter-TSS (TRAM1)	NA	67	TRAM1								
Interval_23788	chr9	93958651	93958841	+	0	NA	TTS (LOC101928040)	NA	2912	LOC101928040								
Interval_24160	chr9	128250302	128250596	+	0	NA	intron (DNM1, intron 20 of 21)	NA	-5472	MIR3154								
Interval_11524	chr19	18263017	18263422	+	0	NA	intron (KIAA1683, intron 3 of 3)	NA	-7800	LOC729966								
Interval_23237	chr8	133283148	133283412	+	0	NA	intron (NDRG1, intron 2 of 15)	NA	14024	NDRG1								
Interval_20841	chr6	158869563	158870390	+	0	NA	exon (C6orf99, exon 1 of 4)	NA	121	C6orf99								
Interval_14476	chr20	17558669	17558839	+	0	NA	exon (BFSP1, exon 1 of 8)	NA	10466	BFSP1								
Interval_16299	chr3	46095992	46096274	+	0	NA	Intergenic	NA	-68646	XCR1								
Interval_7257	chr15	51322641	51323336	+	0	NA	intron (CYP19A1, intron 1 of 9)	NA	-8881	MIR7973-2								
Interval_20120	chr6	37791465	37791668	+	0	NA	Intergenic	NA	-27930	ZFAND3								
Interval_23311	chr8	141140228	141140479	+	0	NA	intron (DENND3, intron 3 of 19)	NA	-9947	DENND3								
Interval_1242	chr1	118842944	118843183	+	0	NA	Intergenic	NA	145185	TBX15								
Interval_13642	chr2	151380681	151380860	+	0	NA	TTS (TNFAIP6)	NA	-1399	LOC101929319								
Interval_12994	chr2	61065582	61065952	+	0	NA	promoter-TSS (KIAA1841)	NA	-104	KIAA1841								
Interval_24532	chrX	19866039	19866321	+	0	NA	intron (SH3KBP1, intron 1 of 17)	NA	21446	SH3KBP1								
Interval_1365	chr1	151909313	151909949	+	0	NA	exon (THEM4, exon 1 of 6)	NA	254	THEM4								
Interval_4351	chr11	82900375	82901748	+	0	NA	promoter-TSS (PRCP)	NA	-546	PRCP								
Interval_19251	chr5	160467716	160468089	+	0	NA	Intergenic	NA	-6542	MIR3142								
Interval_18269	chr5	392452	393603	+	0	NA	intron (AHRR, intron 4 of 10)	NA	50116	C5orf55								
Interval_880	chr1	59674520	59674863	+	0	NA	intron (FGGY, intron 12 of 13)	NA	58605	MIR4711								
Interval_13386	chr2	109238555	109238959	+	0	NA	intron (SH3RF3, intron 1 of 8)	NA	33770	LOC102724819								
Interval_24708	chrX	66005566	66005751	+	0	NA	Intergenic	NA	-13212	MIR223								
Interval_8107	chr16	13316097	13316377	+	0	NA	Intergenic	NA	-157976	LOC101927287								
Interval_19147	chr5	150058587	150059093	+	0	NA	intron (CSF1R, intron 13 of 19)	NA	27800	CSF1R								
Interval_19431	chr5	179762131	179762303	+	0	NA	intron (MAML1, intron 1 of 4)	NA	29367	MAML1								
Interval_15109	chr21	29271938	29272171	+	0	NA	intron (LINC00189, intron 1 of 1)	NA	-26750	BACH1								
Interval_11402	chr19	15210225	15210727	+	0	NA	Intergenic	NA	-9506	NOTCH3								
Interval_2189	chr1	234478374	234479215	+	0	NA	exon (TARBP1, exon 1 of 30)	NA	323	TARBP1								
Interval_22454	chr8	30727592	30728225	+	0	NA	promoter-TSS (GSR)	NA	61	GSR								
Interval_24497	chrX	13652956	13653380	+	0	NA	promoter-TSS (TCEANC)	NA	-20	TCEANC								
