PeakID (cmd=annotatePeaks.pl MEF2C.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_502	chr10	27523601	27523932	+	0	NA	intron (RAB18, intron 2 of 5)	NA	19592	RAB18								
Interval_4448	chr8	104617847	104618138	+	0	NA	Intergenic	NA	-28968	LRP12								
Interval_2551	chr2	224884342	224884511	+	0	NA	intron (DOCK10, intron 7 of 57)	NA	98096	DOCK10								
Interval_4768	chrX	1504431	1504655	+	0	NA	intron (P2RY8, intron 1 of 1)	NA	29931	P2RY8								
Interval_375	chr1	212008015	212008148	+	0	NA	intron (INTS7, intron 6 of 20)	NA	-27472	DTL								
Interval_4812	chrX	41634349	41634667	+	0	NA	intron (CASK, intron 9 of 23)	NA	-54465	GPR34								
Interval_3109	chr3	132545641	132545844	+	0	NA	Intergenic	NA	-51495	ACKR4								
Interval_1235	chr14	59321171	59321510	+	0	NA	intron (DAAM1, intron 5 of 24)	NA	132683	DAAM1								
Interval_3780	chr6	45681860	45682329	+	0	NA	Intergenic	NA	255503	CLIC5								
Interval_3367	chr4	141002415	141002630	+	0	NA	intron (RNF150, intron 1 of 6)	NA	130940	RNF150								
Interval_1850	chr17	81326910	81327380	+	0	NA	intron (TMEM105, intron 1 of 2)	NA	3529	TMEM105								
Interval_3401	chr4	169818364	169818568	+	0	NA	Intergenic	NA	-60524	C4orf27								
Interval_3034	chr3	69735948	69736224	+	0	NA	Intergenic	NA	-130138	MITF								
Interval_506	chr10	29719165	29719332	+	0	NA	intron (SVIL, intron 1 of 41)	NA	-116916	MIR938								
Interval_4338	chr8	48000143	48000401	+	0	NA	Intergenic	NA	-34594	UBE2V2								
Interval_187	chr1	106727252	106727477	+	0	NA	Intergenic	NA	-329281	PRMT6								
Interval_1706	chr17	10034126	10034350	+	0	NA	intron (GAS7, intron 1 of 14)	NA	-128871	RCVRN								
Interval_343	chr1	202615469	202615780	+	0	NA	intron (SYT2, intron 1 of 8)	NA	22042	LOC101926929								
Interval_3104	chr3	129123735	129124016	+	0	NA	intron (ISY1-RAB43, intron 11 of 12)	NA	-1725	RAB43								
Interval_2378	chr2	101041462	101041658	+	0	NA	intron (TBC1D8, intron 5 of 19)	NA	39331	RPL31								
Interval_779	chr11	76856167	76856415	+	0	NA	Intergenic	NA	-4608	ACER3								
Interval_1498	chr15	94174452	94174627	+	0	NA	Intergenic	NA	-59959	MCTP2								
Interval_3144	chr3	156665400	156665568	+	0	NA	Intergenic	NA	-9442	TIPARP								
Interval_3935	chr6	157545208	157545335	+	0	NA	intron (ZDHHC14, intron 2 of 8)	NA	16134	MIR3692								
Interval_492	chr10	23412280	23412607	+	0	NA	Intergenic	NA	19038	MIR1254-2								
Interval_819	chr11	111179612	111179743	+	0	NA	Intergenic	NA	-76305	C11orf53								
Interval_1570	chr16	28862687	28863052	+	0	NA	promoter-TSS (SH2B1)	NA	1251	SH2B1								
Interval_4587	chr9	26158804	26159044	+	0	NA	Intergenic	NA	92249	LOC100506422								
Interval_2284	chr2	46967205	46967494	+	0	NA	intron (TTC7A, intron 3 of 19)	NA	51220	TTC7A								
Interval_1144	chr13	39315946	39316102	+	0	NA	Intergenic	NA	277713	NHLRC3								
Interval_2744	chr21	27953481	27953680	+	0	NA	Intergenic	NA	-59783	LINC00314								
Interval_2861	chr22	36861048	36861211	+	0	NA	exon (NCF4, exon 1 of 9)	NA	141	NCF4								
Interval_2240	chr2	25294723	25295097	+	0	NA	intron (DNMT3A, intron 3 of 20)	NA	-17675	DNMT3A								
Interval_3544	chr5	103145310	103145507	+	0	NA	intron (PPIP5K2, intron 5 of 29)	NA	25154	PPIP5K2								
Interval_3570	chr5	126748209	126748370	+	0	NA	Intergenic	NA	7423	LOC102723557								
Interval_2174	chr19	53849263	53849577	+	0	NA	Intergenic	NA	-18463	MYADM								
Interval_840	chr11	125514614	125514840	+	0	NA	Intergenic	NA	-18605	FEZ1								
Interval_971	chr12	65189107	65189277	+	0	NA	intron (LEMD3, intron 1 of 12)	NA	19621	LEMD3								
Interval_207	chr1	114581575	114581730	+	0	NA	promoter-TSS (BCAS2)	NA	-8	BCAS2								
Interval_81	chr1	36374580	36374700	+	0	NA	intron (STK40, intron 1 of 11)	NA	11287	STK40								
Interval_4590	chr9	27600463	27600586	+	0	NA	Intergenic	NA	-26658	C9orf72								
Interval_1721	chr17	21034346	21034715	+	0	NA	intron (USP22, intron 1 of 12)	NA	8509	USP22								
Interval_4328	chr8	42369836	42370048	+	0	NA	exon (POLB, exon 14 of 15)	NA	7214	DKK4								
Interval_4492	chr8	125188096	125188406	+	0	NA	intron (NSMCE2, intron 5 of 7)	NA	61917	LOC102723524								
Interval_775	chr11	73461879	73462236	+	0	NA	intron (FAM168A, intron 2 of 6)	NA	69355	RELT								
Interval_962	chr12	55676758	55677038	+	0	NA	Intergenic	NA	-4648	METTL7B								
Interval_180	chr1	101137234	101137485	+	0	NA	Intergenic	NA	-13479	LOC101928334								
Interval_1170	chr13	92097407	92097644	+	0	NA	intron (GPC5, intron 6 of 7)	NA	-392638	MIR548AS								
Interval_3167	chr3	177359977	177360140	+	0	NA	Intergenic	NA	65616	LINC00501								
Interval_3417	chr4	184506526	184506793	+	0	NA	Intergenic	NA	31857	LOC102723779								
Interval_3991	chr7	13991034	13991178	+	0	NA	promoter-TSS (ETV1)	NA	-4592	ETV1								
Interval_1432	chr15	69515619	69515793	+	0	NA	Intergenic	NA	-46014	RP11-279F6.1								
Interval_1415	chr15	63544500	63544616	+	0	NA	intron (USP3, intron 1 of 12)	NA	2503	USP3								
Interval_2869	chr22	38567983	38568216	+	0	NA	intron (DMC1, intron 1 of 10)	NA	2097	DMC1								
Interval_32	chr1	16013329	16013486	+	0	NA	TTS (HSPB7)	NA	5383	HSPB7								
Interval_2281	chr2	43332802	43333073	+	0	NA	TTS (THADA)	NA	105726	LINC01126								
Interval_501	chr10	27452997	27453210	+	0	NA	Intergenic	NA	-38763	PTCHD3								
Interval_1435	chr15	69607170	69607605	+	0	NA	Intergenic	NA	45667	RP11-279F6.1								
Interval_4719	chr9	132597226	132597439	+	0	NA	intron (DDX31, intron 19 of 19)	NA	14726	BARHL1								
Interval_2825	chr22	24511281	24511579	+	0	NA	intron (UPB1, intron 4 of 9)	NA	16370	UPB1								
Interval_4083	chr7	73600695	73600896	+	0	NA	intron (MLXIPL, intron 2 of 11)	NA	-22478	TBL2								
Interval_3156	chr3	167864578	167864832	+	0	NA	Intergenic	NA	-31243	RP11-298O21.5								
Interval_2796	chr22	10751725	10751836	+	0	NA	Intergenic	NA	193225	LOC102723780								
Interval_2777	chr21	38925983	38926156	+	0	NA	Intergenic	NA	-32074	FLJ45139								
Interval_4507	chr8	129666485	129666713	+	0	NA	Intergenic	NA	120289	GSDMC								
Interval_3916	chr6	148657051	148657422	+	0	NA	Intergenic	NA	-89899	UST								
Interval_2424	chr2	138265300	138265531	+	0	NA	Intergenic	NA	40017	LOC101928339								
Interval_2860	chr22	36737639	36737931	+	0	NA	Intergenic	NA	-35140	CACNG2								
Interval_1766	chr17	45317213	45317468	+	0	NA	promoter-TSS (MAP3K14)	NA	-292	MAP3K14								
Interval_1069	chr12	116677336	116677532	+	0	NA	Intergenic	NA	60629	C12orf49								
Interval_481	chr10	13118026	13118145	+	0	NA	intron (OPTN, intron 7 of 15)	NA	18007	OPTN								
Interval_2668	chr20	37275139	37275334	+	0	NA	Intergenic	NA	-14412	MANBAL								
Interval_1024	chr12	95185150	95185318	+	0	NA	intron (FGD6, intron 2 of 19)	NA	32230	FGD6								
Interval_2161	chr19	49896889	49897217	+	0	NA	promoter-TSS (IL4I1)	NA	8878	MIR4750								
Interval_888	chr12	15289244	15289506	+	0	NA	Intergenic	NA	-32882	PTPRO								
Interval_3715	chr6	16319941	16320285	+	0	NA	intron (ATXN1, intron 7 of 7)	NA	81533	GMPR								
Interval_4302	chr8	36982079	36982242	+	0	NA	Intergenic	NA	-6144	LOC102723593								
Interval_1888	chr18	24346297	24346565	+	0	NA	intron (OSBPL1A, intron 3 of 26)	NA	24715	MIR320C2								
Interval_749	chr11	65453325	65453441	+	0	NA	Intergenic	NA	-1455	LOC101927789								
Interval_4256	chr8	21182473	21182589	+	0	NA	Intergenic	NA	-115708	RP11-24P4.1								
Interval_2085	chr19	31316509	31316680	+	0	NA	intron (TSHZ3, intron 1 of 1)	NA	32690	TSHZ3								
Interval_1202	chr14	32190854	32191034	+	0	NA	Intergenic	NA	-11101	RNU6-7								
Interval_2725	chr21	10452266	10452380	+	0	NA	intron (BAGE2, intron 2 of 9)	NA	38791	BAGE2								
Interval_4335	chr8	43233350	43233521	+	0	NA	Intergenic	NA	-59007	POTEA								
Interval_2368	chr2	98162843	98163129	+	0	NA	intron (VWA3B, intron 8 of 28)	NA	75819	VWA3B								
Interval_1408	chr15	59492866	59493117	+	0	NA	intron (FAM81A, intron 4 of 8)	NA	54818	FAM81A								
Interval_3965	chr7	149536	149757	+	0	NA	promoter-TSS (LOC100507642)	NA	-72	LOC100507642								
Interval_4851	chrX	155893684	155893811	+	0	NA	intron (VAMP7, intron 2 of 7)	NA	12467	VAMP7								
Interval_2147	chr19	47257131	47257357	+	0	NA	promoter-TSS (CCDC9)	NA	-251	CCDC9								
Interval_392	chr1	218755163	218755437	+	0	NA	Intergenic	NA	-409622	RP11-224O19.2								
Interval_2339	chr2	74186018	74186159	+	0	NA	Intergenic	NA	-7220	MOB1A								
Interval_161	chr1	89632599	89632740	+	0	NA	promoter-TSS (LRRC8C)	NA	225	FLJ27354								
Interval_2510	chr2	203674071	203674197	+	0	NA	Intergenic	NA	-32348	CD28								
Interval_2198	chr2	3518975	3519135	+	0	NA	intron (ADI1, intron 1 of 3)	NA	524	ADI1								
Interval_2810	chr22	19546752	19546947	+	0	NA	Intergenic	NA	19990	LINC00895								
Interval_2978	chr3	42072314	42072710	+	0	NA	intron (TRAK1, intron 1 of 16)	NA	-18835	TRAK1								
Interval_2545	chr2	221982039	221982171	+	0	NA	Intergenic	NA	-316042	CCDC140								
Interval_158	chr1	86137563	86137780	+	0	NA	intron (COL24A1, intron 2 of 59)	NA	18767	COL24A1								
Interval_3590	chr5	139274346	139274526	+	0	NA	intron (MATR3, intron 1 of 16)	NA	684	SNHG4								
Interval_963	chr12	55700801	55701039	+	0	NA	exon (ITGA7, exon 4 of 26)	NA	15110	ITGA7								
Interval_2252	chr2	30584184	30584482	+	0	NA	intron (LCLAT1, intron 5 of 5)	NA	137097	LCLAT1								
Interval_4226	chr8	9324564	9324850	+	0	NA	promoter-TSS (RP11-115J16.1)	NA	-344	RP11-115J16.1								
Interval_3576	chr5	131060912	131061091	+	0	NA	Intergenic	NA	104347	HINT1								
Interval_4330	chr8	42543234	42543589	+	0	NA	intron (SMIM19, intron 1 of 3)	NA	-1198	SLC20A2								
Interval_4082	chr7	73587694	73587973	+	0	NA	Intergenic	NA	-9516	TBL2								
Interval_4347	chr8	51274829	51275087	+	0	NA	Intergenic	NA	-440878	LOC102724313								
Interval_175	chr1	98402898	98403070	+	0	NA	Intergenic	NA	192273	RP5-1070A16.1								
Interval_862	chr12	4153562	4153804	+	0	NA	Intergenic	NA	-120053	CCND2								
Interval_2789	chr21	43639847	43640025	+	0	NA	intron (HSF2BP, intron 4 of 8)	NA	17957	HSF2BP								
Interval_2505	chr2	201132679	201132814	+	0	NA	promoter-TSS (CFLAR)	NA	14275	LOC102724614								
Interval_1068	chr12	116635476	116635788	+	0	NA	Intergenic	NA	76251	MAP1LC3B2								
Interval_257	chr1	156502836	156503077	+	0	NA	Intergenic	NA	-2136	MEF2D								
Interval_3760	chr6	36765913	36766159	+	0	NA	intron (CPNE5, intron 11 of 17)	NA	68185	RAB44								
Interval_1211	chr14	42322982	42323297	+	0	NA	Intergenic	NA	715578	LRFN5								
Interval_315	chr1	184854574	184854826	+	0	NA	intron (FAM129A, intron 5 of 13)	NA	-99793	EDEM3								
Interval_1676	chr16	88660956	88661159	+	0	NA	intron (MVD, intron 1 of 10)	NA	1932	MVD								
Interval_4399	chr8	80055074	80055215	+	0	NA	intron (TPD52, intron 1 of 4)	NA	-24873	MRPS28								
Interval_2108	chr19	39552445	39552618	+	0	NA	Intergenic	NA	-12333	EID2								
Interval_4791	chrX	13734611	13734828	+	0	NA	promoter-TSS (TRAPPC2)	NA	-84	TRAPPC2								
Interval_792	chr11	93741473	93741598	+	0	NA	promoter-TSS (C11orf54)	NA	2	TAF1D								
Interval_323	chr1	191261246	191261362	+	0	NA	Intergenic	NA	636414	RP11-463J7.2								
Interval_146	chr1	75724792	75724959	+	0	NA	intron (ACADM, intron 1 of 10)	NA	528	ACADM								
Interval_2804	chr22	17107066	17107270	+	0	NA	intron (IL17RA, intron 11 of 12)	NA	14155	CECR6								
Interval_2168	chr19	51138644	51138855	+	0	NA	exon (SIGLEC9, exon 8 of 8)	NA	-3558	SIGLEC7								
Interval_1253	chr14	68401881	68402103	+	0	NA	intron (RAD51B, intron 8 of 10)	NA	-1613	LOC101927971								
Interval_3823	chr6	84332772	84333012	+	0	NA	Intergenic	NA	-105225	KIAA1009								
Interval_945	chr12	49663016	49663430	+	0	NA	intron (FMNL3, intron 4 of 25)	NA	38361	PRPF40B								
Interval_2512	chr2	203752084	203752264	+	0	NA	Intergenic	NA	45692	CD28								
Interval_2121	chr19	42280963	42281234	+	0	NA	Intergenic	NA	-3567	CIC								
Interval_2300	chr2	56474804	56474970	+	0	NA	Intergenic	NA	-113906	LOC101927213								
Interval_2960	chr3	34863619	34863758	+	0	NA	Intergenic	NA	312139	LOC102724048								
Interval_2792	chr21	44925080	44925304	+	0	NA	intron (ITGB2-AS1, intron 2 of 3)	NA	3646	ITGB2								
Interval_2086	chr19	31906357	31906473	+	0	NA	Intergenic	NA	16329	LOC102723351								
Interval_3640	chr5	160799246	160799493	+	0	NA	intron (ATP10B, intron 1 of 25)	NA	52841	ATP10B								
Interval_4543	chr8	142812142	142812403	+	0	NA	Intergenic	NA	-22529	GML								
Interval_3453	chr5	26763214	26763430	+	0	NA	Intergenic	NA	275260	CDH9								
Interval_2372	chr2	100184510	100184796	+	0	NA	Intergenic	NA	-23601	LINC01104								
Interval_1055	chr12	110314404	110314610	+	0	NA	intron (ATP2A2, intron 5 of 20)	NA	32723	ATP2A2								
Interval_388	chr1	215146298	215146572	+	0	NA	intron (KCNK2, intron 3 of 4)	NA	63218	KCNK2								
Interval_3824	chr6	85461229	85461517	+	0	NA	intron (NT5E, intron 1 of 7)	NA	11789	NT5E								
Interval_2452	chr2	159549029	159549177	+	0	NA	intron (BAZ2B, intron 2 of 37)	NA	-66195	LOC643072								
Interval_4547	chr8	143431142	143431402	+	0	NA	promoter-TSS (MAFA)	NA	-840	MAFA								
Interval_2362	chr2	96532105	96532411	+	0	NA	Intergenic	NA	-4469	ARID5A								
Interval_1560	chr16	23518477	23518586	+	0	NA	Intergenic	NA	-8037	GGA2								
Interval_4333	chr8	43103419	43103623	+	0	NA	intron (POMK, intron 3 of 4)	NA	10015	POMK								
Interval_1924	chr18	54776392	54776631	+	0	NA	intron (RAB27B, intron 2 of 6)	NA	-51966	RAB27B								
Interval_3029	chr3	67000098	67000379	+	0	NA	intron (KBTBD8, intron 2 of 3)	NA	1935	KBTBD8								
Interval_1505	chr15	99324256	99324612	+	0	NA	intron (LRRC28, intron 1 of 5)	NA	66909	HSP90B2P								
Interval_2503	chr2	200626039	200626238	+	0	NA	intron (AOX1, intron 19 of 34)	NA	40130	AOX1								
Interval_3982	chr7	6433791	6434099	+	0	NA	intron (DAGLB, intron 3 of 12)	NA	14067	DAGLB								
Interval_893	chr12	17296986	17297124	+	0	NA	Intergenic	NA	-292131	LOC102724204								
Interval_2666	chr20	36599949	36600124	+	0	NA	intron (TGIF2-C20orf24, intron 2 of 4)	NA	-5698	C20orf24								
Interval_2353	chr2	90382607	90382731	+	0	NA	Intergenic	NA	23166	LOC101060017								
Interval_1043	chr12	105820907	105821132	+	0	NA	Intergenic	NA	114245	CASC18								
Interval_2533	chr2	217107523	217107653	+	0	NA	Intergenic	NA	-233656	LOC102723329								
Interval_2863	chr22	37168249	37168541	+	0	NA	Intergenic	NA	-18473	IL2RB								
Interval_4761	chrX	704116	704353	+	0	NA	Intergenic	NA	79890	SHOX								
Interval_3806	chr6	72620111	72620256	+	0	NA	Intergenic	NA	-1660	KCNQ5								
Interval_4002	chr7	18495095	18495823	+	0	NA	promoter-TSS (HDAC9)	NA	-287	HDAC9								
Interval_340	chr1	201544481	201544671	+	0	NA	intron (NAV1, intron 1 of 31)	NA	5240	NAV1								
Interval_831	chr11	119896143	119896302	+	0	NA	Intergenic	NA	144208	LOC101929156								
Interval_2597	chr20	1894037	1894154	+	0	NA	promoter-TSS (SIRPA)	NA	351	LOC102724545								
Interval_271	chr1	161227500	161227770	+	0	NA	TTS (MIR5187)	NA	440	MIR5187								
Interval_4779	chrX	3252903	3253114	+	0	NA	Intergenic	NA	-18812	CXorf28								
Interval_4419	chr8	93689729	93689921	+	0	NA	intron (LINC00535, intron 1 of 10)	NA	-10427	FAM92A1								
Interval_2566	chr2	231348985	231349129	+	0	NA	intron (ARMC9, intron 21 of 24)	NA	-13707	MIR4777								
Interval_1506	chr15	99565720	99566189	+	0	NA	promoter-TSS (MEF2A)	NA	370	MEF2A								
Interval_2897	chr3	4978803	4979029	+	0	NA	promoter-TSS (BHLHE40)	NA	-496	BHLHE40								
Interval_548	chr10	62708666	62708840	+	0	NA	Intergenic	NA	-96003	ADO								
Interval_2687	chr20	47489472	47489711	+	0	NA	Intergenic	NA	-12266	NCOA3								
Interval_4801	chrX	30621135	30621458	+	0	NA	Intergenic	NA	-32063	GK								
Interval_855	chr12	176580	176832	+	0	NA	exon (IQSEC3, exon 14 of 14)	NA	-26939	LOC101929384								
Interval_1912	chr18	45291605	45291969	+	0	NA	intron (SLC14A2, intron 1 of 20)	NA	78805	SLC14A2								
Interval_4228	chr8	9555717	9555872	+	0	NA	promoter-TSS (TNKS)	NA	543	TNKS								
Interval_541	chr10	60031795	60032078	+	0	NA	intron (ANK3, intron 45 of 45)	NA	-71023	C10orf40								
Interval_3562	chr5	120770089	120770198	+	0	NA	Intergenic	NA	153044	PRR16								
Interval_4427	chr8	95213969	95214115	+	0	NA	intron (C8orf69, intron 1 of 2)	NA	2332	C8orf69								
Interval_1727	chr17	24421404	24421548	+	0	NA	Intergenic	NA	-1898290	LOC102723754								
Interval_1910	chr18	44759411	44759679	+	0	NA	intron (SETBP1, intron 2 of 4)	NA	79367	SETBP1								
Interval_3431	chr5	1313081	1313367	+	0	NA	Intergenic	NA	-3889	MIR4457								
Interval_615	chr10	97840211	97840532	+	0	NA	intron (LINC00866, intron 1 of 2)	NA	9427	LINC00866								
Interval_3350	chr4	123599983	123600222	+	0	NA	Intergenic	NA	-52683	LINC01091								
Interval_3480	chr5	54013506	54013766	+	0	NA	intron (ARL15, intron 5 of 5)	NA	61947	MIR4459								
Interval_1561	chr16	23857913	23858150	+	0	NA	intron (PRKCB, intron 2 of 16)	NA	22052	PRKCB								
Interval_2218	chr2	12192883	12193019	+	0	NA	intron (AC096559.1, intron 3 of 5)	NA	-6187	MIR3681								
Interval_4265	chr8	23063416	23063767	+	0	NA	intron (TNFRSF10B, intron 1 of 8)	NA	-4638	RP11-875O11.2								
Interval_3383	chr4	153341847	153342015	+	0	NA	Intergenic	NA	-2718	MND1								
Interval_3346	chr4	123449906	123450125	+	0	NA	Intergenic	NA	53220	SPRY1								
Interval_1369	chr15	43465240	43465418	+	0	NA	intron (TP53BP1, intron 11 of 27)	NA	27827	TP53BP1								
Interval_409	chr1	224744705	224744868	+	0	NA	Intergenic	NA	-128309	LOC102723817								
Interval_3830	chr6	89350440	89350698	+	0	NA	intron (UBE2J1, intron 1 of 7)	NA	2331	UBE2J1								
Interval_4230	chr8	10080955	10081136	+	0	NA	intron (MSRA, intron 1 of 4)	NA	-14511	MSRA								
Interval_3345	chr4	123299465	123299685	+	0	NA	intron (SPATA5, intron 15 of 15)	NA	-97220	SPRY1								
Interval_70	chr1	31613975	31614173	+	0	NA	Intergenic	NA	-3626	HCRTR1								
Interval_4053	chr7	44980563	44980922	+	0	NA	intron (LOC101928927, intron 2 of 2)	NA	-1637	MYO1G								
Interval_4840	chrX	123878240	123878449	+	0	NA	intron (XIAP, intron 1 of 5)	NA	18177	XIAP								
Interval_786	chr11	83157809	83157925	+	0	NA	intron (PCF11, intron 1 of 15)	NA	772	PCF11								
Interval_4674	chr9	114004311	114004730	+	0	NA	intron (ZNF618, intron 5 of 13)	NA	73952	AMBP								
Interval_2901	chr3	8665603	8665911	+	0	NA	intron (SSUH2, intron 5 of 17)	NA	-13679	SSUH2								
Interval_4141	chr7	110501037	110501168	+	0	NA	Intergenic	NA	-540889	EIF3IP1								
Interval_4613	chr9	78011179	78011421	+	0	NA	intron (GNAQ, intron 1 of 6)	NA	20149	GNAQ								
Interval_4465	chr8	115354835	115355170	+	0	NA	Intergenic	NA	314026	TRPS1								
Interval_3624	chr5	150731869	150731985	+	0	NA	intron (DCTN4, intron 5 of 13)	NA	27168	DCTN4								
Interval_1507	chr15	99703577	99703904	+	0	NA	exon (MEF2A, exon 9 of 9)	NA	29704	LYSMD4								
Interval_165	chr1	89975714	89975934	+	0	NA	Intergenic	NA	19142	GEMIN8P4								
Interval_3777	chr6	44618407	44618666	+	0	NA	Intergenic	NA	-112582	LOC101929770								
Interval_3580	chr5	132103666	132103877	+	0	NA	Intergenic	NA	29979	CSF2								
Interval_3763	chr6	37279746	37280138	+	0	NA	intron (TBC1D22B, intron 3 of 11)	NA	-21787	TMEM217								
Interval_1047	chr12	106195589	106195950	+	0	NA	Intergenic	NA	52166	CKAP4								
Interval_4138	chr7	108211864	108211981	+	0	NA	intron (NRCAM, intron 11 of 32)	NA	46608	LOC102724363								
Interval_808	chr11	103773214	103773392	+	0	NA	Intergenic	NA	74674	LOC102723862								
Interval_269	chr1	161083365	161083717	+	0	NA	intron (PVRL4, intron 1 of 8)	NA	6054	PVRL4								
Interval_3881	chr6	127333683	127334049	+	0	NA	intron (ECHDC1, intron 1 of 5)	NA	9743	ECHDC1								
Interval_1390	chr15	51332378	51332551	+	0	NA	intron (CYP19A1, intron 1 of 10)	NA	-13971	CYP19A1								
Interval_3432	chr5	1792774	1793078	+	0	NA	promoter-TSS (LOC101929003)	NA	-506	LOC101929003								
Interval_36	chr1	17630148	17630289	+	0	NA	intron (ARHGEF10L, intron 14 of 27)	NA	11905	ARHGEF10L								
Interval_2216	chr2	12057440	12057600	+	0	NA	intron (AC096559.1, intron 2 of 5)	NA	50404	AC096559.1								
Interval_763	chr11	69166570	69166881	+	0	NA	intron (RP11-554A11.8, intron 2 of 2)	NA	4837	RP11-554A11.8								
Interval_4575	chr9	20924290	20924504	+	0	NA	intron (FOCAD, intron 25 of 43)	NA	107062	PTPLAD2								
Interval_820	chr11	111601959	111602233	+	0	NA	promoter-TSS (SIK2)	NA	-350	SIK2								
Interval_1609	chr16	47565693	47565856	+	0	NA	intron (PHKB, intron 8 of 31)	NA	104475	PHKB								
Interval_4139	chr7	108561153	108561337	+	0	NA	TTS (THAP5)	NA	-8500	DNAJB9								
Interval_2209	chr2	10248974	10249167	+	0	NA	Intergenic	NA	53223	LOC101929691								
Interval_3625	chr5	151063359	151063511	+	0	NA	intron (TNIP1, intron 3 of 17)	NA	17562	TNIP1								
Interval_3482	chr5	54753062	54753312	+	0	NA	Intergenic	NA	-49863	LOC102467080								
Interval_3977	chr7	2715442	2715605	+	0	NA	TTS (AMZ1)	NA	27321	AMZ1								
Interval_2440	chr2	156334513	156334962	+	0	NA	Intergenic	NA	-2022	NR4A2								
Interval_3223	chr4	7068201	7068317	+	0	NA	promoter-TSS (GRPEL1)	NA	-186	GRPEL1								
Interval_3865	chr6	113629241	113629481	+	0	NA	intron (LOC101927686, intron 1 of 3)	NA	3164	LOC101927686								
Interval_2008	chr19	4808293	4808558	+	0	NA	Intergenic	NA	16709	FEM1A								
Interval_1201	chr14	31568576	31568833	+	0	NA	intron (NUBPL, intron 3 of 6)	NA	7305	NUBPL								
Interval_2839	chr22	30246744	30246862	+	0	NA	promoter-TSS (LIF)	NA	10578	LIF								
