PeakID (cmd=annotatePeaks.pl LMO2.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_3861	chr11	65888771	65888980	+	0	NA	promoter-TSS (FIBP)	NA	-336	FIBP								
Interval_4403	chr12	630794	631164	+	0	NA	intron (NINJ2, intron 1 of 3)	NA	10511	NINJ2								
Interval_10009	chr18	62718302	62718504	+	0	NA	intron (PHLPP1, intron 1 of 16)	NA	2964	PHLPP1								
Interval_7790	chr16	30407301	30407492	+	0	NA	promoter-TSS (ZNF771)	NA	-18	ZNF771								
Interval_18942	chr6	83067704	83067998	+	0	NA	intron (DOPEY1, intron 1 of 40)	NA	180	DOPEY1								
Interval_2858	chr10	94545611	94545825	+	0	NA	promoter-TSS (HELLS)	NA	-49	HELLS								
Interval_8594	chr17	8383712	8383913	+	0	NA	promoter-TSS (RPL26)	NA	-648	RPL26								
Interval_19301	chr6	157380519	157381093	+	0	NA	promoter-TSS (ZDHHC14)	NA	-56585	TMEM242								
Interval_7843	chr16	31032937	31033400	+	0	NA	promoter-TSS (STX4)	NA	-323	STX4								
Interval_12372	chr2	70827160	70827397	+	0	NA	Intergenic	NA	-6678	CLEC4F								
Interval_12234	chr2	60880956	60881442	+	0	NA	promoter-TSS (REL)	NA	115	LINC01185								
Interval_11301	chr19	44304675	44304983	+	0	NA	intron (ZNF235, intron 1 of 4)	NA	622	ZNF235								
Interval_960	chr1	86914742	86915116	+	0	NA	promoter-TSS (SEP15)	NA	277	HS2ST1								
Interval_9636	chr17	81833382	81834241	+	0	NA	promoter-TSS (FAM195B)	NA	-517	FAM195B								
Interval_17531	chr5	94793638	94793899	+	0	NA	intron (MCTP1, intron 18 of 22)	NA	92683	LOC101929687								
Interval_21560	chr9	6758119	6758668	+	0	NA	intron (KDM4C, intron 1 of 22)	NA	752	KDM4C								
Interval_11109	chr19	38850694	38853353	+	0	NA	intron (HNRNPL, intron 1 of 12)	NA	-2046	HNRNPL								
Interval_17711	chr5	135423126	135423595	+	0	NA	Intergenic	NA	-23744	H2AFY								
Interval_642	chr1	40384940	40386111	+	0	NA	intron (SMAP2, intron 1 of 9)	NA	-18164	SMAP2								
Interval_10607	chr19	11324117	11324838	+	0	NA	exon (RAB3D, exon 5 of 5)	NA	15191	RAB3D								
Interval_14253	chr21	33059509	33059807	+	0	NA	intron (LINC00945, intron 2 of 4)	NA	1829	LINC00945								
Interval_18801	chr6	42929475	42930898	+	0	NA	intron (CNPY3, intron 1 of 4)	NA	1059	CNPY3								
Interval_21368	chr8	134712643	134713741	+	0	NA	promoter-TSS (ZFAT)	NA	-143	ZFAT								
Interval_17508	chr5	88732305	88732657	+	0	NA	intron (MEF2C, intron 6 of 9)	NA	-54036	LINC00461								
Interval_16302	chr3	195990479	195990842	+	0	NA	promoter-TSS (SDHAP1)	NA	-381	SDHAP1								
Interval_795	chr1	52552545	52553456	+	0	NA	promoter-TSS (ZCCHC11)	NA	99	ZCCHC11								
Interval_10133	chr18	80108937	80110012	+	0	NA	promoter-TSS (ADNP2)	NA	443	ADNP2								
Interval_9693	chr17	82593409	82593740	+	0	NA	exon (LOC102723820, exon 1 of 3)	NA	152	LOC102723820								
Interval_1001	chr1	92459921	92460801	+	0	NA	Intergenic	NA	25710	GFI1								
Interval_11348	chr19	45423587	45424482	+	0	NA	promoter-TSS (ERCC1)	NA	333	ERCC1								
Interval_5466	chr12	124916775	124916994	+	0	NA	Intergenic	NA	1274	MIR5188								
Interval_3394	chr11	13462821	13463624	+	0	NA	promoter-TSS (BTBD10)	NA	-22948	BTBD10								
Interval_13881	chr20	40689707	40690094	+	0	NA	promoter-TSS (MAFB)	NA	-660	MAFB								
Interval_21839	chr9	93094933	93095529	+	0	NA	promoter-TSS (C9orf89)	NA	273	LOC101927993								
Interval_5242	chr12	110468535	110469341	+	0	NA	promoter-TSS (GPN3)	NA	511	FAM216A								
Interval_21614	chr9	26891680	26893202	+	0	NA	exon (CAAP1, exon 1 of 6)	NA	387	CAAP1								
Interval_2724	chr10	74826486	74826979	+	0	NA	exon (KAT6B, exon 1 of 18)	NA	319	KAT6B								
Interval_1569	chr1	167220924	167222268	+	0	NA	intron (POU2F1, intron 1 of 14)	NA	767	POU2F1								
Interval_10482	chr19	7680841	7681832	+	0	NA	intron (TRAPPC5, intron 1 of 1)	NA	515	TRAPPC5								
Interval_7649	chr16	21363424	21363803	+	0	NA	intron (SNX29P1, intron 2 of 5)	NA	14250	SNX29P1								
Interval_811	chr1	53946344	53946538	+	0	NA	promoter-TSS (LRRC42)	NA	115	LRRC42								
Interval_5248	chr12	110614007	110614150	+	0	NA	promoter-TSS (TCTN1)	NA	51	TCTN1								
Interval_5331	chr12	119589049	119589319	+	0	NA	Intergenic	NA	-4350	TMEM233								
Interval_15807	chr3	120093891	120094475	+	0	NA	promoter-TSS (GSK3B)	NA	234	GSK3B								
Interval_17620	chr5	126713027	126713305	+	0	NA	Intergenic	NA	42546	LOC102723557								
Interval_14603	chr22	26428638	26429004	+	0	NA	promoter-TSS (ASPHD2)	NA	-493	ASPHD2								
Interval_4655	chr12	27710314	27710686	+	0	NA	promoter-TSS (MRPS35)	NA	-273	MRPS35								
Interval_9274	chr17	62626989	62627511	+	0	NA	promoter-TSS (MRC2)	NA	-151	MRC2								
Interval_22934	chrX	153985327	153985694	+	0	NA	Intergenic	NA	-4341	MIR3202-2								
Interval_1762	chr1	201018160	201018411	+	0	NA	intron (KIF21B, intron 1 of 33)	NA	5415	KIF21B								
Interval_21901	chr9	98575596	98575958	+	0	NA	intron (GABBR2, intron 2 of 18)	NA	133420	GABBR2								
Interval_18610	chr6	31863230	31863768	+	0	NA	promoter-TSS (NEU1)	NA	-567	NEU1								
Interval_15890	chr3	128123345	128123749	+	0	NA	intron (RUVBL1, intron 1 of 10)	NA	281	RUVBL1								
Interval_19061	chr6	110739070	110739472	+	0	NA	intron (CDK19, intron 2 of 12)	NA	-75350	AMD1								
Interval_7901	chr16	48609322	48609922	+	0	NA	intron (N4BP1, intron 1 of 3)	NA	592	N4BP1								
Interval_22326	chr9	134066824	134067787	+	0	NA	intron (BRD3, intron 1 of 11)	NA	669	BRD3								
Interval_12685	chr2	121531270	121531547	+	0	NA	TTS (RNU4ATAC)	NA	528	RNU4ATAC								
Interval_5839	chr14	20305353	20305532	+	0	NA	intron (TTC5, intron 1 of 9)	NA	552	TTC5								
Interval_954	chr1	85298385	85298654	+	0	NA	Intergenic	NA	-21615	BCL10								
Interval_10692	chr19	14042826	14043011	+	0	NA	intron (IL27RA, intron 6 of 13)	NA	11178	IL27RA								
Interval_5594	chr13	28251770	28251997	+	0	NA	intron (PAN3, intron 6 of 18)	NA	19382	RNU6-82P								
Interval_2825	chr10	88792793	88792997	+	0	NA	Intergenic	NA	-9835	LIPM								
Interval_22729	chrX	71118594	71119078	+	0	NA	exon (MED12, exon 1 of 46)	NA	280	MED12								
Interval_21523	chr9	213643	217606	+	0	NA	exon (C9orf66, exon 1 of 1)	NA	269	C9orf66								
Interval_17917	chr5	151770295	151771447	+	0	NA	intron (LOC100652758, intron 1 of 2)	NA	1007	LOC100652758								
Interval_14577	chr22	24011495	24011735	+	0	NA	exon (CABIN1, exon 1 of 37)	NA	300	CABIN1								
Interval_4808	chr12	51951795	51952020	+	0	NA	intron (ACVR1B, intron 1 of 9)	NA	240	ACVR1B								
Interval_10600	chr19	11279944	11280224	+	0	NA	Intergenic	NA	-16055	TSPAN16								
Interval_3705	chr11	62600878	62601776	+	0	NA	TTS (EML3)	NA	513	MTA2								
Interval_14256	chr21	33124948	33125255	+	0	NA	Intergenic	NA	-1401	AP000289.6								
Interval_16095	chr3	160981315	160981497	+	0	NA	intron (PPM1L, intron 2 of 3)	NA	123734	B3GALNT1								
Interval_21669	chr9	34328536	34329179	+	0	NA	promoter-TSS (NUDT2)	NA	-649	NUDT2								
Interval_19383	chr6	167094009	167094212	+	0	NA	Intergenic	NA	-28643	CCR6								
Interval_7830	chr16	30875916	30876225	+	0	NA	promoter-TSS (MIR4519)	NA	608	RP11-1072A3.2								
Interval_12953	chr2	174326045	174326388	+	0	NA	exon (AC018470.4, exon 1 of 3)	NA	189	AC018470.4								
Interval_8630	chr17	14069516	14069919	+	0	NA	promoter-TSS (COX10-AS1)	NA	-259	COX10-AS1								
Interval_6883	chr15	63121907	63122324	+	0	NA	exon (LACTB, exon 1 of 5)	NA	315	LACTB								
Interval_12095	chr2	42809781	42811068	+	0	NA	promoter-TSS (TRNAI13)	NA	-112	TRNAI13								
Interval_5370	chr12	121146108	121146299	+	0	NA	intron (P2RX7, intron 1 of 10)	NA	13375	P2RX7								
Interval_22144	chr9	125889024	125889348	+	0	NA	intron (PBX3, intron 2 of 6)	NA	141848	PBX3								
Interval_19536	chr7	6272091	6272504	+	0	NA	intron (CYTH3, intron 1 of 12)	NA	314	CYTH3								
Interval_15173	chr3	16801844	16802037	+	0	NA	Intergenic	NA	-97069	PLCL2								
Interval_8671	chr17	17693932	17694827	+	0	NA	intron (RAI1, intron 1 of 5)	NA	12906	RAI1								
Interval_111	chr1	6784700	6785023	+	0	NA	promoter-TSS (CAMTA1)	NA	57334	LOC100505887								
Interval_22550	chrX	24150576	24150773	+	0	NA	intron (ZFX, intron 1 of 5)	NA	-1017	ZFX								
Interval_13013	chr2	189674710	189674926	+	0	NA	exon (ANKAR, exon 1 of 19)	NA	-1638	ANKAR								
Interval_10107	chr18	77134226	77134386	+	0	NA	promoter-TSS (MBP)	NA	-46655	MBP								
Interval_8175	chr16	81444972	81445912	+	0	NA	exon (CMIP, exon 1 of 21)	NA	-49907	CMIP								
Interval_381	chr1	26315494	26315673	+	0	NA	intron (UBXN11, intron 1 of 14)	NA	-2337	CD52								
Interval_1269	chr1	150515149	150515328	+	0	NA	promoter-TSS (LINC00568)	NA	-519	LINC00568								
Interval_2089	chr1	233113713	233113904	+	0	NA	intron (PCNXL2, intron 21 of 22)	NA	-86620	LOC101927736								
Interval_8033	chr16	66751042	66751928	+	0	NA	promoter-TSS (LOC101927792)	NA	137	DYNC1LI2								
Interval_13705	chr20	25324529	25325171	+	0	NA	intron (ABHD12, intron 2 of 10)	NA	66132	ABHD12								
Interval_13678	chr20	23132845	23133038	+	0	NA	promoter-TSS (LINC00656)	NA	-305	LINC00656								
Interval_15029	chr3	4303226	4304033	+	0	NA	promoter-TSS (SETMAR)	NA	262	SETMAR								
Interval_19345	chr6	159969132	159969847	+	0	NA	intron (IGF2R, intron 1 of 47)	NA	390	IGF2R								
Interval_16464	chr4	10021258	10021498	+	0	NA	exon (SLC2A9, exon 1 of 13)	NA	128	SLC2A9								
Interval_13638	chr20	18467116	18467348	+	0	NA	promoter-TSS (POLR3F)	NA	-47	DZANK1								
Interval_4300	chr11	119056586	119057133	+	0	NA	promoter-TSS (HYOU1)	NA	346	HYOU1								
Interval_9340	chr17	65122890	65123484	+	0	NA	Intergenic	NA	-14151	RGS9								
Interval_4938	chr12	57240252	57240566	+	0	NA	intron (NDUFA4L2, intron 1 of 4)	NA	353	NDUFA4L2								
Interval_8868	chr17	36544046	36546310	+	0	NA	intron (GGNBP2, intron 1 of 13)	NA	266	GGNBP2								
Interval_17796	chr5	140691050	140691307	+	0	NA	promoter-TSS (HARS2)	NA	-248	HARS2								
Interval_695	chr1	43780368	43780684	+	0	NA	intron (ST3GAL3, intron 2 of 7)	NA	-53159	RP11-184I16.4								
Interval_15742	chr3	100708857	100709151	+	0	NA	promoter-TSS (TFG)	NA	-327	TFG								
Interval_3299	chr11	3153401	3153613	+	0	NA	intron (OSBPL5, intron 1 of 20)	NA	11845	OSBPL5								
Interval_9805	chr18	12308270	12309133	+	0	NA	exon (TUBB6, exon 2 of 4)	NA	443	TUBB6								
Interval_20957	chr8	71831595	71831832	+	0	NA	Intergenic	NA	-11410	LOC100132891								
Interval_9461	chr17	75667313	75667551	+	0	NA	promoter-TSS (SAP30BP)	NA	98	SAP30BP								
Interval_8095	chr16	69565599	69565963	+	0	NA	promoter-TSS (NFAT5)	NA	87	MIR1538								
Interval_5558	chr13	22114876	22115121	+	0	NA	Intergenic	NA	-95287	LINC00540								
Interval_19273	chr6	151514114	151514362	+	0	NA	intron (CCDC170, intron 1 of 9)	NA	20208	CCDC170								
Interval_18390	chr6	26033141	26033629	+	0	NA	exon (HIST1H2AB, exon 1 of 1)	NA	183	HIST1H2AB								
Interval_2875	chr10	96718433	96718746	+	0	NA	intron (PIK3AP1, intron 1 of 16)	NA	1933	PIK3AP1								
Interval_19713	chr7	38302735	38303031	+	0	NA	Intergenic	NA	-26354	TARP								
Interval_14224	chr21	29018680	29019302	+	0	NA	intron (RWDD2B, intron 1 of 4)	NA	-5626	USP16								
Interval_6229	chr14	75259278	75259841	+	0	NA	Intergenic	NA	-19219	FOS								
Interval_10182	chr19	1026952	1027131	+	0	NA	intron (CNN2, intron 1 of 6)	NA	742	CNN2								
Interval_11963	chr2	27428323	27429096	+	0	NA	promoter-TSS (NRBP1)	NA	100	NRBP1								
Interval_12724	chr2	130371954	130372681	+	0	NA	exon (PTPN18, exon 12 of 15)	NA	16310	PTPN18								
Interval_18368	chr6	24743565	24744030	+	0	NA	Intergenic	NA	-22961	C6orf62								
Interval_16513	chr4	26075623	26075853	+	0	NA	Intergenic	NA	161546	SMIM20								
Interval_728	chr1	44986657	44986812	+	0	NA	promoter-TSS (EIF2B3)	NA	-12	EIF2B3								
Interval_4095	chr11	77152010	77152461	+	0	NA	intron (MYO7A, intron 4 of 45)	NA	23971	MYO7A								
Interval_21031	chr8	91040740	91041066	+	0	NA	promoter-TSS (TMEM55A)	NA	72	TMEM55A								
Interval_9094	chr17	47941668	47942003	+	0	NA	promoter-TSS (AC003665.1)	NA	312	PNPO								
Interval_41	chr1	1891182	1891816	+	0	NA	promoter-TSS (GNB1)	NA	-382	GNB1								
Interval_839	chr1	58293518	58293700	+	0	NA	Intergenic	NA	-43070	DAB1								
Interval_2372	chr10	22321088	22321767	+	0	NA	exon (BMI1, exon 1 of 10)	NA	217	BMI1								
Interval_20408	chr7	150434082	150434392	+	0	NA	intron (LINC00996, intron 1 of 3)	NA	583	LINC00996								
Interval_5210	chr12	108633984	108634412	+	0	NA	promoter-TSS (SELPLG)	NA	-239	SELPLG								
Interval_3050	chr10	114100828	114101167	+	0	NA	Intergenic	NA	56950	ADRB1								
Interval_6676	chr15	41417226	41417742	+	0	NA	intron (RTF1, intron 1 of 17)	NA	380	RTF1								
Interval_11073	chr19	36837820	36838740	+	0	NA	promoter-TSS (ZNF790)	NA	12507	ZNF790								
Interval_17820	chr5	142357105	142357260	+	0	NA	Intergenic	NA	-29561	LOC101926961								
Interval_5510	chr12	132488721	132489819	+	0	NA	Intergenic	NA	-1185	FBRSL1								
Interval_4602	chr12	14958870	14959412	+	0	NA	intron (ARHGDIB, intron 1 of 5)	NA	2487	ARHGDIB								
Interval_1892	chr1	212491033	212491212	+	0	NA	Intergenic	NA	-54568	RP11-61J19.3								
Interval_5515	chr12	132760801	132762664	+	0	NA	promoter-TSS (ANKLE2)	NA	67	ANKLE2								
Interval_790	chr1	52055248	52057135	+	0	NA	promoter-TSS (TXNDC12)	NA	6	BTF3L4								
Interval_1646	chr1	179877539	179877741	+	0	NA	intron (TOR1AIP2, intron 1 of 5)	NA	166	TOR1AIP2								
Interval_4545	chr12	10722513	10723313	+	0	NA	exon (YBX3, exon 1 of 10)	NA	441	YBX3								
Interval_14944	chr22	46737530	46737974	+	0	NA	intron (CERK, intron 1 of 12)	NA	503	CERK								
Interval_18071	chr5	177510785	177511500	+	0	NA	promoter-TSS (DOK3)	NA	-1293	DOK3								
Interval_9315	chr17	64334041	64334307	+	0	NA	intron (PECAM1, intron 14 of 14)	NA	56990	PECAM1								
Interval_13062	chr2	197453518	197454103	+	0	NA	promoter-TSS (COQ10B)	NA	303	COQ10B								
Interval_17599	chr5	115855783	115855962	+	0	NA	intron (AP3S1, intron 1 of 6)	NA	-14021	ATG12								
Interval_21135	chr8	103414336	103415773	+	0	NA	exon (SLC25A32, exon 1 of 8)	NA	281	SLC25A32								
Interval_17223	chr5	36684014	36684452	+	0	NA	intron (SLC1A3, intron 9 of 9)	NA	75904	SLC1A3								
Interval_1480	chr1	156750108	156751708	+	0	NA	intron (HDGF, intron 1 of 5)	NA	1540	HDGF								
Interval_12377	chr2	71068079	71068540	+	0	NA	promoter-TSS (NAGK)	NA	-283	NAGK								
Interval_12635	chr2	111618625	111618954	+	0	NA	Intergenic	NA	-4202	LOC101927306								
Interval_10772	chr19	16328384	16328694	+	0	NA	Intergenic	NA	3699	KLF2								
Interval_3139	chr10	124916861	124917806	+	0	NA	intron (ZRANB1, intron 1 of 9)	NA	-24790	ZRANB1								
Interval_17738	chr5	138352528	138353889	+	0	NA	intron (KDM3B, intron 1 of 22)	NA	441	KDM3B								
Interval_16532	chr4	37757871	37758333	+	0	NA	Intergenic	NA	-71725	RELL1								
Interval_4609	chr12	15881794	15883068	+	0	NA	promoter-TSS (STRAP)	NA	75	STRAP								
Interval_11165	chr19	40443440	40443926	+	0	NA	intron (SERTAD3, intron 1 of 1)	NA	692	SERTAD3								
Interval_10862	chr19	18322516	18323026	+	0	NA	intron (LSM4, intron 1 of 4)	NA	420	LSM4								
Interval_1098	chr1	111193276	111193469	+	0	NA	intron (DENND2D, intron 7 of 11)	NA	9073	DENND2D								
Interval_20285	chr7	129611069	129611772	+	0	NA	promoter-TSS (NRF1)	NA	-18658	NRF1								
Interval_3260	chr11	925707	925850	+	0	NA	promoter-TSS (AP2A2)	NA	-3226	AP2A2								
Interval_3741	chr11	63670705	63671450	+	0	NA	intron (ATL3, intron 1 of 12)	NA	535	ATL3								
Interval_22576	chrX	38802297	38802679	+	0	NA	intron (MID1IP1, intron 1 of 1)	NA	1056	MID1IP1								
Interval_19309	chr6	158057760	158058021	+	0	NA	intron (SYNJ2, intron 5 of 25)	NA	56783	SYNJ2-IT1								
Interval_18499	chr6	28266974	28267358	+	0	NA	promoter-TSS (ZSCAN26)	NA	156	ZSCAN26								
Interval_14623	chr22	28810718	28812015	+	0	NA	Intergenic	NA	-10794	XBP1								
Interval_16593	chr4	48831076	48831916	+	0	NA	promoter-TSS (OCIAD1)	NA	190	OCIAD1								
Interval_19469	chr7	2232480	2233118	+	0	NA	promoter-TSS (MAD1L1)	NA	-2138	MAD1L1								
Interval_9203	chr17	58288821	58289166	+	0	NA	Intergenic	NA	-8058	MPO								
Interval_17699	chr5	135397440	135402879	+	0	NA	promoter-TSS (H2AFY)	NA	-543	H2AFY								
Interval_15547	chr3	51391031	51392174	+	0	NA	exon (RBM15B, exon 1 of 1)	NA	334	RBM15B								
Interval_9995	chr18	59899924	59901337	+	0	NA	intron (PMAIP1, intron 1 of 1)	NA	670	PMAIP1								
Interval_17292	chr5	44808913	44809703	+	0	NA	promoter-TSS (RP11-53O19.1)	NA	383	MRPS30								
Interval_9742	chr18	3177580	3178812	+	0	NA	intron (MYOM1, intron 5 of 36)	NA	41912	MYOM1								
Interval_15922	chr3	129315795	129316308	+	0	NA	promoter-TSS (H1FX-AS1)	NA	-220	H1FX-AS1								
Interval_12315	chr2	68365092	68366463	+	0	NA	promoter-TSS (LOC101927723)	NA	-84	LOC101927723								
Interval_181	chr1	11805872	11806079	+	0	NA	promoter-TSS (CLCN6)	NA	-121	CLCN6								
Interval_9556	chr17	78781343	78781525	+	0	NA	intron (CYTH1, intron 1 of 12)	NA	-57834	CYTH1								
Interval_1599	chr1	171741657	171742057	+	0	NA	intron (VAMP4, intron 1 of 7)	NA	382	VAMP4								
Interval_19545	chr7	6435239	6435496	+	0	NA	intron (DAGLB, intron 3 of 14)	NA	12645	DAGLB								
Interval_6501	chr14	105060774	105061143	+	0	NA	intron (GPR132, intron 1 of 4)	NA	4592	GPR132								
Interval_4275	chr11	117815435	117815590	+	0	NA	Intergenic	NA	9232	FXYD2								
Interval_16271	chr3	190617389	190620183	+	0	NA	intron (IL1RAP, intron 1 of 7)	NA	3512	IL1RAP								
Interval_21662	chr9	34123764	34124002	+	0	NA	intron (DCAF12, intron 2 of 8)	NA	1843	DCAF12								
Interval_12069	chr2	38652453	38652663	+	0	NA	Intergenic	NA	-13352	GALM								
Interval_21275	chr8	127735853	127738844	+	0	NA	intron (MYC, intron 1 of 2)	NA	1279	MYC								
Interval_20550	chr8	10080932	10081109	+	0	NA	intron (MSRA, intron 1 of 4)	NA	26700	MSRA								
Interval_1258	chr1	150162574	150163151	+	0	NA	Intergenic	NA	12882	PLEKHO1								
Interval_6082	chr14	61103303	61103597	+	0	NA	Intergenic	NA	-53866	LOC101927756								
Interval_21260	chr8	125220610	125221201	+	0	NA	intron (NSMCE2, intron 5 of 7)	NA	94571	LOC102723524								
Interval_14281	chr21	33937961	33938156	+	0	NA	intron (LINC00649, intron 1 of 2)	NA	6846	LINC00649								
Interval_12183	chr2	53767505	53767719	+	0	NA	promoter-TSS (CHAC2)	NA	-180	CHAC2								
Interval_5232	chr12	109999123	109999796	+	0	NA	promoter-TSS (ANKRD13A)	NA	29	ANKRD13A								
Interval_17297	chr5	50434254	50435111	+	0	NA	intron (EMB, intron 1 of 8)	NA	6718	EMB								
Interval_14082	chr20	58888879	58889115	+	0	NA	promoter-TSS (GNAS)	NA	-165	LOC101927932								
Interval_3922	chr11	67372786	67373025	+	0	NA	intron (CLCF1, intron 1 of 2)	NA	1272	CLCF1								
Interval_11094	chr19	38374725	38375271	+	0	NA	intron (PSMD8, intron 1 of 6)	NA	448	PSMD8								
Interval_10755	chr19	16111885	16112411	+	0	NA	intron (RAB8A, intron 1 of 7)	NA	468	RAB8A								
Interval_9745	chr18	3247447	3248640	+	0	NA	intron (MYL12A, intron 1 of 3)	NA	513	MYL12A								
Interval_5864	chr14	21071697	21072158	+	0	NA	intron (ARHGEF40, intron 1 of 22)	NA	-1055	NDRG2								
Interval_6209	chr14	74085023	74085489	+	0	NA	promoter-TSS (ALDH6A1)	NA	303	LIN52								
Interval_17327	chr5	50664058	50664247	+	0	NA	Intergenic	NA	-2786	PARP8								
Interval_5059	chr12	79934319	79935703	+	0	NA	promoter-TSS (PPP1R12A)	NA	186	PPP1R12A								
Interval_19649	chr7	27739429	27739706	+	0	NA	promoter-TSS (TAX1BP1)	NA	-528	TAX1BP1								
Interval_14130	chr20	62796495	62796760	+	0	NA	exon (MRGBP, exon 1 of 5)	NA	175	MRGBP								
Interval_9039	chr17	44794648	44794827	+	0	NA	Intergenic	NA	-10436	LOC102724278								
Interval_21418	chr8	142669341	142670314	+	0	NA	promoter-TSS (PSCA)	NA	-481	PSCA								
Interval_22693	chrX	54529507	54530038	+	0	NA	promoter-TSS (GNL3L)	NA	-439	GNL3L								
Interval_1127	chr1	113904216	113904593	+	0	NA	promoter-TSS (DCLRE1B)	NA	643	AP4B1								
Interval_13525	chr20	3796414	3796679	+	0	NA	exon (CDC25B, exon 1 of 16)	NA	-3516	CDC25B								
Interval_8400	chr17	2266341	2267355	+	0	NA	promoter-TSS (SMG6)	NA	34387	LOC101927839								
Interval_11405	chr19	46825056	46825532	+	0	NA	Intergenic	NA	5410	SNAR-E								
Interval_13688	chr20	23357662	23358345	+	0	NA	exon (RP3-322G13.5, exon 1 of 3)	NA	124	RP3-322G13.5								
Interval_17374	chr5	60699658	60699931	+	0	NA	intron (DEPDC1B, intron 1 of 9)	NA	372	DEPDC1B								
Interval_13025	chr2	191013196	191014845	+	0	NA	exon (STAT1, exon 1 of 25)	NA	230	STAT1								
Interval_8102	chr16	70251912	70252055	+	0	NA	promoter-TSS (EXOSC6)	NA	-53	EXOSC6								
Interval_15738	chr3	100334799	100335187	+	0	NA	intron (NIT2, intron 1 of 9)	NA	275	NIT2								
Interval_22407	chr9	137422674	137423049	+	0	NA	promoter-TSS (NOXA1)	NA	-534	NOXA1								
Interval_12689	chr2	121648572	121649580	+	0	NA	promoter-TSS (NIFK-AS1)	NA	400	CLASP1								
Interval_16087	chr3	160449371	160449619	+	0	NA	promoter-TSS (LOC401098)	NA	-287	LOC401098								
Interval_20200	chr7	106346730	106346875	+	0	NA	Intergenic	NA	-61070	NAMPT								
Interval_4810	chr12	52025047	52025518	+	0	NA	intron (NR4A1, intron 1 of 7)	NA	-11342	LOC102723998								
Interval_21180	chr8	118213238	118213418	+	0	NA	intron (SAMD12, intron 4 of 4)	NA	-101509	EXT1								
Interval_2229	chr1	246104288	246106657	+	0	NA	intron (SMYD3, intron 5 of 11)	NA	-5521	LOC101928089								
Interval_16418	chr4	2934967	2935551	+	0	NA	promoter-TSS (MFSD10)	NA	-287	NOP14-AS1								
Interval_21859	chr9	94030839	94031203	+	0	NA	exon (PTPDC1, exon 1 of 7)	NA	227	PTPDC1								
Interval_5724	chr13	50125731	50126432	+	0	NA	promoter-TSS (DLEU2)	NA	-540	DLEU2								
Interval_16296	chr3	195100487	195101277	+	0	NA	intron (XXYLT1, intron 3 of 3)	NA	6294	XXYLT1-AS1								
Interval_7928	chr16	52050599	52050777	+	0	NA	intron (C16orf97, intron 2 of 5)	NA	23247	C16orf97								
Interval_8636	chr17	15684051	15684247	+	0	NA	Intergenic	NA	-1270	TRIM16								
Interval_22123	chr9	124868331	124870307	+	0	NA	exon (ARPC5L, exon 3 of 6)	NA	7189	ARPC5L								
