PeakID (cmd=annotatePeaks.pl ZEB2.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_16535	chr8	141162002	141162160	+	0	NA	intron (DENND3, intron 2 of 13)	NA	-31947	LOC101927963								
Interval_14662	chr6	154951733	154952049	+	0	NA	Intergenic	NA	98531	MIR1273C								
Interval_12561	chr4	1856101	1856470	+	0	NA	promoter-TSS (LETM1)	NA	-21451	LETM1								
Interval_8773	chr19	45863073	45863465	+	0	NA	promoter-TSS (SYMPK)	NA	-76	SYMPK								
Interval_9847	chr2	128734436	128734690	+	0	NA	Intergenic	NA	-130037	LOC101927881								
Interval_17200	chr9	135733061	135733880	+	0	NA	intron (KCNT1, intron 2 of 30)	NA	-18916	KCNT1								
Interval_4586	chr14	75459095	75459307	+	0	NA	intron (JDP2, intron 3 of 4)	NA	22897	JDP2								
Interval_1728	chr10	7130371	7130816	+	0	NA	Intergenic	NA	278748	SFMBT2								
Interval_5857	chr16	57336695	57336853	+	0	NA	Intergenic	NA	-22009	CCL22								
Interval_15661	chr8	9899297	9899587	+	0	NA	TTS (LINC00599)	NA	3887	LINC00599								
Interval_4035	chr12	123910996	123911154	+	0	NA	intron (DNAH10, intron 59 of 78)	NA	61751	CCDC92								
Interval_12999	chr4	142961965	142962188	+	0	NA	Intergenic	NA	-222841	USP38								
Interval_956	chr1	122843855	122844037	+	0	NA	Intergenic	NA	1324834	EMBP1								
Interval_9775	chr2	111120415	111120917	+	0	NA	promoter-TSS (BCL2L11)	NA	-248	BCL2L11								
Interval_15291	chr7	100450691	100451087	+	0	NA	Intergenic	NA	13382	C7orf61								
Interval_16309	chr8	116877717	116877986	+	0	NA	TTS (RAD21-AS1)	NA	-2985	RAD21								
Interval_14157	chr6	35387860	35388238	+	0	NA	intron (PPARD, intron 4 of 9)	NA	45478	PPARD								
Interval_5364	chr15	94259925	94260083	+	0	NA	intron (MCTP2, intron 1 of 22)	NA	-96133	MCTP2								
Interval_11666	chr3	10248102	10248260	+	0	NA	promoter-TSS (TATDN2)	NA	-312	TATDN2								
Interval_12630	chr4	11278581	11279032	+	0	NA	Intergenic	NA	-90081	MIR572								
Interval_3716	chr12	93095371	93095550	+	0	NA	intron (RP11-486A14.2, intron 3 of 4)	NA	43613	LOC102724901								
Interval_16201	chr8	96734038	96734484	+	0	NA	intron (CPQ, intron 1 of 7)	NA	89034	CPQ								
Interval_2831	chr11	66002148	66002320	+	0	NA	promoter-TSS (EIF1AD)	NA	-68	EIF1AD								
Interval_2219	chr10	103434434	103434662	+	0	NA	intron (PDCD11, intron 24 of 35)	NA	17791	CALHM2								
Interval_4160	chr13	28021237	28021425	+	0	NA	intron (FLT3, intron 19 of 23)	NA	-32694	URAD								
Interval_14599	chr6	144064418	144064586	+	0	NA	promoter-TSS (PLAGL1)	NA	31115	SF3B5								
Interval_3215	chr12	610195	610466	+	0	NA	intron (NINJ2, intron 1 of 3)	NA	333	NINJ2								
Interval_5499	chr16	4614843	4615061	+	0	NA	promoter-TSS (UBALD1)	NA	-26	UBALD1								
Interval_15619	chr8	3812641	3812900	+	0	NA	intron (CSMD1, intron 5 of 69)	NA	-1084402	RP11-134O21.1								
Interval_12336	chr3	156816992	156817316	+	0	NA	promoter-TSS (LINC00886)	NA	-92	LINC00886								
Interval_8423	chr19	30877911	30878077	+	0	NA	Intergenic	NA	-271883	DKFZp566F0947								
Interval_13533	chr5	137581994	137582152	+	0	NA	Intergenic	NA	65530	MIR874								
Interval_2012	chr10	73742073	73742268	+	0	NA	Intergenic	NA	-2203	SEC24C								
Interval_7187	chr17	83048219	83048587	+	0	NA	intron (B3GNTL1, intron 3 of 5)	NA	-31288	METRNL								
Interval_371	chr1	24955238	24955399	+	0	NA	intron (RUNX3, intron 1 of 5)	NA	-25046	RUNX3								
Interval_4740	chr14	101121100	101121380	+	0	NA	intron (LOC101929422, intron 1 of 1)	NA	371	LOC101929422								
Interval_14019	chr6	26026255	26026621	+	0	NA	TTS (HIST1H4B)	NA	814	HIST1H4B								
Interval_2775	chr11	64306202	64306360	+	0	NA	promoter-TSS (ESRRA)	NA	753	ESRRA								
Interval_9048	chr19	54389806	54390078	+	0	NA	Intergenic	NA	-24828	LAIR1								
Interval_5489	chr16	4345703	4345954	+	0	NA	intron (CORO7-PAM16, intron 27 of 30)	NA	5544	PAM16								
Interval_9963	chr2	166561099	166561257	+	0	NA	Intergenic	NA	-67026	SCN7A								
Interval_16385	chr8	124195899	124196368	+	0	NA	intron (RP11-37N22.1, intron 2 of 2)	NA	-24611	FER1L6-AS2								
Interval_1627	chr1	235328295	235328652	+	0	NA	promoter-TSS (ARID4B)	NA	-81	GGPS1								
Interval_14661	chr6	154921560	154921768	+	0	NA	Intergenic	NA	68304	MIR1273C								
Interval_6525	chr17	30795471	30795793	+	0	NA	intron (CRLF3, intron 4 of 7)	NA	12414	CRLF3								
Interval_11862	chr3	46300118	46300276	+	0	NA	Intergenic	NA	-53547	CCR2								
Interval_9690	chr2	96260833	96260991	+	0	NA	intron (TMEM127, intron 2 of 3)	NA	5101	TMEM127								
Interval_17380	chrX	1467331	1467489	+	0	NA	promoter-TSS (P2RY8)	NA	1182	P2RY8								
Interval_5618	chr16	19556075	19556261	+	0	NA	intron (C16orf62, intron 1 of 29)	NA	747	C16orf62								
Interval_5329	chr15	90885476	90885827	+	0	NA	intron (FES, intron 3 of 18)	NA	1209	FES								
Interval_3183	chr11	129633702	129633968	+	0	NA	Intergenic	NA	-16566	LOC101929557								
Interval_1546	chr1	226034688	226034932	+	0	NA	Intergenic	NA	-27897	H3F3A								
Interval_17089	chr9	128422242	128422462	+	0	NA	intron (CERCAM, intron 1 of 12)	NA	1872	CERCAM								
Interval_2890	chr11	68535744	68535902	+	0	NA	intron (PPP6R3, intron 2 of 22)	NA	30678	PPP6R3								
Interval_13379	chr5	87267705	87267900	+	0	NA	promoter-TSS (RASA1)	NA	-451	RASA1								
Interval_12504	chr3	196193221	196193399	+	0	NA	Intergenic	NA	-11605	LOC102723473								
Interval_6017	chr16	78099263	78100217	+	0	NA	promoter-TSS (WWOX)	NA	310	WWOX								
Interval_807	chr1	89815681	89815997	+	0	NA	Intergenic	NA	27035	LOC101927975								
Interval_12679	chr4	26766382	26766595	+	0	NA	Intergenic	NA	-16218	LOC102723744								
Interval_3153	chr11	123053645	123053816	+	0	NA	Intergenic	NA	4426	SNORD14E								
Interval_5686	chr16	29118755	29118872	+	0	NA	Intergenic	NA	-10625	LOC101928215								
Interval_4745	chr14	101947924	101948382	+	0	NA	Intergenic	NA	-16375	DYNC1H1								
Interval_14052	chr6	27547348	27547629	+	0	NA	TTS (TRNAQ21)	NA	335	TRNAQ21								
Interval_8795	chr19	47035817	47035982	+	0	NA	intron (NPAS1, intron 4 of 10)	NA	11960	TMEM160								
Interval_3370	chr12	24838608	24838860	+	0	NA	intron (BCAT1, intron 7 of 10)	NA	-63581	LOC102724371								
Interval_14232	chr6	42214996	42215154	+	0	NA	intron (MRPS10, intron 1 of 6)	NA	2790	MRPS10								
Interval_10266	chr2	231601770	231601965	+	0	NA	Intergenic	NA	9003	C2orf57								
Interval_14906	chr7	25615125	25615364	+	0	NA	Intergenic	NA	47942	LOC646588								
Interval_16350	chr8	121406562	121406837	+	0	NA	Intergenic	NA	-232647	HAS2-AS1								
Interval_13978	chr6	16322826	16323036	+	0	NA	intron (ATXN1, intron 8 of 8)	NA	84351	GMPR								
Interval_16992	chr9	114852216	114852374	+	0	NA	Intergenic	NA	-46167	TNFSF15								
Interval_14460	chr6	109873078	109873257	+	0	NA	Intergenic	NA	-105089	GPR6								
Interval_9237	chr2	12856992	12857183	+	0	NA	Intergenic	NA	119720	MIR3125								
Interval_8572	chr19	39552168	39552611	+	0	NA	Intergenic	NA	-12191	EID2								
Interval_10979	chr21	14548902	14549187	+	0	NA	intron (SAMSN1, intron 2 of 8)	NA	-33158	SAMSN1-AS1								
Interval_8639	chr19	41614571	41614854	+	0	NA	Intergenic	NA	12362	CEACAM4								
Interval_8095	chr19	12801592	12802070	+	0	NA	promoter-TSS (PRDX2)	NA	79	PRDX2								
Interval_8080	chr19	11567917	11568096	+	0	NA	intron (LOC101928434, intron 4 of 4)	NA	8611	LOC101928434								
Interval_15527	chr7	150384404	150384794	+	0	NA	intron (ZNF775, intron 1 of 2)	NA	5282	ZNF775								
Interval_14495	chr6	122770846	122771199	+	0	NA	Intergenic	NA	-8479	FABP7								
Interval_2171	chr10	99659113	99659393	+	0	NA	promoter-TSS (ENTPD7)	NA	29	SLC25A28								
Interval_7303	chr18	31943348	31943618	+	0	NA	promoter-TSS (TRAPPC8)	NA	-355	TRAPPC8								
Interval_2603	chr11	36149719	36149944	+	0	NA	intron (LDLRAD3, intron 4 of 5)	NA	-71930	LOC101928510								
Interval_6354	chr17	8120209	8120378	+	0	NA	promoter-TSS (TRNAR1)	NA	102	TRNAL2								
Interval_10324	chr2	237919673	237919832	+	0	NA	Intergenic	NA	-47193	UBE2F-SCLY								
Interval_2928	chr11	72269353	72269774	+	0	NA	Intergenic	NA	-25387	PHOX2A								
Interval_8187	chr19	15041831	15042752	+	0	NA	Intergenic	NA	-7189	CASP14								
Interval_1417	chr1	204286388	204286722	+	0	NA	intron (PLEKHA6, intron 1 of 22)	NA	-23597	PLEKHA6								
Interval_5709	chr16	30095811	30096136	+	0	NA	promoter-TSS (LOC101928595)	NA	243	YPEL3								
Interval_15523	chr7	149690886	149691208	+	0	NA	TTS (TRNAC20)	NA	205	TRNAC20								
Interval_16595	chr8	143941694	143941989	+	0	NA	intron (PLEC, intron 2 of 32)	NA	2896	PLEC								
Interval_4690	chr14	93154732	93154913	+	0	NA	Intergenic	NA	30082	MOAP1								
Interval_586	chr1	39789215	39789496	+	0	NA	promoter-TSS (BMP8B)	NA	373	LOC101929536								
Interval_6305	chr17	6640576	6640868	+	0	NA	promoter-TSS (TXNDC17)	NA	-180	TXNDC17								
Interval_3371	chr12	24927567	24927830	+	0	NA	intron (BCAT1, intron 1 of 9)	NA	-24623	BCAT1								
Interval_14544	chr6	135195668	135195990	+	0	NA	exon (MYB, exon 9 of 16)	NA	14514	MYB								
Interval_7513	chr18	77004909	77005352	+	0	NA	intron (MBP, intron 1 of 5)	NA	127688	MBP								
Interval_538	chr1	35337762	35337920	+	0	NA	intron (ZMYM4, intron 2 of 26)	NA	28839	ZMYM4								
Interval_7683	chr19	2090095	2090435	+	0	NA	intron (MOB3A, intron 1 of 4)	NA	6005	MOB3A								
Interval_4345	chr14	22070682	22070867	+	0	NA	Intergenic	NA	405691	OR4E2								
Interval_16890	chr9	99819558	99819826	+	0	NA	intron (RP11-554F20.1, intron 1 of 6)	NA	197	RP11-554F20.1								
Interval_9179	chr2	8500536	8501364	+	0	NA	Intergenic	NA	82842	AC011747.4								
Interval_3521	chr12	50417980	50418397	+	0	NA	intron (LARP4, intron 2 of 11)	NA	17379	LARP4								
Interval_1542	chr1	225851885	225852112	+	0	NA	intron (TMEM63A, intron 18 of 22)	NA	30722	TMEM63A								
Interval_5239	chr15	79596104	79596280	+	0	NA	Intergenic	NA	140073	KIAA1024								
Interval_3703	chr12	89856550	89856800	+	0	NA	Intergenic	NA	147720	LINC00936								
Interval_3173	chr11	128195173	128195396	+	0	NA	Intergenic	NA	327026	ETS1								
Interval_14255	chr6	43332075	43332363	+	0	NA	Intergenic	NA	-22952	CRIP3								
Interval_1251	chr1	171610552	171610749	+	0	NA	Intergenic	NA	41983	MYOC								
Interval_2139	chr10	95292904	95293356	+	0	NA	Intergenic	NA	-1982	PDLIM1								
Interval_10649	chr20	34580408	34580570	+	0	NA	intron (PIGU, intron 10 of 11)	NA	21792	MAP1LC3A								
Interval_4943	chr15	44442025	44442273	+	0	NA	intron (CTDSPL2, intron 1 of 12)	NA	14550	CTDSPL2								
Interval_9654	chr2	85979578	85979798	+	0	NA	Intergenic	NA	44180	LOC90784								
Interval_12802	chr4	74444835	74445500	+	0	NA	promoter-TSS (AREG)	NA	31	AREG								
Interval_6862	chr17	59533733	59534040	+	0	NA	Intergenic	NA	-7047	RP11-567L7.6								
Interval_2374	chr11	232259	232480	+	0	NA	intron (SIRT3, intron 3 of 6)	NA	3993	SIRT3								
Interval_10042	chr2	186589818	186589982	+	0	NA	promoter-TSS (ITGAV)	NA	-163	ITGAV								
Interval_12996	chr4	141133556	141133798	+	0	NA	promoter-TSS (RNF150)	NA	-202	RNF150								
Interval_12184	chr3	122939118	122939330	+	0	NA	intron (SEMA5B, intron 5 of 22)	NA	52711	LOC100129550								
Interval_6850	chr17	58630996	58631846	+	0	NA	intron (TEX14, intron 2 of 31)	NA	28014	TEX14								
Interval_17350	chrX	1166462	1166620	+	0	NA	Intergenic	NA	46093	CRLF2								
Interval_10677	chr20	37315909	37316079	+	0	NA	intron (MANBAL, intron 2 of 2)	NA	26346	MANBAL								
Interval_1343	chr1	185317981	185318167	+	0	NA	promoter-TSS (IVNS1ABP)	NA	390	LOC102724641								
Interval_7351	chr18	49048761	49048945	+	0	NA	TTS (MIR4744)	NA	915	MIR4744								
Interval_11197	chr22	19946956	19947318	+	0	NA	intron (COMT, intron 1 of 5)	NA	-5145	TXNRD2								
Interval_11851	chr3	45688554	45688946	+	0	NA	promoter-TSS (SACM1L)	NA	132	LIMD1-AS1								
Interval_16613	chr8	144326809	144327066	+	0	NA	promoter-TSS (DGAT1)	NA	-18	DGAT1								
Interval_2367	chr10	133307765	133308016	+	0	NA	intron (TUBGCP2, intron 1 of 17)	NA	-1029	ZNF511								
Interval_7007	chr17	75289424	75289710	+	0	NA	promoter-TSS (SLC25A19)	NA	-355	SLC25A19								
Interval_3609	chr12	56728560	56728754	+	0	NA	Intergenic	NA	-2382	NACA								
Interval_15402	chr7	123867233	123867462	+	0	NA	intron (HYAL4, intron 3 of 5)	NA	22181	HYAL4								
Interval_4911	chr15	41215734	41215964	+	0	NA	intron (EXD1, intron 4 of 10)	NA	14894	EXD1								
Interval_15928	chr8	40172706	40173233	+	0	NA	Intergenic	NA	19501	C8orf4								
Interval_10983	chr21	17512921	17513092	+	0	NA	promoter-TSS (CXADR)	NA	100	CXADR								
Interval_16677	chr9	15357086	15357365	+	0	NA	Intergenic	NA	-65559	SNAPC3								
Interval_6845	chr17	58333083	58333438	+	0	NA	intron (BZRAP1-AS1, intron 1 of 3)	NA	-1993	MIR142								
Interval_2483	chr11	9569535	9569693	+	0	NA	Intergenic	NA	-5073	WEE1								
Interval_7432	chr18	62522353	62522511	+	0	NA	promoter-TSS (ZCCHC2)	NA	-1224	ZCCHC2								
Interval_15898	chr8	37904145	37904338	+	0	NA	Intergenic	NA	-4744	RAB11FIP1								
Interval_13014	chr4	151403772	151403931	+	0	NA	Intergenic	NA	-5395	FAM160A1								
Interval_7352	chr18	49088801	49088990	+	0	NA	intron (DYM, intron 16 of 16)	NA	-39127	MIR4744								
Interval_4697	chr14	94154065	94154270	+	0	NA	Intergenic	NA	-20145	PPP4R4								
Interval_2322	chr10	128126602	128126763	+	0	NA	promoter-TSS (MKI67)	NA	-16810	MKI67								
Interval_10053	chr2	191020233	191020448	+	0	NA	Intergenic	NA	-6090	STAT1								
Interval_3367	chr12	22730027	22730288	+	0	NA	Intergenic	NA	105015	ETNK1								
Interval_17426	chrX	18687870	18688028	+	0	NA	intron (PPEF1, intron 1 of 19)	NA	-12968	TRNAV19								
Interval_4057	chr12	124918357	124918703	+	0	NA	Intergenic	NA	2920	MIR5188								
Interval_9970	chr2	168556892	168557152	+	0	NA	intron (CERS6, intron 2 of 9)	NA	-25967	MIR4774								
Interval_4381	chr14	24695260	24695520	+	0	NA	Intergenic	NA	-61164	GZMB								
Interval_8997	chr19	51764352	51764857	+	0	NA	intron (FPR2, intron 2 of 2)	NA	3404	FPR2								
Interval_11238	chr22	23220564	23220788	+	0	NA	intron (BCR, intron 1 of 21)	NA	40311	BCR								
Interval_15192	chr7	76997286	76998342	+	0	NA	intron (DTX2P1-UPK3BP1-PMS2P11, intron 2 of 10)	NA	16992	DTX2P1-UPK3BP1-PMS2P11								
Interval_12924	chr4	118284437	118284637	+	0	NA	intron (PRSS12, intron 11 of 12)	NA	5347	SNORA24								
Interval_5146	chr15	70892440	70892607	+	0	NA	promoter-TSS (LRRC49)	NA	-90	THAP10								
Interval_10937	chr20	63641963	63642536	+	0	NA	exon (STMN3, exon 4 of 5)	NA	10517	STMN3								
Interval_11436	chr22	38700807	38701636	+	0	NA	promoter-TSS (JOSD1)	NA	-279	JOSD1								
Interval_15457	chr7	137992681	137992983	+	0	NA	intron (CREB3L2, intron 1 of 11)	NA	39484	AC022173.2								
Interval_9125	chr19	58002683	58002983	+	0	NA	promoter-TSS (LOC100128398)	NA	-14	ZNF606								
Interval_2861	chr11	67317516	67317892	+	0	NA	promoter-TSS (LOC100130987)	NA	-135	LOC100130987								
Interval_1808	chr10	31146585	31146743	+	0	NA	Intergenic	NA	-41219	LOC101929352								
Interval_10197	chr2	219637406	219637633	+	0	NA	intron (SLC4A3, intron 16 of 22)	NA	9520	SLC4A3								
Interval_15635	chr8	6748517	6748717	+	0	NA	intron (AGPAT5, intron 6 of 7)	NA	-3377	MIR4659B								
Interval_15266	chr7	99274422	99274580	+	0	NA	intron (MYH16, intron 1 of 15)	NA	1200	MYH16								
Interval_10262	chr2	231514464	231514695	+	0	NA	promoter-TSS (LINC00471)	NA	-240	LINC00471								
Interval_13159	chr5	16552595	16552974	+	0	NA	intron (FAM134B, intron 3 of 8)	NA	-63142	RP11-260E18.1								
Interval_10652	chr20	34831747	34832000	+	0	NA	Intergenic	NA	2589	HMGB3P1								
Interval_12915	chr4	112170492	112170651	+	0	NA	intron (C4orf32, intron 1 of 1)	NA	25174	C4orf32								
Interval_15107	chr7	73717942	73718200	+	0	NA	intron (STX1A, intron 1 of 9)	NA	1616	STX1A								
Interval_15772	chr8	23539071	23539233	+	0	NA	intron (SLC25A37, intron 1 of 3)	NA	-17820	SLC25A37								
Interval_10472	chr20	5603400	5603706	+	0	NA	intron (GPCPD1, intron 3 of 20)	NA	7473	GPCPD1								
Interval_11057	chr21	35530836	35530994	+	0	NA	intron (LOC100506403, intron 1 of 2)	NA	49849	LOC100506403								
Interval_238	chr1	15434597	15435084	+	0	NA	Intergenic	NA	-3602	CTRC								
Interval_7737	chr19	3193908	3194145	+	0	NA	intron (NCLN, intron 3 of 14)	NA	8149	NCLN								
Interval_7329	chr18	45454057	45454262	+	0	NA	intron (FLJ44087, intron 5 of 6)	NA	49690	FLJ44087								
Interval_11489	chr22	41542548	41542890	+	0	NA	intron (POLR3H, intron 1 of 5)	NA	-9032	POLR3H								
Interval_7879	chr19	6667237	6667573	+	0	NA	intron (TNFSF14, intron 3 of 4)	NA	3020	TNFSF14								
Interval_15294	chr7	100584722	100584894	+	0	NA	intron (LRCH4, intron 1 of 17)	NA	1375	LRCH4								
Interval_5912	chr16	67473381	67473606	+	0	NA	intron (ATP6V0D1, intron 1 of 7)	NA	7693	ATP6V0D1								
Interval_5938	chr16	68470644	68470894	+	0	NA	Intergenic	NA	-68527	ZFP90								
Interval_11651	chr3	8530216	8530395	+	0	NA	intron (LMCD1, intron 1 of 4)	NA	28498	LMCD1								
Interval_14708	chr6	160519941	160520134	+	0	NA	Intergenic	NA	-8913	LPAL2								
Interval_5297	chr15	89899397	89899569	+	0	NA	exon (C15orf38, exon 6 of 6)	NA	-5098	AP3S2								
Interval_4379	chr14	24607244	24607429	+	0	NA	exon (GZMH, exon 4 of 5)	NA	2384	GZMH								
Interval_667	chr1	46340675	46340809	+	0	NA	promoter-TSS (NSUN4)	NA	-436	NSUN4								
Interval_9652	chr2	85790516	85790717	+	0	NA	exon (ATOH8, exon 3 of 3)	NA	-6939	MIR6071								
Interval_5017	chr15	59350216	59350374	+	0	NA	intron (MYO1E, intron 1 of 27)	NA	22577	MYO1E								
Interval_2866	chr11	67428058	67428611	+	0	NA	promoter-TSS (RPS6KB2)	NA	-162	RPS6KB2								
Interval_16094	chr8	71247090	71247501	+	0	NA	intron (EYA1, intron 10 of 16)	NA	300354	EYA1								
Interval_419	chr1	26960156	26960592	+	0	NA	promoter-TSS (C1orf172)	NA	36	C1orf172								
Interval_8796	chr19	47048732	47048991	+	0	NA	promoter-TSS (TMEM160)	NA	-1002	TMEM160								
Interval_9798	chr2	113390343	113390501	+	0	NA	Intergenic	NA	-47269	CBWD2								
Interval_1393	chr1	202698312	202698563	+	0	NA	intron (SYT2, intron 1 of 8)	NA	11986	SYT2								
Interval_2381	chr11	399768	400234	+	0	NA	exon (PKP3, exon 6 of 13)	NA	5784	PKP3								
Interval_930	chr1	117367386	117367739	+	0	NA	promoter-TSS (MAN1A2)	NA	99	MAN1A2								
Interval_2100	chr10	88108199	88108434	+	0	NA	Intergenic	NA	-157944	LOC101929727								
Interval_10259	chr2	231398898	231399056	+	0	NA	exon (B3GNT7, exon 2 of 2)	NA	1801	B3GNT7								
Interval_11752	chr3	27345735	27345903	+	0	NA	intron (NEK10, intron 4 of 37)	NA	23602	NEK10								
Interval_7252	chr18	10072696	10072854	+	0	NA	Intergenic	NA	158817	VAPA								
Interval_6162	chr16	89119324	89119520	+	0	NA	intron (ACSF3, intron 6 of 10)	NA	25613	ACSF3								
Interval_8671	chr19	42553431	42553631	+	0	NA	intron (LIPE-AS1, intron 2 of 2)	NA	-25022	CEACAM1								
Interval_14552	chr6	136783925	136784164	+	0	NA	promoter-TSS (LOC101928429)	NA	-72	LOC101928429								
Interval_3079	chr11	112321985	112322145	+	0	NA	Intergenic	NA	37132	LOC100506870								
Interval_6366	chr17	8249179	8249462	+	0	NA	promoter-TSS (PFAS)	NA	42	PFAS								
Interval_2852	chr11	66892141	66892430	+	0	NA	intron (PC, intron 1 of 20)	NA	35198	LRFN4								
Interval_14689	chr6	158818679	158818838	+	0	NA	promoter-TSS (EZR)	NA	-450	EZR								
Interval_6410	chr17	16491667	16491870	+	0	NA	exon (FAM211A, exon 1 of 3)	NA	423	FAM211A								
Interval_3879	chr12	112354496	112354717	+	0	NA	intron (HECTD4, intron 1 of 75)	NA	27486	HECTD4								
Interval_12799	chr4	73731980	73732341	+	0	NA	Intergenic	NA	-8346	IL8								
Interval_4582	chr14	75278319	75278530	+	0	NA	promoter-TSS (FOS)	NA	-354	FOS								
Interval_10749	chr20	46362912	46363172	+	0	NA	intron (SLC35C2, intron 1 of 9)	NA	1416	SLC35C2								
Interval_10617	chr20	32603071	32603369	+	0	NA	intron (LOC149950, intron 2 of 2)	NA	15741	LOC149950								
Interval_12041	chr3	60992374	60992757	+	0	NA	intron (FHIT, intron 2 of 8)	NA	258894	FHIT								
Interval_5629	chr16	21599488	21599646	+	0	NA	promoter-TSS (METTL9)	NA	-182	LOC101927814								
Interval_10960	chr20	64042477	64042726	+	0	NA	Intergenic	NA	7025	SOX18								
Interval_4086	chr12	131860681	131861071	+	0	NA	Intergenic	NA	32480	MMP17								
Interval_16270	chr8	102808517	102808724	+	0	NA	Intergenic	NA	55549	AZIN1								
Interval_15209	chr7	83162768	83162885	+	0	NA	promoter-TSS (PCLO)	NA	55	PCLO								
Interval_844	chr1	96309824	96310047	+	0	NA	intron (RP5-898J17.1, intron 3 of 5)	NA	64190	RP5-898J17.1								
Interval_6236	chr17	2512100	2512421	+	0	NA	promoter-TSS (METTL16)	NA	-362	METTL16								
Interval_5635	chr16	22240941	22241239	+	0	NA	intron (EEF2K, intron 2 of 17)	NA	34819	EEF2K								
Interval_14156	chr6	35376343	35376501	+	0	NA	intron (PPARD, intron 4 of 9)	NA	33851	PPARD								
Interval_14815	chr7	4852192	4852395	+	0	NA	intron (RADIL, intron 2 of 14)	NA	9701	PAPOLB								
Interval_14485	chr6	116668560	116668906	+	0	NA	promoter-TSS (ZUFSP)	NA	77	ZUFSP								
Interval_458	chr1	28111358	28111571	+	0	NA	Intergenic	NA	-22803	EYA3								
Interval_11515	chr22	43092156	43092356	+	0	NA	intron (LOC102723830, intron 1 of 1)	NA	-2828	TTLL1								
Interval_2630	chr11	46305337	46305523	+	0	NA	intron (CREB3L1, intron 2 of 11)	NA	27769	CREB3L1								
Interval_2071	chr10	83990249	83990441	+	0	NA	Intergenic	NA	-149084	GHITM								
Interval_8705	chr19	44304918	44305225	+	0	NA	promoter-TSS (ZNF235)	NA	-46	ZNF235								
Interval_17021	chr9	122093304	122093492	+	0	NA	promoter-TSS (TTLL11)	NA	208	TTLL11								
Interval_3251	chr12	5049254	5049486	+	0	NA	Intergenic	NA	5451	KCNA5								
Interval_5021	chr15	59523143	59523434	+	0	NA	exon (FAM81A, exon 9 of 9)	NA	84264	FAM81A								
Interval_9776	chr2	111619124	111619338	+	0	NA	Intergenic	NA	-4644	LOC101927306								
