PeakID (cmd=annotatePeaks.pl IKZF1.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_13264	chr16	85987358	85987704	+	0	NA	Intergenic	NA	69179	MIR6774								
Interval_21432	chr2	218252802	218253194	+	0	NA	intron (ARPC2, intron 10 of 10)	NA	7172	TRNAY9								
Interval_17387	chr19	13160598	13160918	+	0	NA	Intergenic	NA	10290	IER2								
Interval_8427	chr12	92899440	92899643	+	0	NA	intron (EEA1, intron 1 of 28)	NA	29176	EEA1								
Interval_31647	chr6	170087211	170087372	+	0	NA	Intergenic	NA	-59869	LOC101929614								
Interval_33213	chr7	152759992	152760313	+	0	NA	intron (ACTR3B, intron 1 of 10)	NA	-41508	ACTR3B								
Interval_8517	chr12	100267180	100267505	+	0	NA	promoter-TSS (DEPDC4)	NA	-266	DEPDC4								
Interval_33838	chr8	30056254	30056448	+	0	NA	Intergenic	NA	26857	TMEM66								
Interval_13616	chr17	5232722	5233375	+	0	NA	intron (RP11-333E1.1, intron 5 of 7)	NA	1831	SCIMP								
Interval_7619	chr12	14252738	14252896	+	0	NA	Intergenic	NA	-165151	ATF7IP								
Interval_27375	chr4	88130625	88130864	+	0	NA	intron (ABCG2, intron 5 of 15)	NA	28115	ABCG2								
Interval_28834	chr5	134527155	134527435	+	0	NA	intron (JADE2, intron 1 of 11)	NA	1105	JADE2								
Interval_6815	chr11	95066933	95067248	+	0	NA	exon (SRSF8, exon 1 of 2)	NA	213	SRSF8								
Interval_32011	chr7	30226023	30226369	+	0	NA	Intergenic	NA	-58111	ZNRF2								
Interval_33697	chr8	26133716	26134511	+	0	NA	Intergenic	NA	-88989	EBF2								
Interval_16205	chr18	57084983	57085328	+	0	NA	Intergenic	NA	-13036	LINC-ROR								
Interval_20887	chr2	158600318	158600500	+	0	NA	intron (PKP4, intron 3 of 21)	NA	123542	LOC100131270								
Interval_358	chr1	15465792	15466021	+	0	NA	intron (CELA2A, intron 5 of 7)	NA	9178	CELA2A								
Interval_6748	chr11	86069751	86070137	+	0	NA	promoter-TSS (PICALM)	NA	-863	PICALM								
Interval_19348	chr2	27369526	27369962	+	0	NA	promoter-TSS (SNX17)	NA	713	EIF2B4								
Interval_10360	chr14	89416338	89416475	+	0	NA	promoter-TSS (FOXN3-AS1)	NA	704	FOXN3								
Interval_34242	chr8	61004595	61004762	+	0	NA	Intergenic	NA	-36930	LOC100130298								
Interval_13299	chr16	87178586	87178865	+	0	NA	Intergenic	NA	-33397	RP11-899L11.1								
Interval_6388	chr11	66615969	66616106	+	0	NA	promoter-TSS (RBM14-RBM4)	NA	-545	RBM14-RBM4								
Interval_5156	chr10	119872049	119872293	+	0	NA	intron (MCMBP, intron 1 of 15)	NA	1457	MCMBP								
Interval_34732	chr8	109334588	109334843	+	0	NA	promoter-TSS (NUDCD1)	NA	392	ENY2								
Interval_35306	chr8	143208407	143208708	+	0	NA	Intergenic	NA	-4636	GPIHBP1								
Interval_1625	chr1	93033800	93033937	+	0	NA	Intergenic	NA	-45367	MTF2								
Interval_27859	chr4	184394586	184394749	+	0	NA	intron (IRF2, intron 7 of 8)	NA	-12421	LOC102723766								
Interval_33955	chr8	38295695	38295990	+	0	NA	exon (WHSC1L1, exon 16 of 24)	NA	-26622	PPAPDC1B								
Interval_21348	chr2	214809465	214809828	+	0	NA	promoter-TSS (BARD1)	NA	65	BARD1								
Interval_5924	chr11	45803960	45804172	+	0	NA	promoter-TSS (SLC35C1)	NA	-1024	SLC35C1								
Interval_27905	chr4_GL000008v2_random	3736	4330	+	0	NA	Intergenic	NA	-79400	LOC102724703								
Interval_16419	chr18	74399219	74399603	+	0	NA	Intergenic	NA	-10037	LOC101927606								
Interval_27404	chr4	98510955	98511114	+	0	NA	intron (TSPAN5, intron 1 of 7)	NA	147627	TSPAN5								
Interval_25196	chr3	46135481	46135808	+	0	NA	Intergenic	NA	72697	CCR1								
Interval_28570	chr5	95818273	95818544	+	0	NA	intron (GLRX, intron 1 of 2)	NA	4465	GLRX								
Interval_108	chr1	6580881	6581222	+	0	NA	exon (ZBTB48, exon 2 of 11)	NA	1058	ZBTB48								
Interval_32251	chr7	47482738	47482976	+	0	NA	intron (TNS3, intron 3 of 30)	NA	75133	LOC102723974								
Interval_25008	chr3	35537368	35537733	+	0	NA	Intergenic	NA	-142099	ARPP21								
Interval_37675	chrY	10797552	10797780	+	0	NA	Intergenic	NA	886868	TTTY23								
Interval_17661	chr19	18109004	18109323	+	0	NA	promoter-TSS (MAST3)	NA	11388	MAST3								
Interval_7286	chr12	923526	923756	+	0	NA	intron (RAD52, intron 7 of 9)	NA	67227	RAD52								
Interval_36254	chr9	114898872	114899022	+	0	NA	intron (TNFSF8, intron 4 of 4)	NA	31648	TNFSF8								
Interval_31461	chr6	157442414	157442643	+	0	NA	intron (ZDHHC14, intron 1 of 8)	NA	61003	ZDHHC14								
Interval_12574	chr16	30534905	30535068	+	0	NA	promoter-TSS (ZNF747)	NA	33	ZNF747								
Interval_26912	chr4	26812318	26812493	+	0	NA	Intergenic	NA	29699	LOC102723744								
Interval_20589	chr2	119224441	119224663	+	0	NA	intron (STEAP3, intron 1 of 4)	NA	744	STEAP3								
Interval_35092	chr8	132773192	132773352	+	0	NA	intron (LOC102723614, intron 1 of 2)	NA	-2116	PHF20L1								
Interval_24414	chr22	46256306	46256587	+	0	NA	exon (PKDREJ, exon 1 of 1)	NA	-6150	CDPF1								
Interval_8815	chr12	116358958	116359393	+	0	NA	Intergenic	NA	69136	MIR4472-2								
Interval_29017	chr5	141682428	141682565	+	0	NA	promoter-TSS (ARAP3)	NA	-293	ARAP3								
Interval_12924	chr16	66205786	66206159	+	0	NA	Intergenic	NA	-72005	LOC101927676								
Interval_25218	chr3	46520768	46520912	+	0	NA	intron (LRRC2, intron 8 of 8)	NA	22845	RTP3								
Interval_11402	chr15	69607274	69607461	+	0	NA	Intergenic	NA	45647	RP11-279F6.1								
Interval_16345	chr18	63273936	63274092	+	0	NA	intron (BCL2, intron 2 of 2)	NA	45764	BCL2								
Interval_11472	chr15	72195183	72195417	+	0	NA	intron (GRAMD2, intron 1 of 11)	NA	2495	GRAMD2								
Interval_27164	chr4	54659001	54659166	+	0	NA	intron (KIT, intron 1 of 20)	NA	1126	KIT								
Interval_34876	chr8	123273447	123273915	+	0	NA	intron (ZHX1, intron 1 of 3)	NA	806	ZHX1								
Interval_15131	chr17	64344304	64344664	+	0	NA	intron (PECAM1, intron 12 of 13)	NA	53909	PECAM1								
Interval_31298	chr6	143543495	143543635	+	0	NA	Intergenic	NA	25774	RP11-436I24.1								
Interval_35376	chr8	144358610	144358914	+	0	NA	promoter-TSS (FBXL6)	NA	181	SLC52A2								
Interval_20884	chr2	158009554	158009755	+	0	NA	intron (UPP2, intron 1 of 8)	NA	-92216	UPP2								
Interval_29869	chr6	14012696	14012841	+	0	NA	Intergenic	NA	88322	RNF182								
Interval_32543	chr7	77825209	77825478	+	0	NA	intron (PHTF2, intron 1 of 18)	NA	26551	PHTF2								
Interval_9771	chr14	34547801	34548188	+	0	NA	Intergenic	NA	1280	RNU1-27P								
Interval_663	chr1	26471530	26472218	+	0	NA	promoter-TSS (HMGN2)	NA	-537	HMGN2								
Interval_4240	chr10	50217043	50217182	+	0	NA	intron (ASAH2, intron 7 of 19)	NA	31498	ASAH2								
Interval_18888	chr19	54345877	54346220	+	0	NA	Intergenic	NA	-6898	LILRA4								
Interval_8941	chr12	121629864	121630115	+	0	NA	intron (ORAI1, intron 1 of 1)	NA	3439	ORAI1								
Interval_36894	chrUn_KI270438v1	112060	112201	+	0	NA	NA	NA	NA	NA								
Interval_3755	chr10	18658981	18659358	+	0	NA	promoter-TSS (ARL5B)	NA	69	LOC102724059								
Interval_4099	chr10	41910170	41911007	+	0	NA	Intergenic	NA	-331935	LOC101929373								
Interval_11776	chr15	89401840	89401977	+	0	NA	Intergenic	NA	23866	LINC00925								
Interval_12135	chr16	5097775	5098242	+	0	NA	promoter-TSS (FAM86A)	NA	-188	FAM86A								
Interval_10232	chr14	75428366	75428679	+	0	NA	promoter-TSS (LOC101928377)	NA	165	JDP2								
Interval_19892	chr2	65017384	65017588	+	0	NA	intron (SLC1A4, intron 5 of 7)	NA	-13023	LOC102724233								
Interval_30462	chr6	37008585	37008982	+	0	NA	intron (FGD2, intron 1 of 15)	NA	-4933	FGD2								
Interval_5648	chr11	13303717	13303941	+	0	NA	intron (ARNTL, intron 1 of 19)	NA	26095	ARNTL								
Interval_15929	chr18	21699625	21699853	+	0	NA	intron (ABHD3, intron 3 of 8)	NA	5066	ABHD3								
Interval_538	chr1	22976748	22976897	+	0	NA	Intergenic	NA	-3791	LACTBL1								
Interval_37884	chrY	21174965	21175189	+	0	NA	Intergenic	NA	211283	CYorf17								
Interval_27160	chr4	54230352	54230520	+	0	NA	promoter-TSS (PDGFRA)	NA	1306	PDGFRA								
Interval_17003	chr19	6087921	6088204	+	0	NA	intron (RFX2, intron 1 of 17)	NA	20109	LOC101928872								
Interval_13600	chr17	4966345	4966842	+	0	NA	promoter-TSS (SPAG7)	NA	35	SPAG7								
Interval_18091	chr19	40055885	40056337	+	0	NA	promoter-TSS (ZNF780B)	NA	127	ZNF780B								
Interval_16648	chr19	1021645	1021783	+	0	NA	promoter-TSS (TMEM259)	NA	-540	TMEM259								
Interval_29263	chr5	159773286	159773429	+	0	NA	Intergenic	NA	98027	AC011343.1								
Interval_32988	chr7	133255833	133256004	+	0	NA	intron (EXOC4, intron 1 of 9)	NA	2835	EXOC4								
Interval_5842	chr11	36333572	36333765	+	0	NA	intron (PRR5L, intron 1 of 8)	NA	-42317	PRR5L								
Interval_36990	chrUn_KI270466v1	369	558	+	0	NA	NA	NA	NA	NA								
Interval_5564	chr11	9639232	9639498	+	0	NA	Intergenic	NA	-24716	SWAP70								
Interval_14275	chr17	31269750	31269887	+	0	NA	intron (NF1, intron 35 of 57)	NA	3868	LOC101927057								
Interval_19688	chr2	46974436	46974635	+	0	NA	intron (TTC7A, intron 3 of 19)	NA	24095	TTC7A								
Interval_17034	chr19	6590223	6590493	+	0	NA	intron (CD70, intron 1 of 2)	NA	794	CD70								
Interval_19407	chr2	30959137	30959308	+	0	NA	intron (GALNT14, intron 3 of 14)	NA	-151777	CAPN13								
Interval_5041	chr10	110414157	110414311	+	0	NA	Intergenic	NA	-83633	DUSP5								
Interval_16772	chr19	2477345	2478024	+	0	NA	exon (GADD45B, exon 4 of 4)	NA	1559	GADD45B								
Interval_33333	chr8	6660578	6660733	+	0	NA	intron (LOC102723801, intron 2 of 2)	NA	-38499	MIR8055								
Interval_23229	chr21	10707684	10707821	+	0	NA	Intergenic	NA	186215	TPTE								
Interval_8064	chr12	53484265	53484481	+	0	NA	intron (MAP3K12, intron 6 of 13)	NA	15287	MAP3K12								
Interval_15600	chr17	81832227	81832599	+	0	NA	intron (FAM195B, intron 1 of 6)	NA	881	FAM195B								
Interval_583	chr1	24502376	24502770	+	0	NA	promoter-TSS (RCAN3)	NA	-213	RCAN3AS								
Interval_35746	chr9	37998917	37999178	+	0	NA	intron (SHB, intron 2 of 5)	NA	70166	SHB								
Interval_3297	chr1	224853087	224853329	+	0	NA	Intergenic	NA	-76446	DNAH14								
Interval_17049	chr19	6767932	6768079	+	0	NA	promoter-TSS (SH2D3A)	NA	-543	SH2D3A								
Interval_36497	chr9	129343937	129344241	+	0	NA	intron (RP11-65J3.1, intron 3 of 3)	NA	11784	RP11-65J3.1								
Interval_10869	chr15	40755312	40755500	+	0	NA	promoter-TSS (RMDN3)	NA	-152	RMDN3								
Interval_25140	chr3	43910871	43911143	+	0	NA	Intergenic	NA	-92619	LOC101928458								
Interval_37080	chrX	2696700	2696840	+	0	NA	intron (CD99, intron 1 of 9)	NA	5583	CD99								
Interval_29978	chr6	20400884	20401123	+	0	NA	promoter-TSS (E2F3)	NA	-903	E2F3								
Interval_18907	chr19	54517484	54517764	+	0	NA	Intergenic	NA	-3503	LOC101929818								
Interval_25694	chr3	105906941	105907272	+	0	NA	Intergenic	NA	-38094	CBLB								
Interval_35617	chr9	33041928	33042121	+	0	NA	exon (SMU1, exon 12 of 12)	NA	16813	DNAJA1								
Interval_6660	chr11	76336296	76336717	+	0	NA	Intergenic	NA	44330	PRKRIR								
Interval_23269	chr21	14528264	14528546	+	0	NA	intron (SAMSN1, intron 1 of 8)	NA	-53797	SAMSN1-AS1								
Interval_5909	chr11	45048326	45048594	+	0	NA	Intergenic	NA	74558	AC068858.1								
Interval_10776	chr15	31440619	31440779	+	0	NA	Intergenic	NA	113819	KLF13								
Interval_32167	chr7	42888560	42888878	+	0	NA	Intergenic	NA	23371	C7orf25								
Interval_30458	chr6	36853347	36853799	+	0	NA	Intergenic	NA	-9308	LOC102723698								
Interval_27321	chr4	83128268	83128845	+	0	NA	Intergenic	NA	-13798	PLAC8								
Interval_34579	chr8	99166328	99166491	+	0	NA	intron (VPS13B, intron 15 of 33)	NA	153127	VPS13B								
Interval_12751	chr16	52575100	52575338	+	0	NA	intron (CASC16, intron 2 of 3)	NA	-28325	TOX3								
Interval_7465	chr12	6905089	6905410	+	0	NA	intron (LRRC23, intron 1 of 7)	NA	516	LRRC23								
Interval_20927	chr2	161160524	161161113	+	0	NA	exon (TANK, exon 1 of 8)	NA	23863	TANK								
Interval_19810	chr2	60881122	60881385	+	0	NA	promoter-TSS (REL)	NA	61	LINC01185								
Interval_15427	chr17	77405914	77406160	+	0	NA	intron (SEPT9, intron 1 of 9)	NA	-8993	MIR4316								
Interval_23881	chr22	29083646	29083805	+	0	NA	intron (KREMEN1, intron 1 of 9)	NA	10647	KREMEN1								
Interval_32588	chr7	92634405	92634717	+	0	NA	intron (CDK6, intron 5 of 7)	NA	-44167	FAM133B								
Interval_16433	chr18	74898977	74899256	+	0	NA	intron (ZNF407, intron 7 of 8)	NA	268153	ZNF407								
Interval_28463	chr5	78547898	78548121	+	0	NA	intron (LHFPL2, intron 2 of 3)	NA	100816	LHFPL2								
Interval_19231	chr2	16652578	16652916	+	0	NA	intron (FAM49A, intron 1 of 11)	NA	13119	FAM49A								
Interval_22790	chr20	49712967	49713422	+	0	NA	intron (B4GALT5, intron 1 of 8)	NA	690	B4GALT5								
Interval_35907	chr9	93951339	93951491	+	0	NA	TTS (BARX1)	NA	3911	BARX1								
Interval_28841	chr5	134905550	134905816	+	0	NA	intron (PCBD2, intron 1 of 3)	NA	563	PCBD2								
Interval_19369	chr2	28390188	28390669	+	0	NA	intron (FLJ31356, intron 1 of 1)	NA	-3853	FOSL2								
Interval_1408	chr1	61491060	61491249	+	0	NA	Intergenic	NA	-163088	MGC34796								
Interval_31860	chr7	12686505	12686740	+	0	NA	promoter-TSS (ARL4A)	NA	-664	ARL4A								
Interval_35934	chr9	96854156	96854610	+	0	NA	promoter-TSS (ZNF782)	NA	-276	ZNF782								
Interval_25602	chr3	73093781	73093952	+	0	NA	Intergenic	NA	32207	EBLN2								
Interval_34399	chr8	80168669	80169016	+	0	NA	intron (TPD52, intron 1 of 6)	NA	2817	TPD52								
Interval_21423	chr2	218068256	218068393	+	0	NA	promoter-TSS (RUFY4)	NA	-2176	RUFY4								
Interval_21345	chr2	210577853	210578014	+	0	NA	intron (CPS1, intron 5 of 38)	NA	-39638	CPS1-IT1								
Interval_26002	chr3	134242839	134243050	+	0	NA	intron (RYK, intron 1 of 14)	NA	7800	RYK								
Interval_508	chr1	21771677	21771978	+	0	NA	intron (USP48, intron 1 of 25)	NA	-23636	USP48								
Interval_19659	chr2	45936420	45936702	+	0	NA	intron (PRKCE, intron 2 of 10)	NA	-284514	LOC102724965								
Interval_15928	chr18	21683436	21683573	+	0	NA	promoter-TSS (MIR320C1)	NA	-55	MIR320C1								
Interval_3002	chr1	206012009	206012304	+	0	NA	intron (CTSE, intron 7 of 7)	NA	-8690	RAB7B								
Interval_15630	chr17	82238496	82239232	+	0	NA	TTS (CSNK1D)	NA	2157	MIR6787								
Interval_29851	chr6	13486248	13486524	+	0	NA	promoter-TSS (GFOD1)	NA	-14323	GFOD1								
Interval_32208	chr7	44822797	44822944	+	0	NA	Intergenic	NA	25256	H2AFV								
Interval_15018	chr17	59209828	59210076	+	0	NA	promoter-TSS (SMG8)	NA	-58	SMG8								
Interval_15256	chr17	73312005	73312240	+	0	NA	promoter-TSS (CDC42EP4)	NA	-118	CDC42EP4								
Interval_12711	chr16	48612610	48612818	+	0	NA	Intergenic	NA	-2505	N4BP1								
Interval_20207	chr2	86195462	86196308	+	0	NA	promoter-TSS (IMMT)	NA	-115	IMMT								
Interval_32009	chr7	30185119	30185469	+	0	NA	Intergenic	NA	50358	MTURN								
Interval_3158	chr1	214455065	214455289	+	0	NA	intron (PTPN14, intron 2 of 18)	NA	96504	PTPN14								
Interval_15439	chr17	77734722	77734879	+	0	NA	Intergenic	NA	-6241	LOC100132174								
Interval_5042	chr10	110414404	110414722	+	0	NA	Intergenic	NA	-83304	DUSP5								
Interval_24234	chr22	40477739	40477920	+	0	NA	intron (MKL1, intron 3 of 13)	NA	-43971	RP4-591N18.2								
Interval_20351	chr2	99863977	99864138	+	0	NA	intron (AFF3, intron 6 of 23)	NA	278518	AFF3								
Interval_17004	chr19	6100131	6100777	+	0	NA	intron (RFX2, intron 1 of 17)	NA	10199	RFX2								
Interval_35435	chr9	3525833	3526062	+	0	NA	promoter-TSS (RFX3)	NA	-35602	RFX3								
Interval_23659	chr22	10730105	10730352	+	0	NA	Intergenic	NA	214777	LOC102723780								
Interval_29057	chr5	142984007	142984161	+	0	NA	intron (ARHGAP26, intron 11 of 23)	NA	-115174	ARHGAP26-AS1								
Interval_10416	chr14	92417921	92418228	+	0	NA	intron (SLC24A4, intron 1 of 12)	NA	94266	SLC24A4								
Interval_7561	chr12	11649638	11650013	+	0	NA	promoter-TSS (ETV6)	NA	-29	ETV6								
Interval_37887	chrY	26638134	26638446	+	0	NA	Intergenic	NA	909800	TTTY3								
Interval_32765	chr7	103347599	103347749	+	0	NA	exon (PSMC2, exon 1 of 5)	NA	150	PSMC2								
Interval_2220	chr1	155195269	155195616	+	0	NA	TTS (MIR92B)	NA	246	MIR92B								
Interval_5295	chr10	132249892	132250066	+	0	NA	intron (STK32C, intron 1 of 11)	NA	57994	STK32C								
Interval_18292	chr19	43777538	43778218	+	0	NA	intron (KCNN4, intron 1 of 8)	NA	3379	KCNN4								
Interval_37275	chrX	45771175	45771457	+	0	NA	Intergenic	NA	-24192	MIR222								
Interval_8531	chr12	101806341	101806529	+	0	NA	intron (GNPTAB, intron 1 of 18)	NA	24432	GNPTAB								
Interval_19362	chr2	27993550	27993826	+	0	NA	intron (BRE, intron 4 of 11)	NA	-2734	MIR4263								
Interval_2150	chr1	153734696	153734987	+	0	NA	intron (INTS3, intron 1 of 28)	NA	3879	INTS3								
Interval_21489	chr2	219522112	219522254	+	0	NA	intron (ASIC4, intron 1 of 9)	NA	8013	ASIC4								
Interval_5025	chr10	109890066	109890304	+	0	NA	intron (XPNPEP1, intron 5 of 20)	NA	33362	XPNPEP1								
Interval_2987	chr1	205512130	205512360	+	0	NA	promoter-TSS (CDK18)	NA	7689	CDK18								
Interval_34734	chr8	109876401	109876926	+	0	NA	Intergenic	NA	98067	KCNV1								
Interval_18788	chr19	51440901	51441213	+	0	NA	Intergenic	NA	17397	SIGLEC8								
Interval_28140	chr5	38845708	38846022	+	0	NA	promoter-TSS (OSMR)	NA	-36	CTD-2127H9.1								
Interval_9779	chr14	34982941	34983204	+	0	NA	promoter-TSS (LOC100506157)	NA	377	SRP54								
Interval_11627	chr15	78455032	78455262	+	0	NA	intron (IREB2, intron 2 of 21)	NA	16971	IREB2								
Interval_993	chr1	37450083	37450262	+	0	NA	Intergenic	NA	24271	LINC01137								
Interval_3054	chr1	207815805	207815943	+	0	NA	intron (LOC101929385, intron 3 of 4)	NA	-2505	LOC148696								
Interval_37530	chrX	134588557	134588732	+	0	NA	intron (PLAC1, intron 2 of 2)	NA	38620	LINC00629								
Interval_20563	chr2	117058866	117059052	+	0	NA	Intergenic	NA	-755720	DDX18								
Interval_31952	chr7	26201436	26201701	+	0	NA	promoter-TSS (HNRNPA2B1)	NA	-106	CBX3								
Interval_13008	chr16	68539892	68540085	+	0	NA	intron (ZFP90, intron 2 of 4)	NA	697	ZFP90								
Interval_9107	chr12	127556332	127556611	+	0	NA	Intergenic	NA	79648	RP11-526P6.1								
Interval_33694	chr8	25507210	25507457	+	0	NA	TTS (CDCA2)	NA	48574	CDCA2								
Interval_1164	chr1	43975386	43975568	+	0	NA	intron (ATP6V0B, intron 1 of 6)	NA	547	ATP6V0B								
Interval_25173	chr3	45655751	45656221	+	0	NA	intron (LIMD1, intron 2 of 7)	NA	32896	LIMD1-AS1								
Interval_2971	chr1	204516399	204516538	+	0	NA	promoter-TSS (MDM4)	NA	89	MDM4								
Interval_26871	chr4	25110492	25110797	+	0	NA	Intergenic	NA	49782	SEPSECS								
Interval_33767	chr8	28092094	28092257	+	0	NA	promoter-TSS (ELP3)	NA	1944	ELP3								
Interval_31044	chr6	110617075	110617322	+	0	NA	intron (CDK19, intron 12 of 12)	NA	-140557	SLC22A16								
Interval_11605	chr15	77908370	77908520	+	0	NA	Intergenic	NA	18401	LOC645752								
Interval_2130	chr1	153232532	153232841	+	0	NA	Intergenic	NA	15102	PRR9								
Interval_8963	chr12	122064916	122065139	+	0	NA	exon (LOC100506691, exon 1 of 3)	NA	527	LOC100506691								
Interval_13711	chr17	7833979	7835146	+	0	NA	TTS (DNAH2)	NA	-9166	KDM6B								
Interval_18272	chr19	43596390	43596735	+	0	NA	promoter-TSS (ZNF576)	NA	-24	ZNF576								
Interval_37807	chrY	11027375	11027512	+	0	NA	Intergenic	NA	1116645	TTTY23								
Interval_4781	chr10	95896102	95896272	+	0	NA	intron (ENTPD1-AS1, intron 2 of 5)	NA	-11778	C10orf131								
Interval_9366	chr13	42562233	42562404	+	0	NA	promoter-TSS (TNFSF11)	NA	-11837	TNFSF11								
Interval_29625	chr6	2763680	2763817	+	0	NA	intron (MYLK4, intron 1 of 12)	NA	1626	MYLK4								
Interval_10919	chr15	42274277	42274438	+	0	NA	promoter-TSS (TMEM87A)	NA	189	GANC								
Interval_810	chr1	30747447	30747668	+	0	NA	intron (LAPTM5, intron 1 of 7)	NA	-8378	MIR4420								
Interval_17262	chr19	10780023	10780708	+	0	NA	TTS (MIR4748)	NA	111	MIR4748								
Interval_34007	chr8	41153931	41154145	+	0	NA	Intergenic	NA	117085	MIR548AO								
Interval_23021	chr20	62185787	62185955	+	0	NA	intron (MTG2, intron 1 of 6)	NA	2846	MTG2								
Interval_9891	chr14	55051259	55051745	+	0	NA	promoter-TSS (MAPK1IP1L)	NA	-142	MAPK1IP1L								
Interval_22533	chr20	38143793	38144169	+	0	NA	intron (TGM2, intron 6 of 12)	NA	21317	TGM2								
Interval_25833	chr3	123653363	123653763	+	0	NA	intron (MYLK, intron 23 of 31)	NA	-39295	LOC101927028								
Interval_37297	chrX	48597419	48597831	+	0	NA	promoter-TSS (WDR13)	NA	133	WDR13								
Interval_30656	chr6	43996276	43996488	+	0	NA	Intergenic	NA	-4226	C6orf223								
Interval_27103	chr4	49644930	49645275	+	0	NA	Intergenic	NA	-155778	LOC101060532								
Interval_7886	chr12	48973028	48973338	+	0	NA	intron (LOC102723907, intron 2 of 2)	NA	-1325	WNT10B								
Interval_15289	chr17	74521862	74522043	+	0	NA	TTS (CD300LB)	NA	9419	CD300LB								
Interval_4676	chr10	87054448	87055173	+	0	NA	intron (GLUD1, intron 11 of 12)	NA	34521	FAM25A								
Interval_7761	chr12	32139993	32140130	+	0	NA	intron (BICD1, intron 1 of 8)	NA	32810	BICD1								
Interval_30226	chr6	31576753	31577147	+	0	NA	intron (TNF, intron 3 of 3)	NA	1383	TNF								
Interval_26761	chr4	8167356	8168062	+	0	NA	Intergenic	NA	-49407	SH3TC1								
Interval_28093	chr5	33564150	33564292	+	0	NA	intron (ADAMTS12, intron 19 of 23)	NA	123445	TARS								
Interval_36554	chr9	130995377	130995548	+	0	NA	Intergenic	NA	-13655	LAMC3								
Interval_4911	chr10	101135221	101135515	+	0	NA	intron (TLX1, intron 2 of 2)	NA	4064	TLX1								
Interval_32933	chr7	128938451	128938788	+	0	NA	intron (IRF5, intron 1 of 8)	NA	679	IRF5								
Interval_12851	chr16	57244878	57245146	+	0	NA	promoter-TSS (ARL2BP)	NA	-114	ARL2BP								
